ptest -- memset version 1.0
start	0	end	512
incr	1	ntry	10000
align	0	verbose	0
raw	1	diff	0
compare	1	baseline	0
seed	0	rand	1
rand_align	0	testmask	0x00
bytes   	   local	        	    i386	        	    i586	        	    i686	        	 i686fix	        	  lx_zan	        	 lx_simp	        	  lx_hyb	        	lx_hyb_BA	        	  lx_mmx	        	lx_mmx64	        	lx_mmx64simp	        	lx_mmx64_BA	        
     365	   0.000%	 216.281	   0.484%	 215.234	 -66.539%	 360.192	   7.142%	 200.835	   6.686%	 201.820	   1.586%	 212.850	   9.403%	 195.945	   7.114%	 200.895	   6.887%	 201.387	  -1.313%	 219.121	   2.408%	 211.072	   5.135%	 205.175	   2.569%	 210.724
     366	   0.000%	 215.779	  -0.217%	 216.247	 -67.618%	 361.685	   6.418%	 201.930	   6.044%	 202.739	   1.103%	 213.398	   9.024%	 196.308	   6.046%	 202.734	   5.924%	 202.996	  -1.948%	 219.983	   1.593%	 212.342	   4.499%	 206.070	   2.084%	 211.283
     367	   0.000%	 217.583	   0.283%	 216.966	 -66.150%	 361.513	   6.718%	 202.965	   6.409%	 203.637	   2.084%	 213.048	   8.641%	 198.781	   6.851%	 202.676	   6.210%	 204.070	  -1.535%	 220.923	   1.918%	 213.410	   5.314%	 206.020	   2.519%	 212.103
     368	   0.000%	 211.508	  -0.724%	 213.039	 -69.135%	 357.736	   5.951%	 198.921	   5.862%	 199.111	   0.496%	 210.459	   8.129%	 194.315	   6.155%	 198.490	   5.996%	 198.827	  -2.397%	 216.578	   1.015%	 209.362	   4.343%	 202.322	   1.596%	 208.133
     369	   0.000%	 215.911	  -0.961%	 217.987	 -67.462%	 361.569	   6.374%	 202.150	   6.317%	 202.273	   0.683%	 214.436	   8.778%	 196.958	   5.956%	 203.052	   6.228%	 202.465	  -2.107%	 220.460	   1.714%	 212.211	   4.967%	 205.187	   1.670%	 212.307
     370	   0.000%	 217.012	  -0.187%	 217.418	 -67.119%	 362.668	   6.247%	 203.455	   6.566%	 202.764	   1.247%	 214.307	   8.785%	 197.947	   6.182%	 203.597	   6.189%	 203.582	  -1.564%	 220.407	   1.669%	 213.391	   4.934%	 206.304	   2.016%	 212.638
     371	   0.000%	 218.253	  -0.125%	 218.526	 -66.695%	 363.817	   6.679%	 203.675	   6.526%	 204.011	   1.241%	 215.545	   9.182%	 198.214	   6.254%	 204.603	   6.428%	 204.223	  -1.949%	 222.508	   1.588%	 214.787	   4.831%	 207.709	   1.992%	 213.906
     372	   0.000%	 213.445	  -0.157%	 213.780	 -67.964%	 358.511	   6.532%	 199.504	   6.315%	 199.967	   1.240%	 210.798	   8.433%	 195.446	   6.583%	 199.394	   6.236%	 200.135	  -2.286%	 218.324	   1.671%	 209.878	   4.877%	 203.035	   1.934%	 209.317
     373	   0.000%	 216.471	  -0.642%	 217.860	 -67.655%	 362.924	   6.254%	 202.933	   5.977%	 203.532	   1.021%	 214.261	   8.496%	 198.080	   6.300%	 202.834	   6.231%	 202.983	  -2.084%	 220.981	   1.076%	 214.142	   4.655%	 206.395	   1.634%	 212.933
     374	   0.000%	 217.677	   0.015%	 217.644	 -66.917%	 363.339	   6.294%	 203.977	   6.131%	 204.331	   1.608%	 214.176	   8.504%	 199.165	   6.206%	 204.168	   6.470%	 203.593	  -1.753%	 221.493	   1.560%	 214.281	   4.308%	 208.298	   2.057%	 213.199
     375	   0.000%	 218.229	  -0.813%	 220.004	 -67.032%	 364.513	   6.088%	 204.943	   6.287%	 204.509	   1.142%	 215.737	   8.578%	 199.510	   6.114%	 204.887	   5.773%	 205.631	  -2.062%	 222.728	   1.312%	 215.365	   4.589%	 208.216	   1.804%	 214.292
     376	   0.000%	 214.177	  -0.539%	 215.332	 -67.543%	 358.838	   5.805%	 201.743	   6.338%	 200.602	   1.197%	 211.612	   8.734%	 195.470	   6.783%	 199.650	   6.448%	 200.366	  -1.999%	 218.458	   1.396%	 211.188	   4.772%	 203.956	   1.922%	 210.060
     377	   0.000%	 217.534	   0.003%	 217.528	 -67.321%	 363.981	   7.002%	 202.301	   5.772%	 204.979	   1.165%	 214.999	   8.868%	 198.243	   5.830%	 204.851	   6.036%	 204.405	  -1.931%	 221.735	   1.651%	 213.941	   4.671%	 207.373	   2.040%	 213.096
     378	   0.000%	 218.211	  -0.126%	 218.486	 -67.291%	 365.048	   7.209%	 202.479	   6.379%	 204.290	   0.601%	 216.900	   8.313%	 200.071	   5.889%	 205.360	   6.537%	 203.945	  -2.127%	 222.852	   1.394%	 215.168	   4.783%	 207.774	   1.605%	 214.709
     379	   0.000%	 220.000	   0.166%	 219.634	 -65.967%	 365.126	   6.583%	 205.517	   6.278%	 206.188	   1.352%	 217.024	   9.038%	 200.116	   6.606%	 205.466	   6.258%	 206.232	  -1.565%	 223.444	   1.501%	 216.698	   5.179%	 208.607	   2.258%	 215.031
     380	   0.000%	 215.143	  -0.086%	 215.329	 -67.771%	 360.948	   6.763%	 200.594	   6.943%	 200.206	   1.237%	 212.481	   8.724%	 196.374	   6.788%	 200.539	   6.492%	 201.176	  -1.846%	 219.115	   1.692%	 211.503	   4.650%	 205.138	   2.073%	 210.684
     381	   0.000%	 218.116	  -0.645%	 219.521	 -67.208%	 364.706	   6.220%	 204.550	   6.403%	 204.149	   1.157%	 215.593	   8.672%	 199.200	   6.417%	 204.119	   6.491%	 203.957	  -2.130%	 222.762	   1.073%	 215.775	   4.538%	 208.217	   1.770%	 214.254
     382	   0.000%	 218.984	  -0.317%	 219.678	 -67.240%	 366.229	   5.673%	 206.562	   6.095%	 205.637	   1.068%	 216.645	   8.530%	 200.305	   6.211%	 205.383	   5.956%	 205.941	  -2.322%	 224.069	   1.009%	 216.775	   4.389%	 209.374	   2.042%	 214.513
     383	   0.000%	 220.326	  -0.318%	 221.026	 -66.481%	 366.800	   6.439%	 206.138	   6.256%	 206.543	   0.837%	 218.481	   8.283%	 202.077	   6.061%	 206.972	   6.390%	 206.247	  -1.956%	 224.635	   1.621%	 216.754	   4.355%	 210.732	   1.853%	 216.243
     384	   0.000%	 210.674	  -0.767%	 212.289	 -74.522%	 367.673	   6.590%	 196.790	   6.128%	 197.764	   0.855%	 208.872	   9.085%	 191.535	   6.365%	 197.265	   6.055%	 197.917	  -0.699%	 212.146	   4.898%	 200.355	   7.901%	 194.029	   4.981%	 200.179
     385	   0.000%	 221.882	  -0.491%	 222.971	 -69.339%	 375.732	   6.913%	 206.544	   6.685%	 207.049	   1.374%	 218.833	   8.578%	 202.849	   6.292%	 207.920	   6.441%	 207.591	  -0.561%	 223.127	   4.039%	 212.919	   7.725%	 204.742	   4.689%	 211.477
     386	   0.000%	 222.493	  -0.347%	 223.265	 -69.528%	 377.188	   6.405%	 208.243	   6.462%	 208.117	   1.232%	 219.751	   8.561%	 203.445	   6.302%	 208.472	   6.212%	 208.672	  -0.324%	 223.215	   3.750%	 214.149	   7.321%	 206.205	   4.615%	 212.224
     387	   0.000%	 224.488	  -0.179%	 224.890	 -69.026%	 379.442	   6.393%	 210.136	   6.788%	 209.249	   1.320%	 221.525	   8.571%	 205.246	   6.378%	 210.171	   6.650%	 209.560	  -0.021%	 224.535	   4.494%	 214.399	   7.560%	 207.517	   4.961%	 213.352
     388	   0.000%	 219.005	  -0.550%	 220.210	 -72.123%	 376.958	   6.673%	 204.391	   6.262%	 205.291	   1.027%	 216.756	   8.539%	 200.305	   6.409%	 204.970	   6.547%	 204.667	  -1.531%	 222.358	   3.259%	 211.868	   5.881%	 206.124	   3.323%	 211.727
     389	   0.000%	 222.722	  -0.112%	 222.971	 -70.298%	 379.291	   6.741%	 207.709	   6.427%	 208.407	   1.686%	 218.968	   8.447%	 203.908	   6.428%	 208.405	   6.687%	 207.828	  -1.274%	 225.560	   3.594%	 214.717	   6.421%	 208.421	   3.586%	 214.736
     390	   0.000%	 224.237	  -0.012%	 224.264	 -70.409%	 382.120	   6.632%	 209.366	   6.505%	 209.651	   1.682%	 220.465	   8.903%	 204.273	   7.008%	 208.522	   6.650%	 209.325	  -0.791%	 226.009	   3.073%	 217.345	   6.807%	 208.973	   4.234%	 214.742
     391	   0.000%	 224.511	  -0.123%	 224.788	 -70.501%	 382.794	   6.566%	 209.769	   6.468%	 209.989	   1.187%	 221.847	   8.439%	 205.565	   6.600%	 209.693	   6.398%	 210.146	  -0.975%	 226.699	   2.895%	 218.011	   6.304%	 210.358	   3.579%	 216.477
     392	   0.000%	 219.912	  -0.635%	 221.308	 -71.201%	 376.493	   6.765%	 205.035	   6.773%	 205.018	   1.927%	 215.674	   8.663%	 200.861	   6.427%	 205.778	   6.058%	 206.590	  -1.644%	 223.529	   2.974%	 213.371	   6.278%	 206.107	   3.750%	 211.665
     393	   0.000%	 224.122	  -0.494%	 225.228	 -70.534%	 382.204	   6.212%	 210.198	   6.382%	 209.818	   1.196%	 221.441	   8.304%	 205.511	   6.274%	 210.060	   6.275%	 210.059	  -1.525%	 227.540	   2.542%	 218.424	   6.008%	 210.657	   3.233%	 216.876
     394	   0.000%	 225.560	   0.015%	 225.525	 -69.744%	 382.875	   6.316%	 211.314	   6.473%	 210.958	   1.880%	 221.318	   8.690%	 205.958	   6.555%	 210.775	   6.104%	 211.791	  -0.897%	 227.583	   3.095%	 218.578	   6.715%	 210.414	   3.298%	 218.120
     395	   0.000%	 225.796	   0.275%	 225.175	 -69.717%	 383.213	   6.328%	 211.508	   6.127%	 211.962	   1.087%	 223.341	   8.666%	 206.229	   6.250%	 211.683	   6.274%	 211.630	  -1.215%	 228.539	   3.088%	 218.824	   6.309%	 211.550	   3.675%	 217.498
     396	   0.000%	 222.756	  -0.706%	 224.329	 -70.497%	 379.793	   6.536%	 208.198	   6.381%	 208.541	   1.212%	 220.057	   8.731%	 203.307	   6.570%	 208.120	   6.564%	 208.135	  -1.158%	 225.335	   3.002%	 216.068	   6.087%	 209.198	   3.703%	 214.507
     397	   0.000%	 225.425	  -0.681%	 226.961	 -70.376%	 384.069	   6.619%	 210.504	   6.248%	 211.341	   1.113%	 222.915	   8.135%	 207.086	   6.109%	 211.654	   6.138%	 211.587	  -1.776%	 229.428	   2.573%	 219.625	   5.800%	 212.350	   3.436%	 217.679
     398	   0.000%	 227.551	  -0.161%	 227.917	 -69.436%	 385.553	   6.471%	 212.825	   6.687%	 212.335	   1.561%	 224.000	   8.791%	 207.548	   6.289%	 213.239	   6.379%	 213.035	  -1.164%	 230.199	   3.174%	 220.329	   6.205%	 213.432	   3.531%	 219.515
     399	   0.000%	 227.970	  -0.222%	 228.477	 -69.274%	 385.894	   6.574%	 212.983	   6.195%	 213.846	   1.548%	 224.441	   8.385%	 208.854	   6.517%	 213.114	   6.116%	 214.026	  -1.071%	 230.411	   2.858%	 221.453	   6.185%	 213.870	   3.671%	 219.601
     400	   0.000%	 222.351	  -0.675%	 223.851	 -71.679%	 381.729	   5.761%	 209.542	   6.137%	 208.706	   0.904%	 220.340	   7.848%	 204.900	   5.796%	 209.463	   6.151%	 208.673	  -1.769%	 226.285	   2.395%	 217.025	   6.156%	 208.662	   3.049%	 215.572
     401	   0.000%	 226.765	  -0.243%	 227.316	 -69.792%	 385.029	   6.090%	 212.955	   6.009%	 213.138	   1.163%	 224.127	   8.627%	 207.203	   6.004%	 213.150	   6.089%	 212.958	  -1.412%	 229.968	   2.847%	 220.309	   6.208%	 212.687	   3.945%	 217.820
     402	   0.000%	 227.859	  -0.070%	 228.018	 -69.510%	 386.244	   6.234%	 213.656	   5.961%	 214.276	   1.191%	 225.146	   8.199%	 209.177	   6.328%	 213.440	   6.474%	 213.107	  -1.626%	 231.563	   3.105%	 220.784	   6.309%	 213.483	   3.577%	 219.709
     403	   0.000%	 228.226	  -0.515%	 229.401	 -69.442%	 386.709	   5.821%	 214.940	   6.168%	 214.149	   1.149%	 225.604	   7.989%	 209.992	   6.096%	 214.313	   5.991%	 214.552	  -1.406%	 231.434	   2.658%	 222.160	   6.280%	 213.894	   2.719%	 222.019
     404	   0.000%	 224.300	   0.197%	 223.859	 -70.706%	 382.893	   6.421%	 209.897	   6.840%	 208.957	   1.576%	 220.766	   8.586%	 205.042	   6.653%	 209.376	   6.705%	 209.261	  -1.310%	 227.237	   2.919%	 217.752	   6.499%	 209.722	   3.125%	 217.290
     405	   0.000%	 227.732	  -0.257%	 228.318	 -69.286%	 385.518	   6.763%	 212.331	   6.455%	 213.032	   2.026%	 223.118	   8.317%	 208.791	   6.154%	 213.717	   6.111%	 213.814	  -1.215%	 230.499	   3.257%	 220.314	   6.044%	 213.969	   3.334%	 220.139
     406	   0.000%	 228.338	  -0.380%	 229.206	 -69.525%	 387.090	   6.081%	 214.454	   6.233%	 214.105	   0.807%	 226.496	   8.414%	 209.125	   6.285%	 213.987	   5.960%	 214.729	  -1.345%	 231.409	   3.115%	 221.224	   6.041%	 214.543	   3.509%	 220.326
     407	   0.000%	 229.866	   0.070%	 229.705	 -68.728%	 387.847	   6.402%	 215.151	   6.543%	 214.827	   1.490%	 226.440	   8.368%	 210.631	   6.564%	 214.778	   6.657%	 214.565	  -1.307%	 232.871	   3.132%	 222.666	   6.441%	 215.059	   3.804%	 221.122
     408	   0.000%	 225.788	  -0.234%	 226.316	 -69.556%	 382.837	   6.293%	 211.580	   6.728%	 210.596	   1.990%	 221.295	   8.349%	 206.937	   6.456%	 211.211	   6.573%	 210.947	  -1.185%	 228.463	   3.042%	 218.921	   6.623%	 210.834	   3.442%	 218.018
     409	   0.000%	 228.786	  -0.265%	 229.393	 -68.693%	 385.946	   6.169%	 214.671	   6.403%	 214.138	   1.315%	 225.777	   8.248%	 209.915	   6.224%	 214.547	   6.148%	 214.721	  -0.839%	 230.706	   3.134%	 221.616	   6.340%	 214.282	   3.583%	 220.589
     410	   0.000%	 228.843	  -0.514%	 230.019	 -69.423%	 387.712	   6.240%	 214.564	   5.703%	 215.792	   0.875%	 226.841	   8.443%	 209.521	   5.765%	 215.650	   5.904%	 215.331	  -1.724%	 232.788	   2.454%	 223.228	   6.038%	 215.025	   3.772%	 220.210
     411	   0.000%	 230.457	  -0.288%	 231.121	 -69.287%	 390.135	   6.256%	 216.039	   6.449%	 215.595	   1.365%	 227.310	   8.463%	 210.952	   6.967%	 214.402	   6.361%	 215.799	  -0.864%	 232.449	   2.992%	 223.561	   6.351%	 215.821	   4.055%	 221.112
     412	   0.000%	 226.191	  -0.468%	 227.249	 -69.792%	 384.054	   6.181%	 212.209	   6.346%	 211.838	   1.127%	 223.641	   8.429%	 207.125	   6.106%	 212.379	   6.223%	 212.115	  -0.922%	 228.277	   2.901%	 219.630	   6.245%	 212.065	   3.465%	 218.353
     413	   0.000%	 229.344	  -0.416%	 230.298	 -69.297%	 388.272	   6.221%	 215.076	   6.033%	 215.506	   0.961%	 227.140	   8.181%	 210.580	   6.365%	 214.747	   5.767%	 216.117	  -1.482%	 232.744	   2.663%	 223.235	   5.991%	 215.604	   3.628%	 221.023
     414	   0.000%	 230.695	  -0.031%	 230.766	 -68.519%	 388.764	   6.336%	 216.079	   6.222%	 216.341	   1.654%	 226.880	   8.585%	 210.889	   6.089%	 216.648	   6.371%	 215.996	  -1.391%	 233.904	   3.125%	 223.486	   6.294%	 216.175	   3.883%	 221.737
     415	   0.000%	 230.943	  -0.529%	 232.165	 -69.017%	 390.334	   5.818%	 217.507	   5.863%	 217.404	   1.054%	 228.509	   8.058%	 212.333	   6.379%	 216.211	   5.775%	 217.606	  -1.767%	 235.024	   2.903%	 224.239	   5.676%	 217.836	   3.209%	 223.532
     416	   0.000%	 221.685	  -0.466%	 222.718	 -76.594%	 391.483	   6.369%	 207.566	   6.421%	 207.451	   1.317%	 218.765	   8.670%	 202.466	   6.683%	 206.871	   6.818%	 206.571	   0.059%	 221.554	   3.230%	 214.526	   6.169%	 208.010	   3.975%	 212.874
     417	   0.000%	 231.122	  -0.378%	 231.996	 -72.662%	 399.059	   5.901%	 217.484	   5.660%	 218.039	   0.813%	 229.243	   8.160%	 212.262	   5.860%	 217.577	   5.969%	 217.326	   0.106%	 230.876	   2.952%	 224.298	   5.710%	 217.924	   3.478%	 223.083
     418	   0.000%	 231.807	  -0.561%	 233.106	 -72.698%	 400.325	   5.691%	 218.614	   5.769%	 218.433	   0.679%	 230.233	   8.360%	 212.428	   5.589%	 218.850	   5.787%	 218.393	  -0.177%	 232.216	   3.119%	 224.577	   6.265%	 217.283	   3.532%	 223.619
     419	   0.000%	 233.615	  -0.646%	 235.124	 -71.867%	 401.506	   5.793%	 220.081	   5.900%	 219.831	   1.085%	 231.080	   8.141%	 214.596	   5.807%	 220.049	   5.869%	 219.904	  -0.222%	 234.134	   2.930%	 226.771	   5.891%	 219.853	   3.482%	 225.479
     420	   0.000%	 228.862	  -0.233%	 229.395	 -74.390%	 399.111	   6.360%	 214.305	   5.875%	 215.416	   1.009%	 226.552	   8.592%	 209.198	   6.245%	 214.569	   6.002%	 215.125	  -1.110%	 231.402	   2.974%	 222.056	   5.695%	 215.827	   3.719%	 220.350
     421	   0.000%	 232.428	  -0.097%	 232.653	 -73.228%	 402.630	   6.024%	 218.428	   6.101%	 218.248	   1.304%	 229.398	   7.992%	 213.852	   6.261%	 217.876	   6.144%	 218.147	  -1.094%	 234.971	   3.124%	 225.167	   6.298%	 217.789	   3.553%	 224.170
     422	   0.000%	 234.258	  -0.043%	 234.360	 -72.492%	 404.078	   6.467%	 219.110	   6.461%	 219.122	   1.461%	 230.836	   8.778%	 213.694	   6.334%	 219.421	   6.406%	 219.251	  -0.768%	 236.058	   3.204%	 226.752	   6.454%	 219.139	   3.740%	 225.498
     423	   0.000%	 232.790	  -0.299%	 233.486	 -73.441%	 403.752	   5.483%	 220.025	   5.404%	 220.211	   1.027%	 230.398	   7.922%	 214.348	   5.365%	 220.301	   5.311%	 220.426	  -1.481%	 236.237	   3.112%	 225.545	   5.304%	 220.442	   3.242%	 225.244
     424	   0.000%	 230.081	  -0.080%	 230.266	 -73.618%	 399.461	   6.352%	 215.466	   6.666%	 214.743	   1.278%	 227.141	   8.308%	 210.965	   6.159%	 215.910	   6.355%	 215.459	  -0.672%	 231.626	   3.256%	 222.590	   6.165%	 215.897	   3.713%	 221.537
     425	   0.000%	 233.938	  -0.264%	 234.556	 -72.713%	 404.042	   6.069%	 219.741	   5.611%	 220.812	   1.216%	 231.094	   8.651%	 213.699	   6.003%	 219.894	   5.921%	 220.087	  -0.930%	 236.114	   2.931%	 227.080	   5.961%	 219.993	   2.861%	 227.244
     426	   0.000%	 235.026	  -0.126%	 235.323	 -72.510%	 405.444	   6.037%	 220.838	   5.745%	 221.525	   1.052%	 232.553	   8.466%	 215.128	   5.796%	 221.404	   5.773%	 221.459	  -0.950%	 237.258	   2.988%	 228.003	   5.638%	 221.775	   3.695%	 226.342
     427	   0.000%	 235.758	  -0.025%	 235.817	 -72.374%	 406.385	   5.911%	 221.822	   5.687%	 222.352	   1.737%	 231.662	   8.261%	 216.283	   5.879%	 221.898	   5.823%	 222.030	  -0.958%	 238.016	   3.192%	 228.233	   6.005%	 221.601	   3.461%	 227.598
     428	   0.000%	 231.107	  -1.311%	 234.136	 -74.346%	 402.924	   5.266%	 218.938	   5.370%	 218.696	   0.443%	 230.084	   7.332%	 214.162	   5.392%	 218.645	   5.402%	 218.622	  -1.405%	 234.353	   2.808%	 224.618	   5.459%	 218.490	   3.226%	 223.651
     429	   0.000%	 235.502	  -0.328%	 236.274	 -72.609%	 406.497	   6.086%	 221.170	   5.816%	 221.806	   1.176%	 232.732	   8.373%	 215.784	   5.725%	 222.020	   5.855%	 221.713	  -1.055%	 237.986	   2.687%	 229.174	   5.954%	 221.480	   3.408%	 227.476
     430	   0.000%	 235.739	  -1.107%	 238.349	 -72.801%	 407.360	   5.496%	 222.782	   5.602%	 222.532	   0.602%	 234.319	   7.973%	 216.942	   5.599%	 222.539	   5.584%	 222.576	  -1.488%	 239.246	   2.529%	 229.777	   5.482%	 222.816	   3.062%	 228.520
     431	   0.000%	 237.522	  -0.092%	 237.740	 -71.363%	 407.025	   5.912%	 223.479	   5.871%	 223.578	   1.265%	 234.518	   8.213%	 218.014	   6.024%	 223.214	   5.820%	 223.699	  -0.959%	 239.799	   3.032%	 230.320	   6.051%	 223.150	   3.356%	 229.550
     432	   0.000%	 233.581	  -0.127%	 233.878	 -72.796%	 403.618	   6.197%	 219.105	   6.095%	 219.344	   1.290%	 230.567	   8.099%	 214.662	   6.240%	 219.006	   6.022%	 219.516	  -0.866%	 235.603	   3.352%	 225.752	   6.358%	 218.729	   3.817%	 224.665
     433	   0.000%	 236.554	  -0.334%	 237.345	 -72.256%	 407.477	   6.154%	 221.996	   6.189%	 221.915	   1.466%	 233.085	   8.363%	 216.771	   5.660%	 223.166	   5.584%	 223.345	  -0.952%	 238.806	   2.980%	 229.505	   5.866%	 222.679	   3.288%	 228.776
     434	   0.000%	 237.640	  -0.432%	 238.666	 -71.650%	 407.910	   5.970%	 223.453	   6.093%	 223.162	   1.438%	 234.223	   8.014%	 218.595	   5.875%	 223.680	   6.095%	 223.156	  -0.711%	 239.330	   3.228%	 229.969	   5.871%	 223.688	   3.443%	 229.459
     435	   0.000%	 237.715	  -0.470%	 238.832	 -71.788%	 408.364	   6.030%	 223.381	   5.492%	 224.659	   0.879%	 235.626	   7.955%	 218.804	   5.574%	 224.464	   5.648%	 224.288	  -1.175%	 240.507	   2.572%	 231.601	   5.565%	 224.485	   3.515%	 229.359
     436	   0.000%	 234.404	  -0.108%	 234.658	 -72.226%	 403.705	   6.228%	 219.805	   6.001%	 220.338	   1.558%	 230.752	   8.445%	 214.608	   5.948%	 220.462	   5.856%	 220.678	  -0.676%	 235.988	   3.318%	 226.627	   6.267%	 219.715	   4.028%	 224.961
     437	   0.000%	 237.996	  -0.134%	 238.315	 -71.573%	 408.335	   6.417%	 222.722	   5.765%	 224.276	   1.454%	 234.536	   8.503%	 217.759	   6.616%	 222.249	   5.902%	 223.950	  -0.828%	 239.965	   3.232%	 230.303	   6.200%	 223.241	   3.910%	 228.690
     438	   0.000%	 237.906	  -0.152%	 238.268	 -71.862%	 408.871	   5.184%	 225.572	   6.025%	 223.573	   0.992%	 235.547	   8.139%	 218.543	   5.554%	 224.694	   5.761%	 224.201	  -1.326%	 241.062	   3.077%	 230.585	   5.707%	 224.330	   2.943%	 230.905
     439	   0.000%	 239.045	  -0.376%	 239.943	 -71.638%	 410.293	   5.705%	 225.406	   5.652%	 225.534	   1.250%	 236.057	   8.049%	 219.804	   5.626%	 225.596	   5.827%	 225.116	  -1.321%	 242.202	   2.927%	 232.047	   5.659%	 225.518	   3.555%	 230.547
     440	   0.000%	 234.904	  -0.038%	 234.993	 -73.028%	 406.451	   5.893%	 221.061	   6.046%	 220.702	   1.164%	 232.171	   8.554%	 214.811	   6.252%	 220.219	   5.917%	 221.005	  -0.848%	 236.895	   3.081%	 227.667	   5.960%	 220.903	   3.651%	 226.329
     441	   0.000%	 238.003	  -0.126%	 238.303	 -71.977%	 409.310	   6.323%	 222.955	   5.686%	 224.470	   0.977%	 235.679	   7.592%	 219.933	   5.911%	 223.934	   5.694%	 224.451	  -1.241%	 240.956	   2.886%	 231.135	   5.659%	 224.534	   3.401%	 229.910
     442	   0.000%	 239.056	  -0.338%	 239.863	 -71.560%	 410.125	   5.508%	 225.889	   5.911%	 224.926	   1.055%	 236.535	   8.004%	 219.922	   5.581%	 225.715	   5.739%	 225.336	  -0.979%	 241.397	   3.128%	 231.578	   5.753%	 225.303	   3.074%	 231.707
     443	   0.000%	 239.853	  -0.149%	 240.211	 -71.647%	 411.700	   5.918%	 225.659	   5.630%	 226.348	   1.415%	 236.458	   7.958%	 220.765	   5.698%	 226.185	   5.702%	 226.176	  -1.189%	 242.704	   2.759%	 233.235	   5.479%	 226.712	   3.682%	 231.021
     444	   0.000%	 235.631	  -0.313%	 236.370	 -72.116%	 405.558	   5.781%	 222.008	   5.952%	 221.607	   0.965%	 233.357	   8.096%	 216.554	   5.871%	 221.797	   5.670%	 222.270	  -0.844%	 237.619	   3.075%	 228.385	   5.805%	 221.952	   3.382%	 227.662
     445	   0.000%	 239.407	  -0.170%	 239.815	 -71.176%	 409.808	   6.186%	 224.598	   6.029%	 224.972	   1.156%	 236.641	   8.211%	 219.749	   5.957%	 225.145	   5.750%	 225.642	  -0.903%	 241.569	   2.848%	 232.588	   5.852%	 225.396	   3.429%	 231.199
     446	   0.000%	 239.527	  -0.468%	 240.648	 -72.041%	 412.085	   5.563%	 226.203	   5.594%	 226.127	   0.758%	 237.711	   7.690%	 221.107	   5.584%	 226.151	   5.672%	 225.941	  -1.178%	 242.348	   2.971%	 232.410	   5.612%	 226.084	   3.068%	 232.178
     447	   0.000%	 241.415	   0.076%	 241.233	 -71.313%	 413.576	   6.434%	 225.883	   5.997%	 226.937	   1.430%	 237.963	   8.010%	 222.078	   6.052%	 226.805	   6.206%	 226.433	  -0.647%	 242.978	   3.001%	 234.171	   5.943%	 227.068	   3.431%	 233.132
     448	   0.000%	 231.315	  -0.181%	 231.734	 -78.753%	 413.484	   5.943%	 217.568	   5.815%	 217.864	   1.012%	 228.974	   8.460%	 211.746	   6.132%	 217.131	   5.725%	 218.072	   0.465%	 230.239	   6.107%	 217.190	   9.283%	 209.842	   6.228%	 216.910
     449	   0.000%	 242.129	  -0.307%	 242.873	 -73.900%	 421.064	   5.542%	 228.711	   5.895%	 227.857	   1.375%	 238.800	   8.038%	 222.667	   5.601%	 228.568	   5.870%	 227.915	   0.394%	 241.175	   6.102%	 227.355	   8.928%	 220.512	   6.367%	 226.714
     450	   0.000%	 243.109	  -0.444%	 244.189	 -74.197%	 423.490	   5.925%	 228.706	   6.090%	 228.303	   1.475%	 239.524	   7.547%	 224.761	   6.100%	 228.280	   5.639%	 229.399	   0.419%	 242.090	   6.246%	 227.924	   8.745%	 221.850	   6.080%	 228.329
     451	   0.000%	 244.684	  -0.227%	 245.241	 -73.533%	 424.607	   5.614%	 230.948	   6.459%	 228.881	   1.151%	 241.867	   7.727%	 225.777	   5.565%	 231.068	   5.843%	 230.387	   0.590%	 243.241	   6.116%	 229.718	   8.977%	 222.719	   6.233%	 229.434
     452	   0.000%	 240.431	   0.183%	 239.992	 -75.065%	 420.911	   6.165%	 225.610	   6.366%	 225.126	   1.736%	 236.257	   8.571%	 219.823	   6.171%	 225.595	   6.426%	 224.981	  -0.325%	 241.213	   5.420%	 227.399	   8.109%	 220.935	   5.547%	 227.094
     453	   0.000%	 242.487	  -0.489%	 243.673	 -75.359%	 425.224	   5.897%	 228.189	   6.009%	 227.916	   1.314%	 239.301	   7.543%	 224.196	   5.698%	 228.669	   5.479%	 229.200	  -0.947%	 244.785	   4.325%	 232.000	   7.492%	 224.320	   5.046%	 230.251
     454	   0.000%	 243.476	  -0.569%	 244.862	 -74.814%	 425.629	   5.633%	 229.761	   5.414%	 230.294	   0.787%	 241.559	   7.853%	 224.356	   6.088%	 228.653	   5.737%	 229.507	  -0.572%	 244.868	   4.456%	 232.628	   7.475%	 225.276	   5.193%	 230.832
     455	   0.000%	 245.058	  -0.279%	 245.741	 -74.816%	 428.400	   5.951%	 230.474	   5.730%	 231.017	   1.352%	 241.745	   7.972%	 225.521	   5.926%	 230.536	   5.832%	 230.766	  -0.675%	 246.713	   5.039%	 232.709	   7.778%	 225.996	   5.193%	 232.331
     456	   0.000%	 240.226	   0.074%	 240.049	 -75.955%	 422.690	   6.101%	 225.570	   6.197%	 225.340	   0.622%	 238.732	   8.227%	 220.462	   6.135%	 225.489	   5.518%	 226.970	  -0.867%	 242.310	   5.260%	 227.591	   7.609%	 221.947	   5.437%	 227.164
