ptest -- memset version 1.0
start	0	end	512
incr	1	ntry	10000
align	0	verbose	0
raw	1	diff	0
compare	1	baseline	0
seed	0	rand	1
rand_align	1	testmask	0x00
bytes   	   local	        	    i386	        	    i586	        	    i686	        	 i686fix	        	  lx_zan	        	 lx_simp	        	  lx_hyb	        	lx_hyb_BA	        	  lx_mmx	        	lx_mmx64	        	lx_mmx64simp	        	lx_mmx64_BA	        
     266	   0.000%	 185.880	  -0.520%	 186.847	 -59.123%	 295.777	  -6.677%	 198.290	   0.239%	 185.435	   1.452%	 183.181	  -1.347%	 188.384	   1.908%	 182.334	   1.483%	 183.123	 -15.965%	 215.555	 -13.114%	 210.257	  -8.078%	 200.894	  -6.790%	 198.501
     267	   0.000%	 187.081	   0.269%	 186.579	 -58.287%	 296.126	  -7.391%	 200.908	   1.069%	 185.080	   1.971%	 183.394	  -0.639%	 188.276	   2.480%	 182.442	   2.041%	 183.263	 -15.723%	 216.497	 -12.483%	 210.435	  -8.204%	 202.429	  -6.375%	 199.008
     268	   0.000%	 186.909	  -0.164%	 187.216	 -58.733%	 296.686	  -7.417%	 200.772	   0.515%	 185.947	   1.838%	 183.475	   0.879%	 185.266	   2.285%	 182.639	   1.387%	 184.317	 -15.872%	 216.575	 -12.776%	 210.790	  -6.236%	 198.566	  -6.633%	 199.307
     269	   0.000%	 186.784	  -0.436%	 187.598	 -59.305%	 297.556	  -8.436%	 202.541	   0.344%	 186.142	   1.495%	 183.991	  -0.528%	 187.771	   1.934%	 183.172	   0.955%	 185.000	 -15.829%	 216.349	 -13.186%	 211.413	  -8.187%	 202.075	  -6.795%	 199.476
     270	   0.000%	 187.661	  -0.128%	 187.901	 -59.112%	 298.591	  -6.402%	 199.674	   0.805%	 186.150	   1.884%	 184.124	  -1.011%	 189.558	   2.250%	 183.438	   1.634%	 184.594	 -15.543%	 216.829	 -12.651%	 211.401	  -7.938%	 202.558	  -6.735%	 200.299
     271	   0.000%	 187.328	  -0.341%	 187.967	 -58.892%	 297.649	  -8.126%	 202.551	   0.529%	 186.336	   1.624%	 184.286	  -1.469%	 190.081	   1.464%	 184.585	   1.260%	 184.968	 -15.797%	 216.921	 -12.827%	 211.357	  -8.853%	 203.912	  -6.471%	 199.450
     272	   0.000%	 187.853	  -0.167%	 188.166	 -59.411%	 299.459	  -7.496%	 201.935	   0.304%	 187.283	   1.406%	 185.212	   0.614%	 186.700	   2.052%	 183.999	   0.836%	 186.282	 -15.791%	 217.517	 -12.707%	 211.724	  -6.497%	 200.059	  -6.724%	 200.484
     273	   0.000%	 188.734	   0.165%	 188.422	 -58.356%	 298.871	  -8.225%	 204.257	   0.566%	 187.665	   1.619%	 185.678	  -0.862%	 190.360	   2.154%	 184.669	   1.675%	 185.572	 -15.488%	 217.964	 -12.506%	 212.336	  -7.866%	 203.580	  -6.263%	 200.555
     274	   0.000%	 188.655	  -0.115%	 188.872	 -58.890%	 299.754	  -6.445%	 200.813	   0.839%	 187.072	   1.707%	 185.434	  -1.286%	 191.081	   1.668%	 185.508	   1.504%	 185.817	 -15.769%	 218.404	 -12.636%	 212.493	  -8.271%	 204.259	  -6.464%	 200.849
     275	   0.000%	 188.735	  -0.357%	 189.410	 -58.881%	 299.866	  -7.985%	 203.806	   0.268%	 188.230	   1.105%	 186.650	  -1.740%	 192.020	   1.880%	 185.188	   0.992%	 186.864	 -15.759%	 218.479	 -12.988%	 213.248	  -8.808%	 205.359	  -6.554%	 201.105
     276	   0.000%	 188.556	  -0.609%	 189.705	 -58.872%	 299.561	  -8.219%	 204.054	  -0.112%	 188.767	   1.293%	 186.118	   0.593%	 187.438	   1.695%	 185.359	   1.117%	 186.450	 -16.166%	 219.038	 -13.125%	 213.303	  -6.971%	 201.701	  -7.072%	 201.891
     277	   0.000%	 189.247	  -0.798%	 190.757	 -58.583%	 300.114	  -8.586%	 205.497	   0.290%	 188.698	   1.695%	 186.039	  -1.181%	 191.482	   1.888%	 185.673	   1.171%	 187.032	 -16.042%	 219.607	 -13.071%	 213.984	  -8.138%	 204.649	  -6.563%	 201.667
     278	   0.000%	 190.367	   0.271%	 189.851	 -57.789%	 300.378	  -6.571%	 202.876	   0.647%	 189.136	   1.782%	 186.975	  -1.415%	 193.060	   1.942%	 186.671	   1.526%	 187.462	 -15.500%	 219.874	 -12.214%	 213.619	  -8.244%	 206.061	  -6.236%	 202.239
     279	   0.000%	 190.106	  -0.147%	 190.386	 -58.583%	 301.476	  -8.183%	 205.663	   0.475%	 189.204	   1.332%	 187.573	  -1.563%	 193.078	   2.308%	 185.719	   1.619%	 187.028	 -15.589%	 219.741	 -12.412%	 213.702	  -8.619%	 206.491	  -6.476%	 202.417
     280	   0.000%	 190.196	  -0.218%	 190.611	 -58.896%	 302.215	  -7.778%	 204.990	   0.722%	 188.823	   1.542%	 187.264	   0.247%	 189.727	   1.853%	 186.672	   1.357%	 187.615	 -15.663%	 219.986	 -12.523%	 214.015	  -6.526%	 202.609	  -6.454%	 202.471
     281	   0.000%	 190.800	  -0.069%	 190.932	 -58.455%	 302.333	  -8.200%	 206.445	   0.419%	 190.001	   1.966%	 187.048	  -1.478%	 193.621	   2.001%	 186.982	   1.573%	 187.799	 -15.474%	 220.324	 -12.274%	 214.218	  -8.140%	 206.331	  -6.363%	 202.940
     282	   0.000%	 190.657	  -0.656%	 191.908	 -59.080%	 303.298	  -7.248%	 204.476	   0.503%	 189.699	   1.444%	 187.904	  -1.832%	 194.150	   2.140%	 186.577	   1.308%	 188.164	 -15.562%	 220.328	 -12.779%	 215.021	  -8.452%	 206.772	  -6.737%	 203.502
     283	   0.000%	 191.685	   0.180%	 191.340	 -58.321%	 303.477	  -7.436%	 205.938	   0.471%	 190.782	   1.758%	 188.315	  -1.852%	 195.234	   2.057%	 187.743	   1.685%	 188.455	 -15.085%	 220.601	 -12.521%	 215.686	  -8.634%	 208.235	  -6.316%	 203.791
     284	   0.000%	 191.673	  -0.057%	 191.782	 -58.497%	 303.796	  -7.661%	 206.357	   0.307%	 191.085	   1.519%	 188.761	   0.059%	 191.560	   2.102%	 187.644	   1.439%	 188.915	 -15.418%	 221.224	 -12.749%	 216.110	  -6.401%	 203.942	  -6.727%	 204.566
     285	   0.000%	 191.556	  -0.570%	 192.648	 -58.937%	 304.453	  -8.830%	 208.470	   0.335%	 190.914	   1.170%	 189.315	  -1.689%	 194.792	   1.462%	 188.755	   0.931%	 189.773	 -15.900%	 222.013	 -12.869%	 216.207	  -8.627%	 208.081	  -6.774%	 204.532
     286	   0.000%	 192.421	  -0.182%	 192.770	 -58.177%	 304.365	  -6.692%	 205.298	   0.509%	 191.442	   1.772%	 189.012	  -1.712%	 195.716	   2.045%	 188.486	   1.579%	 189.383	 -15.300%	 221.860	 -12.517%	 216.506	  -8.452%	 208.683	  -6.286%	 204.516
     287	   0.000%	 192.357	  -0.120%	 192.587	 -58.519%	 304.922	  -8.289%	 208.302	   0.311%	 191.759	   1.145%	 190.155	  -2.185%	 196.561	   2.013%	 188.485	   1.068%	 190.304	 -15.461%	 222.098	 -12.875%	 217.123	  -8.741%	 209.172	  -6.569%	 204.994
     288	   0.000%	 193.012	  -0.228%	 193.453	 -58.668%	 306.248	  -7.950%	 208.356	   0.401%	 192.238	   1.565%	 189.992	   0.244%	 192.542	   2.072%	 189.012	   1.436%	 190.240	 -14.958%	 221.882	 -12.325%	 216.801	  -6.755%	 206.050	  -6.330%	 205.231
     289	   0.000%	 193.551	  -0.214%	 193.966	 -59.585%	 308.879	  -8.403%	 209.816	   0.709%	 192.180	   1.483%	 190.680	  -1.641%	 196.727	   2.084%	 189.518	   1.384%	 190.873	 -14.286%	 221.201	 -11.899%	 216.583	  -8.211%	 209.445	  -6.172%	 205.497
     290	   0.000%	 193.669	  -0.297%	 194.243	 -60.348%	 310.543	  -6.660%	 206.566	   0.720%	 192.274	   1.262%	 191.224	  -1.632%	 196.829	   1.950%	 189.892	   1.208%	 191.328	 -14.648%	 222.038	 -12.532%	 217.940	  -8.823%	 210.756	  -6.315%	 205.899
     291	   0.000%	 193.675	  -0.553%	 194.747	 -61.189%	 312.184	  -8.135%	 209.432	   0.546%	 192.619	   1.541%	 190.692	  -2.711%	 198.926	   1.964%	 189.871	   1.352%	 191.057	 -14.511%	 221.780	 -12.638%	 218.153	  -9.323%	 211.731	  -6.844%	 206.931
     292	   0.000%	 194.041	  -0.143%	 194.318	 -61.731%	 313.823	  -7.987%	 209.538	   0.386%	 193.292	   1.244%	 191.627	  -0.294%	 194.611	   1.761%	 190.624	   1.566%	 191.002	 -14.718%	 222.600	 -12.482%	 218.260	  -7.080%	 207.778	  -6.727%	 207.093
     293	   0.000%	 194.198	  -0.549%	 195.265	 -62.456%	 315.488	  -8.810%	 211.307	   0.221%	 193.769	   1.170%	 191.927	  -2.053%	 198.186	   1.888%	 190.531	   0.975%	 192.305	 -14.862%	 223.060	 -12.403%	 218.284	  -8.847%	 211.379	  -6.732%	 207.272
     294	   0.000%	 195.337	  -0.272%	 195.869	 -62.082%	 316.607	  -7.008%	 209.027	   0.679%	 194.010	   1.627%	 192.160	  -2.037%	 199.317	   2.237%	 190.967	   1.546%	 192.318	 -14.962%	 224.563	 -12.263%	 219.292	  -8.759%	 212.447	  -6.177%	 207.404
     295	   0.000%	 195.414	  -0.243%	 195.887	 -61.702%	 315.988	  -8.364%	 211.758	   0.632%	 194.179	   1.575%	 192.335	  -2.439%	 200.179	   2.134%	 191.244	   1.455%	 192.570	 -15.457%	 225.618	 -12.157%	 219.169	  -9.424%	 213.829	  -6.039%	 207.214
     296	   0.000%	 196.039	  -0.069%	 196.175	 -62.110%	 317.800	  -7.841%	 211.410	   0.744%	 194.581	   1.683%	 192.741	  -0.105%	 196.245	   1.961%	 192.195	   1.471%	 193.156	 -15.155%	 225.748	 -12.464%	 220.474	  -6.884%	 209.535	  -6.370%	 208.527
     297	   0.000%	 195.464	  -0.737%	 196.905	 -62.527%	 317.682	  -8.855%	 212.772	   0.244%	 194.988	   1.287%	 192.948	  -2.281%	 199.922	   1.583%	 192.370	   1.582%	 192.372	 -15.745%	 226.241	 -12.674%	 220.237	  -8.893%	 212.846	  -6.666%	 208.493
     298	   0.000%	 196.311	  -0.514%	 197.320	 -62.069%	 318.159	  -6.925%	 209.905	   0.887%	 194.569	   1.174%	 194.006	  -2.560%	 201.337	   2.115%	 192.159	   1.081%	 194.189	 -15.383%	 226.509	 -12.182%	 220.226	  -8.927%	 213.835	  -6.194%	 208.470
     299	   0.000%	 196.941	  -0.012%	 196.964	 -62.023%	 319.091	  -8.339%	 213.364	   0.225%	 196.499	   1.416%	 194.152	  -2.544%	 201.952	   2.113%	 192.780	   1.376%	 194.232	 -15.213%	 226.901	 -11.537%	 219.662	  -9.124%	 214.910	  -6.070%	 208.895
     300	   0.000%	 196.732	  -0.435%	 197.588	 -62.241%	 319.182	  -7.864%	 212.204	   0.571%	 195.608	   1.247%	 194.279	  -0.668%	 198.047	   1.455%	 193.871	   1.107%	 194.555	 -15.243%	 226.720	 -12.059%	 220.457	  -7.431%	 211.352	  -6.457%	 209.435
     301	   0.000%	 197.721	  -0.070%	 197.859	 -61.588%	 319.493	  -8.450%	 214.429	   0.507%	 196.719	   1.421%	 194.912	  -1.868%	 201.415	   2.345%	 193.084	   1.441%	 194.872	 -14.852%	 227.086	 -11.813%	 221.077	  -8.702%	 214.928	  -5.746%	 209.082
     302	   0.000%	 197.838	  -0.327%	 198.484	 -61.917%	 320.333	  -7.197%	 212.076	   0.591%	 196.669	   1.595%	 194.683	  -2.178%	 202.147	   2.022%	 193.837	   1.243%	 195.378	 -15.189%	 227.887	 -11.870%	 221.322	  -9.008%	 215.659	  -5.951%	 209.610
     303	   0.000%	 197.656	  -0.500%	 198.644	 -62.082%	 320.364	  -8.355%	 214.170	   0.175%	 197.310	   1.193%	 195.297	  -3.103%	 203.789	   1.840%	 194.020	   1.092%	 195.497	 -15.340%	 227.976	 -12.391%	 222.148	  -9.453%	 216.340	  -6.289%	 210.086
     304	   0.000%	 197.907	  -0.588%	 199.071	 -62.249%	 321.103	  -8.520%	 214.770	   0.544%	 196.831	   1.307%	 195.321	  -0.809%	 199.508	   1.721%	 194.501	   1.294%	 195.347	 -15.047%	 227.686	 -11.932%	 221.521	  -7.594%	 212.936	  -6.483%	 210.739
     305	   0.000%	 198.449	  -0.228%	 198.903	 -62.217%	 321.918	  -8.569%	 215.454	   0.309%	 197.836	   1.639%	 195.197	  -2.583%	 203.575	   2.159%	 194.165	   1.144%	 196.178	 -15.378%	 228.968	 -12.132%	 222.525	  -8.875%	 216.061	  -6.027%	 210.410
     306	   0.000%	 199.135	  -0.285%	 199.703	 -60.886%	 320.380	  -6.896%	 212.867	   0.506%	 198.127	   1.831%	 195.489	  -2.238%	 203.591	   2.020%	 195.113	   1.477%	 196.193	 -14.805%	 228.617	 -12.039%	 223.110	  -8.798%	 216.655	  -6.012%	 211.108
     307	   0.000%	 199.163	  -0.268%	 199.696	 -61.318%	 321.286	  -8.344%	 215.782	   0.124%	 198.916	   1.574%	 196.028	  -2.847%	 204.833	   2.109%	 194.963	   1.196%	 196.781	 -14.876%	 228.790	 -11.625%	 222.316	  -9.347%	 217.780	  -6.239%	 211.588
     308	   0.000%	 199.994	  -0.171%	 200.336	 -61.245%	 322.481	  -7.616%	 215.226	   0.526%	 198.942	   1.850%	 196.294	  -0.750%	 201.494	   2.112%	 195.771	   1.538%	 196.919	 -14.826%	 229.646	 -11.718%	 223.429	  -7.279%	 214.552	  -6.100%	 212.193
     309	   0.000%	 199.713	  -0.479%	 200.670	 -61.600%	 322.737	  -8.625%	 216.938	   0.406%	 198.903	   1.338%	 197.041	  -2.561%	 204.828	   1.938%	 195.843	   1.279%	 197.159	 -15.030%	 229.730	 -11.781%	 223.242	  -8.982%	 217.651	  -6.199%	 212.093
     310	   0.000%	 200.398	  -0.195%	 200.789	 -61.230%	 323.103	  -6.743%	 213.911	   0.586%	 199.224	   1.842%	 196.707	  -2.296%	 205.000	   2.234%	 195.921	   1.578%	 197.235	 -14.713%	 229.883	 -11.482%	 223.409	  -9.080%	 218.594	  -5.744%	 211.908
     311	   0.000%	 200.746	  -0.156%	 201.059	 -60.598%	 322.395	  -8.612%	 218.034	   0.439%	 199.866	   1.575%	 197.586	  -2.707%	 206.180	   2.097%	 196.537	   1.533%	 197.670	 -14.770%	 230.396	 -11.673%	 224.179	  -9.411%	 219.638	  -5.760%	 212.310
     312	   0.000%	 200.583	  -0.142%	 200.868	 -62.300%	 325.546	  -8.332%	 217.295	   0.267%	 200.047	   1.303%	 197.969	  -1.249%	 203.089	   1.650%	 197.273	   0.634%	 199.311	 -14.827%	 230.324	 -11.889%	 224.431	  -7.451%	 215.528	  -6.386%	 213.391
     313	   0.000%	 201.116	  -0.186%	 201.491	 -61.301%	 324.403	  -8.882%	 218.979	   0.204%	 200.706	   1.403%	 198.295	  -2.977%	 207.103	   2.039%	 197.016	   1.191%	 198.720	 -14.927%	 231.136	 -11.818%	 224.883	  -8.781%	 218.777	  -5.784%	 212.749
     314	   0.000%	 201.052	  -0.181%	 201.416	 -61.222%	 324.141	  -7.833%	 216.801	   0.410%	 200.229	   1.394%	 198.249	  -3.373%	 207.833	   1.580%	 197.876	   1.193%	 198.654	 -15.040%	 231.290	 -12.460%	 226.103	  -9.317%	 219.784	  -6.333%	 213.785
     315	   0.000%	 202.373	  -0.041%	 202.457	 -60.713%	 325.240	  -8.171%	 218.909	   0.682%	 200.993	   1.774%	 198.783	  -3.199%	 208.848	   2.233%	 197.855	   1.483%	 199.373	 -14.654%	 232.029	 -11.309%	 225.260	  -9.309%	 221.213	  -5.738%	 213.986
     316	   0.000%	 201.848	  -0.372%	 202.598	 -61.248%	 325.476	  -8.543%	 219.092	   0.271%	 201.301	   1.293%	 199.238	  -1.053%	 203.974	   1.712%	 198.392	   1.281%	 199.263	 -15.202%	 232.533	 -12.106%	 226.283	  -7.610%	 217.210	  -5.993%	 213.945
     317	   0.000%	 202.219	  -0.258%	 202.741	 -61.104%	 325.783	  -8.702%	 219.817	   0.172%	 201.872	   1.260%	 199.672	  -3.083%	 208.454	   1.680%	 198.822	   1.104%	 199.987	 -14.806%	 232.160	 -11.870%	 226.223	  -9.504%	 221.437	  -6.045%	 214.444
     318	   0.000%	 202.992	   0.084%	 202.822	 -60.555%	 325.914	  -6.892%	 216.983	   0.495%	 201.987	   1.815%	 199.308	  -2.876%	 208.830	   1.997%	 198.939	   1.195%	 200.567	 -15.016%	 233.473	 -11.634%	 226.608	  -9.450%	 222.174	  -6.084%	 215.341
     319	   0.000%	 203.590	  -0.500%	 204.607	 -60.616%	 326.997	  -8.448%	 220.789	   0.620%	 202.327	   1.724%	 200.080	  -2.953%	 209.601	   2.415%	 198.673	   1.556%	 200.423	 -14.354%	 232.813	 -11.484%	 226.970	  -9.542%	 223.016	  -5.992%	 215.790
     320	   0.000%	 203.348	  -0.297%	 203.952	 -61.892%	 329.204	  -8.214%	 220.051	   0.192%	 202.958	   1.408%	 200.485	  -1.177%	 205.743	   1.844%	 199.599	   0.943%	 201.431	 -14.601%	 233.039	 -11.309%	 226.345	  -4.691%	 212.887	  -5.752%	 215.044
     321	   0.000%	 204.132	  -0.166%	 204.471	 -62.308%	 331.323	  -9.067%	 222.641	   0.695%	 202.714	   1.516%	 201.038	  -2.782%	 209.811	   2.180%	 199.683	   1.405%	 201.265	 -14.099%	 232.913	 -10.710%	 225.995	  -5.993%	 216.367	  -4.979%	 214.296
     322	   0.000%	 204.503	  -0.210%	 204.932	 -63.255%	 333.863	  -7.260%	 219.350	   0.921%	 202.620	   1.585%	 201.261	  -3.248%	 211.146	   2.107%	 200.195	   1.241%	 201.965	 -13.468%	 232.047	 -10.063%	 225.082	  -6.229%	 217.243	  -4.489%	 213.683
     323	   0.000%	 204.800	   0.005%	 204.790	 -63.807%	 335.476	  -8.261%	 221.719	   0.500%	 203.776	   1.519%	 201.689	  -3.461%	 211.887	   1.902%	 200.905	   1.299%	 202.140	 -13.593%	 232.639	 -10.014%	 225.308	  -6.614%	 218.346	  -3.927%	 212.843
     324	   0.000%	 204.522	  -0.356%	 205.250	 -64.629%	 336.703	  -8.578%	 222.067	   0.033%	 204.454	   1.179%	 202.110	  -1.798%	 208.198	   1.339%	 201.784	   0.919%	 202.642	 -14.568%	 234.318	 -10.403%	 225.798	  -6.375%	 217.559	  -3.902%	 212.503
     325	   0.000%	 205.428	  -0.040%	 205.510	 -64.865%	 338.679	  -9.090%	 224.101	   0.521%	 204.356	   1.026%	 203.320	  -2.861%	 211.305	   1.795%	 201.741	   1.367%	 202.619	 -14.456%	 235.125	 -10.187%	 226.355	  -7.351%	 220.528	  -3.359%	 212.328
     326	   0.000%	 205.814	  -0.105%	 206.031	 -64.678%	 338.930	  -7.268%	 220.773	   0.347%	 205.100	   1.391%	 202.951	  -3.228%	 212.457	   1.579%	 202.565	   1.495%	 202.738	 -14.719%	 236.107	 -10.530%	 227.487	  -8.078%	 222.439	  -3.395%	 212.802
     327	   0.000%	 206.061	  -0.311%	 206.702	 -65.104%	 340.214	  -8.774%	 224.142	   0.555%	 204.918	   1.141%	 203.711	  -3.708%	 213.702	   1.827%	 202.296	   1.192%	 203.604	 -15.244%	 237.473	 -11.079%	 228.891	  -8.368%	 223.304	  -3.294%	 212.849
     328	   0.000%	 206.771	  -0.177%	 207.136	 -64.541%	 340.222	  -8.663%	 224.683	   0.717%	 205.287	   1.567%	 203.531	  -1.261%	 209.378	   1.951%	 202.737	   0.745%	 205.229	 -14.608%	 236.976	 -11.014%	 229.545	  -5.694%	 218.543	  -2.902%	 212.771
     329	   0.000%	 206.546	  -0.173%	 206.903	 -64.887%	 340.568	  -9.351%	 225.859	   0.004%	 206.537	   1.559%	 203.325	  -3.511%	 213.797	   1.523%	 203.400	   1.256%	 203.952	 -14.773%	 237.058	 -10.792%	 228.837	  -8.017%	 223.106	  -3.502%	 213.779
     330	   0.000%	 206.961	  -0.141%	 207.253	 -64.950%	 341.381	  -7.809%	 223.122	   0.545%	 205.834	   1.210%	 204.457	  -3.717%	 214.654	   1.955%	 202.914	   1.003%	 204.885	 -15.464%	 238.966	 -10.967%	 229.659	  -7.975%	 223.465	  -3.688%	 214.595
     331	   0.000%	 206.968	  -0.357%	 207.707	 -64.807%	 341.097	  -8.910%	 225.409	   0.360%	 206.222	   1.138%	 204.611	  -4.206%	 215.672	   1.890%	 203.055	   0.954%	 204.993	 -14.955%	 237.920	 -11.216%	 230.182	  -8.434%	 224.423	  -3.785%	 214.801
     332	   0.000%	 207.492	  -1.051%	 209.673	 -64.693%	 341.724	  -8.714%	 225.573	   0.378%	 206.707	   1.464%	 204.455	  -1.688%	 210.995	   1.271%	 204.856	   1.082%	 205.248	 -15.154%	 238.936	 -11.158%	 230.645	  -6.434%	 220.842	  -3.753%	 215.280
     333	   0.000%	 208.736	  -0.185%	 209.123	 -63.453%	 341.185	  -8.255%	 225.968	   0.643%	 207.393	   1.998%	 204.565	  -3.083%	 215.171	   1.928%	 204.712	   1.528%	 205.546	 -14.632%	 239.278	 -10.669%	 231.006	  -7.538%	 224.471	  -3.329%	 215.685
     334	   0.000%	 208.599	  -0.432%	 209.500	 -64.363%	 342.858	  -7.945%	 225.171	   0.557%	 207.436	   1.707%	 205.039	  -3.396%	 215.682	   2.177%	 204.057	   1.348%	 205.788	 -14.952%	 239.788	 -11.188%	 231.937	  -7.538%	 224.322	  -3.362%	 215.612
     335	   0.000%	 208.628	  -0.499%	 209.669	 -64.640%	 343.485	  -8.716%	 226.811	   0.687%	 207.194	   1.217%	 206.088	  -4.142%	 217.269	   1.781%	 204.912	   1.106%	 206.319	 -15.164%	 240.263	 -10.788%	 231.134	  -8.494%	 226.349	  -3.653%	 216.248
     336	   0.000%	 209.357	  -0.102%	 209.570	 -63.992%	 343.328	  -8.691%	 227.552	   0.719%	 207.851	   1.658%	 205.886	  -1.230%	 211.932	   1.935%	 205.306	   1.637%	 205.930	 -14.430%	 239.568	 -11.262%	 232.935	  -5.916%	 221.742	  -3.608%	 216.910
     337	   0.000%	 209.713	  -0.157%	 210.041	 -64.578%	 345.141	  -8.507%	 227.553	   0.845%	 207.940	   1.571%	 206.419	  -3.535%	 217.126	   1.711%	 206.124	   0.809%	 208.016	 -14.590%	 240.309	 -10.900%	 232.571	  -7.865%	 226.207	  -3.261%	 216.552
     338	   0.000%	 208.936	  -0.591%	 210.170	 -64.842%	 344.414	  -8.204%	 226.077	  -0.129%	 209.205	   0.705%	 207.462	  -4.304%	 217.927	   1.601%	 205.591	   0.628%	 207.623	 -15.158%	 240.605	 -10.873%	 231.652	  -8.257%	 226.186	  -3.544%	 216.341
     339	   0.000%	 210.601	  -0.162%	 210.942	 -63.795%	 344.953	  -8.687%	 228.896	   1.048%	 208.394	   1.505%	 207.432	  -3.329%	 217.613	   1.716%	 206.987	   1.514%	 207.413	 -14.586%	 241.319	 -10.397%	 232.497	  -8.550%	 228.608	  -3.295%	 217.540
     340	   0.000%	 210.605	  -0.323%	 211.286	 -64.434%	 346.307	  -8.142%	 227.752	   0.333%	 209.905	   1.513%	 207.419	  -2.062%	 214.948	   2.484%	 205.373	   0.711%	 209.107	 -14.718%	 241.602	 -10.296%	 232.290	  -5.935%	 223.104	  -3.881%	 218.780
     341	   0.000%	 210.692	  -0.373%	 211.478	 -64.142%	 345.835	  -9.587%	 230.892	   0.953%	 208.684	   1.493%	 207.546	  -3.599%	 218.275	   1.713%	 207.083	   0.937%	 208.718	 -14.718%	 241.701	 -10.589%	 233.002	  -8.296%	 228.171	  -4.038%	 219.200
     342	   0.000%	 211.033	  -0.287%	 211.638	 -64.278%	 346.680	  -7.988%	 227.890	   0.574%	 209.823	   1.555%	 207.753	  -3.955%	 219.379	   1.388%	 208.105	   0.736%	 209.481	 -14.671%	 241.994	 -10.888%	 234.010	  -8.084%	 228.092	  -3.961%	 219.392
     343	   0.000%	 211.765	  -0.723%	 213.296	 -63.795%	 346.861	  -8.958%	 230.735	   0.043%	 211.673	   1.282%	 209.050	  -4.436%	 221.158	   2.217%	 207.070	   1.340%	 208.928	 -14.144%	 241.717	 -10.569%	 234.146	  -8.306%	 229.354	  -3.143%	 218.421
     344	   0.000%	 211.248	  -0.400%	 212.094	 -64.589%	 347.691	  -8.666%	 229.554	   0.244%	 210.733	   1.402%	 208.285	  -2.509%	 216.549	   1.572%	 207.927	   0.598%	 209.985	 -15.311%	 243.592	 -11.144%	 234.789	  -6.752%	 225.511	  -3.435%	 218.504
     345	   0.000%	 211.326	  -0.817%	 213.052	 -64.933%	 348.547	  -9.641%	 231.700	   0.018%	 211.287	   0.798%	 209.639	  -4.134%	 220.061	   1.245%	 208.694	   0.141%	 211.028	 -14.756%	 242.508	 -10.880%	 234.318	  -8.401%	 229.079	  -3.605%	 218.944
     346	   0.000%	 213.056	   0.064%	 212.918	 -63.424%	 348.184	  -7.734%	 229.533	   0.491%	 212.009	   2.078%	 208.628	  -3.799%	 221.149	   2.247%	 208.268	   1.495%	 209.870	 -14.298%	 243.517	 -10.211%	 234.810	  -7.945%	 229.983	  -3.079%	 219.616
     347	   0.000%	 213.699	  -0.287%	 214.312	 -63.120%	 348.586	  -8.661%	 232.208	   0.602%	 212.411	   1.392%	 210.724	  -3.814%	 221.848	   2.409%	 208.551	   1.459%	 210.581	 -13.919%	 243.443	  -9.827%	 234.698	  -8.287%	 231.409	  -3.011%	 220.134
     348	   0.000%	 213.042	  -0.551%	 214.215	 -64.102%	 349.606	  -8.396%	 230.928	  -0.058%	 213.166	   1.423%	 210.009	  -2.313%	 217.969	   1.606%	 209.620	   0.970%	 210.974	 -14.368%	 243.652	 -10.596%	 235.615	  -6.948%	 227.844	  -3.512%	 220.523
     349	   0.000%	 213.804	   0.251%	 213.266	 -62.885%	 348.254	  -9.020%	 233.089	   0.696%	 212.315	   1.199%	 211.240	  -3.284%	 220.824	   1.946%	 209.642	   1.217%	 211.201	 -14.421%	 244.637	 -10.446%	 236.138	  -7.796%	 230.472	  -3.778%	 221.882
     350	   0.000%	 214.729	  -0.081%	 214.903	 -63.180%	 350.396	  -7.613%	 231.077	   1.444%	 211.627	   2.098%	 210.224	  -4.079%	 223.488	   2.078%	 210.268	   1.403%	 211.717	 -14.118%	 245.046	  -9.794%	 235.759	  -7.637%	 231.129	  -2.632%	 220.380
     351	   0.000%	 213.512	  -0.672%	 214.946	 -64.413%	 351.041	  -9.420%	 233.626	   0.009%	 213.494	   1.089%	 211.188	  -5.039%	 224.270	   1.196%	 210.958	   0.878%	 211.637	 -14.684%	 244.863	 -10.520%	 235.973	  -8.996%	 232.719	  -3.822%	 221.673
     352	   0.000%	 214.870	  -0.476%	 215.893	 -63.791%	 351.938	  -8.411%	 232.943	   0.681%	 213.408	   1.649%	 211.326	  -2.212%	 219.624	   1.415%	 211.831	   0.908%	 212.920	 -13.802%	 244.528	 -10.189%	 236.763	  -6.721%	 229.313	  -3.536%	 222.469
     353	   0.000%	 215.496	  -0.137%	 215.792	 -63.938%	 353.280	  -8.614%	 234.060	   0.438%	 214.551	   1.101%	 213.124	  -3.593%	 223.238	   1.892%	 211.419	   1.222%	 212.862	 -13.986%	 245.635	 -10.361%	 237.824	  -7.827%	 232.363	  -2.961%	 221.878
     354	   0.000%	 216.535	   0.279%	 215.930	 -64.417%	 356.020	  -7.293%	 232.326	   0.890%	 214.607	   1.806%	 212.625	  -3.755%	 224.666	   2.034%	 212.131	   1.487%	 213.315	 -13.304%	 245.342	  -9.912%	 237.997	  -7.424%	 232.611	  -2.916%	 222.848
