ptest -- memset version 1.0
start	0	end	512
incr	1	ntry	10000
align	0	verbose	0
raw	1	diff	0
compare	1	baseline	0
seed	0	rand	1
rand_align	1	testmask	0x00
bytes   	   local	        	    i386	        	    i586	        	    i686	        	 i686fix	        	  lx_zan	        	 lx_simp	        	  lx_hyb	        	lx_hyb_BA	        	  lx_mmx	        	lx_mmx64	        	lx_mmx64simp	        	lx_mmx64_BA	        
      86	   0.000%	 129.675	  -0.179%	 129.908	 -30.750%	 169.550	  -1.095%	 131.095	   1.090%	 128.263	   4.505%	 123.834	  10.280%	 116.345	   3.631%	 124.968	   2.022%	 127.054	 -21.177%	 157.136	  -7.147%	 138.943	   3.514%	 125.118	  -7.312%	 139.158
      87	   0.000%	 129.660	  -0.823%	 130.727	 -30.918%	 169.749	  -3.360%	 134.017	   1.033%	 128.321	   4.078%	 124.373	   9.684%	 117.105	   3.304%	 125.376	   1.987%	 127.085	 -21.540%	 157.589	  -7.787%	 139.757	   2.815%	 126.010	  -7.702%	 139.647
      88	   0.000%	 129.913	  -0.621%	 130.720	 -30.856%	 169.998	  -2.715%	 133.439	   0.852%	 128.806	   7.449%	 120.235	  13.125%	 112.862	   3.193%	 125.765	   1.769%	 127.614	 -21.643%	 158.030	  -7.790%	 140.033	   6.702%	 121.206	  -7.674%	 139.882
      89	   0.000%	 130.195	  -0.409%	 130.728	 -31.226%	 170.850	  -4.187%	 135.647	   0.839%	 129.102	   4.731%	 124.036	  10.324%	 116.754	   3.167%	 126.072	   2.094%	 127.469	 -21.781%	 158.553	  -7.656%	 140.163	   3.451%	 125.703	  -7.131%	 139.480
      90	   0.000%	 130.448	  -0.878%	 131.594	 -31.569%	 171.629	  -1.443%	 132.331	   0.848%	 129.342	   4.016%	 125.209	   9.662%	 117.844	   3.224%	 126.243	   1.942%	 127.915	 -21.383%	 158.342	  -7.849%	 140.688	   3.166%	 126.318	  -7.782%	 140.600
      91	   0.000%	 131.090	  -0.501%	 131.746	 -31.026%	 171.762	  -3.331%	 135.457	   1.117%	 129.626	   3.864%	 126.025	   9.199%	 119.031	   3.659%	 126.293	   1.981%	 128.493	 -21.042%	 158.673	  -7.349%	 140.724	   2.828%	 127.383	  -7.244%	 140.586
      92	   0.000%	 131.257	  -0.541%	 131.967	 -30.897%	 171.812	  -3.061%	 135.275	   0.751%	 130.271	   7.171%	 121.844	  12.443%	 114.925	   3.204%	 127.052	   2.062%	 128.550	 -20.958%	 158.766	  -7.442%	 141.025	   6.222%	 123.090	  -7.574%	 141.199
      93	   0.000%	 131.536	  -0.363%	 132.014	 -31.186%	 172.558	  -4.332%	 137.235	   1.042%	 130.166	   4.246%	 125.951	   9.702%	 118.774	   3.478%	 126.962	   2.037%	 128.857	 -21.130%	 159.329	  -7.277%	 141.108	   3.384%	 127.085	  -7.182%	 140.984
      94	   0.000%	 132.449	   0.012%	 132.434	 -30.336%	 172.629	  -1.035%	 133.820	   1.508%	 130.452	   4.114%	 127.001	  10.028%	 119.167	   3.727%	 127.513	   2.608%	 128.995	 -20.460%	 159.548	  -6.896%	 141.583	   3.374%	 127.980	  -6.802%	 141.458
      95	   0.000%	 132.226	  -0.571%	 132.981	 -30.904%	 173.089	  -3.502%	 136.856	   1.013%	 130.886	   3.370%	 127.770	   8.809%	 120.579	   3.369%	 127.772	   2.154%	 129.377	 -20.759%	 159.674	  -7.202%	 141.749	   2.279%	 129.212	  -7.321%	 141.906
      96	   0.000%	 132.529	  -0.661%	 133.405	 -32.190%	 175.190	  -3.113%	 136.654	   1.104%	 131.066	   7.024%	 123.220	  12.420%	 116.069	   3.432%	 127.981	   2.082%	 129.769	 -20.332%	 159.475	  -7.461%	 142.417	   5.969%	 124.618	  -7.304%	 142.209
      97	   0.000%	 132.812	  -0.689%	 133.727	 -33.209%	 176.918	  -4.350%	 138.590	   1.074%	 131.385	   4.258%	 127.157	   9.380%	 120.354	   3.494%	 128.171	   2.122%	 129.993	 -19.973%	 159.338	  -7.045%	 142.169	   3.411%	 128.282	  -7.452%	 142.709
      98	   0.000%	 133.342	  -0.170%	 133.568	 -34.125%	 178.845	  -1.489%	 135.328	   1.149%	 131.809	   3.445%	 128.748	   9.129%	 121.169	   3.485%	 128.695	   2.493%	 130.017	 -19.230%	 158.983	  -7.087%	 142.792	   2.710%	 129.729	  -7.311%	 143.090
      99	   0.000%	 133.359	  -0.605%	 134.166	 -36.195%	 181.628	  -3.886%	 138.541	   1.093%	 131.902	   2.623%	 129.861	   8.475%	 122.056	   2.782%	 129.649	   2.283%	 130.315	 -19.072%	 158.793	  -7.049%	 142.759	   1.736%	 131.044	  -7.583%	 143.471
     100	   0.000%	 133.981	  -0.324%	 134.414	 -36.174%	 182.447	  -3.163%	 138.219	   1.021%	 132.613	   6.382%	 125.430	  12.193%	 117.644	   3.094%	 129.835	   2.232%	 130.990	 -19.587%	 160.224	  -7.064%	 143.446	   5.741%	 126.289	  -6.997%	 143.356
     101	   0.000%	 134.037	  -0.412%	 134.589	 -37.070%	 183.725	  -4.437%	 139.984	   0.799%	 132.966	   3.816%	 128.922	   9.690%	 121.049	   3.039%	 129.963	   1.943%	 131.432	 -19.893%	 160.701	  -7.161%	 143.635	   2.763%	 130.333	  -7.186%	 143.669
     102	   0.000%	 134.693	  -0.199%	 134.961	 -36.879%	 184.366	  -1.443%	 136.637	   1.267%	 132.987	   3.231%	 130.340	   9.026%	 122.535	   3.456%	 130.038	   2.335%	 131.548	 -20.230%	 161.941	  -7.167%	 144.347	   2.329%	 131.555	  -6.970%	 144.081
     103	   0.000%	 134.320	  -0.668%	 135.218	 -38.309%	 185.778	  -4.032%	 139.736	   0.545%	 133.589	   2.134%	 131.454	   7.794%	 123.852	   2.559%	 130.883	   1.526%	 132.271	 -21.258%	 162.874	  -7.589%	 144.513	   1.469%	 132.348	  -7.284%	 144.104
     104	   0.000%	 134.940	  -0.696%	 135.879	 -37.515%	 185.562	  -3.202%	 139.261	   1.344%	 133.126	   6.030%	 126.803	  11.727%	 119.115	   3.078%	 130.786	   1.889%	 132.391	 -21.089%	 163.397	  -7.309%	 144.803	   5.355%	 127.714	  -7.182%	 144.631
     105	   0.000%	 135.009	  -0.649%	 135.885	 -37.970%	 186.271	  -4.696%	 141.349	   1.011%	 133.643	   3.370%	 130.459	   9.104%	 122.718	   3.094%	 130.831	   1.968%	 132.351	 -21.283%	 163.742	  -7.312%	 144.880	   1.942%	 132.387	  -7.498%	 145.132
     106	   0.000%	 135.750	  -0.490%	 136.416	 -37.519%	 186.682	  -1.815%	 138.215	   1.054%	 134.320	   2.970%	 131.718	   8.618%	 124.051	   3.280%	 131.298	   1.984%	 133.057	 -20.732%	 163.894	  -7.083%	 145.366	   2.050%	 132.967	  -6.689%	 144.831
     107	   0.000%	 135.557	  -0.793%	 136.632	 -37.560%	 186.473	  -4.146%	 141.177	   0.775%	 134.506	   1.952%	 132.910	   7.730%	 125.079	   2.860%	 131.681	   1.460%	 133.577	 -21.144%	 164.219	  -6.989%	 145.030	   1.229%	 133.891	  -7.331%	 145.494
     108	   0.000%	 136.061	  -0.681%	 136.988	 -37.797%	 187.488	  -3.365%	 140.639	   0.994%	 134.708	   5.920%	 128.006	  11.302%	 120.683	   2.714%	 132.368	   2.057%	 133.262	 -20.667%	 164.180	  -7.021%	 145.613	   4.867%	 129.438	  -7.309%	 146.006
     109	   0.000%	 136.273	  -0.905%	 137.506	 -38.317%	 188.489	  -4.790%	 142.800	   1.051%	 134.840	   3.238%	 131.860	   8.634%	 124.506	   2.870%	 132.361	   1.771%	 133.860	 -20.795%	 164.610	  -7.316%	 146.243	   2.320%	 133.112	  -7.112%	 145.964
     110	   0.000%	 136.779	  -0.104%	 136.921	 -37.185%	 187.639	  -2.408%	 140.072	   0.894%	 135.556	   2.896%	 132.818	   8.376%	 125.323	   3.353%	 132.192	   2.090%	 133.920	 -20.402%	 164.684	  -6.913%	 146.235	   2.124%	 133.874	  -6.823%	 146.112
     111	   0.000%	 137.234	  -0.392%	 137.773	 -37.255%	 188.361	  -4.146%	 142.924	   1.024%	 135.829	   2.580%	 133.693	   7.945%	 126.331	   3.222%	 132.813	   2.027%	 134.452	 -20.234%	 165.003	  -7.103%	 146.983	   1.402%	 135.310	  -6.726%	 146.464
     112	   0.000%	 137.202	  -0.524%	 137.922	 -37.610%	 188.805	  -3.607%	 142.151	   0.997%	 135.834	   5.571%	 129.558	  10.971%	 122.150	   3.097%	 132.953	   1.708%	 134.859	 -20.564%	 165.416	  -7.045%	 146.868	   4.567%	 130.936	  -7.017%	 146.830
     113	   0.000%	 137.526	  -0.530%	 138.255	 -37.538%	 189.151	  -5.015%	 144.422	   0.817%	 136.402	   2.746%	 133.749	   8.078%	 126.417	   3.244%	 133.065	   1.918%	 134.888	 -20.548%	 165.785	  -7.009%	 147.165	   1.844%	 134.989	  -7.180%	 147.400
     114	   0.000%	 137.829	  -0.190%	 138.091	 -37.636%	 189.703	  -2.371%	 141.097	   1.004%	 136.445	   2.252%	 134.725	   7.804%	 127.073	   2.734%	 134.061	   1.937%	 135.159	 -20.111%	 165.549	  -7.004%	 147.483	   1.391%	 135.913	  -6.737%	 147.114
     115	   0.000%	 138.047	  -0.687%	 138.995	 -37.670%	 190.049	  -4.633%	 144.442	   0.703%	 137.076	   1.839%	 135.508	   7.163%	 128.159	   2.885%	 134.064	   2.213%	 134.991	 -20.551%	 166.417	  -6.970%	 147.668	   0.806%	 136.933	  -6.895%	 147.565
     116	   0.000%	 138.306	  -0.667%	 139.227	 -37.548%	 190.237	  -4.112%	 143.992	   0.511%	 137.599	   5.269%	 131.018	  10.276%	 124.093	   3.071%	 134.059	   1.651%	 136.021	 -20.417%	 166.543	  -7.147%	 148.190	   4.177%	 132.528	  -6.898%	 147.846
     117	   0.000%	 138.342	  -0.681%	 139.284	 -38.130%	 191.092	  -5.286%	 145.656	   0.563%	 137.563	   2.483%	 134.907	   7.882%	 127.438	   2.722%	 134.576	   1.544%	 136.206	 -20.539%	 166.757	  -7.265%	 148.393	   1.562%	 136.181	  -7.421%	 148.608
     118	   0.000%	 138.650	  -0.964%	 139.986	 -37.830%	 191.101	  -2.800%	 142.533	   0.540%	 137.901	   1.741%	 136.236	   7.608%	 128.102	   2.687%	 134.924	   1.542%	 136.512	 -20.538%	 167.126	  -7.383%	 148.886	   1.181%	 137.012	  -7.134%	 148.542
     119	   0.000%	 139.576	  -0.567%	 140.368	 -37.722%	 192.227	  -4.166%	 145.390	   1.010%	 138.167	   1.650%	 137.273	   7.169%	 129.570	   3.047%	 135.323	   1.690%	 137.217	 -19.996%	 167.486	  -6.899%	 149.205	   1.019%	 138.154	  -6.460%	 148.592
     120	   0.000%	 139.405	  -0.723%	 140.413	 -37.640%	 191.878	  -4.346%	 145.463	   0.572%	 138.607	   4.659%	 132.910	   9.945%	 125.541	   2.949%	 135.294	   1.861%	 136.811	 -20.356%	 167.783	  -7.105%	 149.310	   3.635%	 134.338	  -7.300%	 149.581
     121	   0.000%	 139.598	  -0.427%	 140.194	 -37.747%	 192.292	  -5.228%	 146.897	   0.897%	 138.345	   2.243%	 136.466	   7.395%	 129.275	   2.893%	 135.559	   1.560%	 137.420	 -20.335%	 167.985	  -7.055%	 149.447	   1.357%	 137.703	  -7.272%	 149.749
     122	   0.000%	 140.565	  -0.129%	 140.745	 -37.358%	 193.077	  -2.390%	 143.925	   1.230%	 138.836	   2.078%	 137.644	   7.515%	 130.000	   3.220%	 136.039	   2.115%	 137.591	 -19.607%	 168.126	  -6.763%	 150.071	   1.160%	 138.934	  -6.341%	 149.478
     123	   0.000%	 140.216	  -0.871%	 141.438	 -38.147%	 193.705	  -4.660%	 146.750	   0.917%	 138.931	   0.840%	 139.038	   6.615%	 130.941	   2.596%	 136.576	   1.851%	 137.622	 -20.314%	 168.700	  -7.147%	 150.237	   0.097%	 140.081	  -7.258%	 150.393
     124	   0.000%	 141.045	  -0.400%	 141.609	 -37.123%	 193.405	  -3.764%	 146.355	   0.965%	 139.684	   4.431%	 134.796	  10.108%	 126.789	   3.181%	 136.559	   2.207%	 137.932	 -19.928%	 169.153	  -6.931%	 150.821	   3.932%	 135.500	  -6.523%	 150.245
     125	   0.000%	 141.060	  -0.578%	 141.876	 -37.983%	 194.639	  -5.203%	 148.399	   0.815%	 139.910	   1.910%	 138.366	   7.096%	 131.050	   3.259%	 136.463	   1.959%	 138.297	 -19.933%	 169.177	  -7.051%	 151.007	   0.936%	 139.739	  -6.951%	 150.865
     126	   0.000%	 141.836	   0.136%	 141.643	 -37.040%	 194.373	  -2.052%	 144.747	   0.967%	 140.465	   1.962%	 139.054	   7.217%	 131.599	   2.960%	 137.639	   2.298%	 138.576	 -19.427%	 169.390	  -6.277%	 150.739	   1.279%	 140.022	  -6.660%	 151.283
     127	   0.000%	 141.832	  -0.530%	 142.584	 -37.366%	 194.828	  -4.920%	 148.809	   0.910%	 140.541	   1.193%	 140.140	   6.516%	 132.589	   3.080%	 137.464	   1.915%	 139.116	 -19.414%	 169.366	  -6.464%	 150.999	   0.085%	 141.711	  -6.522%	 151.082
     128	   0.000%	 141.871	  -0.827%	 143.045	 -38.967%	 197.155	  -4.474%	 148.219	   0.687%	 140.896	   4.237%	 135.860	   9.444%	 128.473	   2.839%	 137.843	   1.509%	 139.731	 -19.451%	 169.467	 -10.022%	 156.090	  -3.994%	 147.537	  -7.698%	 152.793
     129	   0.000%	 142.795	  -0.239%	 143.137	 -39.498%	 199.197	  -5.040%	 149.993	   0.988%	 141.384	   1.990%	 139.954	   7.289%	 132.386	   3.341%	 138.024	   2.314%	 139.490	 -18.727%	 169.536	 -11.740%	 159.559	  -6.062%	 151.451	  -8.434%	 154.839
     130	   0.000%	 142.405	  -0.353%	 142.908	 -41.586%	 201.625	  -3.232%	 147.008	   0.616%	 141.528	   1.185%	 140.718	   6.125%	 133.682	   2.827%	 138.379	   1.575%	 140.162	 -18.748%	 169.103	 -14.975%	 163.730	  -7.183%	 152.634	  -9.662%	 156.164
     131	   0.000%	 143.123	  -0.366%	 143.647	 -42.160%	 203.464	  -4.523%	 149.596	   1.246%	 141.340	   0.942%	 141.775	   6.098%	 134.396	   2.820%	 139.086	   2.227%	 139.935	 -18.013%	 168.903	 -17.310%	 167.898	  -7.396%	 153.708	 -10.482%	 158.126
     132	   0.000%	 143.392	  -0.447%	 144.033	 -42.614%	 204.497	  -4.315%	 149.580	   1.076%	 141.850	   4.024%	 137.622	   9.130%	 130.301	   2.987%	 139.109	   1.912%	 140.650	 -18.600%	 170.064	 -17.725%	 168.808	  -6.067%	 152.091	 -11.551%	 159.956
     133	   0.000%	 143.276	  -0.803%	 144.427	 -42.551%	 204.242	  -5.645%	 151.364	   0.519%	 142.533	   1.297%	 141.418	   6.382%	 134.133	   2.829%	 139.223	   1.519%	 141.100	 -19.405%	 171.079	 -18.686%	 170.049	  -9.269%	 156.556	 -12.810%	 161.630
     134	   0.000%	 144.172	  -0.394%	 144.741	 -42.906%	 206.030	  -2.795%	 148.202	   1.049%	 142.659	   1.330%	 142.255	   6.397%	 134.949	   3.217%	 139.535	   2.283%	 140.880	 -19.154%	 171.787	 -18.479%	 170.814	  -8.861%	 156.948	 -13.731%	 163.968
     135	   0.000%	 144.071	  -0.958%	 145.452	 -43.756%	 207.112	  -5.101%	 151.421	   0.853%	 142.842	   0.517%	 143.327	   5.581%	 136.031	   2.813%	 140.018	   1.753%	 141.545	 -20.091%	 173.016	 -19.429%	 172.063	  -9.815%	 158.212	 -15.170%	 165.927
     136	   0.000%	 144.681	  -0.319%	 145.143	 -43.412%	 207.490	  -4.413%	 151.066	   1.231%	 142.901	   3.616%	 139.449	   9.048%	 131.590	   2.816%	 140.608	   1.879%	 141.962	 -19.678%	 173.152	 -19.243%	 172.523	  -6.083%	 153.482	 -15.438%	 167.018
     137	   0.000%	 144.858	  -0.706%	 145.880	 -43.298%	 207.578	  -5.296%	 152.530	   1.100%	 143.264	   0.992%	 143.421	   6.242%	 135.816	   2.823%	 140.768	   1.802%	 142.247	 -19.788%	 173.522	 -19.140%	 172.584	  -9.037%	 157.948	 -15.478%	 167.280
     138	   0.000%	 145.157	  -0.127%	 145.342	 -43.346%	 208.077	  -3.233%	 149.850	   0.909%	 143.838	   0.790%	 144.011	   5.749%	 136.812	   3.038%	 140.747	   1.687%	 142.708	 -19.592%	 173.597	 -18.836%	 172.500	  -9.199%	 158.511	 -15.841%	 168.152
     139	   0.000%	 145.802	  -0.319%	 146.267	 -43.193%	 208.777	  -4.732%	 152.701	   1.174%	 144.090	   0.543%	 145.011	   5.834%	 137.295	   3.099%	 141.283	   1.919%	 143.004	 -19.288%	 173.925	 -18.747%	 173.135	  -9.528%	 159.694	 -15.828%	 168.879
     140	   0.000%	 145.793	  -0.455%	 146.456	 -43.529%	 209.255	  -4.494%	 152.345	   0.854%	 144.548	   3.645%	 140.479	   8.898%	 132.820	   2.894%	 141.575	   1.990%	 142.892	 -19.564%	 174.317	 -19.003%	 173.498	  -6.547%	 155.339	 -15.708%	 168.695
     141	   0.000%	 146.072	  -0.350%	 146.584	 -43.488%	 209.597	  -5.645%	 154.318	   1.081%	 144.493	   0.929%	 144.715	   6.142%	 137.100	   3.007%	 141.680	   1.922%	 143.264	 -19.240%	 174.176	 -18.855%	 173.615	  -8.732%	 158.827	 -15.997%	 169.439
     142	   0.000%	 146.338	  -0.319%	 146.806	 -43.164%	 209.504	  -3.178%	 150.990	   0.980%	 144.904	   0.792%	 145.179	   5.487%	 138.308	   2.965%	 142.000	   1.778%	 143.736	 -19.631%	 175.067	 -18.632%	 173.604	  -9.329%	 159.991	 -15.807%	 169.471
     143	   0.000%	 146.807	  -0.500%	 147.541	 -43.044%	 209.999	  -5.411%	 154.751	   0.856%	 145.550	   0.078%	 146.693	   5.349%	 138.955	   3.018%	 142.377	   2.012%	 143.854	 -18.941%	 174.615	 -18.594%	 174.105	  -9.526%	 160.792	 -15.698%	 169.854
     144	   0.000%	 146.844	  -0.639%	 147.783	 -43.461%	 210.664	  -4.532%	 153.499	   0.678%	 145.849	   3.049%	 142.368	   7.971%	 135.140	   2.737%	 142.825	   1.734%	 144.299	 -19.466%	 175.429	 -18.586%	 174.137	  -6.873%	 156.937	 -15.994%	 170.331
     145	   0.000%	 147.097	  -0.435%	 147.737	 -43.768%	 211.479	  -5.616%	 155.358	   0.904%	 145.767	   0.788%	 145.938	   5.652%	 138.784	   2.885%	 142.854	   1.825%	 144.413	 -19.255%	 175.421	 -18.516%	 174.334	  -9.083%	 160.459	 -15.517%	 169.923
     146	   0.000%	 146.909	  -1.037%	 148.432	 -44.093%	 211.685	  -3.921%	 152.669	   0.367%	 146.369	  -0.264%	 147.297	   5.000%	 139.563	   2.447%	 143.314	   1.551%	 144.630	 -19.493%	 175.545	 -19.434%	 175.458	  -9.736%	 161.212	 -16.339%	 170.912
     147	   0.000%	 147.850	  -0.485%	 148.566	 -43.434%	 212.067	  -5.123%	 155.424	   1.160%	 146.134	  -0.085%	 147.976	   4.908%	 140.594	   3.057%	 143.330	   1.785%	 145.211	 -18.945%	 175.860	 -18.440%	 175.113	  -9.658%	 162.129	 -15.534%	 170.817
     148	   0.000%	 148.298	  -0.577%	 149.154	 -43.083%	 212.189	  -4.621%	 155.151	   0.878%	 146.997	   2.803%	 144.141	   8.277%	 136.024	   3.017%	 143.824	   1.898%	 145.484	 -19.065%	 176.571	 -18.275%	 175.399	  -6.403%	 157.795	 -15.399%	 171.134
     149	   0.000%	 148.252	  -0.236%	 148.602	 -43.814%	 213.207	  -5.543%	 156.470	   0.886%	 146.938	   0.393%	 147.670	   5.271%	 140.437	   3.143%	 143.593	   1.515%	 146.006	 -19.252%	 176.794	 -18.549%	 175.751	  -9.390%	 162.173	 -15.584%	 171.356
     150	   0.000%	 149.183	  -0.010%	 149.198	 -43.125%	 213.517	  -3.068%	 153.759	   1.439%	 147.036	   0.693%	 148.149	   5.351%	 141.200	   3.394%	 144.120	   1.980%	 146.229	 -18.377%	 176.599	 -18.123%	 176.219	  -9.304%	 163.063	 -15.072%	 171.667
     151	   0.000%	 148.862	  -0.590%	 149.740	 -43.851%	 214.140	  -5.677%	 157.313	   1.000%	 147.373	  -0.370%	 149.412	   4.741%	 141.805	   2.572%	 145.033	   2.197%	 145.592	 -19.291%	 177.579	 -18.375%	 176.216	  -9.995%	 163.742	 -15.599%	 172.083
     152	   0.000%	 149.537	  -0.034%	 149.588	 -42.959%	 213.776	  -4.478%	 156.234	   1.131%	 147.845	   3.008%	 145.039	   7.809%	 137.859	   3.182%	 144.778	   2.247%	 146.177	 -18.802%	 177.653	 -18.145%	 176.670	  -6.666%	 159.506	 -15.066%	 172.066
     153	   0.000%	 149.273	  -0.560%	 150.110	 -44.409%	 215.563	  -6.290%	 158.662	   0.599%	 148.378	   0.273%	 148.866	   5.376%	 141.249	   2.960%	 144.855	   1.559%	 146.946	 -19.078%	 177.751	 -18.446%	 176.808	  -9.282%	 163.128	 -15.789%	 172.842
     154	   0.000%	 149.314	  -0.731%	 150.406	 -44.106%	 215.171	  -4.242%	 155.647	   0.396%	 148.723	  -0.366%	 149.860	   4.675%	 142.333	   2.554%	 145.501	   1.274%	 147.412	 -19.469%	 178.383	 -18.925%	 177.572	 -10.284%	 164.669	 -15.898%	 173.051
     155	   0.000%	 150.237	  -0.443%	 150.903	 -43.060%	 214.930	  -5.678%	 158.768	   1.090%	 148.600	  -0.668%	 151.240	   4.333%	 143.728	   2.948%	 145.809	   1.950%	 147.307	 -18.566%	 178.130	 -17.971%	 177.236	 -10.130%	 165.456	 -15.385%	 173.351
     156	   0.000%	 150.394	  -0.162%	 150.638	 -43.455%	 215.749	  -5.450%	 158.591	   0.861%	 149.099	   2.361%	 146.844	   7.418%	 139.238	   2.662%	 146.390	   1.954%	 147.456	 -18.827%	 178.709	 -18.017%	 177.491	  -6.959%	 160.860	 -15.296%	 173.399
     157	   0.000%	 150.853	  -0.448%	 151.529	 -43.215%	 216.043	  -5.936%	 159.807	   0.995%	 149.352	   0.319%	 150.371	   5.075%	 143.197	   3.064%	 146.230	   1.831%	 148.090	 -18.702%	 179.065	 -18.114%	 178.179	  -9.223%	 164.766	 -15.289%	 173.917
     158	   0.000%	 151.058	  -0.271%	 151.467	 -43.331%	 216.512	  -3.857%	 156.884	   0.892%	 149.710	  -0.250%	 151.436	   4.467%	 144.310	   2.630%	 147.085	   1.906%	 148.178	 -18.637%	 179.210	 -17.981%	 178.220	  -9.837%	 165.918	 -15.179%	 173.987
     159	   0.000%	 151.055	  -0.279%	 151.476	 -43.468%	 216.715	  -5.611%	 159.531	   0.837%	 149.790	  -0.918%	 152.441	   4.193%	 144.721	   2.568%	 147.176	   1.497%	 148.793	 -18.640%	 179.211	 -18.390%	 178.834	 -10.296%	 166.608	 -15.380%	 174.287
     160	   0.000%	 151.528	  -0.570%	 152.392	 -44.518%	 218.986	  -5.170%	 159.362	   0.867%	 150.215	   2.112%	 148.329	   6.967%	 140.972	   3.162%	 146.736	   1.626%	 149.065	 -18.448%	 179.482	 -17.958%	 178.740	  -7.417%	 162.767	 -15.391%	 174.851
     161	   0.000%	 152.016	  -0.744%	 153.147	 -45.323%	 220.914	  -6.112%	 161.307	   0.838%	 150.743	   2.225%	 148.634	   4.685%	 144.895	   2.703%	 147.907	   1.706%	 149.423	 -17.829%	 179.120	 -17.908%	 179.239	  -9.331%	 166.201	 -15.094%	 174.962
     162	   0.000%	 151.893	  -0.854%	 153.190	 -47.028%	 223.325	  -3.782%	 157.637	   0.766%	 150.729	   1.568%	 149.511	   4.110%	 145.650	   2.461%	 148.154	   1.696%	 149.317	 -17.752%	 178.857	 -18.449%	 179.916	 -10.185%	 167.363	 -15.512%	 175.454
     163	   0.000%	 152.779	  -0.559%	 153.633	 -47.076%	 224.701	  -5.638%	 161.392	   0.778%	 151.590	   2.501%	 148.958	   3.978%	 146.701	   2.715%	 148.630	   1.904%	 149.869	 -17.263%	 179.153	 -17.936%	 180.181	 -10.230%	 168.408	 -14.761%	 175.331
     164	   0.000%	 152.820	  -0.827%	 154.084	 -47.873%	 225.978	  -5.427%	 161.114	   0.930%	 151.398	   2.030%	 149.718	   6.666%	 142.632	   2.687%	 148.714	   1.855%	 149.985	 -17.514%	 179.585	 -17.818%	 180.049	  -7.543%	 164.347	 -15.110%	 175.911
     165	   0.000%	 153.180	  -0.606%	 154.108	 -48.696%	 227.773	  -6.053%	 162.453	   0.818%	 151.927	   1.950%	 150.193	   4.380%	 146.471	   2.569%	 149.245	   1.772%	 150.466	 -18.005%	 180.760	 -17.997%	 180.748	  -9.749%	 168.114	 -15.094%	 176.302
     166	   0.000%	 153.747	  -0.061%	 153.840	 -48.429%	 228.206	  -3.855%	 159.674	   1.215%	 151.879	   2.324%	 150.174	   4.313%	 147.115	   2.711%	 149.579	   1.632%	 151.238	 -18.076%	 181.538	 -17.689%	 180.944	 -10.073%	 169.234	 -14.498%	 176.038
     167	   0.000%	 153.983	  -0.344%	 154.512	 -48.586%	 228.797	  -5.604%	 162.611	   0.759%	 152.813	   2.125%	 150.710	   3.525%	 148.555	   2.707%	 149.815	   1.731%	 151.318	 -18.739%	 182.837	 -17.504%	 180.936	 -10.831%	 170.661	 -14.942%	 176.991
     168	   0.000%	 154.213	  -0.313%	 154.695	 -48.917%	 229.649	  -5.183%	 162.206	   0.961%	 152.730	   2.050%	 151.051	   5.980%	 144.991	   2.652%	 150.123	   1.856%	 151.351	 -18.608%	 182.909	 -17.963%	 181.914	  -7.747%	 166.159	 -14.594%	 176.719
     169	   0.000%	 154.597	  -0.064%	 154.696	 -48.603%	 229.735	  -6.021%	 163.906	   0.960%	 153.113	   1.885%	 151.683	   4.111%	 148.241	   2.785%	 150.291	   1.775%	 151.853	 -18.757%	 183.594	 -17.873%	 182.228	  -9.646%	 169.509	 -14.718%	 177.351
     170	   0.000%	 154.682	  -0.171%	 154.947	 -48.971%	 230.431	  -4.109%	 161.037	   1.088%	 152.999	   1.811%	 151.880	   3.688%	 148.977	   2.744%	 150.438	   1.410%	 152.501	 -18.859%	 183.853	 -17.635%	 181.960	 -10.434%	 170.822	 -14.844%	 177.643
     171	   0.000%	 155.286	  -0.609%	 156.231	 -48.881%	 231.191	  -5.807%	 164.303	   0.865%	 153.943	   2.069%	 152.073	   3.071%	 150.517	   2.585%	 151.271	   2.184%	 151.894	 -18.464%	 183.958	 -17.591%	 182.602	 -10.748%	 171.975	 -14.389%	 177.630
     172	   0.000%	 155.638	  -0.298%	 156.102	 -48.263%	 230.754	  -5.418%	 164.069	   0.988%	 154.099	   2.059%	 152.433	   6.085%	 146.167	   3.072%	 150.856	   1.921%	 152.648	 -18.168%	 183.915	 -17.251%	 182.487	  -7.880%	 167.902	 -14.486%	 178.184
     173	   0.000%	 155.147	  -0.617%	 156.105	 -49.531%	 231.993	  -6.806%	 165.707	   0.727%	 154.019	   1.880%	 152.231	   3.729%	 149.362	   2.276%	 151.616	   1.576%	 152.702	 -18.971%	 184.581	 -17.831%	 182.812	 -10.595%	 171.585	 -14.942%	 178.329
     174	   0.000%	 155.978	  -0.747%	 157.144	 -49.269%	 232.827	  -4.365%	 162.786	   0.611%	 155.025	   1.710%	 153.310	   3.626%	 150.322	   2.571%	 151.967	   1.660%	 153.388	 -18.380%	 184.647	 -17.544%	 183.342	 -10.401%	 172.200	 -14.752%	 178.987
     175	   0.000%	 156.565	  -0.644%	 157.573	 -48.946%	 233.196	  -6.258%	 166.362	   1.078%	 154.877	   2.091%	 153.292	   3.407%	 151.230	   2.686%	 152.359	   2.003%	 153.429	 -18.233%	 185.111	 -17.014%	 183.202	 -10.447%	 172.921	 -14.453%	 179.193
