memset test:
start	0
end	512
incr	1
ntry	10000
align	1
verbose	0
bytes   	   i386		   i586		   i686		i686fix	
     118	296.943	  2.516	271.573	  2.301	371.267	  3.146	265.023	  2.246
     119	297.078	  2.496	267.531	  2.248	371.207	  3.119	268.814	  2.259
     120	297.047	  2.475	267.595	  2.230	371.399	  3.095	268.798	  2.240
     121	297.102	  2.455	271.845	  2.247	375.242	  3.101	274.630	  2.270
     122	297.160	  2.436	267.675	  2.194	379.742	  3.113	268.817	  2.203
     123	300.958	  2.447	272.331	  2.214	379.761	  3.087	269.063	  2.188
     124	301.001	  2.427	267.729	  2.159	379.805	  3.063	269.027	  2.170
     125	301.179	  2.409	267.729	  2.142	392.200	  3.138	269.143	  2.153
     126	301.216	  2.391	267.815	  2.126	396.163	  3.144	269.128	  2.136
     127	301.275	  2.372	272.784	  2.148	396.140	  3.119	279.205	  2.198
     128	301.248	  2.354	267.865	  2.093	396.179	  3.095	279.363	  2.183
     129	300.760	  2.331	267.818	  2.076	388.967	  3.015	289.728	  2.246
     130	300.735	  2.313	267.799	  2.060	394.151	  3.032	280.916	  2.161
     131	305.277	  2.330	288.891	  2.205	394.123	  3.009	273.337	  2.087
     132	305.326	  2.313	288.339	  2.184	394.132	  2.986	273.288	  2.070
     133	305.379	  2.296	288.179	  2.167	395.344	  2.973	279.708	  2.103
     134	305.404	  2.279	288.280	  2.151	399.060	  2.978	280.189	  2.091
     135	305.554	  2.263	287.848	  2.132	399.065	  2.956	284.833	  2.110
     136	305.587	  2.247	284.989	  2.096	399.022	  2.934	277.264	  2.039
     137	305.653	  2.231	287.325	  2.097	401.987	  2.934	277.261	  2.024
     138	305.522	  2.214	288.196	  2.088	402.555	  2.917	285.248	  2.067
     139	317.383	  2.283	287.870	  2.071	402.576	  2.896	277.546	  1.997
     140	309.527	  2.211	286.672	  2.048	402.642	  2.876	286.240	  2.045
     141	309.651	  2.196	284.443	  2.017	397.662	  2.820	288.356	  2.045
     142	309.546	  2.180	284.405	  2.003	402.116	  2.832	287.453	  2.024
     143	309.679	  2.166	284.409	  1.989	402.157	  2.812	290.684	  2.033
     144	309.733	  2.151	284.058	  1.973	402.138	  2.793	292.001	  2.028
     145	309.927	  2.137	288.620	  1.990	415.032	  2.862	291.898	  2.013
     146	309.816	  2.122	283.204	  1.940	420.423	  2.880	292.524	  2.004
     147	313.551	  2.133	289.499	  1.969	420.383	  2.860	282.483	  1.922
     148	313.534	  2.118	282.327	  1.908	419.774	  2.836	282.419	  1.908
     149	313.529	  2.104	283.965	  1.906	420.846	  2.824	294.767	  1.978
     150	313.557	  2.090	283.873	  1.892	425.341	  2.836	293.923	  1.959
     151	313.771	  2.078	283.715	  1.879	425.109	  2.815	300.485	  1.990
     152	313.703	  2.064	282.199	  1.857	425.101	  2.797	286.166	  1.883
     153	313.783	  2.051	283.532	  1.853	427.798	  2.796	285.889	  1.869
     154	313.976	  2.039	283.637	  1.842	432.903	  2.811	285.705	  1.855
     155	317.798	  2.050	283.623	  1.830	432.715	  2.792	296.152	  1.911
     156	317.805	  2.037	282.885	  1.813	432.780	  2.774	286.786	  1.838
     157	317.847	  2.025	287.446	  1.831	409.317	  2.607	298.709	  1.903
     158	318.052	  2.013	287.578	  1.820	413.094	  2.615	297.868	  1.885
     159	317.780	  1.999	287.726	  1.810	413.394	  2.600	319.493	  2.009
     160	317.828	  1.986	277.660	  1.735	413.137	  2.582	321.016	  2.006
     161	317.964	  1.975	283.657	  1.762	440.287	  2.735	320.166	  1.989
     162	317.727	  1.961	283.713	  1.751	445.315	  2.749	322.071	  1.988
     163	331.442	  2.033	307.326	  1.885	445.203	  2.731	310.242	  1.903
     164	322.040	  1.964	306.161	  1.867	445.506	  2.717	306.671	  1.870
     165	337.401	  2.045	308.927	  1.872	446.796	  2.708	307.197	  1.862
     166	337.281	  2.032	311.413	  1.876	448.875	  2.704	313.327	  1.888
     167	335.544	  2.009	309.729	  1.855	448.849	  2.688	316.159	  1.893
     168	337.080	  2.006	305.996	  1.821	449.044	  2.673	315.663	  1.879
     169	338.725	  2.004	307.966	  1.822	452.231	  2.676	316.510	  1.873
     170	322.688	  1.898	308.654	  1.816	458.603	  2.698	316.683	  1.863
     171	326.507	  1.909	300.438	  1.757	458.293	  2.680	314.933	  1.842
     172	344.216	  2.001	307.532	  1.788	458.947	  2.668	313.536	  1.823
     173	345.746	  1.999	313.783	  1.814	447.591	  2.587	322.985	  1.867
     174	326.843	  1.878	311.610	  1.791	451.154	  2.593	323.293	  1.858
     175	342.999	  1.960	311.125	  1.778	451.718	  2.581	323.488	  1.849
     176	326.886	  1.857	295.622	  1.680	452.952	  2.574	322.166	  1.830
     177	327.041	  1.848	313.341	  1.770	465.876	  2.632	318.093	  1.797
     178	345.045	  1.938	310.619	  1.745	475.243	  2.670	320.647	  1.801
     179	347.120	  1.939	315.546	  1.763	475.135	  2.654	326.146	  1.822
     180	348.288	  1.935	308.345	  1.713	476.227	  2.646	324.503	  1.803
     181	350.205	  1.935	311.086	  1.719	476.102	  2.630	330.533	  1.826
     182	330.912	  1.818	313.226	  1.721	476.820	  2.620	323.170	  1.776
     183	331.781	  1.813	301.876	  1.650	476.008	  2.601	323.151	  1.766
     184	331.831	  1.803	297.273	  1.616	476.611	  2.590	331.181	  1.800
     185	331.840	  1.794	300.868	  1.626	480.275	  2.596	331.882	  1.794
     186	331.726	  1.783	300.985	  1.618	486.136	  2.614	334.248	  1.797
     187	334.963	  1.791	313.439	  1.676	486.726	  2.603	327.587	  1.752
     188	335.272	  1.783	310.890	  1.654	486.744	  2.589	330.051	  1.756
     189	335.572	  1.776	302.669	  1.601	507.434	  2.685	338.917	  1.793
     190	335.456	  1.766	302.287	  1.591	509.988	  2.684	339.282	  1.786
     191	335.143	  1.755	303.049	  1.587	509.926	  2.670	335.601	  1.757
     192	335.870	  1.749	303.044	  1.578	507.312	  2.642	344.225	  1.793
     193	335.465	  1.738	315.559	  1.635	500.156	  2.591	362.883	  1.880
     194	335.581	  1.730	312.329	  1.610	501.722	  2.586	363.403	  1.873
     195	339.873	  1.743	320.234	  1.642	501.508	  2.572	333.084	  1.708
     196	363.451	  1.854	320.964	  1.638	501.296	  2.558	340.195	  1.736
     197	361.712	  1.836	320.975	  1.629	501.304	  2.545	341.277	  1.732
     198	340.075	  1.718	321.221	  1.622	503.753	  2.544	334.296	  1.688
     199	341.695	  1.717	321.121	  1.614	503.356	  2.529	340.272	  1.710
     200	363.667	  1.818	336.845	  1.684	502.964	  2.515	343.474	  1.717
     201	341.879	  1.701	320.124	  1.593	505.931	  2.517	343.339	  1.708
     202	341.201	  1.689	320.176	  1.585	510.135	  2.525	332.442	  1.646
     203	344.364	  1.696	320.221	  1.577	510.680	  2.516	344.648	  1.698
     204	344.233	  1.687	320.856	  1.573	515.881	  2.529	343.134	  1.682
     205	344.683	  1.681	323.188	  1.577	506.128	  2.469	341.862	  1.668
     206	344.880	  1.674	323.354	  1.570	506.820	  2.460	345.573	  1.678
     207	345.691	  1.670	323.263	  1.562	507.288	  2.451	320.171	  1.547
     208	345.603	  1.662	341.799	  1.643	506.452	  2.435	348.852	  1.677
     209	345.979	  1.655	320.558	  1.534	521.192	  2.494	347.749	  1.664
     210	345.635	  1.646	320.185	  1.525	531.997	  2.533	338.489	  1.612
     211	348.996	  1.654	320.347	  1.518	531.086	  2.517	352.071	  1.669
     212	348.745	  1.645	320.527	  1.512	531.693	  2.508	351.427	  1.658
     213	348.593	  1.637	320.954	  1.507	532.583	  2.500	320.011	  1.502
     214	348.998	  1.631	321.137	  1.501	531.044	  2.482	350.557	  1.638
     215	348.504	  1.621	321.179	  1.494	531.374	  2.472	349.343	  1.625
     216	349.223	  1.617	339.820	  1.573	530.661	  2.457	361.605	  1.674
     217	349.936	  1.613	320.759	  1.478	534.561	  2.463	366.473	  1.689
     218	349.383	  1.603	320.453	  1.470	542.657	  2.489	350.560	  1.608
     219	353.246	  1.613	320.968	  1.466	541.412	  2.472	363.342	  1.659
     220	353.188	  1.605	321.066	  1.459	542.491	  2.466	355.941	  1.618
     221	352.750	  1.596	328.247	  1.485	528.764	  2.393	367.798	  1.664
     222	353.048	  1.590	328.400	  1.479	532.975	  2.401	369.470	  1.664
     223	353.355	  1.585	328.524	  1.473	530.597	  2.379	370.235	  1.660
     224	352.601	  1.574	322.834	  1.441	536.171	  2.394	369.169	  1.648
     225	353.034	  1.569	320.805	  1.426	546.784	  2.430	356.870	  1.586
     226	353.252	  1.563	320.872	  1.420	553.989	  2.451	369.027	  1.633
     227	358.295	  1.578	341.425	  1.504	554.287	  2.442	357.733	  1.576
     228	358.617	  1.573	340.357	  1.493	554.426	  2.432	369.973	  1.623
     229	358.489	  1.565	340.943	  1.489	554.520	  2.421	358.185	  1.564
     230	358.762	  1.560	340.543	  1.481	554.885	  2.413	371.542	  1.615
     231	359.843	  1.558	340.947	  1.476	554.793	  2.402	363.369	  1.573
     232	359.736	  1.551	338.874	  1.461	555.385	  2.394	368.953	  1.590
     233	360.583	  1.548	340.887	  1.463	558.801	  2.398	361.861	  1.553
     234	359.825	  1.538	341.234	  1.458	571.438	  2.442	371.684	  1.588
     235	362.478	  1.542	340.624	  1.449	571.356	  2.431	364.127	  1.549
     236	362.580	  1.536	340.107	  1.441	571.717	  2.423	376.747	  1.596
     237	363.570	  1.534	342.804	  1.446	552.536	  2.331	367.385	  1.550
     238	364.190	  1.530	342.892	  1.441	560.345	  2.354	377.287	  1.585
     239	363.704	  1.522	342.771	  1.434	561.090	  2.348	369.409	  1.546
     240	363.425	  1.514	338.621	  1.411	562.096	  2.342	380.198	  1.584
     241	363.013	  1.506	341.337	  1.416	576.599	  2.393	368.979	  1.531
     242	362.802	  1.499	340.588	  1.407	584.768	  2.416	380.255	  1.571
     243	366.488	  1.508	340.962	  1.403	584.404	  2.405	380.437	  1.566
     244	366.608	  1.502	340.001	  1.393	584.933	  2.397	377.296	  1.546
     245	366.389	  1.495	340.594	  1.390	583.172	  2.380	383.272	  1.564
     246	366.367	  1.489	340.644	  1.385	584.592	  2.376	338.331	  1.375
     247	367.648	  1.488	340.721	  1.379	583.655	  2.363	386.056	  1.563
     248	367.198	  1.481	338.759	  1.366	585.906	  2.363	340.160	  1.372
     249	367.252	  1.475	341.108	  1.370	589.443	  2.367	384.179	  1.543
     250	367.488	  1.470	341.434	  1.366	596.232	  2.385	388.681	  1.555
     251	369.928	  1.474	341.038	  1.359	597.095	  2.379	375.718	  1.497
     252	370.160	  1.469	340.370	  1.351	597.222	  2.370	383.450	  1.522
     253	368.943	  1.458	340.355	  1.345	611.464	  2.417	344.612	  1.362
     254	369.993	  1.457	340.311	  1.340	610.905	  2.405	344.968	  1.358
     255	370.950	  1.455	340.475	  1.335	609.880	  2.392	348.133	  1.365
     256	371.474	  1.451	340.387	  1.330	610.742	  2.386	347.962	  1.359
     257	370.779	  1.443	340.861	  1.326	609.341	  2.371	390.085	  1.518
     258	371.075	  1.438	340.662	  1.320	611.601	  2.371	388.223	  1.505
     259	403.331	  1.557	359.371	  1.388	612.864	  2.366	378.573	  1.462
     260	403.512	  1.552	358.967	  1.381	611.583	  2.352	378.846	  1.457
     261	377.308	  1.446	358.978	  1.375	612.215	  2.346	348.578	  1.336
     262	377.757	  1.442	359.172	  1.371	613.759	  2.343	387.691	  1.480
     263	377.350	  1.435	358.902	  1.365	612.215	  2.328	389.200	  1.480
     264	377.615	  1.430	358.615	  1.358	612.597	  2.320	350.248	  1.327
     265	407.899	  1.539	359.288	  1.356	615.545	  2.323	381.404	  1.439
     266	405.338	  1.524	359.404	  1.351	625.583	  2.352	381.457	  1.434
     267	406.002	  1.521	359.476	  1.346	627.142	  2.349	381.394	  1.428
     268	407.955	  1.522	359.162	  1.340	625.923	  2.336	381.588	  1.424
     269	385.708	  1.434	358.983	  1.335	614.133	  2.283	352.590	  1.311
     270	381.165	  1.412	358.575	  1.328	614.994	  2.278	353.087	  1.308
     271	381.815	  1.409	359.030	  1.325	614.152	  2.266	355.202	  1.311
     272	381.677	  1.403	356.770	  1.312	613.996	  2.257	354.567	  1.304
     273	409.716	  1.501	359.460	  1.317	631.053	  2.312	383.585	  1.405
     274	408.495	  1.491	359.120	  1.311	636.299	  2.322	386.704	  1.411
     275	405.876	  1.476	359.560	  1.307	636.444	  2.314	384.877	  1.400
     276	408.434	  1.480	358.919	  1.300	635.650	  2.303	383.296	  1.389
     277	384.166	  1.387	360.135	  1.300	634.882	  2.292	399.821	  1.443
     278	384.108	  1.382	359.856	  1.294	636.842	  2.291	445.535	  1.603
     279	384.914	  1.380	359.391	  1.288	637.297	  2.284	411.709	  1.476
     280	384.565	  1.373	359.021	  1.282	637.648	  2.277	401.497	  1.434
     281	391.575	  1.394	359.642	  1.280	642.054	  2.285	385.513	  1.372
     282	390.337	  1.384	359.069	  1.273	642.696	  2.279	385.370	  1.367
     283	391.768	  1.384	359.014	  1.269	642.604	  2.271	386.121	  1.364
     284	391.615	  1.379	359.097	  1.264	642.452	  2.262	385.442	  1.357
     285	387.678	  1.360	356.436	  1.251	643.344	  2.257	363.593	  1.276
     286	387.984	  1.357	356.297	  1.246	642.759	  2.247	363.804	  1.272
     287	388.174	  1.353	356.217	  1.241	642.159	  2.237	365.935	  1.275
     288	388.203	  1.348	354.363	  1.230	650.180	  2.258	365.034	  1.267
     289	397.023	  1.374	360.086	  1.246	648.197	  2.243	388.659	  1.345
     290	395.478	  1.364	359.952	  1.241	652.015	  2.248	389.620	  1.344
     291	398.306	  1.369	472.464	  1.624	651.421	  2.239	388.631	  1.336
     292	414.870	  1.421	448.110	  1.535	665.586	  2.279	387.544	  1.327
     293	394.544	  1.347	460.738	  1.572	664.502	  2.268	367.292	  1.254
     294	394.807	  1.343	453.464	  1.542	667.288	  2.270	367.090	  1.249
     295	395.413	  1.340	487.534	  1.653	666.208	  2.258	368.795	  1.250
     296	396.026	  1.338	485.204	  1.639	667.266	  2.254	477.757	  1.614
     297	402.466	  1.355	468.218	  1.576	669.577	  2.254	405.307	  1.365
     298	402.448	  1.350	485.476	  1.629	679.973	  2.282	404.634	  1.358
     299	403.788	  1.350	459.121	  1.536	680.710	  2.277	404.220	  1.352
     300	403.243	  1.344	464.630	  1.549	680.956	  2.270	403.396	  1.345
     301	400.704	  1.331	492.844	  1.637	655.753	  2.179	369.590	  1.228
     302	398.336	  1.319	496.444	  1.644	668.661	  2.214	370.113	  1.226
     303	398.655	  1.316	508.271	  1.677	669.170	  2.208	372.132	  1.228
     304	398.788	  1.312	489.262	  1.609	669.689	  2.203	371.097	  1.221
     305	404.107	  1.325	495.905	  1.626	684.345	  2.244	406.571	  1.333
     306	403.305	  1.318	493.763	  1.614	688.178	  2.249	406.201	  1.327
     307	422.222	  1.375	459.078	  1.495	689.380	  2.246	401.354	  1.307
     308	422.254	  1.371	477.160	  1.549	689.256	  2.238	400.738	  1.301
     309	401.219	  1.298	460.901	  1.492	692.913	  2.242	378.719	  1.226
     310	401.090	  1.294	467.419	  1.508	693.675	  2.238	377.736	  1.219
     311	401.387	  1.291	503.831	  1.620	693.234	  2.229	380.036	  1.222
     312	401.922	  1.288	514.355	  1.649	693.098	  2.221	379.861	  1.218
     313	406.534	  1.299	500.701	  1.600	696.237	  2.224	403.626	  1.290
     314	405.545	  1.292	503.500	  1.604	714.319	  2.275	403.322	  1.284
     315	407.356	  1.293	499.782	  1.587	714.183	  2.267	404.680	  1.285
     316	407.146	  1.288	492.791	  1.559	713.942	  2.259	403.475	  1.277
     317	404.121	  1.275	493.868	  1.558	747.279	  2.357	381.486	  1.203
     318	404.180	  1.271	507.420	  1.596	754.598	  2.373	381.823	  1.201
     319	404.809	  1.269	498.021	  1.561	752.048	  2.358	384.423	  1.205
     320	405.154	  1.266	520.002	  1.625	753.925	  2.356	384.368	  1.201
     321	424.819	  1.323	521.320	  1.624	714.911	  2.227	405.573	  1.263
     322	410.293	  1.274	494.281	  1.535	757.668	  2.353	405.458	  1.259
     323	426.023	  1.319	551.736	  1.708	758.768	  2.349	400.556	  1.240
     324	424.952	  1.312	527.781	  1.629	759.077	  2.343	399.740	  1.234
     325	411.517	  1.266	559.600	  1.722	760.329	  2.339	384.969	  1.185
     326	412.296	  1.265	567.634	  1.741	758.361	  2.326	384.774	  1.180
     327	412.346	  1.261	578.254	  1.768	758.293	  2.319	385.949	  1.180
     328	412.876	  1.259	549.161	  1.674	756.765	  2.307	386.043	  1.177
     329	437.417	  1.330	595.746	  1.811	760.244	  2.311	401.585	  1.221
     330	435.547	  1.320	569.068	  1.724	761.556	  2.308	401.661	  1.217
     331	426.579	  1.289	606.869	  1.833	765.996	  2.314	402.849	  1.217
     332	426.994	  1.286	561.674	  1.692	732.465	  2.206	401.949	  1.211
     333	415.066	  1.246	822.286	  2.469	720.350	  2.163	386.963	  1.162
     334	414.808	  1.242	824.881	  2.470	721.671	  2.161	386.960	  1.159
     335	415.778	  1.241	839.407	  2.506	721.919	  2.155	396.389	  1.183
     336	416.085	  1.238	570.419	  1.698	721.552	  2.147	389.553	  1.159
     337	423.466	  1.257	575.439	  1.708	737.599	  2.189	402.801	  1.195
     338	422.868	  1.251	576.757	  1.706	742.884	  2.198	403.180	  1.193
     339	424.472	  1.252	583.764	  1.722	742.079	  2.189	403.623	  1.191
     340	426.424	  1.254	574.039	  1.688	742.770	  2.185	403.102	  1.186
     341	417.696	  1.225	570.976	  1.674	742.320	  2.177	396.197	  1.162
     342	418.365	  1.223	566.551	  1.657	743.031	  2.173	395.856	  1.157
     343	418.370	  1.220	594.207	  1.732	742.811	  2.166	397.412	  1.159
     344	418.666	  1.217	603.032	  1.753	742.114	  2.157	397.213	  1.155
     345	424.716	  1.231	634.459	  1.839	744.361	  2.158	404.121	  1.171
     346	422.316	  1.221	633.304	  1.830	757.024	  2.188	403.967	  1.168
     347	428.674	  1.235	651.161	  1.877	755.736	  2.178	405.393	  1.168
     348	427.240	  1.228	644.797	  1.853	756.681	  2.174	404.682	  1.163
     349	420.689	  1.205	871.546	  2.497	774.660	  2.220	398.573	  1.142
     350	420.933	  1.203	823.203	  2.352	781.376	  2.233	399.657	  1.142
     351	428.083	  1.220	828.379	  2.360	770.789	  2.196	401.309	  1.143
     352	421.129	  1.196	867.631	  2.465	773.258	  2.197	400.070	  1.137
     353	426.264	  1.208	902.376	  2.556	761.443	  2.157	406.742	  1.152
     354	425.150	  1.201	616.196	  1.741	769.969	  2.175	406.671	  1.149
     355	427.839	  1.205	1219.126	  3.434	769.701	  2.168	407.914	  1.149
