memset test:
start	0
end	512
incr	1
ntry	10000
align	1
verbose	0
bytes   	   i386		   i586		   i686		i686fix	
     356	426.215	  1.197	1161.562	  3.263	770.982	  2.166	408.056	  1.146
     357	428.530	  1.200	1203.087	  3.370	773.882	  2.168	401.416	  1.124
     358	429.184	  1.199	1245.081	  3.478	775.465	  2.166	401.742	  1.122
     359	430.583	  1.199	1202.663	  3.350	770.698	  2.147	403.599	  1.124
     360	429.497	  1.193	1118.382	  3.107	777.433	  2.160	403.499	  1.121
     361	449.592	  1.245	1162.546	  3.220	774.305	  2.145	421.721	  1.168
     362	447.397	  1.236	1223.861	  3.381	791.910	  2.188	421.503	  1.164
     363	448.290	  1.235	1182.715	  3.258	790.698	  2.178	422.781	  1.165
     364	446.900	  1.228	1245.304	  3.421	789.831	  2.170	421.949	  1.159
     365	431.749	  1.183	1179.322	  3.231	776.186	  2.127	404.567	  1.108
     366	432.687	  1.182	1202.185	  3.285	770.415	  2.105	404.781	  1.106
     367	433.233	  1.180	1202.874	  3.278	770.852	  2.100	413.367	  1.126
     368	432.889	  1.176	1223.611	  3.325	772.839	  2.100	414.398	  1.126
     369	451.462	  1.223	1245.896	  3.376	795.223	  2.155	422.938	  1.146
     370	449.628	  1.215	1243.745	  3.361	802.009	  2.168	423.433	  1.144
     371	450.946	  1.215	1248.180	  3.364	802.944	  2.164	424.010	  1.143
     372	450.650	  1.211	1182.263	  3.178	805.513	  2.165	423.996	  1.140
     373	450.501	  1.208	1222.974	  3.279	804.864	  2.158	412.744	  1.107
     374	435.440	  1.164	1246.366	  3.333	804.247	  2.150	412.964	  1.104
     375	436.236	  1.163	1117.346	  2.980	805.705	  2.149	415.804	  1.109
     376	436.074	  1.160	1203.412	  3.201	805.586	  2.143	414.132	  1.101
     377	452.395	  1.200	1180.531	  3.131	807.637	  2.142	425.510	  1.129
     378	451.301	  1.194	1159.323	  3.067	888.814	  2.351	425.072	  1.125
     379	453.462	  1.196	1159.842	  3.060	879.584	  2.321	432.141	  1.140
     380	452.499	  1.191	1244.667	  3.275	878.389	  2.312	431.442	  1.135
     381	438.134	  1.150	967.161	  2.538	872.889	  2.291	417.553	  1.096
     382	437.925	  1.146	943.051	  2.469	866.557	  2.268	418.133	  1.095
     383	439.488	  1.147	1179.758	  3.080	870.924	  2.274	419.307	  1.095
     384	438.663	  1.142	936.227	  2.438	870.539	  2.267	419.392	  1.092
     385	456.067	  1.185	1223.099	  3.177	878.825	  2.283	431.938	  1.122
     386	453.540	  1.175	1181.640	  3.061	880.861	  2.282	432.392	  1.120
     387	445.533	  1.151	1061.508	  2.743	880.211	  2.274	425.817	  1.100
     388	443.006	  1.142	1201.702	  3.097	883.617	  2.277	426.030	  1.098
     389	450.180	  1.157	1245.378	  3.201	892.544	  2.294	418.989	  1.077
     390	446.648	  1.145	1203.289	  3.085	879.631	  2.255	418.737	  1.074
     391	448.136	  1.146	1245.007	  3.184	885.907	  2.266	420.772	  1.076
     392	447.005	  1.140	1162.119	  2.965	880.493	  2.246	420.383	  1.072
     393	446.593	  1.136	1246.925	  3.173	884.113	  2.250	428.160	  1.089
     394	445.824	  1.132	1138.687	  2.890	896.698	  2.276	427.996	  1.086
     395	447.905	  1.134	1201.151	  3.041	885.456	  2.242	428.837	  1.086
     396	446.584	  1.128	1162.963	  2.937	837.579	  2.115	429.270	  1.084
     397	449.313	  1.132	1181.822	  2.977	894.016	  2.252	422.306	  1.064
     398	450.070	  1.131	1223.723	  3.075	884.302	  2.222	421.726	  1.060
     399	450.497	  1.129	1243.646	  3.117	893.460	  2.239	432.347	  1.084
     400	450.552	  1.126	1244.834	  3.112	890.569	  2.226	432.211	  1.081
     401	431.205	  1.075	1137.803	  2.837	906.681	  2.261	430.633	  1.074
     402	431.502	  1.073	1307.053	  3.251	848.738	  2.111	431.288	  1.073
     403	432.059	  1.072	1244.930	  3.089	907.149	  2.251	430.283	  1.068
     404	450.215	  1.114	1266.935	  3.136	847.917	  2.099	430.515	  1.066
     405	455.227	  1.124	1224.007	  3.022	849.838	  2.098	431.498	  1.065
     406	451.562	  1.112	1162.726	  2.864	853.345	  2.102	430.998	  1.062
     407	453.292	  1.114	1203.514	  2.957	845.167	  2.077	432.939	  1.064
     408	452.558	  1.109	1244.866	  3.051	851.554	  2.087	432.078	  1.059
     409	453.182	  1.108	1182.008	  2.890	856.508	  2.094	430.962	  1.054
     410	435.039	  1.061	1182.429	  2.884	858.000	  2.093	431.063	  1.051
     411	453.123	  1.102	1246.731	  3.033	859.184	  2.090	432.298	  1.052
     412	453.547	  1.101	1118.563	  2.715	859.762	  2.087	431.980	  1.048
     413	454.956	  1.102	1246.770	  3.019	844.499	  2.045	434.402	  1.052
     414	454.686	  1.098	1247.250	  3.013	898.603	  2.171	433.626	  1.047
     415	455.490	  1.098	1181.867	  2.848	903.556	  2.177	436.142	  1.051
     416	455.520	  1.095	1224.336	  2.943	900.282	  2.164	434.184	  1.044
     417	466.855	  1.120	1245.111	  2.986	868.066	  2.082	414.413	  0.994
     418	456.427	  1.092	1268.376	  3.034	887.612	  2.123	414.612	  0.992
     419	457.503	  1.092	1225.839	  2.926	888.186	  2.120	439.100	  1.048
     420	456.590	  1.087	1288.674	  3.068	887.458	  2.113	415.156	  0.988
     421	463.516	  1.101	1139.790	  2.707	886.292	  2.105	437.033	  1.038
     422	463.906	  1.099	1246.236	  2.953	889.811	  2.109	437.074	  1.036
     423	465.086	  1.099	1248.372	  2.951	887.721	  2.099	437.895	  1.035
     424	474.065	  1.118	1177.079	  2.776	889.795	  2.099	438.126	  1.033
     425	465.451	  1.095	1226.655	  2.886	890.792	  2.096	462.032	  1.087
     426	465.955	  1.094	1203.182	  2.824	896.002	  2.103	463.112	  1.087
     427	479.495	  1.123	1160.600	  2.718	897.534	  2.102	464.086	  1.087
     428	478.646	  1.118	1204.218	  2.814	896.226	  2.094	462.333	  1.080
     429	521.951	  1.217	1245.688	  2.904	874.477	  2.038	444.628	  1.036
     430	467.467	  1.087	1246.475	  2.899	876.130	  2.038	439.168	  1.021
     431	480.101	  1.114	1264.009	  2.933	875.108	  2.030	448.930	  1.042
     432	478.344	  1.107	1245.935	  2.884	875.400	  2.026	449.219	  1.040
     433	481.309	  1.112	1245.451	  2.876	904.319	  2.088	468.207	  1.081
     434	482.092	  1.111	1202.650	  2.771	909.356	  2.095	468.713	  1.080
     435	483.744	  1.112	1226.246	  2.819	990.036	  2.276	467.920	  1.076
     436	483.170	  1.108	1308.614	  3.001	908.714	  2.084	467.044	  1.071
     437	481.080	  1.101	1243.961	  2.847	907.846	  2.077	449.052	  1.028
     438	482.150	  1.101	1244.116	  2.840	910.821	  2.079	448.333	  1.024
     439	482.187	  1.098	1246.056	  2.838	997.300	  2.272	450.486	  1.026
     440	482.940	  1.098	1535.420	  3.490	910.320	  2.069	450.311	  1.023
     441	490.705	  1.113	1246.583	  2.827	934.368	  2.119	469.070	  1.064
     442	484.029	  1.095	1308.373	  2.960	989.893	  2.240	468.681	  1.060
     443	488.183	  1.102	1631.544	  3.683	989.340	  2.233	470.590	  1.062
     444	488.385	  1.100	1202.719	  2.709	982.379	  2.213	469.165	  1.057
     445	494.375	  1.111	1203.391	  2.704	938.572	  2.109	451.121	  1.014
     446	500.132	  1.121	1582.803	  3.549	940.251	  2.108	451.604	  1.013
     447	497.067	  1.112	1580.703	  3.536	939.940	  2.103	452.877	  1.013
     448	496.190	  1.108	1579.134	  3.525	938.579	  2.095	452.511	  1.010
     449	508.282	  1.132	1595.024	  3.552	937.761	  2.089	472.431	  1.052
     450	500.259	  1.112	1224.684	  2.722	939.866	  2.089	473.700	  1.053
     451	478.277	  1.060	1227.082	  2.721	940.530	  2.085	467.199	  1.036
     452	478.136	  1.058	1626.334	  3.598	939.122	  2.078	466.378	  1.032
     453	489.144	  1.080	1561.173	  3.446	939.793	  2.075	470.624	  1.039
     454	490.405	  1.080	1203.011	  2.650	942.154	  2.075	458.277	  1.009
     455	493.205	  1.084	1226.500	  2.696	942.223	  2.071	472.478	  1.038
     456	491.500	  1.078	1461.434	  3.205	941.523	  2.065	479.802	  1.052
     457	478.648	  1.047	1243.285	  2.721	942.633	  2.063	467.919	  1.024
     458	477.532	  1.043	1925.167	  4.203	965.664	  2.108	472.087	  1.031
     459	485.848	  1.058	1593.094	  3.471	963.214	  2.099	476.078	  1.037
     460	478.412	  1.040	1244.794	  2.706	964.253	  2.096	468.416	  1.018
     461	495.493	  1.075	1553.758	  3.370	1017.143	  2.206	482.164	  1.046
     462	496.339	  1.074	1583.763	  3.428	1010.269	  2.187	483.225	  1.046
     463	497.996	  1.076	1960.849	  4.235	1004.593	  2.170	466.152	  1.007
     464	495.405	  1.068	2240.110	  4.828	1009.748	  2.176	477.385	  1.029
     465	492.938	  1.060	1530.771	  3.292	969.893	  2.086	466.472	  1.003
     466	491.851	  1.055	1874.149	  4.022	970.520	  2.083	467.018	  1.002
     467	488.357	  1.046	1965.944	  4.210	973.691	  2.085	466.280	  0.998
     468	483.677	  1.033	1875.945	  4.008	970.321	  2.073	467.391	  0.999
     469	506.846	  1.081	2241.607	  4.780	972.337	  2.073	479.304	  1.022
     470	506.429	  1.078	2239.584	  4.765	974.345	  2.073	482.627	  1.027
     471	522.111	  1.109	2232.450	  4.740	974.634	  2.069	478.107	  1.015
     472	506.346	  1.073	2233.989	  4.733	973.813	  2.063	480.297	  1.018
     473	493.878	  1.044	1644.324	  3.476	978.509	  2.069	469.767	  0.993
     474	494.005	  1.042	2234.041	  4.713	981.481	  2.071	469.041	  0.990
     475	504.289	  1.062	2240.352	  4.717	982.280	  2.068	469.738	  0.989
     476	488.003	  1.025	1915.551	  4.024	983.276	  2.066	471.176	  0.990
     477	501.372	  1.051	2236.274	  4.688	1015.826	  2.130	482.877	  1.012
     478	525.751	  1.100	1886.479	  3.947	973.583	  2.037	482.802	  1.010
     479	529.543	  1.106	1998.395	  4.172	1016.247	  2.122	490.168	  1.023
     480	525.325	  1.094	2237.736	  4.662	1022.051	  2.129	483.429	  1.007
     481	508.491	  1.057	2237.625	  4.652	992.018	  2.062	475.214	  0.988
     482	508.714	  1.055	2238.902	  4.645	993.940	  2.062	474.131	  0.984
     483	510.071	  1.056	2237.608	  4.633	994.183	  2.058	475.282	  0.984
     484	492.449	  1.017	1893.275	  3.912	1002.574	  2.071	477.233	  0.986
     485	504.922	  1.041	2240.031	  4.619	994.318	  2.050	494.513	  1.020
     486	520.236	  1.070	2231.985	  4.593	1006.673	  2.071	499.915	  1.029
     487	522.242	  1.072	2237.590	  4.595	1004.439	  2.063	505.332	  1.038
     488	506.224	  1.037	2233.581	  4.577	1005.466	  2.060	496.463	  1.017
     489	525.937	  1.076	1897.919	  3.881	1011.477	  2.068	504.759	  1.032
     490	525.168	  1.072	2240.575	  4.573	1014.100	  2.070	504.118	  1.029
     491	526.466	  1.072	2236.789	  4.556	1012.395	  2.062	505.716	  1.030
     492	519.579	  1.056	2234.995	  4.543	1012.785	  2.059	505.151	  1.027
     493	528.286	  1.072	2237.615	  4.539	996.744	  2.022	527.355	  1.070
     494	528.927	  1.071	2238.671	  4.532	1012.531	  2.050	497.869	  1.008
     495	529.293	  1.069	2241.222	  4.528	1014.253	  2.049	499.098	  1.008
     496	528.973	  1.066	2238.190	  4.512	1013.711	  2.044	498.426	  1.005
     497	529.323	  1.065	2234.969	  4.497	1023.258	  2.059	501.829	  1.010
     498	522.026	  1.048	2232.619	  4.483	1053.517	  2.115	502.455	  1.009
     499	522.769	  1.048	2239.328	  4.488	1052.202	  2.109	502.190	  1.006
     500	522.236	  1.044	2240.808	  4.482	1025.785	  2.052	500.968	  1.002
     501	529.637	  1.057	2239.260	  4.470	1053.555	  2.103	495.863	  0.990
     502	530.107	  1.056	2236.913	  4.456	1048.956	  2.090	513.830	  1.024
     503	530.776	  1.055	2243.780	  4.461	1048.264	  2.084	515.851	  1.026
     504	530.829	  1.053	2243.600	  4.452	1049.253	  2.082	497.327	  0.987
     505	531.203	  1.052	2360.204	  4.674	1104.947	  2.188	512.906	  1.016
     506	523.196	  1.034	2240.177	  4.427	1105.654	  2.185	502.416	  0.993
     507	524.683	  1.035	2237.918	  4.414	1105.419	  2.180	504.077	  0.994
     508	524.179	  1.032	2236.360	  4.402	1109.693	  2.184	503.410	  0.991
     509	532.476	  1.046	2235.385	  4.392	1095.752	  2.153	526.301	  1.034
     510	532.323	  1.044	2236.476	  4.385	1099.935	  2.157	527.724	  1.035
     511	549.285	  1.075	2236.110	  4.376	1098.704	  2.150	528.712	  1.035
     512	549.171	  1.073	2239.157	  4.373	1075.620	  2.101	527.092	  1.029
