memset test:
start	0
end	512
incr	1
ntry	10000
align	0
verbose	0
bytes   	   i386		   i586		   i686		i686fix	
     356	445.029	  1.250	1180.383	  3.316	400.601	  1.125	401.904	  1.129
     357	464.956	  1.302	1245.653	  3.489	420.771	  1.179	421.488	  1.181
     358	463.042	  1.293	1183.150	  3.305	420.250	  1.174	421.476	  1.177
     359	462.559	  1.288	699.211	  1.948	420.024	  1.170	421.438	  1.174
     360	465.279	  1.292	652.000	  1.811	420.484	  1.168	421.457	  1.171
     361	447.002	  1.238	1158.356	  3.209	400.192	  1.109	401.099	  1.111
     362	446.492	  1.233	1119.094	  3.091	400.194	  1.106	401.085	  1.108
     363	446.897	  1.231	909.720	  2.506	399.123	  1.100	400.890	  1.104
     364	448.362	  1.232	1245.331	  3.421	401.704	  1.104	402.295	  1.105
     365	437.583	  1.199	909.234	  2.491	373.190	  1.022	373.020	  1.022
     366	427.275	  1.167	1182.197	  3.230	372.169	  1.017	372.889	  1.019
     367	427.187	  1.164	957.736	  2.610	371.998	  1.014	372.797	  1.016
     368	427.340	  1.161	875.465	  2.379	371.919	  1.011	372.502	  1.012
     369	449.968	  1.219	1118.716	  3.032	402.359	  1.090	404.070	  1.095
     370	449.433	  1.215	1182.602	  3.196	402.385	  1.088	403.993	  1.092
     371	449.187	  1.211	1182.658	  3.188	402.782	  1.086	404.413	  1.090
     372	449.446	  1.208	1119.489	  3.009	404.557	  1.088	406.235	  1.092
     373	455.407	  1.221	972.375	  2.607	421.854	  1.131	423.884	  1.136
     374	456.291	  1.220	931.917	  2.492	421.256	  1.126	423.993	  1.134
     375	457.363	  1.220	903.774	  2.410	421.709	  1.125	424.065	  1.131
     376	456.131	  1.213	1119.948	  2.979	421.745	  1.122	423.607	  1.127
     377	435.296	  1.155	1178.128	  3.125	405.581	  1.076	406.398	  1.078
     378	452.916	  1.198	1202.266	  3.181	405.121	  1.072	406.573	  1.076
     379	452.494	  1.194	1200.157	  3.167	404.969	  1.069	406.314	  1.072
     380	453.171	  1.193	1179.698	  3.104	412.337	  1.085	413.121	  1.087
     381	429.455	  1.127	630.878	  1.656	374.849	  0.984	375.707	  0.986
     382	428.948	  1.123	650.693	  1.703	375.010	  0.982	375.507	  0.983
     383	428.977	  1.120	612.441	  1.599	374.849	  0.979	375.455	  0.980
     384	413.615	  1.077	1285.505	  3.348	360.026	  0.938	359.467	  0.936
     385	448.190	  1.164	1264.050	  3.283	400.376	  1.040	401.345	  1.042
     386	431.079	  1.117	1247.235	  3.231	400.086	  1.036	401.383	  1.040
     387	446.166	  1.153	1244.274	  3.215	400.177	  1.034	401.467	  1.037
     388	447.744	  1.154	1019.869	  2.629	401.035	  1.034	402.856	  1.038
     389	479.060	  1.232	1036.671	  2.665	406.798	  1.046	407.389	  1.047
     390	479.350	  1.229	1019.869	  2.615	407.284	  1.044	407.816	  1.046
     391	479.534	  1.226	1162.456	  2.973	407.013	  1.041	407.437	  1.042
     392	476.956	  1.217	1266.231	  3.230	404.827	  1.033	407.304	  1.039
     393	432.480	  1.100	1161.599	  2.956	402.317	  1.024	403.529	  1.027
     394	432.632	  1.098	1183.426	  3.004	402.110	  1.021	404.052	  1.026
     395	432.673	  1.095	978.449	  2.477	402.309	  1.019	403.017	  1.020
     396	433.466	  1.095	1225.939	  3.096	403.677	  1.019	405.829	  1.025
     397	413.839	  1.042	1264.019	  3.184	357.945	  0.902	358.263	  0.902
     398	413.581	  1.039	1228.055	  3.086	358.284	  0.900	358.278	  0.900
     399	413.811	  1.037	1246.668	  3.124	357.971	  0.897	358.276	  0.898
     400	413.825	  1.035	1286.287	  3.216	358.373	  0.896	358.100	  0.895
     401	435.206	  1.085	1220.389	  3.043	405.660	  1.012	404.851	  1.010
     402	471.442	  1.173	1243.711	  3.094	403.654	  1.004	406.471	  1.011
     403	435.341	  1.080	1184.381	  2.939	403.535	  1.001	406.186	  1.008
     404	455.938	  1.129	1142.207	  2.827	407.219	  1.008	408.632	  1.011
     405	474.160	  1.171	1265.807	  3.125	407.629	  1.006	407.615	  1.006
     406	475.689	  1.172	1182.420	  2.912	407.623	  1.004	408.154	  1.005
     407	475.714	  1.169	1183.586	  2.908	407.901	  1.002	407.786	  1.002
     408	475.310	  1.165	1243.409	  3.048	407.945	  1.000	408.819	  1.002
     409	460.932	  1.127	1183.817	  2.894	411.033	  1.005	412.135	  1.008
     410	457.897	  1.117	1248.076	  3.044	410.506	  1.001	411.534	  1.004
     411	457.997	  1.114	1306.907	  3.180	410.354	  0.998	411.684	  1.002
     412	461.399	  1.120	1184.296	  2.875	407.267	  0.989	409.965	  0.995
     413	413.131	  1.000	1163.098	  2.816	358.162	  0.867	358.251	  0.867
     414	413.083	  0.998	1246.339	  3.010	358.064	  0.865	358.117	  0.865
     415	412.889	  0.995	1246.316	  3.003	358.111	  0.863	358.239	  0.863
     416	412.992	  0.993	1246.053	  2.995	358.171	  0.861	358.300	  0.861
     417	461.438	  1.107	1244.916	  2.985	410.006	  0.983	410.319	  0.984
     418	460.642	  1.102	1245.615	  2.980	409.689	  0.980	410.172	  0.981
     419	461.668	  1.102	1247.105	  2.976	407.753	  0.973	410.391	  0.979
     420	475.075	  1.131	1245.287	  2.965	432.784	  1.030	434.639	  1.035
     421	495.180	  1.176	1183.300	  2.811	431.884	  1.026	434.192	  1.031
     422	491.682	  1.165	1244.142	  2.948	432.072	  1.024	433.538	  1.027
     423	487.921	  1.153	1266.659	  2.994	432.363	  1.022	433.742	  1.025
     424	491.107	  1.158	1267.068	  2.988	431.992	  1.019	433.633	  1.023
     425	481.348	  1.133	1202.471	  2.829	434.708	  1.023	434.759	  1.023
     426	482.147	  1.132	1246.074	  2.925	433.707	  1.018	435.279	  1.022
     427	480.103	  1.124	1286.751	  3.013	434.438	  1.017	434.812	  1.018
     428	483.355	  1.129	1161.642	  2.714	436.562	  1.020	438.411	  1.024
     429	440.340	  1.026	1246.872	  2.906	386.766	  0.902	387.517	  0.903
     430	439.998	  1.023	1245.263	  2.896	386.849	  0.900	387.466	  0.901
     431	439.898	  1.021	1184.383	  2.748	386.824	  0.898	387.692	  0.900
     432	439.787	  1.018	1243.484	  2.878	387.009	  0.896	388.083	  0.898
     433	484.832	  1.120	1224.228	  2.827	435.828	  1.007	439.652	  1.015
     434	482.518	  1.112	1243.680	  2.866	437.693	  1.009	437.703	  1.009
     435	483.983	  1.113	1244.977	  2.862	436.191	  1.003	438.335	  1.008
     436	489.495	  1.123	1244.714	  2.855	440.502	  1.010	441.205	  1.012
     437	494.644	  1.132	1244.278	  2.847	432.784	  0.990	433.872	  0.993
     438	491.099	  1.121	1246.460	  2.846	432.153	  0.987	433.723	  0.990
     439	487.219	  1.110	1207.337	  2.750	432.055	  0.984	434.055	  0.989
     440	491.295	  1.117	1246.167	  2.832	432.599	  0.983	433.664	  0.986
     441	495.285	  1.123	1531.986	  3.474	440.561	  0.999	442.426	  1.003
     442	490.281	  1.109	1246.085	  2.819	441.307	  0.998	442.453	  1.001
     443	491.816	  1.110	1247.408	  2.816	442.394	  0.999	442.390	  0.999
     444	503.549	  1.134	1601.895	  3.608	445.749	  1.004	446.154	  1.005
     445	443.170	  0.996	1242.510	  2.792	390.091	  0.877	391.333	  0.879
     446	443.510	  0.994	1248.777	  2.800	390.865	  0.876	391.440	  0.878
     447	443.895	  0.993	1887.132	  4.222	390.095	  0.873	391.345	  0.875
     448	447.247	  0.998	1515.387	  3.383	386.226	  0.862	386.445	  0.863
     449	477.515	  1.064	1246.255	  2.776	450.980	  1.004	436.416	  0.972
     450	470.802	  1.046	1839.216	  4.087	434.922	  0.966	451.233	  1.003
     451	470.761	  1.044	1203.052	  2.668	449.527	  0.997	451.262	  1.001
     452	460.239	  1.018	1594.390	  3.527	452.931	  1.002	439.800	  0.973
     453	493.904	  1.090	1588.149	  3.506	425.700	  0.940	426.545	  0.942
     454	494.041	  1.088	1206.924	  2.658	425.338	  0.937	425.906	  0.938
     455	491.534	  1.080	1878.916	  4.129	425.464	  0.935	426.368	  0.937
     456	489.467	  1.073	1248.089	  2.737	426.084	  0.934	426.662	  0.936
     457	477.268	  1.044	1556.331	  3.406	458.905	  1.004	458.875	  1.004
     458	460.336	  1.005	1651.438	  3.606	459.106	  1.002	459.108	  1.002
     459	472.452	  1.029	1591.515	  3.467	459.167	  1.000	459.516	  1.001
     460	465.308	  1.012	1594.648	  3.467	446.020	  0.970	462.862	  1.006
     461	438.265	  0.951	1863.312	  4.042	381.648	  0.828	381.723	  0.828
     462	440.424	  0.953	1210.326	  2.620	381.781	  0.826	381.754	  0.826
     463	438.491	  0.947	1942.254	  4.195	381.645	  0.824	381.713	  0.824
     464	439.991	  0.948	1212.280	  2.613	381.758	  0.823	381.778	  0.823
     465	503.443	  1.083	1493.317	  3.211	467.476	  1.005	453.521	  0.975
     466	499.840	  1.073	1583.092	  3.397	467.881	  1.004	467.018	  1.002
     467	500.117	  1.071	1875.633	  4.016	466.427	  0.999	452.200	  0.968
     468	500.711	  1.070	1853.265	  3.960	472.040	  1.009	485.169	  1.037
     469	490.758	  1.046	1598.201	  3.408	424.909	  0.906	424.971	  0.906
     470	488.279	  1.039	1534.856	  3.266	425.057	  0.904	425.131	  0.905
     471	485.676	  1.031	1899.775	  4.033	424.600	  0.901	425.515	  0.903
     472	488.746	  1.035	1572.801	  3.332	420.598	  0.891	424.730	  0.900
     473	501.668	  1.061	2241.027	  4.738	471.984	  0.998	475.971	  1.006
     474	502.068	  1.059	1953.030	  4.120	471.808	  0.995	458.562	  0.967
     475	500.026	  1.053	2238.722	  4.713	471.695	  0.993	471.751	  0.993
     476	503.521	  1.058	1978.027	  4.156	466.832	  0.981	467.569	  0.982
     477	440.200	  0.923	2237.800	  4.691	382.379	  0.802	382.395	  0.802
     478	440.123	  0.921	2239.239	  4.685	382.384	  0.800	382.445	  0.800
     479	439.967	  0.919	1976.427	  4.126	382.244	  0.798	382.339	  0.798
     480	440.347	  0.917	2232.098	  4.650	382.472	  0.797	382.493	  0.797
     481	506.804	  1.054	2235.617	  4.648	468.378	  0.974	470.534	  0.978
     482	508.266	  1.054	2236.629	  4.640	468.270	  0.972	473.603	  0.983
     483	507.947	  1.052	2235.105	  4.628	468.351	  0.970	468.956	  0.971
     484	523.159	  1.081	2237.381	  4.623	476.931	  0.985	476.489	  0.984
     485	497.626	  1.026	2230.560	  4.599	447.760	  0.923	469.607	  0.968
     486	496.484	  1.022	1977.004	  4.068	448.525	  0.923	450.929	  0.928
     487	496.160	  1.019	2235.501	  4.590	448.632	  0.921	450.411	  0.925
     488	491.296	  1.007	2238.140	  4.586	447.794	  0.918	470.342	  0.964
     489	525.754	  1.075	2233.210	  4.567	477.958	  0.977	477.515	  0.977
     490	525.217	  1.072	2235.524	  4.562	477.160	  0.974	478.983	  0.978
     491	526.031	  1.071	2235.481	  4.553	477.768	  0.973	478.353	  0.974
     492	521.156	  1.059	2239.854	  4.553	479.710	  0.975	481.112	  0.978
     493	462.320	  0.938	2237.005	  4.538	402.008	  0.815	403.023	  0.817
     494	460.710	  0.933	2240.972	  4.536	402.572	  0.815	402.937	  0.816
     495	460.848	  0.931	2237.546	  4.520	401.957	  0.812	402.667	  0.813
     496	460.196	  0.928	2234.668	  4.505	402.103	  0.811	403.224	  0.813
     497	529.983	  1.066	2241.775	  4.511	486.400	  0.979	486.066	  0.978
     498	528.925	  1.062	2242.578	  4.503	481.331	  0.967	486.537	  0.977
     499	530.432	  1.063	2239.642	  4.488	485.785	  0.974	485.974	  0.974
     500	529.601	  1.059	2238.465	  4.477	487.254	  0.975	487.956	  0.976
     501	522.483	  1.043	2241.234	  4.474	470.158	  0.938	469.917	  0.938
     502	515.578	  1.027	2238.928	  4.460	469.550	  0.935	469.741	  0.936
     503	517.500	  1.029	2239.957	  4.453	469.780	  0.934	469.871	  0.934
     504	519.084	  1.030	2234.043	  4.433	470.221	  0.933	468.936	  0.930
     505	551.717	  1.093	2237.639	  4.431	487.592	  0.966	504.455	  0.999
     506	525.219	  1.038	2232.168	  4.411	491.786	  0.972	495.459	  0.979
     507	550.440	  1.086	2233.776	  4.406	503.702	  0.993	504.103	  0.994
     508	533.402	  1.050	2237.855	  4.405	488.650	  0.962	490.092	  0.965
     509	464.606	  0.913	2242.927	  4.407	405.548	  0.797	406.859	  0.799
     510	462.482	  0.907	2242.595	  4.397	404.668	  0.793	406.603	  0.797
     511	463.846	  0.908	2358.977	  4.616	404.881	  0.792	406.687	  0.796
     512	462.417	  0.903	2235.426	  4.366	401.145	  0.783	402.479	  0.786
