memset test:
start	0
end	512
incr	1
ntry	10000
align	3
verbose	0
bytes   	   i386		   i586		   i686		i686fix	
     351	421.086	  1.200	865.038	  2.464	769.946	  2.194	383.923	  1.094
     352	420.974	  1.196	872.259	  2.478	769.617	  2.186	383.803	  1.090
     353	430.058	  1.218	907.686	  2.571	761.360	  2.157	392.446	  1.112
     354	427.744	  1.208	864.391	  2.442	765.557	  2.163	392.148	  1.108
     355	426.047	  1.200	880.339	  2.480	765.133	  2.155	391.804	  1.104
     356	427.126	  1.200	853.889	  2.399	764.605	  2.148	386.232	  1.085
     357	429.384	  1.203	981.200	  2.748	764.818	  2.142	388.220	  1.087
     358	429.837	  1.201	1244.782	  3.477	777.420	  2.172	388.060	  1.084
     359	429.119	  1.195	843.355	  2.349	777.971	  2.167	387.653	  1.080
     360	429.299	  1.192	884.987	  2.458	776.350	  2.157	388.119	  1.078
     361	451.013	  1.249	1267.089	  3.510	772.516	  2.140	401.408	  1.112
     362	448.503	  1.239	1182.469	  3.266	782.545	  2.162	400.096	  1.105
     363	448.200	  1.235	1222.944	  3.369	778.638	  2.145	400.129	  1.102
     364	447.956	  1.231	1117.432	  3.070	783.373	  2.152	401.178	  1.102
     365	431.782	  1.183	1119.932	  3.068	771.051	  2.112	396.788	  1.087
     366	433.215	  1.184	1162.752	  3.177	802.316	  2.192	396.548	  1.083
     367	433.041	  1.180	970.530	  2.644	804.067	  2.191	396.273	  1.080
     368	432.692	  1.176	958.907	  2.606	801.981	  2.179	395.969	  1.076
     369	453.588	  1.229	1206.175	  3.269	794.472	  2.153	404.290	  1.096
     370	450.041	  1.216	1181.952	  3.194	800.286	  2.163	403.530	  1.091
     371	450.591	  1.215	1201.173	  3.238	801.383	  2.160	403.250	  1.087
     372	451.006	  1.212	1182.908	  3.180	800.540	  2.152	403.709	  1.085
     373	452.387	  1.213	1183.751	  3.174	799.228	  2.143	399.496	  1.071
     374	435.434	  1.164	1245.418	  3.330	886.951	  2.372	400.012	  1.070
     375	435.432	  1.161	1115.378	  2.974	811.476	  2.164	400.012	  1.067
     376	435.658	  1.159	1181.103	  3.141	811.442	  2.158	400.503	  1.065
     377	455.601	  1.208	1180.609	  3.132	810.542	  2.150	413.547	  1.097
     378	453.476	  1.200	1117.149	  2.955	812.147	  2.149	412.531	  1.091
     379	451.900	  1.192	1205.235	  3.180	877.087	  2.314	412.343	  1.088
     380	452.091	  1.190	1248.490	  3.285	812.205	  2.137	413.085	  1.087
     381	438.518	  1.151	989.643	  2.597	863.126	  2.265	403.326	  1.059
     382	439.060	  1.149	1223.747	  3.204	833.431	  2.182	411.597	  1.077
     383	438.574	  1.145	965.717	  2.521	833.675	  2.177	403.071	  1.052
     384	448.518	  1.168	1181.311	  3.076	833.428	  2.170	403.755	  1.051
     385	450.640	  1.170	1245.048	  3.234	889.363	  2.310	402.309	  1.045
     386	445.961	  1.155	1203.731	  3.118	877.091	  2.272	402.048	  1.042
     387	443.638	  1.146	1244.952	  3.217	881.357	  2.277	402.737	  1.041
     388	443.280	  1.142	1264.682	  3.259	879.788	  2.267	385.491	  0.994
     389	455.072	  1.170	1161.524	  2.986	882.966	  2.270	404.117	  1.039
     390	447.517	  1.147	1244.759	  3.192	883.159	  2.265	404.144	  1.036
     391	446.801	  1.143	1226.062	  3.136	892.302	  2.282	404.473	  1.034
     392	446.968	  1.140	1245.091	  3.176	837.575	  2.137	404.707	  1.032
     393	451.633	  1.149	1225.345	  3.118	893.609	  2.274	412.655	  1.050
     394	449.476	  1.141	1182.509	  3.001	837.457	  2.126	405.457	  1.029
     395	429.083	  1.086	1223.032	  3.096	896.478	  2.270	405.733	  1.027
     396	429.609	  1.085	1182.188	  2.985	892.351	  2.253	405.040	  1.023
     397	433.288	  1.091	1263.531	  3.183	880.119	  2.217	415.309	  1.046
     398	450.286	  1.131	1181.934	  2.970	851.569	  2.140	414.700	  1.042
     399	450.247	  1.128	1307.772	  3.278	852.105	  2.136	414.510	  1.039
     400	450.033	  1.125	1063.821	  2.660	853.009	  2.133	414.377	  1.036
     401	455.352	  1.136	1265.952	  3.157	846.191	  2.110	407.802	  1.017
     402	432.446	  1.076	1245.833	  3.099	904.754	  2.251	407.500	  1.014
     403	451.192	  1.120	1223.206	  3.035	850.344	  2.110	408.202	  1.013
     404	450.870	  1.116	1245.716	  3.083	849.176	  2.102	407.501	  1.009
     405	459.847	  1.135	1245.352	  3.075	848.635	  2.095	417.797	  1.032
     406	452.920	  1.116	1226.882	  3.022	858.691	  2.115	417.810	  1.029
     407	452.235	  1.111	1265.250	  3.109	858.440	  2.109	417.998	  1.027
     408	453.340	  1.111	1138.317	  2.790	860.566	  2.109	417.817	  1.024
     409	455.790	  1.114	1246.902	  3.049	854.877	  2.090	394.007	  0.963
     410	453.301	  1.106	1180.216	  2.879	861.184	  2.100	394.962	  0.963
     411	452.798	  1.102	1224.722	  2.980	858.718	  2.089	394.383	  0.960
     412	452.791	  1.099	1182.775	  2.871	860.594	  2.089	394.872	  0.958
     413	454.934	  1.102	1159.923	  2.809	843.522	  2.042	420.569	  1.018
     414	454.513	  1.098	1244.351	  3.006	886.514	  2.141	418.914	  1.012
     415	455.048	  1.097	1310.896	  3.159	887.809	  2.139	419.019	  1.010
     416	454.424	  1.092	1225.407	  2.946	887.414	  2.133	418.273	  1.005
     417	460.360	  1.104	1223.375	  2.934	869.293	  2.085	399.548	  0.958
     418	459.231	  1.099	1267.545	  3.032	884.482	  2.116	398.804	  0.954
     419	459.035	  1.096	1224.106	  2.921	887.047	  2.117	433.478	  1.035
     420	457.193	  1.089	1246.351	  2.968	884.141	  2.105	401.767	  0.957
     421	465.001	  1.105	1227.104	  2.915	886.232	  2.105	422.233	  1.003
     422	464.803	  1.101	1308.187	  3.100	896.045	  2.123	425.998	  1.009
     423	463.998	  1.097	1162.485	  2.748	894.094	  2.114	432.354	  1.022
     424	464.259	  1.095	1182.754	  2.790	894.510	  2.110	422.442	  0.996
     425	480.727	  1.131	1160.289	  2.730	893.010	  2.101	416.834	  0.981
     426	478.288	  1.123	1117.429	  2.623	896.542	  2.105	420.693	  0.988
     427	477.932	  1.119	1164.884	  2.728	897.423	  2.102	421.311	  0.987
     428	477.670	  1.116	1246.402	  2.912	894.665	  2.090	421.128	  0.984
     429	523.788	  1.221	1247.296	  2.907	893.347	  2.082	435.258	  1.015
     430	478.694	  1.113	1309.604	  3.046	909.212	  2.114	433.954	  1.009
     431	479.736	  1.113	1885.029	  4.374	908.485	  2.108	434.071	  1.007
     432	467.133	  1.081	1245.015	  2.882	908.550	  2.103	433.933	  1.004
     433	484.737	  1.119	1226.192	  2.832	903.828	  2.087	443.858	  1.025
     434	482.890	  1.113	1266.652	  2.919	909.230	  2.095	443.281	  1.021
     435	483.145	  1.111	1244.035	  2.860	908.186	  2.088	442.984	  1.018
     436	483.090	  1.108	1246.475	  2.859	908.616	  2.084	444.268	  1.019
     437	482.170	  1.103	1245.557	  2.850	909.057	  2.080	434.330	  0.994
     438	482.010	  1.100	1143.164	  2.610	982.367	  2.243	433.276	  0.989
     439	484.122	  1.103	1244.610	  2.835	985.497	  2.245	434.424	  0.990
     440	483.138	  1.098	1200.414	  2.728	990.528	  2.251	434.344	  0.987
     441	492.882	  1.118	1245.787	  2.825	982.650	  2.228	447.940	  1.016
     442	488.491	  1.105	1202.850	  2.721	935.538	  2.117	446.481	  1.010
     443	487.415	  1.100	1245.745	  2.812	992.133	  2.240	447.124	  1.009
     444	488.172	  1.099	1542.760	  3.475	935.580	  2.107	446.659	  1.006
     445	500.583	  1.125	1544.399	  3.471	938.272	  2.108	435.671	  0.979
     446	497.251	  1.115	1573.169	  3.527	991.856	  2.224	435.475	  0.976
     447	495.741	  1.109	1306.907	  2.924	1000.799	  2.239	452.759	  1.013
     448	500.373	  1.117	1541.721	  3.441	1000.802	  2.234	444.188	  0.991
     449	477.815	  1.064	1553.886	  3.461	937.367	  2.088	429.115	  0.956
     450	477.893	  1.062	1309.752	  2.911	938.952	  2.087	428.756	  0.953
     451	478.050	  1.060	1250.420	  2.773	939.663	  2.084	429.127	  0.952
     452	477.019	  1.055	1594.184	  3.527	938.530	  2.076	428.562	  0.948
     453	491.907	  1.086	1533.257	  3.385	938.483	  2.072	452.892	  1.000
     454	491.855	  1.083	1208.430	  2.662	941.896	  2.075	452.487	  0.997
     455	491.446	  1.080	1628.733	  3.580	941.628	  2.070	444.427	  0.977
     456	492.581	  1.080	1600.359	  3.510	943.350	  2.069	453.679	  0.995
     457	483.608	  1.058	1553.247	  3.399	941.154	  2.059	434.450	  0.951
     458	478.501	  1.045	1208.723	  2.639	963.757	  2.104	435.088	  0.950
     459	478.540	  1.043	1558.751	  3.396	964.385	  2.101	434.760	  0.947
     460	478.381	  1.040	1499.036	  3.259	967.363	  2.103	435.529	  0.947
     461	495.765	  1.075	2237.569	  4.854	1002.801	  2.175	470.385	  1.020
     462	496.320	  1.074	1973.838	  4.272	976.721	  2.114	450.192	  0.974
     463	495.385	  1.070	1886.526	  4.075	976.471	  2.109	449.137	  0.970
     464	495.153	  1.067	1593.344	  3.434	975.449	  2.102	450.351	  0.971
     465	492.938	  1.060	1528.440	  3.287	969.802	  2.086	436.068	  0.938
     466	491.427	  1.055	1935.843	  4.154	970.657	  2.083	436.415	  0.937
     467	484.246	  1.037	1557.714	  3.336	974.136	  2.086	436.252	  0.934
     468	486.510	  1.040	2235.933	  4.778	968.114	  2.069	436.122	  0.932
     469	506.814	  1.081	2236.007	  4.768	970.222	  2.069	452.815	  0.965
     470	507.233	  1.079	2236.808	  4.759	984.604	  2.095	457.155	  0.973
     471	520.612	  1.105	2233.912	  4.743	986.003	  2.093	468.569	  0.995
     472	506.925	  1.074	2241.651	  4.749	984.334	  2.085	474.022	  1.004
     473	506.389	  1.071	2237.753	  4.731	973.978	  2.059	447.357	  0.946
     474	494.283	  1.043	1931.568	  4.075	980.773	  2.069	448.108	  0.945
     475	504.628	  1.062	1857.187	  3.910	980.632	  2.064	448.388	  0.944
     476	494.512	  1.039	1887.571	  3.965	979.536	  2.058	448.198	  0.942
     477	503.822	  1.056	1990.264	  4.172	959.243	  2.011	494.182	  1.036
     478	524.121	  1.096	2239.264	  4.685	1001.011	  2.094	472.757	  0.989
     479	527.274	  1.101	2239.649	  4.676	1002.250	  2.092	470.992	  0.983
     480	523.491	  1.091	1976.315	  4.117	1001.799	  2.087	452.554	  0.943
     481	510.663	  1.062	2237.346	  4.651	986.579	  2.051	455.396	  0.947
     482	494.211	  1.025	2237.209	  4.642	995.807	  2.066	454.187	  0.942
     483	492.667	  1.020	2240.045	  4.638	997.305	  2.065	468.210	  0.969
     484	493.273	  1.019	2240.044	  4.628	993.886	  2.053	456.179	  0.943
     485	523.207	  1.079	2233.897	  4.606	993.599	  2.049	493.656	  1.018
     486	522.203	  1.074	2239.564	  4.608	1011.713	  2.082	488.448	  1.005
     487	521.927	  1.072	2232.239	  4.584	1011.727	  2.077	492.973	  1.012
     488	521.750	  1.069	2240.573	  4.591	1012.313	  2.074	483.391	  0.991
     489	520.891	  1.065	1994.723	  4.079	1009.838	  2.065	494.835	  1.012
     490	519.284	  1.060	2235.399	  4.562	1014.804	  2.071	498.440	  1.017
     491	518.492	  1.056	2237.592	  4.557	1013.947	  2.065	493.993	  1.006
     492	519.242	  1.055	2240.912	  4.555	1015.980	  2.065	491.227	  0.998
     493	529.186	  1.073	2228.862	  4.521	1010.615	  2.050	679.617	  1.379
     494	529.187	  1.071	2238.935	  4.532	1050.234	  2.126	487.335	  0.987
     495	529.586	  1.070	2243.997	  4.533	1051.377	  2.124	486.208	  0.982
     496	528.398	  1.065	2239.179	  4.514	1049.944	  2.117	488.052	  0.984
     497	523.471	  1.053	2241.804	  4.511	1051.300	  2.115	488.555	  0.983
     498	522.140	  1.048	2241.565	  4.501	1025.364	  2.059	494.485	  0.993
     499	521.967	  1.046	1996.791	  4.002	1053.782	  2.112	491.921	  0.986
     500	522.814	  1.046	2233.338	  4.467	1052.899	  2.106	492.472	  0.985
     501	529.760	  1.057	2233.235	  4.458	1054.099	  2.104	678.834	  1.355
     502	530.620	  1.057	2236.823	  4.456	1054.463	  2.101	486.709	  0.970
     503	530.700	  1.055	2237.676	  4.449	1053.964	  2.095	492.203	  0.979
     504	530.347	  1.052	2234.699	  4.434	1052.714	  2.089	677.125	  1.344
     505	525.830	  1.041	2240.834	  4.437	1053.506	  2.086	498.460	  0.987
     506	525.010	  1.038	2240.959	  4.429	1103.087	  2.180	497.778	  0.984
     507	524.234	  1.034	2237.097	  4.412	1100.594	  2.171	497.904	  0.982
     508	524.288	  1.032	2240.358	  4.410	1104.372	  2.174	498.110	  0.981
     509	532.430	  1.046	2239.276	  4.399	1099.937	  2.161	525.509	  1.032
     510	549.789	  1.078	2236.604	  4.385	1102.511	  2.162	504.342	  0.989
     511	548.855	  1.074	2235.906	  4.376	1099.497	  2.152	524.751	  1.027
     512	549.327	  1.073	2237.204	  4.370	1101.901	  2.152	525.016	  1.025
