name,ptest -- memcpy,ticks,bytes,local,libc586,lx64si1,movq,movq_r,compare,bytes,local,libc586,lx64si1,movq,movq_r,compare (%),bytes,local,libc586,lx64si1,movq,movq_r
,,,1224, 3221.29, 3228.06, 1882.57, 1981, 1971.39,,1224, 1, 0.997904, 1.71111, 1.62609, 1.63402,,1224, 0,-0.00210046, 0.415584, 0.385027, 0.388011
,,,1257, 3307.28, 3337.42, 1924.37, 2022.08, 2022.06,,1257, 1, 0.990967, 1.71863, 1.63558, 1.6356,,1257, 0,-0.00911545, 0.418141, 0.388596, 0.388603
,,,1290, 3395.29, 3425.63, 1983.54, 2086.42, 2087.49,,1290, 1, 0.991143, 1.71173, 1.62733, 1.6265,,1290, 0,-0.00893584, 0.415796, 0.385497, 0.385182
,,,1323, 3478.64, 3480.74, 2013.95, 2124.38, 2119.22,,1323, 1, 0.999396, 1.72727, 1.63749, 1.64147,,1323, 0,-0.000604389, 0.421053, 0.389308, 0.390791
,,,1356, 3598.42, 3604.7, 2070.95, 2184.47, 2169.42,,1356, 1, 0.998258, 1.73757, 1.64727, 1.6587,,1356, 0,-0.00174476, 0.424483, 0.392935, 0.397119
,,,1389, 3674.44, 3679.17, 2107.66, 2214.98, 2217.33,,1389, 1, 0.998714, 1.74338, 1.6589, 1.65715,,1389, 0,-0.00128748, 0.426401, 0.397191, 0.396554
,,,1422, 3761.29, 3770.82, 2166.22, 2291.31, 2284.78,,1422, 1, 0.997474, 1.73634, 1.64155, 1.64624,,1422, 0,-0.00253259, 0.424077, 0.39082, 0.392553
,,,1455, 3803.74, 3829.35, 2204.91, 2332.94, 2329.91,,1455, 1, 0.993313, 1.72512, 1.63045, 1.63257,,1455, 0,-0.00673218, 0.420331, 0.386673, 0.387468
,,,1488, 3887, 3888.38, 2254.5, 2385.52, 2377.56,,1488, 1, 0.999645, 1.72411, 1.62942, 1.63487,,1488, 0,-0.000355271, 0.41999, 0.386283, 0.38833
,,,1521, 3975.23, 4046.85, 2326.54, 2428.36, 2431.83,,1521, 1, 0.982302, 1.70865, 1.637, 1.63466,,1521, 0,-0.0180169, 0.414741, 0.389128, 0.388254
,,,1554, 4089.9, 4108.24, 2390.62, 2494.04, 2492.13,,1554, 1, 0.995536, 1.71081, 1.63987, 1.64112,,1554, 0,-0.00448418, 0.415482, 0.390194, 0.390662
,,,1587, 4161.65, 4139.18, 2436.5, 2536.5, 2530.16,,1587, 1, 1.00543, 1.70804, 1.64071, 1.64482,,1587, 0, 0.00539782, 0.414535, 0.390506, 0.39203
,,,1620, 4246.85, 4234.36, 2435.01, 2595.39, 2591.23,,1620, 1, 1.00295, 1.74408, 1.6363, 1.63893,,1620, 0, 0.00294023, 0.42663, 0.388866, 0.389847
,,,1653, 4298.35, 4356.98, 2513.18, 2633.17, 2635.59,,1653, 1, 0.986543, 1.71032, 1.63239, 1.63089,,1653, 0,-0.0136404, 0.415315, 0.3874, 0.386836
,,,1686, 4418.69, 4431.14, 2534.89, 2735.14, 2686.18,,1686, 1, 0.997189, 1.74315, 1.61552, 1.64497,,1686, 0,-0.00281855, 0.426326, 0.381005, 0.392085
,,,1719, 4468.46, 4517.32, 2569.45, 2743.17, 2738.6,,1719, 1, 0.989185, 1.73907, 1.62894, 1.63166,,1719, 0,-0.0109333, 0.424981, 0.386105, 0.387127
,,,1752, 4548.21, 4567.78, 2613.98, 2802.6, 2787.55,,1752, 1, 0.995714, 1.73995, 1.62285, 1.63162,,1752, 0,-0.00430397, 0.425272, 0.383801, 0.387111
,,,1785, 4675.59, 4681.74, 2656.12, 2845.48, 2826.91,,1785, 1, 0.998687, 1.76031, 1.64316, 1.65396,,1785, 0,-0.00131522, 0.431917, 0.391418, 0.39539
,,,1818, 4744.8, 4774.53, 2718.76, 2899.98, 2906.88,,1818, 1, 0.993774, 1.74521, 1.63615, 1.63227,,1818, 0,-0.00626493, 0.427003, 0.38881, 0.387355
,,,1851, 4848.41, 4862.68, 2762.34, 2948.9, 2946.56,,1851, 1, 0.997066, 1.75518, 1.64414, 1.64545,,1851, 0,-0.00294218, 0.430259, 0.391781, 0.392262
,,,1884, 4909.01, 4930.88, 2808.87, 3000.63, 2992.73,,1884, 1, 0.995565, 1.74768, 1.63599, 1.64031,,1884, 0,-0.00445488, 0.427814, 0.38875, 0.39036
,,,1917, 5036.66, 5013.55, 2890.98, 3056.33, 3029.92,,1917, 1, 1.00461, 1.7422, 1.64794, 1.66231,,1917, 0, 0.0045883, 0.426012, 0.393183, 0.398426
,,,1950, 5076.77, 5110.22, 2938.11, 3108.9, 3104.49,,1950, 1, 0.993454, 1.7279, 1.63298, 1.6353,,1950, 0,-0.00658961, 0.421264, 0.387623, 0.38849
,,,1983, 5198.18, 5199.61, 2991.97, 3138.46, 3133.08,,1983, 1, 0.999724, 1.73738, 1.65629, 1.65913,,1983, 0,-0.000275917, 0.42442, 0.396239, 0.397274
,,,2016, 5240.47, 5282.75, 3035.1, 3231.76, 3192.63,,2016, 1, 0.991998, 1.72662, 1.62156, 1.64143,,2016, 0,-0.00806685, 0.420834, 0.383308, 0.390774
,,,2049, 5332.19, 5354.45, 3095.23, 3306.09, 3299.99,,2049, 1, 0.995843, 1.72271, 1.61284, 1.61582,,2049, 0,-0.0041748, 0.41952, 0.379975, 0.38112

