name,ptest -- memset,ticks,bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2,compare,bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2,compare (%),bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2
ratio_lx_zan, 1.01362,,828, 341.805, 336.317, 336.685, 313.685, 315.772,,828, 1, 1.01632, 1.01521, 1.08964, 1.08244,,828, 0, 0.0160566, 0.0149808, 0.082269, 0.0761633
ratio_lx_hyb, 1.01113,,861, 351.842, 346.267, 347.567, 319.37, 321.273,,861, 1, 1.0161, 1.0123, 1.10168, 1.09515,,861, 0, 0.0158463, 0.0121519, 0.0922924, 0.0868829
ratio_lx_mmx64_BA, 1.10801,,894, 363.165, 357.675, 358.413, 330.111, 331.965,,894, 1, 1.01535, 1.01326, 1.10013, 1.09398,,894, 0, 0.0151167, 0.0130834, 0.0910168, 0.0859104
ratio_lx_mmx64_h2, 1.10675,,927, 373.705, 367.893, 369.025, 338.371, 339.973,,927, 1, 1.0158, 1.01268, 1.10442, 1.09922,,927, 0, 0.0155539, 0.0125253, 0.0945509, 0.0902635
,,,960, 383.548, 379.836, 380.461, 346.185, 347.904,,960, 1, 1.00977, 1.00811, 1.10793, 1.10245,,960, 0, 0.00967567, 0.00804834, 0.0974126, 0.0929314
,,,993, 396.975, 389.922, 390.779, 355.255, 356.2,,993, 1, 1.01809, 1.01586, 1.11744, 1.11447,,993, 0, 0.0177667, 0.0156091, 0.105095, 0.102716
,,,1026, 407.231, 402.485, 402.475, 361.964, 363.282,,1026, 1, 1.01179, 1.01182, 1.12506, 1.12098,,1026, 0, 0.0116543, 0.0116795, 0.111157, 0.10792
,,,1059, 417.693, 411.981, 412.281, 373.315, 375.228,,1059, 1, 1.01386, 1.01313, 1.11888, 1.11317,,1059, 0, 0.0136741, 0.0129571, 0.106246, 0.101666
,,,1092, 427.173, 422.381, 424.227, 378.442, 379.757,,1092, 1, 1.01135, 1.00695, 1.12877, 1.12486,,1092, 0, 0.0112179, 0.00689779, 0.114079, 0.111
,,,1125, 438.77, 433.169, 434.232, 390.419, 391.333,,1125, 1, 1.01293, 1.01045, 1.12384, 1.12122,,1125, 0, 0.0127635, 0.0103406, 0.110195, 0.108113
,,,1158, 450.088, 443.839, 444.623, 395.944, 396.012,,1158, 1, 1.01408, 1.01229, 1.13675, 1.13655,,1158, 0, 0.0138825, 0.0121415, 0.120295, 0.120144
,,,1191, 460.845, 455.31, 455.694, 408.725, 411.865,,1191, 1, 1.01216, 1.0113, 1.12752, 1.11892,,1191, 0, 0.0120112, 0.0111782, 0.113096, 0.106284
,,,1224, 470.342, 464.605, 465.738, 412.528, 415.187,,1224, 1, 1.01235, 1.00988, 1.14015, 1.13285,,1224, 0, 0.012198, 0.00978821, 0.12292, 0.117267
,,,1257, 482.814, 477.528, 479.827, 426.759, 427.074,,1257, 1, 1.01107, 1.00622, 1.13135, 1.13052,,1257, 0, 0.0109475, 0.00618576, 0.1161, 0.115448
,,,1290, 493.767, 487.854, 487.843, 431.26, 432.119,,1290, 1, 1.01212, 1.01214, 1.14494, 1.14266,,1290, 0, 0.0119762, 0.0119973, 0.126592, 0.124852
,,,1323, 505.763, 498.406, 500.693, 445.557, 447.848,,1323, 1, 1.01476, 1.01013, 1.13513, 1.12932,,1323, 0, 0.0145458, 0.0100242, 0.11904, 0.11451
,,,1356, 515.901, 509.811, 511.654, 453.215, 452.263,,1356, 1, 1.01195, 1.0083, 1.13831, 1.14071,,1356, 0, 0.0118044, 0.00823133, 0.121508, 0.123354
,,,1389, 528.625, 520.304, 523.923, 463.614, 465.643,,1389, 1, 1.01599, 1.00897, 1.14023, 1.13526,,1389, 0, 0.0157397, 0.00889309, 0.12298, 0.119143
,,,1422, 539.252, 533.264, 534.784, 471.656, 474.27,,1422, 1, 1.01123, 1.00835, 1.14332, 1.13701,,1422, 0, 0.0111037, 0.00828542, 0.125352, 0.120503
,,,1455, 551.076, 545.481, 546.889, 482.928, 486.057,,1455, 1, 1.01026, 1.00766, 1.14111, 1.13377,,1455, 0, 0.0101528, 0.00759779, 0.123663, 0.117986
,,,1488, 562.976, 557.078, 560.302, 493.137, 494.256,,1488, 1, 1.01059, 1.00477, 1.14162, 1.13904,,1488, 0, 0.0104773, 0.00475046, 0.124055, 0.122066
,,,1521, 576.23, 569.197, 570.183, 503.163, 504.12,,1521, 1, 1.01236, 1.01061, 1.14521, 1.14304,,1521, 0, 0.0122046, 0.0104944, 0.126802, 0.125141
,,,1554, 584.835, 580.406, 580.96, 513.622, 514.998,,1554, 1, 1.00763, 1.00667, 1.13865, 1.13561,,1554, 0, 0.00757321, 0.006626, 0.121766, 0.119413
,,,1587, 597.854, 592.788, 593.825, 524.595, 525.659,,1587, 1, 1.00855, 1.00678, 1.13965, 1.13734,,1587, 0, 0.00847282, 0.00673888, 0.122537, 0.120757
,,,1620, 608.43, 602.507, 604.804, 529.612, 533.086,,1620, 1, 1.00983, 1.006, 1.14882, 1.14133,,1620, 0, 0.00973448, 0.00595974, 0.129543, 0.123833
,,,1653, 620.823, 614.523, 615.015, 543.977, 541.818,,1653, 1, 1.01025, 1.00944, 1.14127, 1.14581,,1653, 0, 0.0101474, 0.00935536, 0.12378, 0.127259
,,,1686, 631.507, 625.809, 626.935, 551.255, 553.525,,1686, 1, 1.00911, 1.00729, 1.14558, 1.14088,,1686, 0, 0.00902324, 0.00724058, 0.127081, 0.123485
,,,1719, 641.682, 637.765, 638.672, 559.706, 562.48,,1719, 1, 1.00614, 1.00471, 1.14646, 1.14081,,1719, 0, 0.00610473, 0.0046918, 0.127753, 0.123429
,,,1752, 654.747, 648.072, 649.474, 571.8, 571.569,,1752, 1, 1.0103, 1.00812, 1.14506, 1.14553,,1752, 0, 0.0101946, 0.00805368, 0.126685, 0.127038
,,,1785, 664.502, 660.042, 660.287, 578.749, 579.996,,1785, 1, 1.00676, 1.00638, 1.14817, 1.1457,,1785, 0, 0.00671176, 0.00634266, 0.129047, 0.127172
,,,1818, 674.011, 667.922, 668.456, 587.354, 588.287,,1818, 1, 1.00912, 1.00831, 1.14754, 1.14572,,1818, 0, 0.0090353, 0.00824243, 0.12857, 0.127186
,,,1851, 686.091, 681.415, 681.558, 600.802, 601.301,,1851, 1, 1.00686, 1.00665, 1.14196, 1.14101,,1851, 0, 0.00681585, 0.0066082, 0.124312, 0.123585
,,,1884, 696.878, 690.574, 691.243, 608.595, 608.073,,1884, 1, 1.00913, 1.00815, 1.14506, 1.14604,,1884, 0, 0.00904579, 0.00808559, 0.126683, 0.127432
,,,1917, 709.658, 703.229, 703.91, 618.076, 621.669,,1917, 1, 1.00914, 1.00817, 1.14817, 1.14154,,1917, 0, 0.00905917, 0.00810056, 0.129052, 0.123988
,,,1950, 720.744, 712.899, 717.16, 628.358, 629.042,,1950, 1, 1.01101, 1.005, 1.14703, 1.14578,,1950, 0, 0.0108853, 0.00497367, 0.128181, 0.127233
,,,1983, 731.194, 726.148, 726.794, 638.348, 635.995,,1983, 1, 1.00695, 1.00605, 1.14545, 1.14969,,1983, 0, 0.00690131, 0.00601764, 0.126979, 0.130197
,,,2016, 742.965, 736.341, 738.614, 647.09, 650.905,,2016, 1, 1.009, 1.00589, 1.14816, 1.14143,,2016, 0, 0.00891643, 0.00585694, 0.129044, 0.123909
,,,2049, 752.971, 747.26, 748.876, 653.116, 653.999,,2049, 1, 1.00764, 1.00547, 1.15289, 1.15133,,2049, 0, 0.00758558, 0.00543856, 0.132615, 0.131442

