name,ptest -- strcpy,ticks,bytes,local,lx_r3,lx_5a,lx_5a_r,compare,bytes,local,lx_r3,lx_5a,lx_5a_r,compare (%),bytes,local,lx_r3,lx_5a,lx_5a_r
vers,1.0,,3, 156.855, 158.021, 175.915, 159.763,,3, 1, 0.992619, 0.891649, 0.981797,,3, 0,-0.00743578,-0.121518,-0.0185408
start,3,,36, 433.765, 303.879, 308.587, 304.948,,36, 1, 1.42743, 1.40565, 1.42242,,36, 0, 0.299438, 0.288585, 0.296973
end,2049,,69, 709.707, 421.972, 426.331, 422.03,,69, 1, 1.68188, 1.66469, 1.68165,,69, 0, 0.405427, 0.399286, 0.405347
incr,33,,102, 986.464, 540.256, 544.64, 540.779,,102, 1, 1.82592, 1.81122, 1.82415,,102, 0, 0.452331, 0.447887, 0.451801
num_try,15360,,135, 1261.52, 658.31, 662.777, 658.211,,135, 1, 1.91629, 1.90338, 1.91658,,135, 0, 0.47816, 0.474619, 0.478239
align,31,,168, 1536.7, 776.041, 781.349, 776.535,,168, 1, 1.98017, 1.96672, 1.97892,,168, 0, 0.494994, 0.49154, 0.494673
baseline,0,,201, 1853.63, 893.428, 898.639, 893.561,,201, 1, 2.07474, 2.0627, 2.07443,,201, 0, 0.518011, 0.5152, 0.517939
rand,1,,234, 2088.01, 1010.96, 1016.42, 1012.1,,234, 1, 2.06538, 2.05428, 2.06306,,234, 0, 0.515829, 0.513211, 0.515283
rand_align,1,,267, 2403.34, 1129.08, 1133.36, 1128.49,,267, 1, 2.12859, 2.12055, 2.1297,,267, 0, 0.530206, 0.528424, 0.530449
seed,0,,300, 2640.45, 1246.97, 1252.57, 1284.48,,300, 1, 2.11749, 2.10802, 2.05566,,300, 0, 0.527743, 0.525621, 0.513537
testmask,0,,333, 2974.12, 1366.24, 1368.17, 1365.49,,333, 1, 2.17687, 2.17379, 2.17806,,333, 0, 0.540625, 0.539974, 0.540875
clock,500,,366, 3234.88, 1482.9, 1486.8, 1483.5,,366, 1, 2.18145, 2.17573, 2.18057,,366, 0, 0.541589, 0.540384, 0.541404
=====,,,399, 3542.9, 1599.9, 1604.62, 1600.87,,399, 1, 2.21446, 2.20794, 2.21311,,399, 0, 0.548422, 0.547089, 0.548147
Totals:,,,432, 3798.2, 1754.65, 1723.28, 1718.48,,432, 1, 2.16465, 2.20405, 2.21021,,432, 0, 0.538031, 0.546289, 0.547555
total_bytes, 64638,,465, 4086.98, 1836.32, 1882.17, 1879.01,,465, 1, 2.22564, 2.17142, 2.17508,,465, 0, 0.55069, 0.539472, 0.540246
best_test,lx_r3,,498, 4363.18, 1989.35, 1960.48, 1998.33,,498, 1, 2.19327, 2.22557, 2.18342,,498, 0, 0.544059, 0.550676, 0.542003
best_total, 246176,,531, 4653.85, 2073.64, 2078.5, 2073.81,,531, 1, 2.2443, 2.23905, 2.2441,,531, 0, 0.554426, 0.553381, 0.554388
worst_test,local,,564, 4931.88, 2228.26, 2237.83, 2235.22,,564, 1, 2.21333, 2.20386, 2.20644,,564, 0, 0.548192, 0.546251, 0.546782
worst_total, 559275,,597, 5208.29, 2354.63, 2362.81, 2354.13,,597, 1, 2.21194, 2.20428, 2.2124,,597, 0, 0.547908, 0.546337, 0.548003
total_local, 559275,,630, 5490.64, 2428.79, 2476.15, 2469.99,,630, 1, 2.26065, 2.21741, 2.22295,,630, 0, 0.557649, 0.549024, 0.550147
total_lx_r3, 246176,,663, 5793.54, 2546.15, 2588.68, 2547.22,,663, 1, 2.27541, 2.23803, 2.27446,,663, 0, 0.560519, 0.553178, 0.560335
total_lx_5a, 246553,,696, 6047.38, 2707.65, 2710.83, 2702.93,,696, 1, 2.23344, 2.23082, 2.23735,,696, 0, 0.55226, 0.551735, 0.553042
total_lx_5a_r, 246389,,729, 6351.36, 2839.73, 2841.37, 2826.46,,729, 1, 2.2366, 2.23531, 2.24711,,729, 0, 0.552894, 0.552636, 0.554984
ratio_local, 1,,762, 6623.78, 2946.05, 2972.91, 2964.21,,762, 1, 2.24836, 2.22805, 2.23458,,762, 0, 0.555232, 0.551176, 0.552489
ratio_lx_r3, 2.27185,,795, 6925.97, 3057.06, 3059.27, 3065.13,,795, 1, 2.26556, 2.26393, 2.2596,,795, 0, 0.558608, 0.558291, 0.557444
ratio_lx_5a, 2.26838,,828, 7179.42, 3181.08, 3188.86, 3179.9,,828, 1, 2.25691, 2.25141, 2.25775,,828, 0, 0.556917, 0.555833, 0.557081
ratio_lx_5a_r, 2.26989,,861, 7471.6, 3325.4, 3318.96, 3308.67,,861, 1, 2.24682, 2.25119, 2.25819,,861, 0, 0.554927, 0.55579, 0.557167
,,,894, 7764.4, 3441.85, 3442, 3440.1,,894, 1, 2.25588, 2.25578, 2.25703,,894, 0, 0.556714, 0.556695, 0.556939
,,,927, 8043.43, 3542.86, 3548.45, 3540.9,,927, 1, 2.27032, 2.26674, 2.27158,,927, 0, 0.559534, 0.558839, 0.559777
,,,960, 8324.24, 3655.98, 3684.81, 3681.11,,960, 1, 2.27689, 2.25907, 2.26134,,960, 0, 0.560803, 0.55734, 0.557784
,,,993, 8588.56, 3789.27, 3796.43, 3792.5,,993, 1, 2.26655, 2.26227, 2.26462,,993, 0, 0.5588, 0.557967, 0.558424
,,,1026, 8892.88, 3918.68, 3928.13, 3932.03,,1026, 1, 2.26936, 2.26389, 2.26165,,1026, 0, 0.559347, 0.558283, 0.557844
,,,1059, 9181.28, 4031.56, 4035.68, 4035.13,,1059, 1, 2.27735, 2.27503, 2.27534,,1059, 0, 0.560893, 0.560444, 0.560505
,,,1092, 9433.59, 4180.05, 4140.03, 4131.61,,1092, 1, 2.25681, 2.27863, 2.28327,,1092, 0, 0.556897, 0.56114, 0.562032
,,,1125, 9722.33, 4273.34, 4270.78, 4276.11,,1125, 1, 2.27511, 2.27648, 2.27364,,1125, 0, 0.560461, 0.560725, 0.560177
,,,1158, 10007.5, 4390.88, 4411.97, 4415.2,,1158, 1, 2.27916, 2.26826, 2.2666,,1158, 0, 0.561241, 0.559133, 0.558811
,,,1191, 10271.6, 4509.28, 4520.59, 4517.98,,1191, 1, 2.27788, 2.27218, 2.27349,,1191, 0, 0.560996, 0.559894, 0.560148
,,,1224, 10578.8, 4614.86, 4628.68, 4651.07,,1224, 1, 2.29233, 2.28549, 2.27449,,1224, 0, 0.563763, 0.562456, 0.56034
,,,1257, 10852.8, 4741.95, 4738.55, 4778.54,,1257, 1, 2.28867, 2.29031, 2.27115,,1257, 0, 0.563065, 0.563379, 0.559694
,,,1290, 11147.3, 4868.31, 4880.75, 4888.87,,1290, 1, 2.28976, 2.28392, 2.28013,,1290, 0, 0.563273, 0.562157, 0.561428
,,,1323, 11404.2, 5007.15, 5020.11, 4994.54,,1323, 1, 2.27758, 2.2717, 2.28333,,1323, 0, 0.560937, 0.559801, 0.562043
,,,1356, 11672.3, 5104.99, 5105.76, 5097.95,,1356, 1, 2.28644, 2.28609, 2.2896,,1356, 0, 0.562639, 0.562573, 0.563242
,,,1389, 11995.2, 5263.84, 5263.59, 5245.5,,1389, 1, 2.27879, 2.2789, 2.28676,,1389, 0, 0.561171, 0.561192, 0.5627
,,,1422, 12262.9, 5344.93, 5353.15, 5346.15,,1422, 1, 2.2943, 2.29078, 2.29378,,1422, 0, 0.564138, 0.563467, 0.564038
,,,1455, 12534.5, 5477.54, 5484.09, 5491.37,,1455, 1, 2.28835, 2.28561, 2.28259,,1455, 0, 0.563003, 0.562481, 0.561901
,,,1488, 12823.6, 5583.03, 5588.18, 5588.14,,1488, 1, 2.29688, 2.29477, 2.29478,,1488, 0, 0.564627, 0.564226, 0.564228
,,,1521, 13136.6, 5739.21, 5734.11, 5722.56,,1521, 1, 2.28892, 2.29096, 2.29558,,1521, 0, 0.563113, 0.563501, 0.56438
,,,1554, 13414.7, 5814.5, 5860.58, 5860.68,,1554, 1, 2.30711, 2.28897, 2.28893,,1554, 0, 0.566558, 0.563122, 0.563115
,,,1587, 13641.1, 5958.37, 5971.46, 5967.7,,1587, 1, 2.28939, 2.28438, 2.28581,,1587, 0, 0.563203, 0.562244, 0.562519
,,,1620, 13943.5, 6085.52, 6069.15, 6081.4,,1620, 1, 2.29126, 2.29744, 2.29281,,1620, 0, 0.563559, 0.564733, 0.563855
,,,1653, 14235.2, 6219.87, 6233.33, 6172.16,,1653, 1, 2.28866, 2.28372, 2.30635,,1653, 0, 0.563063, 0.562118, 0.566415
,,,1686, 14524.5, 6336.83, 6336.45, 6335.31,,1686, 1, 2.29208, 2.29222, 2.29263,,1686, 0, 0.563715, 0.563742, 0.56382
,,,1719, 14771.6, 6434.93, 6440.14, 6442.97,,1719, 1, 2.29553, 2.29367, 2.29267,,1719, 0, 0.564371, 0.564018, 0.563827
,,,1752, 15080.7, 6566.88, 6566.42, 6561.4,,1752, 1, 2.29648, 2.29664, 2.29839,,1752, 0, 0.56455, 0.564581, 0.564913
,,,1785, 15319.8, 6647.63, 6662.97, 6667.44,,1785, 1, 2.30455, 2.29924, 2.2977,,1785, 0, 0.566075, 0.565074, 0.564782
,,,1818, 15622.1, 6819.42, 6818.29, 6826.33,,1818, 1, 2.29082, 2.2912, 2.2885,,1818, 0, 0.563475, 0.563548, 0.563033
,,,1851, 15927.1, 6893.83, 6908.33, 6895.39,,1851, 1, 2.31035, 2.3055, 2.30982,,1851, 0, 0.567165, 0.566254, 0.567066
,,,1884, 16210, 7047.11, 7043.73, 7038.77,,1884, 1, 2.30023, 2.30134, 2.30296,,1884, 0, 0.565262, 0.56547, 0.565776
,,,1917, 16465.9, 7139.14, 7151.96, 7137.21,,1917, 1, 2.30643, 2.30229, 2.30705,,1917, 0, 0.56643, 0.565651, 0.566547
,,,1950, 16727.6, 7304.67, 7305.72, 7293.34,,1950, 1, 2.28999, 2.28966, 2.29355,,1950, 0, 0.563316, 0.563253, 0.563994
,,,1983, 17054.9, 7425.91, 7423.68, 7426.58,,1983, 1, 2.29667, 2.29736, 2.29646,,1983, 0, 0.564587, 0.564718, 0.564547
,,,2016, 17336.1, 7509.3, 7505.19, 7522.31,,2016, 1, 2.30862, 2.30989, 2.30463,,2016, 0, 0.566842, 0.567078, 0.566091
,,,2049, 17614.2, 7635.44, 7617.43, 7638.12,,2049, 1, 2.3069, 2.31235, 2.30609,,2049, 0, 0.566518, 0.56754, 0.566365

