name,ptest -- strcmp,ticks,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare (%),bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw
ratio_local_gg, 1.59082,,30, 502.591, 334.699, 352.32, 333.127, 331.699, 313.705, 288.246, 319.285, 294.607, 309.126,,30, 1, 1.50162, 1.42652, 1.50871, 1.5152, 1.60211, 1.74362, 1.57411, 1.70597, 1.62584,,30, 0, 0.334052, 0.298993, 0.337181, 0.340022, 0.375824, 0.426479, 0.364722, 0.413824, 0.384935
ratio_generic, 1.45494,,31, 516.247, 340.252, 358.949, 338.526, 336.953, 318.953, 292.476, 322.238, 298.28, 311.909,,31, 1, 1.51725, 1.43822, 1.52498, 1.5321, 1.61857, 1.76509, 1.60207, 1.73074, 1.65512,,31, 0, 0.340912, 0.304695, 0.344256, 0.347303, 0.382169, 0.433457, 0.375807, 0.422214, 0.395814
ratio_i386, 1.59685,,32, 601.038, 406.005, 427.63, 404.774, 403.874, 388.3, 358.111, 330.242, 304.719, 376.434,,32, 1, 1.48037, 1.40551, 1.48487, 1.48818, 1.54787, 1.67836, 1.81999, 1.97244, 1.59666,,32, 0, 0.324494, 0.288514, 0.326542, 0.328039, 0.353951, 0.404179, 0.450546, 0.493013, 0.373693
ratio_i486, 1.59861,,33, 611.34, 414.02, 433.053, 413.64, 408.335, 392.909, 363.07, 335.325, 310.857, 381.655,,33, 1, 1.4766, 1.4117, 1.47795, 1.49715, 1.55593, 1.68381, 1.82313, 1.96662, 1.60181,,33, 0, 0.322767, 0.291632, 0.323388, 0.332065, 0.357299, 0.406108, 0.451492, 0.491514, 0.375706
ratio_i686, 1.63129,,34, 623.914, 422.145, 441.666, 417.516, 416.283, 398.17, 367.07, 340.772, 316.393, 384.122,,34, 1, 1.47796, 1.41264, 1.49435, 1.49877, 1.56695, 1.69971, 1.83088, 1.97196, 1.62426,,34, 0, 0.323392, 0.292103, 0.330811, 0.332788, 0.361819, 0.411665, 0.453815, 0.49289, 0.384334
ratio_i686_1i, 1.81818,,35, 631.716, 424.095, 447.661, 422.618, 421.783, 404.982, 370.93, 347.148, 319.755, 387.535,,35, 1, 1.48956, 1.41115, 1.49477, 1.49773, 1.55986, 1.70306, 1.81973, 1.97563, 1.63009,,35, 0, 0.328661, 0.291357, 0.331001, 0.332322, 0.358918, 0.412822, 0.450468, 0.493831, 0.386536
ratio_i686_1iu, 1.91777,,36, 648.815, 427.584, 453.321, 430.013, 426.027, 406.661, 377.813, 351.234, 323.608, 396.169,,36, 1, 1.5174, 1.43125, 1.50883, 1.52294, 1.59547, 1.71729, 1.84725, 2.00494, 1.63772,,36, 0, 0.340977, 0.301309, 0.337233, 0.343377, 0.373226, 0.417688, 0.458654, 0.501233, 0.389396
ratio_i686_r2, 2.14022,,37, 655.075, 435.665, 457.614, 435.002, 433.245, 414.795, 381.744, 355.705, 326.94, 399.73,,37, 1, 1.50362, 1.4315, 1.50591, 1.51202, 1.57927, 1.71601, 1.84163, 2.00365, 1.63879,,37, 0, 0.334939, 0.301433, 0.335951, 0.338633, 0.366797, 0.417252, 0.457001, 0.500912, 0.389796
ratio_1dw, 1.79277,,38, 670.424, 439.964, 466.829, 439.236, 437.732, 419.177, 385.829, 363.559, 330.136, 402.66,,38, 1, 1.52382, 1.43612, 1.52634, 1.53159, 1.59938, 1.73762, 1.84406, 2.03075, 1.66499,,38, 0, 0.343752, 0.303681, 0.344838, 0.347082, 0.374758, 0.4245, 0.457718, 0.507572, 0.399395
,,,39, 687.684, 444.477, 475.491, 443.407, 442.43, 423.658, 389.873, 367.044, 337.258, 405.439,,39, 1, 1.54718, 1.44626, 1.55091, 1.55434, 1.6232, 1.76387, 1.87357, 2.03905, 1.69615,,39, 0, 0.353661, 0.308562, 0.355217, 0.356639, 0.383935, 0.433064, 0.46626, 0.509575, 0.410429
,,,40, 692.898, 448.093, 477.607, 447.755, 445.827, 428.353, 395.562, 374.522, 343.395, 413.059,,40, 1, 1.54632, 1.45077, 1.54749, 1.55419, 1.61758, 1.75168, 1.85009, 2.01779, 1.67748,,40, 0, 0.353305, 0.310711, 0.353794, 0.356576, 0.381794, 0.429119, 0.459485, 0.504407, 0.403867
,,,41, 704.837, 452.705, 485.037, 452.05, 450.667, 432.698, 399.627, 382.307, 346.533, 416.884,,41, 1, 1.55695, 1.45316, 1.5592, 1.56399, 1.62894, 1.76374, 1.84364, 2.03397, 1.69073,,41, 0, 0.357717, 0.311845, 0.358647, 0.360609, 0.386102, 0.433023, 0.457595, 0.50835, 0.408538
,,,42, 709.829, 459.998, 490.483, 459.18, 457.82, 435.913, 404.027, 389.639, 353.078, 419.244,,42, 1, 1.54311, 1.44721, 1.54586, 1.55045, 1.62837, 1.75689, 1.82176, 2.0104, 1.69312,,42, 0, 0.351959, 0.309013, 0.353112, 0.355028, 0.38589, 0.430811, 0.45108, 0.502587, 0.409373
,,,43, 726.902, 464.727, 495.738, 463.446, 462.187, 447.683, 408.444, 393.892, 358.888, 422.005,,43, 1, 1.56415, 1.4663, 1.56847, 1.57274, 1.6237, 1.77969, 1.84544, 2.02543, 1.7225,,43, 0, 0.360674, 0.318012, 0.362437, 0.364168, 0.384122, 0.438103, 0.458123, 0.506278, 0.419447
,,,44, 737.965, 468.164, 500.094, 467.747, 466.234, 451.547, 413.692, 399.208, 363.328, 429.292,,44, 1, 1.5763, 1.47565, 1.5777, 1.58282, 1.6343, 1.78385, 1.84857, 2.03113, 1.71903,,44, 0, 0.365601, 0.322333, 0.366166, 0.368216, 0.388118, 0.439415, 0.459041, 0.507662, 0.418276
,,,45, 746.94, 468.428, 512.879, 464.854, 469.809, 455.978, 416.267, 406.605, 367.569, 432.666,,45, 1, 1.59457, 1.45637, 1.60683, 1.58988, 1.6381, 1.79438, 1.83702, 2.03211, 1.72636,,45, 0, 0.372871, 0.313359, 0.377656, 0.371022, 0.389538, 0.442704, 0.455639, 0.5079, 0.420748
,,,46, 755.636, 477.228, 514.256, 476.459, 475.124, 459.745, 420.229, 412.093, 376.315, 435.246,,46, 1, 1.58339, 1.46938, 1.58594, 1.5904, 1.6436, 1.79815, 1.83366, 2.00799, 1.73611,,46, 0, 0.368442, 0.319439, 0.36946, 0.371227, 0.391579, 0.443874, 0.454642, 0.501989, 0.424
,,,47, 772.851, 477.056, 519.464, 480.234, 474.582, 466.847, 426.472, 415.735, 378.448, 437.037,,47, 1, 1.62004, 1.48779, 1.60932, 1.62849, 1.65547, 1.8122, 1.859, 2.04216, 1.76839,,47, 0, 0.382733, 0.32786, 0.37862, 0.385934, 0.395943, 0.448184, 0.462076, 0.510322, 0.434513
,,,48, 781.844, 480.458, 527.083, 476.804, 478.593, 471.079, 429.472, 419.093, 383.476, 442.062,,48, 1, 1.62729, 1.48334, 1.63976, 1.63363, 1.65969, 1.82048, 1.86556, 2.03884, 1.76863,,48, 0, 0.385481, 0.325847, 0.390155, 0.387867, 0.397477, 0.450693, 0.463969, 0.509524, 0.43459
,,,49, 790.273, 484.841, 532.521, 487.681, 486.752, 475.927, 433.453, 429.479, 385.82, 444.199,,49, 1, 1.62997, 1.48402, 1.62047, 1.62356, 1.66049, 1.8232, 1.84007, 2.0483, 1.7791,,49, 0, 0.38649, 0.326157, 0.382895, 0.384071, 0.397769, 0.451515, 0.456543, 0.511789, 0.437917
,,,50, 797.296, 492.378, 536.823, 491.835, 490.691, 479.226, 436.714, 433.908, 390.123, 451.927,,50, 1, 1.61927, 1.48521, 1.62106, 1.62484, 1.66372, 1.82567, 1.83748, 2.0437, 1.76421,,50, 0, 0.38244, 0.326695, 0.383121, 0.384556, 0.398936, 0.452256, 0.455776, 0.510692, 0.433175
,,,51, 815.417, 496.864, 541.032, 495.586, 495.07, 483.152, 440.152, 436.605, 393.339, 454.656,,51, 1, 1.64113, 1.50715, 1.64536, 1.64707, 1.6877, 1.85258, 1.86763, 2.07306, 1.79348,,51, 0, 0.390662, 0.336496, 0.39223, 0.392863, 0.407479, 0.460213, 0.464562, 0.517622, 0.442425
,,,52, 823.211, 500.469, 546.28, 498.871, 498.118, 492.165, 443.508, 438.775, 396.082, 457.568,,52, 1, 1.64488, 1.50694, 1.65015, 1.65264, 1.67263, 1.85614, 1.87616, 2.07839, 1.7991,,52, 0, 0.392053, 0.336404, 0.393994, 0.394909, 0.40214, 0.461246, 0.466996, 0.518858, 0.444167
,,,53, 831.854, 503.596, 559.418, 503.026, 502.898, 494.778, 446.342, 444.054, 397.86, 460.15,,53, 1, 1.65183, 1.487, 1.6537, 1.65412, 1.68127, 1.86372, 1.87332, 2.09082, 1.80779,,53, 0, 0.39461, 0.327504, 0.395296, 0.395449, 0.40521, 0.463438, 0.466188, 0.521719, 0.446838
,,,54, 838.755, 507.387, 564.681, 506.845, 506.083, 498.977, 449.419, 447.472, 406.849, 463.068,,54, 1, 1.65309, 1.48536, 1.65486, 1.65735, 1.68095, 1.86631, 1.87443, 2.06159, 1.8113,,54, 0, 0.395071, 0.326763, 0.395718, 0.396626, 0.405098, 0.464184, 0.466504, 0.514937, 0.447911
,,,55, 856.077, 517.405, 568.033, 516.12, 509.896, 502.994, 460.146, 456.881, 409.211, 464.837,,55, 1, 1.65456, 1.50709, 1.65868, 1.67892, 1.70196, 1.86045, 1.87374, 2.09202, 1.84167,,55, 0, 0.395609, 0.33647, 0.39711, 0.40438, 0.412443, 0.462495, 0.466308, 0.521993, 0.457015
,,,56, 865.72, 519.723, 572.512, 519.744, 518.286, 506.096, 463.032, 458.904, 412.862, 468.234,,56, 1, 1.66573, 1.51214, 1.66567, 1.67035, 1.71059, 1.86968, 1.88649, 2.09688, 1.84891,,56, 0, 0.399664, 0.338686, 0.39964, 0.401324, 0.415405, 0.465148, 0.469916, 0.5231, 0.45914
,,,57, 872.623, 522.68, 575.63, 522.204, 521.01, 508.945, 465.264, 462.811, 413.701, 471.268,,57, 1, 1.66952, 1.51594, 1.67104, 1.67487, 1.71457, 1.87554, 1.88549, 2.10931, 1.85165,,57, 0, 0.401024, 0.340345, 0.401571, 0.402939, 0.416764, 0.466821, 0.469633, 0.525911, 0.459942
,,,58, 879.414, 526.674, 590.477, 527.163, 525.591, 512.463, 465.654, 465.933, 410.443, 473.403,,58, 1, 1.66975, 1.48933, 1.6682, 1.67319, 1.71605, 1.88855, 1.88742, 2.1426, 1.85764,,58, 0, 0.401108, 0.328556, 0.400552, 0.402339, 0.417268, 0.470495, 0.470177, 0.533277, 0.461684
,,,59, 897.94, 529.95, 593.629, 530.353, 528.917, 525.718, 470.799, 469.239, 419.567, 476.06,,59, 1, 1.69439, 1.51263, 1.6931, 1.6977, 1.70803, 1.90727, 1.91361, 2.14016, 1.88619,,59, 0, 0.409815, 0.338898, 0.409366, 0.410966, 0.414529, 0.475689, 0.477427, 0.532744, 0.469831
,,,60, 896.001, 538.768, 596.847, 539.431, 532.243, 519.032, 480.079, 471.5, 422.021, 479.595,,60, 1, 1.66305, 1.50122, 1.66101, 1.68344, 1.72629, 1.86636, 1.90032, 2.12312, 1.86824,,60, 0, 0.398697, 0.333877, 0.397958, 0.405979, 0.420724, 0.464198, 0.473773, 0.528995, 0.464738
,,,61, 903.615, 542.456, 601.939, 543.008, 544.568, 529.787, 482.247, 474.894, 424.797, 481.595,,61, 1, 1.66579, 1.50117, 1.66409, 1.65932, 1.70562, 1.87376, 1.90277, 2.12717, 1.8763,,61, 0, 0.399683, 0.333854, 0.399071, 0.397345, 0.413703, 0.466313, 0.474451, 0.529891, 0.467035
,,,62, 909.743, 546.66, 602.893, 548.773, 543.821, 536.335, 484.894, 478.14, 425.975, 483.333,,62, 1, 1.66418, 1.50896, 1.65778, 1.67287, 1.69622, 1.87617, 1.90267, 2.13567, 1.88223,,62, 0, 0.399105, 0.337294, 0.396782, 0.402225, 0.410455, 0.466999, 0.474424, 0.531764, 0.468715
,,,63, 916.149, 551.564, 609.368, 546.972, 546.754, 539.623, 486.823, 488.409, 428.271, 485.772,,63, 1, 1.661, 1.50344, 1.67495, 1.67561, 1.69776, 1.88189, 1.87578, 2.13918, 1.88596,,63, 0, 0.397954, 0.334859, 0.402966, 0.403204, 0.410987, 0.46862, 0.466889, 0.532531, 0.469767
,,,64, 986.445, 612.006, 691.07, 611.412, 611.136, 605.258, 539.151, 482.761, 431.803, 542.054,,64, 1, 1.61182, 1.42742, 1.61339, 1.61412, 1.62979, 1.82963, 2.04334, 2.28448, 1.81983,,64, 0, 0.379585, 0.299434, 0.380186, 0.380467, 0.386425, 0.453441, 0.510606, 0.562264, 0.450497
,,,65, 994.28, 618.87, 699.49, 615.126, 614.816, 603.183, 538.768, 494.564, 441.121, 543.361,,65, 1, 1.60661, 1.42143, 1.61638, 1.6172, 1.64839, 1.84547, 2.01042, 2.25399, 1.82987,,65, 0, 0.37757, 0.296486, 0.381335, 0.381647, 0.393347, 0.458133, 0.502591, 0.556342, 0.453514
,,,66, 997.661, 629.526, 696.841, 631.673, 628.557, 607.211, 543.534, 497.502, 443.379, 548.713,,66, 1, 1.58478, 1.43169, 1.57939, 1.58723, 1.64302, 1.83551, 2.00534, 2.25013, 1.81818,,66, 0, 0.368998, 0.301526, 0.366846, 0.36997, 0.391366, 0.455192, 0.501331, 0.555582, 0.450001
,,,67, 1004.05, 631.013, 702.885, 634.818, 632.551, 622.908, 546.719, 498.856, 445.435, 560.007,,67, 1, 1.59118, 1.42848, 1.58164, 1.58731, 1.61188, 1.83651, 2.01271, 2.2541, 1.79293,,67, 0, 0.371535, 0.299953, 0.367745, 0.370003, 0.379607, 0.455489, 0.503158, 0.556364, 0.442254
,,,68, 1011.58, 637.694, 722.279, 636.356, 633.251, 629.441, 558.36, 501.68, 447.08, 563.382,,68, 1, 1.58631, 1.40054, 1.58965, 1.59744, 1.60711, 1.8117, 2.01639, 2.26264, 1.79555,,68, 0, 0.369606, 0.28599, 0.37093, 0.373999, 0.377765, 0.448033, 0.504064, 0.558038, 0.443067
,,,69, 1016.46, 638.837, 725.69, 638.973, 636.93, 629.448, 561.085, 504.768, 449.442, 565.22,,69, 1, 1.59111, 1.40068, 1.59077, 1.59587, 1.61484, 1.8116, 2.01371, 2.2616, 1.79834,,69, 0, 0.371508, 0.28606, 0.371373, 0.373383, 0.380744, 0.448, 0.503405, 0.557835, 0.443932
,,,70, 1023.02, 654.591, 727.401, 640.57, 641.469, 630.609, 562.723, 509.627, 451.597, 566.709,,70, 1, 1.56283, 1.4064, 1.59704, 1.5948, 1.62227, 1.81797, 2.00738, 2.26533, 1.80519,,70, 0, 0.360136, 0.288964, 0.373842, 0.372963, 0.383578, 0.449937, 0.501839, 0.558564, 0.446041
,,,71, 1028.98, 657.2, 731.02, 657.77, 654.568, 634.948, 565.975, 510.822, 465.256, 568.975,,71, 1, 1.56571, 1.4076, 1.56435, 1.572, 1.62058, 1.81807, 2.01437, 2.21165, 1.80849,,71, 0, 0.36131, 0.28957, 0.360756, 0.363869, 0.382936, 0.449967, 0.503566, 0.547848, 0.447051
,,,72, 1044.78, 659.768, 736.643, 659.463, 660.645, 665.984, 566.922, 524.365, 466.352, 571.748,,72, 1, 1.58355, 1.41829, 1.58429, 1.58145, 1.56877, 1.84289, 1.99246, 2.24032, 1.82734,,72, 0, 0.368508, 0.294928, 0.368801, 0.367669, 0.362559, 0.457375, 0.498109, 0.553635, 0.452756
,,,73, 1051.17, 676.968, 741.907, 674.309, 662.518, 670.624, 568.879, 527.24, 468.836, 587.656,,73, 1, 1.55276, 1.41685, 1.55888, 1.58663, 1.56745, 1.84779, 1.99372, 2.24208, 1.78875,,73, 0, 0.355986, 0.294208, 0.358515, 0.369733, 0.362021, 0.458813, 0.498425, 0.553986, 0.44095
,,,74, 1057.94, 679.409, 733.037, 679.681, 678.757, 674.164, 570.591, 530.843, 473.084, 589.098,,74, 1, 1.55715, 1.44323, 1.55653, 1.55865, 1.56926, 1.85412, 1.99295, 2.23627, 1.79587,,74, 0, 0.357802, 0.307111, 0.357544, 0.358418, 0.362759, 0.460659, 0.498231, 0.552826, 0.443166
,,,75, 1063.96, 674.941, 738.406, 674.287, 684.134, 675.115, 587.032, 533.025, 475.813, 585.235,,75, 1, 1.57638, 1.44089, 1.57791, 1.55519, 1.57597, 1.81244, 1.99608, 2.23609, 1.81801,,75, 0, 0.365634, 0.305984, 0.366249, 0.356994, 0.365471, 0.448258, 0.499018, 0.552791, 0.449947
