name,ptest -- memcmp,ticks,bytes,local,i386,i686,lxCond,lxDw,compare,bytes,local,i386,i686,lxCond,lxDw,compare (%),bytes,local,i386,i686,lxCond,lxDw
worst_total, 409398,,597, 4072.17, 4062.5, 2289.65, 4059.46, 2292.4,,597, 1, 1.00238, 1.77851, 1.00313, 1.77638,,597, 0, 0.00237417, 0.437732, 0.00312133, 0.437058
total_local, 409160,,630, 4291.29, 4298.54, 2407.04, 4276.43, 2411.66,,630, 1, 0.998313, 1.7828, 1.00347, 1.77939,,630, 0,-0.00168988, 0.439086, 0.00346277, 0.43801
total_i386, 409398,,663, 4452.92, 4475.7, 2524, 4435.7, 2521.71,,663, 1, 0.994909, 1.76423, 1.00388, 1.76583,,663, 0,-0.00511694, 0.433181, 0.00386689, 0.433695
total_i686, 231803,,696, 4726.87, 4713.9, 2624.57, 4718.46, 2625.47,,696, 1, 1.00275, 1.801, 1.00178, 1.80039,,696, 0, 0.00274353, 0.444754, 0.00177867, 0.444565
total_lxCond, 408161,,729, 4937.84, 4918.19, 2739.14, 4924.14, 2750.6,,729, 1, 1.004, 1.80269, 1.00278, 1.79518,,729, 0, 0.00397918, 0.445274, 0.002773, 0.442954
total_lxDw, 234791,,762, 5116.12, 5119.78, 2851.44, 5119.68, 2873.9,,762, 1, 0.999284, 1.79422, 0.999304, 1.7802,,762, 0,-0.000716766, 0.442655,-0.00069655, 0.438266
ratio_local, 1,,795, 5322.65, 5317.83, 2971.81, 5312.24, 2988.58,,795, 1, 1.00091, 1.79105, 1.00196, 1.781,,795, 0, 0.000906398, 0.441668, 0.00195565, 0.438517
ratio_i386, 0.999418,,828, 5526.54, 5514.57, 3072.92, 5500.97, 3082.27,,828, 1, 1.00217, 1.79847, 1.00465, 1.79301,,828, 0, 0.00216639, 0.443971, 0.0046266, 0.442279
ratio_i686, 1.76512,,861, 5752.59, 5743.25, 3217.51, 5706.57, 3228.46,,861, 1, 1.00163, 1.7879, 1.00806, 1.78184,,861, 0, 0.00162426, 0.440685, 0.00800013, 0.438781
ratio_lxCond, 1.00245,,894, 5854.71, 5860.78, 3315.58, 5834.21, 3337.86,,894, 1, 0.998966, 1.76582, 1.00351, 1.75403,,894, 0,-0.00103523, 0.433691, 0.00350177, 0.429886
ratio_lxDw, 1.74265,,927, 6173.79, 6161.38, 3436.51, 6066.83, 3465.87,,927, 1, 1.00201, 1.79653, 1.01763, 1.78131,,927, 0, 0.00200949, 0.443371, 0.017324, 0.438616
,,,960, 6303.77, 6357.89, 3527.99, 6267.19, 3556.61,,960, 1, 0.991486, 1.78679, 1.00584, 1.77241,,960, 0,-0.00858674, 0.440336, 0.00580298, 0.435796
,,,993, 6668.35, 6684.46, 3732.08, 6628.01, 3752.91,,993, 1, 0.997589, 1.78676, 1.00609, 1.77684,,993, 0,-0.00241647, 0.440329, 0.00604872, 0.437205
,,,1026, 6760.05, 6819.29, 3841.48, 6727.82, 3877.57,,1026, 1, 0.991312, 1.75975, 1.00479, 1.74337,,1026, 0,-0.00876367, 0.431738, 0.00476764, 0.426399
,,,1059, 7077.96, 6937.85, 3942.69, 6940.67, 3979.86,,1059, 1, 1.02019, 1.79521, 1.01978, 1.77844,,1059, 0, 0.0197949, 0.442961, 0.0193958, 0.437711
,,,1092, 7165.63, 7157.82, 4012.74, 7169.21, 4095.68,,1092, 1, 1.00109, 1.78572, 0.999501, 1.74956,,1092, 0, 0.00108986, 0.440001,-0.00049921, 0.428427
,,,1125, 7420.41, 7485.97, 4138.55, 7481.49, 4189.73,,1125, 1, 0.991243, 1.793, 0.991837, 1.7711,,1125, 0,-0.00883482, 0.442275,-0.00823056, 0.435378
,,,1158, 7781.02, 7706.92, 4272.74, 7723.05, 4313.47,,1158, 1, 1.00962, 1.82109, 1.00751, 1.80389,,1158, 0, 0.00952392, 0.450877, 0.00745129, 0.445642
,,,1191, 7838.83, 7875.62, 4362.51, 7791.8, 4406.57,,1191, 1, 0.995329, 1.79686, 1.00604, 1.7789,,1191, 0,-0.00469306, 0.443475, 0.00599927, 0.437853
,,,1224, 8113.07, 8109.9, 4456.74, 8040.64, 4522.1,,1224, 1, 1.00039, 1.82041, 1.00901, 1.79409,,1224, 0, 0.000391366, 0.450672, 0.00892744, 0.442616
,,,1257, 8029.83, 8164.12, 4548.12, 8018.71, 4628.95,,1257, 1, 0.983552, 1.76553, 1.00139, 1.7347,,1257, 0,-0.016723, 0.433598, 0.00138509, 0.423531
,,,1290, 8420.27, 8405.12, 4676.34, 8430.21, 4732.33,,1290, 1, 1.0018, 1.80061, 0.998822, 1.77931,,1290, 0, 0.00180009, 0.444634,-0.00117968, 0.437984
,,,1323, 8394.18, 8575.27, 4752.97, 8581.91, 4868.8,,1323, 1, 0.978883, 1.76609, 0.978126, 1.72408,,1323, 0,-0.0215726, 0.433778,-0.0223636, 0.419979
,,,1356, 8608.88, 8618.95, 4871.11, 8771.83, 4951.11,,1356, 1, 0.998832, 1.76733, 0.981424, 1.73878,,1356, 0,-0.00116948, 0.434176,-0.0189277, 0.424883
,,,1389, 8788.17, 8735.75, 4936.72, 8744.97, 5064.27,,1389, 1, 1.006, 1.78016, 1.00494, 1.73533,,1389, 0, 0.00596492, 0.438254, 0.00491563, 0.42374
,,,1422, 8897.23, 8938.26, 5060.8, 8899.37, 5156.39,,1422, 1, 0.99541, 1.75807, 0.99976, 1.72548,,1422, 0,-0.00461118, 0.431194,-0.000240458, 0.42045
,,,1455, 9280.54, 9297.09, 5161.93, 9069.62, 5270.63,,1455, 1, 0.99822, 1.79788, 1.02326, 1.7608,,1455, 0,-0.0017834, 0.44379, 0.0227278, 0.432078
,,,1488, 9245.16, 9248.02, 5281.2, 9219.13, 5331.83,,1488, 1, 0.999691, 1.75058, 1.00282, 1.73396,,1488, 0,-0.000309297, 0.42876, 0.00281574, 0.423284
,,,1521, 9461.64, 9390.73, 5323, 9449.16, 5472.79,,1521, 1, 1.00755, 1.7775, 1.00132, 1.72885,,1521, 0, 0.00749451, 0.437412, 0.00131917, 0.421581
,,,1554, 9494.01, 9542.69, 5450.62, 9529.3, 5557.99,,1554, 1, 0.994899, 1.74182, 0.996297, 1.70817,,1554, 0,-0.00512694, 0.425889,-0.00371698, 0.414579
,,,1587, 9768.43, 9766.39, 5537.67, 9785.61, 5695.09,,1587, 1, 1.00021, 1.764, 0.998245, 1.71524,,1587, 0, 0.000209756, 0.433106,-0.00175782, 0.416991
,,,1620, 9853.6, 9884.37, 5652.75, 9837.66, 5740.74,,1620, 1, 0.996886, 1.74315, 1.00162, 1.71643,,1620, 0,-0.00312348, 0.426326, 0.00161774, 0.417396
,,,1653, 10100.7, 10120.3, 5697.4, 10123.8, 5817.88,,1653, 1, 0.998064, 1.77287, 0.997716, 1.73615,,1653, 0,-0.00193959, 0.435942,-0.00228905, 0.424014
,,,1686, 10227.4, 10152.2, 5833.31, 10225.2, 5910.8,,1686, 1, 1.00741, 1.75328, 1.00021, 1.73029,,1686, 0, 0.00735562, 0.429639, 0.00021308, 0.422063
,,,1719, 10414.4, 10444.1, 5918.73, 10445.1, 6011.79,,1719, 1, 0.997159, 1.75957, 0.997069, 1.73234,,1719, 0,-0.00284859, 0.43168,-0.00293993, 0.422745
,,,1752, 10534.4, 10572.8, 6033.65, 10485.3, 6165.03,,1752, 1, 0.996364, 1.74594, 1.00468, 1.70873,,1752, 0,-0.00364971, 0.427243, 0.0046609, 0.414771
,,,1785, 10779.1, 10744.2, 6136.04, 10770.2, 6209.3,,1785, 1, 1.00324, 1.75668, 1.00082, 1.73596,,1785, 0, 0.00323445, 0.430746, 0.000822819, 0.423949
,,,1818, 10870.2, 10879.1, 6211.73, 10853.6, 6351.36,,1818, 1, 0.999178, 1.74994, 1.00153, 1.71147,,1818, 0,-0.000822428, 0.428553, 0.00152733, 0.415707
,,,1851, 11084.2, 11023.7, 6305.03, 11026.4, 6398.16,,1851, 1, 1.00549, 1.758, 1.00524, 1.73241,,1851, 0, 0.00545876, 0.431172, 0.00521538, 0.42277
,,,1884, 11082.8, 11178, 6349.69, 11116.8, 6485.17,,1884, 1, 0.991482, 1.74541, 0.996946, 1.70895,,1884, 0,-0.00859157, 0.427069,-0.00306363, 0.414845
,,,1917, 11249.6, 11251.8, 6450.76, 11241.9, 6563.58,,1917, 1, 0.999807, 1.74392, 1.00069, 1.71394,,1917, 0,-0.000192758, 0.426579, 0.000685108, 0.41655
,,,1950, 11493.1, 11509.7, 6460.62, 11418.7, 6650.71,,1950, 1, 0.998563, 1.77895, 1.00652, 1.72811,,1950, 0,-0.00143901, 0.437871, 0.00647492, 0.421332
,,,1983, 11466.3, 11468.4, 6611.39, 11535.6, 6680.33,,1983, 1, 0.999813, 1.73432, 0.993989, 1.71642,,1983, 0,-0.000187438, 0.423405,-0.0060476, 0.417393
,,,2016, 11713.4, 11759.2, 6667.81, 11701.7, 6755.05,,2016, 1, 0.996104, 1.75671, 1.001, 1.73403,,2016, 0,-0.0039115, 0.430755, 0.00100147, 0.423307
,,,2049, 11995.5, 12014.6, 6690.19, 11808.1, 6914.63,,2049, 1, 0.998412, 1.793, 1.01587, 1.73481,,2049, 0,-0.00159021, 0.442277, 0.0156227, 0.423567

