name,ptest -- memcpy,ticks,bytes,local,libc586,lx64si1,movq,movq_r,compare,bytes,local,libc586,lx64si1,movq,movq_r,compare (%),bytes,local,libc586,lx64si1,movq,movq_r
ratio_movq, 1.24611,,894, 1437.37, 1449.41, 1405.46, 1148.64, 1150.01,,894, 1, 0.991692, 1.0227, 1.25137, 1.24988,,894, 0,-0.00837774, 0.0221962, 0.200873, 0.19992
ratio_movq_r, 1.24504,,927, 1460.15, 1519.32, 1471.74, 1217.33, 1215.59,,927, 1, 0.961053, 0.992127, 1.19947, 1.20119,,927, 0,-0.0405252,-0.00793515, 0.166299, 0.16749
,,,960, 1532.67, 1547.64, 1521.34, 1236.12, 1238.76,,960, 1, 0.990324, 1.00745, 1.2399, 1.23726,,960, 0,-0.00977029, 0.00739492, 0.193483, 0.191762
,,,993, 1558.24, 1617.53, 1565.09, 1286.5, 1291.67,,993, 1, 0.963347, 0.995624, 1.21123, 1.20638,,993, 0,-0.0380472,-0.00439491, 0.174392, 0.171074
,,,1026, 1630.14, 1652.03, 1627.04, 1325.05, 1326.7,,1026, 1, 0.986749, 1.00191, 1.23025, 1.22872,,1026, 0,-0.0134287, 0.00190197, 0.187157, 0.186145
,,,1059, 1656.22, 1721.63, 1665.22, 1375.67, 1376.08,,1059, 1, 0.962005, 0.994594, 1.20394, 1.20357,,1059, 0,-0.0394959,-0.00543589, 0.169392, 0.16914
,,,1092, 1778.05, 1790.25, 1725.89, 1408.37, 1408.64,,1092, 1, 0.993184, 1.03022, 1.26248, 1.26224,,1092, 0,-0.00686308, 0.0293356, 0.207911, 0.207758
,,,1125, 1802.79, 1817.42, 1758.81, 1458.23, 1459.66,,1125, 1, 0.991949, 1.025, 1.23629, 1.23507,,1125, 0,-0.00811643, 0.0243935, 0.191125, 0.190332
,,,1158, 1828.68, 1895.45, 1831.66, 1497.83, 1502.63,,1158, 1, 0.964774, 0.998371, 1.22089, 1.21698,,1158, 0,-0.036512,-0.00163148, 0.180922, 0.178294
,,,1191, 1899.67, 1915.34, 1861.9, 1525.55, 1528.63,,1191, 1, 0.991821, 1.02029, 1.24523, 1.24273,,1191, 0,-0.00824669, 0.0198835, 0.196939, 0.195319
,,,1224, 1968.53, 1993.05, 1920.07, 1575.96, 1578.16,,1224, 1, 0.987694, 1.02524, 1.24909, 1.24735,,1224, 0,-0.0124596, 0.0246139, 0.19942, 0.198301
,,,1257, 2036.92, 2019.92, 1953.26, 1609.46, 1612.84,,1257, 1, 1.00842, 1.04283, 1.26559, 1.26295,,1257, 0, 0.00834692, 0.0410748, 0.209857, 0.2082
,,,1290, 2021.67, 2093.53, 2018.76, 1664.14, 1667.48,,1290, 1, 0.965675, 1.00144, 1.21484, 1.21241,,1290, 0,-0.0355447, 0.001436, 0.176848, 0.175198
,,,1323, 2145.72, 2121.71, 2051.99, 1694.32, 1696.18,,1323, 1, 1.01131, 1.04568, 1.26642, 1.26503,,1323, 0, 0.0111864, 0.0436807, 0.210371, 0.209505
,,,1356, 2166.71, 2196.15, 2107.59, 1729.19, 1751.72,,1356, 1, 0.986593, 1.02805, 1.25302, 1.2369,,1356, 0,-0.0135895, 0.0272847, 0.201928, 0.19153
,,,1389, 2238.81, 2222.21, 2145.3, 1773.58, 1777.09,,1389, 1, 1.00747, 1.04359, 1.26231, 1.25982,,1389, 0, 0.00741568, 0.04177, 0.207802, 0.206234
,,,1422, 2274.2, 2289.61, 2212.58, 1841.59, 1841.8,,1422, 1, 0.993267, 1.02785, 1.23491, 1.23477,,1422, 0,-0.00677845, 0.0270942, 0.190224, 0.190132
,,,1455, 2341.98, 2324.21, 2240.28, 1866.88, 1863.27,,1455, 1, 1.00765, 1.0454, 1.25449, 1.25692,,1455, 0, 0.00759083, 0.0434268, 0.202865, 0.204405
,,,1488, 2367.7, 2395.1, 2301.47, 1901.38, 1896.83,,1488, 1, 0.988559, 1.02878, 1.24525, 1.24824,,1488, 0,-0.0115735, 0.027971, 0.196948, 0.198873
,,,1521, 2439.6, 2467.38, 2338.04, 1943.31, 1945.62,,1521, 1, 0.98874, 1.04344, 1.25538, 1.25389,,1521, 0,-0.0113878, 0.0416287, 0.203429, 0.202483
,,,1554, 2473.76, 2511.95, 2403.83, 1990.12, 1991,,1554, 1, 0.984797, 1.02909, 1.24302, 1.24247,,1554, 0,-0.0154381, 0.0282677, 0.195506, 0.19515
,,,1587, 2549.63, 2586.36, 2438.94, 2033.12, 2031.72,,1587, 1, 0.9858, 1.04539, 1.25405, 1.25491,,1587, 0,-0.0144046, 0.043416, 0.202582, 0.203133
,,,1620, 2581.79, 2617.26, 2489.13, 2059.55, 2068.12,,1620, 1, 0.986446, 1.03723, 1.25357, 1.24838,,1620, 0,-0.01374, 0.0358909, 0.20228, 0.198959
,,,1653, 2660.32, 2694.34, 2526.96, 2094.79, 2099.02,,1653, 1, 0.987373, 1.05277, 1.26997, 1.26741,,1653, 0,-0.0127883, 0.0501291, 0.212578, 0.210987
,,,1686, 2691.36, 2789.25, 2594.67, 2153.1, 2158.92,,1686, 1, 0.964901, 1.03726, 1.24999, 1.24662,,1686, 0,-0.0363753, 0.0359231, 0.199995, 0.19783
,,,1719, 2775.04, 2815.22, 2629.61, 2181.54, 2177.62,,1719, 1, 0.985727, 1.0553, 1.27206, 1.27435,,1719, 0,-0.01448, 0.0524066, 0.213871, 0.215285
,,,1752, 2808.75, 2843.82, 2685.64, 2230.35, 2238.38,,1752, 1, 0.987669, 1.04584, 1.25933, 1.25481,,1752, 0,-0.012485, 0.0438301, 0.205928, 0.20307
,,,1785, 2893.39, 2931.33, 2726.36, 2261.55, 2266.03,,1785, 1, 0.987057, 1.06127, 1.27938, 1.27685,,1785, 0,-0.0131122, 0.0577283, 0.218374, 0.216825
,,,1818, 2923.71, 2967.57, 2790.22, 2322.32, 2326.51,,1818, 1, 0.98522, 1.04784, 1.25896, 1.25669,,1818, 0,-0.0150014, 0.0456575, 0.205695, 0.20426
,,,1851, 3001.71, 3044.42, 2822.04, 2355.27, 2349.7,,1851, 1, 0.985972, 1.06367, 1.27447, 1.27749,,1851, 0,-0.0142275, 0.0598573, 0.215359, 0.217215
,,,1884, 3039.23, 3077.96, 2877.77, 2384.37, 2381.61,,1884, 1, 0.987416, 1.0561, 1.27465, 1.27613,,1884, 0,-0.0127444, 0.0531238, 0.215469, 0.216378
,,,1917, 3079.32, 3117.29, 2907.41, 2441.45, 2439.81,,1917, 1, 0.987822, 1.05913, 1.26127, 1.26212,,1917, 0,-0.0123284, 0.0558297, 0.207148, 0.207682
,,,1950, 3108.76, 3155.77, 2984.88, 2478.58, 2508.51,,1950, 1, 0.985104, 1.0415, 1.25425, 1.23928,,1950, 0,-0.0151212, 0.0398467, 0.202712, 0.193082
,,,1983, 3154.69, 3195.64, 3018.76, 2528.31, 2527.13,,1983, 1, 0.987184, 1.04503, 1.24775, 1.24833,,1983, 0,-0.0129825, 0.0430872, 0.198556, 0.19893
,,,2016, 3180.81, 3275.99, 3069.35, 2563.88, 2562.48,,2016, 1, 0.970947, 1.03631, 1.24062, 1.2413,,2016, 0,-0.0299218, 0.0350414, 0.193953, 0.194395
,,,2049, 3274.83, 3322.27, 3134.63, 2631.02, 2633.66,,2049, 1, 0.985719, 1.04472, 1.2447, 1.24345,,2049, 0,-0.0144874, 0.0428099, 0.196593, 0.195786

