name,ptest -- strcmp,ticks,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare (%),bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw
testmask,0,,333, 5302.62, 3874.95, 4155.54, 3389.28, 3889.7, 3877.17, 3548.72, 2353.59, 2305.48, 3123.7,,333, 1, 1.36844, 1.27604, 1.56453, 1.36324, 1.36765, 1.49423, 2.25299, 2.30001, 1.69755,,333, 0, 0.269239, 0.216324, 0.360829, 0.266456, 0.26882, 0.330761, 0.556145, 0.565219, 0.410914
clock,500,,366, 5784.36, 4230.71, 4540.95, 3649.79, 4219.03, 4225.36, 3874.27, 2502.81, 2554.53, 3414.84,,366, 1, 1.36723, 1.27382, 1.58485, 1.37102, 1.36896, 1.49302, 2.31115, 2.26435, 1.69389,,366, 0, 0.268595, 0.214961, 0.369025, 0.270615, 0.269519, 0.330217, 0.567315, 0.558373, 0.409643
=====,,,399, 6286.78, 4551.48, 4911.22, 3929.09, 4576.3, 4525.61, 4179.94, 2761.46, 2734.16, 3768.28,,399, 1, 1.38126, 1.28009, 1.60006, 1.37377, 1.38916, 1.50404, 2.27661, 2.29935, 1.66834,,399, 0, 0.276024, 0.218802, 0.375023, 0.272076, 0.280139, 0.335122, 0.560751, 0.565094, 0.400603
Totals:,,,432, 6803.66, 4891.15, 5319.48, 4254.03, 4898.05, 4900.87, 4476.62, 2930.71, 2948.88, 4019.47,,432, 1, 1.39101, 1.27901, 1.59934, 1.38905, 1.38826, 1.51982, 2.32151, 2.3072, 1.69267,,432, 0, 0.281099, 0.218144, 0.374743, 0.280085, 0.279672, 0.342028, 0.569245, 0.566574, 0.409219
total_bytes, 64638,,465, 7266.95, 5248.83, 5683.62, 4453.85, 5314.54, 5254.34, 4779.46, 3155.66, 3161.28, 4299.22,,465, 1, 1.38449, 1.27858, 1.63161, 1.36737, 1.38304, 1.52045, 2.30283, 2.29874, 1.69029,,465, 0, 0.277711, 0.217881, 0.387108, 0.26867, 0.276954, 0.342302, 0.565751, 0.564979, 0.408387
best_test,i686_r2,,498, 7692.63, 5608.44, 6075.97, 4812.44, 5574.44, 5629.77, 5161.56, 3304.68, 3286.19, 4613.32,,498, 1, 1.37162, 1.26607, 1.59849, 1.37998, 1.36642, 1.49037, 2.3278, 2.3409, 1.66748,,498, 0, 0.270933, 0.210157, 0.37441, 0.275353, 0.268161, 0.329025, 0.57041, 0.572813, 0.400293
best_total, 369141,,531, 8192.2, 5910.02, 6474.83, 5154.62, 5911.16, 5958.91, 5352.64, 3596.42, 3574.72, 4888.81,,531, 1, 1.38615, 1.26524, 1.58929, 1.38589, 1.37478, 1.5305, 2.27788, 2.2917, 1.6757,,531, 0, 0.278579, 0.209634, 0.370789, 0.27844, 0.272612, 0.346617, 0.560995, 0.563643, 0.403236
worst_test,local,,564, 8763.42, 6122.8, 6845.94, 5415.72, 6266.97, 6281.94, 5789.83, 3700.29, 3668.3, 5147.43,,564, 1, 1.43128, 1.28009, 1.61815, 1.39835, 1.39502, 1.51359, 2.36831, 2.38896, 1.70248,,564, 0, 0.301322, 0.218805, 0.382009, 0.284871, 0.283163, 0.339319, 0.577757, 0.581407, 0.412623
worst_total, 876650,,597, 9123.35, 6578.15, 7247.93, 5759.55, 6587.36, 6744.91, 6160.41, 3957.6, 3822.85, 5305.6,,597, 1, 1.38692, 1.25875, 1.58404, 1.38498, 1.35263, 1.48096, 2.30527, 2.38653, 1.71957,,597, 0, 0.278977, 0.205563, 0.368702, 0.277967, 0.260698, 0.324764, 0.566212, 0.580982, 0.41846
total_local, 876650,,630, 9491.74, 7010.98, 7667.86, 6087.57, 6947.47, 7022.33, 6416.09, 4017.29, 4026.5, 5699.88,,630, 1, 1.35384, 1.23786, 1.5592, 1.36622, 1.35165, 1.47937, 2.36272, 2.35732, 1.66525,,630, 0, 0.26136, 0.192155, 0.358645, 0.268051, 0.260164, 0.324035, 0.57676, 0.575789, 0.399491
total_local_gg, 627175,,663, 10019.2, 7365.32, 7897.67, 6227.13, 7113.92, 7424.92, 6809.98, 4255.89, 4315.09, 5972.76,,663, 1, 1.36032, 1.26862, 1.60895, 1.40839, 1.3494, 1.47125, 2.35419, 2.32189, 1.67747,,663, 0, 0.264877, 0.211744, 0.378478, 0.289968, 0.258928, 0.320304, 0.575225, 0.569317, 0.403866
total_generic, 686202,,696, 10517.7, 7630.44, 8341.44, 6666.46, 7606.98, 7753.37, 7042.63, 4454.78, 4419.21, 6165.83,,696, 1, 1.37838, 1.26089, 1.5777, 1.38263, 1.35653, 1.49343, 2.36098, 2.37998, 1.7058,,696, 0, 0.274511, 0.20691, 0.366165, 0.276742, 0.262823, 0.330399, 0.576447, 0.579829, 0.413763
total_i386, 541609,,729, 10953.2, 7890.93, 8679.02, 7026.3, 7893.89, 8018.62, 7412.04, 4623.91, 4547.63, 6546.91,,729, 1, 1.38808, 1.26203, 1.55889, 1.38756, 1.36597, 1.47776, 2.36882, 2.40856, 1.67304,,729, 0, 0.27958, 0.207629, 0.358518, 0.279309, 0.267922, 0.323301, 0.577849, 0.584814, 0.402285
total_i486, 627519,,762, 11538.9, 8237.9, 9074.31, 7135.29, 8185.21, 8386.81, 7732.91, 4925.09, 4772.07, 6720.54,,762, 1, 1.4007, 1.2716, 1.61715, 1.40972, 1.37584, 1.49218, 2.34287, 2.418, 1.71696,,762, 0, 0.286074, 0.213588, 0.38163, 0.29064, 0.273169, 0.329838, 0.573174, 0.586435, 0.417574
total_i686, 632628,,795, 11962.2, 8546.86, 9498.88, 7485.08, 8596.43, 8701.43, 7994.47, 5005.28, 4956.09, 7197.62,,795, 1, 1.3996, 1.25932, 1.59813, 1.39153, 1.37473, 1.4963, 2.38991, 2.41363, 1.66196,,795, 0, 0.285508, 0.205922, 0.37427, 0.281364, 0.272587, 0.331687, 0.581574, 0.585686, 0.398301
total_i686_1i, 579755,,828, 12453, 8905.86, 9780.11, 7766.5, 8824.21, 8579.44, 8251.81, 5223.33, 5184.39, 7255.72,,828, 1, 1.39829, 1.27329, 1.60342, 1.41123, 1.45149, 1.50912, 2.3841, 2.40201, 1.7163,,828, 0, 0.28484, 0.214636, 0.376333, 0.291396, 0.311053, 0.337362, 0.580555, 0.583682, 0.41735
total_i686_1iu, 370832,,861, 12736.9, 9286.22, 10023.6, 7969.46, 9152.72, 9299.38, 8566.42, 5298.39, 5343.74, 7706.02,,861, 1, 1.3716, 1.27069, 1.59822, 1.3916, 1.36966, 1.48685, 2.40393, 2.38353, 1.65286,,861, 0, 0.270922, 0.213029, 0.374304, 0.281404, 0.26989, 0.327435, 0.584014, 0.580453, 0.394987
total_i686_r2, 369141,,894, 13296, 9441.25, 10439.2, 8335.1, 9541.8, 9609.86, 8886.7, 5549.75, 5500.97, 7865.64,,894, 1, 1.40829, 1.27366, 1.59518, 1.39345, 1.38358, 1.49617, 2.39578, 2.41703, 1.69039,,894, 0, 0.289918, 0.214862, 0.373112, 0.282355, 0.277236, 0.331626, 0.582599, 0.586268, 0.40842
total_1dw, 512262,,927, 13918.5, 9562.3, 10765.3, 8661.53, 9726.34, 9886.26, 9164.1, 5890.61, 5693.55, 8055.67,,927, 1, 1.45556, 1.2929, 1.60693, 1.43101, 1.40786, 1.5188, 2.36282, 2.4446, 1.72779,,927, 0, 0.312977, 0.226544, 0.377695, 0.301192, 0.289702, 0.341587, 0.576778, 0.590935, 0.421224
ratio_local, 1,,960, 14179.4, 10202.6, 11244.7, 8845.13, 10161.1, 10265.2, 9426.27, 5924.23, 5878.67, 8487.52,,960, 1, 1.38979, 1.26099, 1.60307, 1.39546, 1.3813, 1.50424, 2.39346, 2.41201, 1.67062,,960, 0, 0.280465, 0.206969, 0.376199, 0.283391, 0.276045, 0.335213, 0.582195, 0.585407, 0.401418
ratio_local_gg, 1.39778,,993, 14683.9, 10537, 11475.3, 8863.15, 10503.6, 10560.6, 9661.67, 6092.4, 6120.53, 8477.54,,993, 1, 1.39356, 1.27962, 1.65674, 1.39799, 1.39045, 1.51981, 2.4102, 2.39913, 1.7321,,993, 0, 0.282415, 0.218516, 0.396405, 0.284689, 0.280809, 0.342024, 0.585097, 0.583182, 0.422665
ratio_generic, 1.27754,,1026, 15104.5, 10765, 11802.5, 9282, 10735.2, 10825.2, 9854.29, 6300.83, 6279.43, 8683.64,,1026, 1, 1.40312, 1.27978, 1.62729, 1.40701, 1.39532, 1.53279, 2.39723, 2.4054, 1.73942,,1026, 0, 0.287301, 0.218613, 0.385482, 0.289273, 0.283316, 0.347594, 0.582852, 0.584268, 0.425097
ratio_i386, 1.6186,,1059, 15382, 11003.4, 12210.9, 9405.05, 11115.1, 10991.7, 10157, 6530.52, 6472.33, 9076.85,,1059, 1, 1.39794, 1.25969, 1.63551, 1.38389, 1.39943, 1.51442, 2.3554, 2.37658, 1.69464,,1059, 0, 0.284661, 0.206156, 0.388569, 0.277398, 0.285422, 0.33968, 0.575444, 0.579227, 0.409905
ratio_i486, 1.39701,,1092, 15869.5, 11436.8, 12223.6, 9563.59, 11462, 11127.4, 10218.4, 6709.22, 6684.24, 9122.67,,1092, 1, 1.38758, 1.29826, 1.65937, 1.38454, 1.42616, 1.55304, 2.36533, 2.37417, 1.73957,,1092, 0, 0.27932, 0.22974, 0.397361, 0.277737, 0.298816, 0.3561, 0.577225, 0.5788, 0.425145
ratio_i686, 1.38573,,1125, 16302.7, 11758.5, 12894.9, 10052.4, 11752.6, 11809.9, 10555.2, 6874.72, 6779.52, 9368.94,,1125, 1, 1.38646, 1.26428, 1.62177, 1.38716, 1.38042, 1.54451, 2.3714, 2.4047, 1.74008,,1125, 0, 0.278739, 0.209036, 0.38339, 0.279104, 0.275585, 0.352546, 0.578308, 0.584148, 0.425314
ratio_i686_1i, 1.51211,,1158, 16867.4, 11985.3, 13214.6, 10028.2, 11928.5, 12088.7, 10898, 7037.27, 6982.17, 9632.67,,1158, 1, 1.40734, 1.27643, 1.682, 1.41404, 1.3953, 1.54775, 2.39687, 2.41578, 1.75106,,1158, 0, 0.289442, 0.216562, 0.405469, 0.292805, 0.28331, 0.353901, 0.582789, 0.586055, 0.428918
ratio_i686_1iu, 2.36401,,1191, 17070.2, 11963.9, 13666.4, 10263.1, 11982.6, 12126.5, 11126.2, 7146.1, 7068.22, 9770.84,,1191, 1, 1.42681, 1.24906, 1.66326, 1.42459, 1.40768, 1.53423, 2.38875, 2.41507, 1.74706,,1191, 0, 0.299135, 0.199399, 0.398769, 0.298043, 0.289611, 0.348209, 0.58137, 0.585933, 0.427609
ratio_i686_r2, 2.37484,,1224, 17657.2, 12699.6, 13569, 10462.7, 12613.4, 12762.5, 11562.4, 7328.54, 7304.93, 10030.6,,1224, 1, 1.39037, 1.30129, 1.68764, 1.39988, 1.38352, 1.52713, 2.40938, 2.41717, 1.76034,,1224, 0, 0.280768, 0.231533, 0.407455, 0.285653, 0.277207, 0.345176, 0.584955, 0.586292, 0.431929
ratio_1dw, 1.71133,,1257, 17918.9, 12594, 13929.7, 11044.4, 12561.2, 12596.1, 11863, 7494.69, 7440.25, 10180.2,,1257, 1, 1.42281, 1.28638, 1.62244, 1.42653, 1.42258, 1.51049, 2.39088, 2.40838, 1.76017,,1257, 0, 0.297167, 0.222624, 0.383644, 0.298997, 0.297051, 0.337964, 0.581744, 0.584782, 0.431872
,,,1290, 18307.5, 12990.2, 14468, 10906.7, 12964.1, 13367.7, 11745.3, 7665.49, 7657.41, 10422.7,,1290, 1, 1.40933, 1.26537, 1.67854, 1.41216, 1.36953, 1.55871, 2.3883, 2.39082, 1.7565,,1290, 0, 0.290443, 0.209719, 0.404246, 0.291866, 0.269824, 0.358444, 0.581292, 0.581733, 0.430685
,,,1323, 18583, 13530.2, 14353.8, 11139, 13210.1, 13331.4, 12023.3, 7765.57, 7775.21, 10613.1,,1323, 1, 1.37345, 1.29463, 1.66828, 1.40672, 1.39392, 1.54558, 2.39299, 2.39003, 1.75094,,1323, 0, 0.271905, 0.22758, 0.400582, 0.289125, 0.282599, 0.352992, 0.582113, 0.581594, 0.428879
,,,1356, 18820.6, 13496.4, 14562.9, 11494.4, 13525.6, 13547.1, 12638.8, 7912.58, 7992.35, 10719.8,,1356, 1, 1.39449, 1.29237, 1.63737, 1.39148, 1.38928, 1.48912, 2.37857, 2.35483, 1.75569,,1356, 0, 0.282893, 0.226227, 0.389264, 0.281341, 0.280201, 0.328461, 0.579579, 0.575341, 0.430422
,,,1389, 19266.2, 13520.8, 14877.9, 11507.2, 13613.6, 13825.3, 12461.4, 8141.49, 8082.57, 10960.5,,1389, 1, 1.42494, 1.29495, 1.67428, 1.41522, 1.39355, 1.54607, 2.36642, 2.38367, 1.75778,,1389, 0, 0.298214, 0.22777, 0.402728, 0.293395, 0.282407, 0.353198, 0.577421, 0.580479, 0.431101
,,,1422, 19480.9, 13979.5, 15196.4, 11812.5, 13978.4, 14129.6, 12811.7, 8300.21, 7991.16, 11182,,1422, 1, 1.39354, 1.28194, 1.64918, 1.39364, 1.37873, 1.52056, 2.34704, 2.43781, 1.74216,,1422, 0, 0.282402, 0.219932, 0.393637, 0.282456, 0.274696, 0.342346, 0.573931, 0.589795, 0.426
,,,1455, 19833.5, 14057.5, 15617.7, 12097.1, 14102.1, 14266.3, 13090.4, 8322.46, 8305.09, 11349.1,,1455, 1, 1.41089, 1.26993, 1.63953, 1.40642, 1.39024, 1.51512, 2.38313, 2.38811, 1.74758,,1455, 0, 0.291227, 0.212557, 0.390067, 0.288976, 0.280698, 0.339986, 0.580384, 0.581259, 0.427781
,,,1488, 20151.4, 14245.5, 15827.8, 12104.5, 14275.6, 14339.4, 13198.4, 8385.2, 8314.04, 11600.8,,1488, 1, 1.41458, 1.27317, 1.66479, 1.4116, 1.40532, 1.5268, 2.40321, 2.42378, 1.73708,,1488, 0, 0.293077, 0.214558, 0.399323, 0.291584, 0.288417, 0.345037, 0.58389, 0.587421, 0.42432
,,,1521, 20025.4, 14672.9, 15930.1, 12420.7, 14673.2, 14647.1, 13344.9, 8580.65, 8533.46, 11655.1,,1521, 1, 1.36479, 1.25708, 1.61226, 1.36476, 1.36719, 1.5006, 2.33378, 2.34669, 1.71816,,1521, 0, 0.267286, 0.204504, 0.379754, 0.267268, 0.268574, 0.333599, 0.571511, 0.573868, 0.417982
,,,1554, 20695.4, 14685.8, 16104.9, 12855.5, 14785.5, 14952.5, 13604.4, 8688.35, 8666.06, 11871.9,,1554, 1, 1.40922, 1.28504, 1.60984, 1.39971, 1.38408, 1.52123, 2.38197, 2.3881, 1.74322,,1554, 0, 0.290385, 0.221815, 0.378822, 0.285569, 0.277496, 0.342639, 0.58018, 0.581257, 0.426351
,,,1587, 20787.7, 15060.7, 16344.1, 12885.3, 15108.8, 15284.6, 13853.6, 8818.78, 8780.93, 12181,,1587, 1, 1.38026, 1.27188, 1.61329, 1.37587, 1.36004, 1.50053, 2.35721, 2.36737, 1.70657,,1587, 0, 0.275499, 0.213762, 0.380148, 0.273188, 0.264729, 0.333568, 0.57577, 0.577591, 0.414028
,,,1620, 20740.6, 15137, 16559.7, 12857.4, 15246.7, 15329.4, 13930.8, 8787.11, 8772.05, 12318.8,,1620, 1, 1.37019, 1.25247, 1.61313, 1.36034, 1.35299, 1.48883, 2.36034, 2.3644, 1.68365,,1620, 0, 0.270173, 0.201579, 0.380088, 0.264888, 0.260898, 0.328333, 0.576333, 0.577059, 0.406053
,,,1653, 20896, 15309.8, 16680, 13337.9, 15360, 15537.2, 14086.7, 8945.36, 9015.52, 12535.6,,1653, 1, 1.36488, 1.25276, 1.56667, 1.36042, 1.3449, 1.48339, 2.33596, 2.31778, 1.66693,,1653, 0, 0.267333, 0.201761, 0.361703, 0.264934, 0.256453, 0.325869, 0.571911, 0.568554, 0.400096
,,,1686, 21195.8, 15489.6, 16613.7, 13357.1, 15465.8, 15684.4, 14399.9, 8978.97, 9089.61, 12756.4,,1686, 1, 1.36839, 1.2758, 1.58686, 1.37049, 1.35139, 1.47194, 2.36061, 2.33187, 1.66159,,1686, 0, 0.269213, 0.216178, 0.369825, 0.270336, 0.260021, 0.320624, 0.57638, 0.57116, 0.398165
,,,1719, 20943.9, 15569.4, 16932, 13472.5, 15617.3, 15762.1, 14361.7, 9314.91, 9033.75, 12860.6,,1719, 1, 1.3452, 1.23695, 1.55457, 1.34107, 1.32875, 1.45832, 2.24843, 2.31841, 1.62853,,1719, 0, 0.256616, 0.191557, 0.356733, 0.254327, 0.247414, 0.314279, 0.555245, 0.568669, 0.385948
,,,1752, 21798.2, 15654.1, 16941.8, 13713.9, 15665, 16000.3, 14685.3, 9346.04, 9264.46, 13078,,1752, 1, 1.39249, 1.28665, 1.5895, 1.39152, 1.36237, 1.48435, 2.33235, 2.35288, 1.66678,,1752, 0, 0.281864, 0.22279, 0.370871, 0.281362, 0.265982, 0.326305, 0.571247, 0.57499, 0.400042
,,,1785, 22305.9, 15891.2, 17347.5, 13841.2, 15732.3, 16022, 14712.8, 9297.78, 9283.44, 13036.3,,1785, 1, 1.40366, 1.28583, 1.61156, 1.41784, 1.39221, 1.51609, 2.39906, 2.40276, 1.71106,,1785, 0, 0.287578, 0.22229, 0.379482, 0.294704, 0.281715, 0.340409, 0.58317, 0.583812, 0.415568
,,,1818, 22396.7, 15897.8, 17488.2, 13938.1, 16002.8, 16238.2, 14758.4, 9374.15, 9417.57, 13122.3,,1818, 1, 1.40879, 1.28067, 1.60687, 1.39955, 1.37926, 1.51756, 2.3892, 2.37818, 1.70677,,1818, 0, 0.290171, 0.21916, 0.377671, 0.285484, 0.274974, 0.341046, 0.58145, 0.579511, 0.414097
,,,1851, 22244, 15911.5, 17298.3, 14240.1, 15623.1, 15915.4, 14900.1, 9503.94, 9438.39, 13094.3,,1851, 1, 1.39798, 1.28591, 1.56208, 1.4238, 1.39764, 1.49288, 2.34051, 2.35676, 1.69875,,1851, 0, 0.284684, 0.222339, 0.359826, 0.297652, 0.284509, 0.330154, 0.572742, 0.575689, 0.411334
,,,1884, 23044.2, 16230.5, 17759.6, 14293.3, 16328.5, 16233.8, 15056.8, 9567.82, 9701, 13380.2,,1884, 1, 1.41981, 1.29757, 1.61225, 1.41129, 1.41952, 1.53049, 2.40852, 2.37545, 1.72226,,1884, 0, 0.29568, 0.229327, 0.379747, 0.291427, 0.295538, 0.346615, 0.584807, 0.579027, 0.419367
,,,1917, 22804.4, 16025.8, 17930.6, 14266.5, 16155.3, 16238, 15051.3, 9715.37, 9605.67, 13525.5,,1917, 1, 1.42298, 1.27181, 1.59846, 1.41157, 1.40439, 1.51511, 2.34725, 2.37405, 1.68602,,1917, 0, 0.297247, 0.213721, 0.374399, 0.291568, 0.287945, 0.339984, 0.573969, 0.578779, 0.406889
,,,1950, 23339.5, 15971.8, 17573.1, 14307.3, 16368.8, 15975.7, 14973.1, 9628.28, 9642.2, 13547.2,,1950, 1, 1.46129, 1.32814, 1.6313, 1.42585, 1.46094, 1.55876, 2.42406, 2.42056, 1.72283,,1950, 0, 0.315675, 0.247067, 0.386993, 0.298666, 0.31551, 0.358465, 0.587469, 0.586873, 0.419559
,,,1983, 23074.8, 16002.4, 17638.9, 14266.9, 16285.7, 16500.5, 15325.5, 9724.96, 9825.42, 13323.7,,1983, 1, 1.44197, 1.30818, 1.61737, 1.41688, 1.39843, 1.50565, 2.37274, 2.34848, 1.73187,,1983, 0, 0.306502, 0.235578, 0.381713, 0.294223, 0.284912, 0.335835, 0.578547, 0.574193, 0.422588
,,,2016, 23388.1, 16742.1, 18218.1, 14167.5, 16664.9, 16625.7, 15313.1, 9757.96, 9924.94, 13382.6,,2016, 1, 1.39697, 1.28378, 1.65082, 1.40343, 1.40675, 1.52732, 2.39682, 2.3565, 1.74765,,2016, 0, 0.284164, 0.221053, 0.394241, 0.287462, 0.289141, 0.34526, 0.582781, 0.575642, 0.427802
,,,2049, 23915.7, 16569.6, 18054.7, 14040.4, 16420.5, 16745.7, 15398.6, 9594.22, 9499.06, 13386.1,,2049, 1, 1.44335, 1.32463, 1.70335, 1.45646, 1.42817, 1.55311, 2.49272, 2.51769, 1.78661,,2049, 0, 0.307166, 0.245072, 0.412921, 0.313402, 0.299803, 0.356132, 0.598832, 0.602811, 0.440282

