name,ptest -- strcmp,ticks,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare (%),bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw
ratio_local_gg, 1.35749,,30, 617.208, 467.522, 492.292, 446.616, 464.999, 477.731, 425.596, 352.667, 350.559, 439.736,,30, 1, 1.32017, 1.25374, 1.38197, 1.32733, 1.29196, 1.45022, 1.75012, 1.76064, 1.40359,,30, 0, 0.24252, 0.202389, 0.276394, 0.246609, 0.225981, 0.310449, 0.428609, 0.432025, 0.287539
ratio_generic, 1.27487,,31, 634.567, 478.462, 498.147, 453.778, 475.433, 487.624, 434.374, 357.752, 354.671, 450.509,,31, 1, 1.32626, 1.27385, 1.39841, 1.33471, 1.30134, 1.46088, 1.77376, 1.78917, 1.40856,,31, 0, 0.246001, 0.21498, 0.284901, 0.250775, 0.231563, 0.31548, 0.436226, 0.441082, 0.290053
ratio_i386, 1.50279,,32, 645.938, 487.828, 511.841, 461.351, 483.56, 495.271, 442.182, 366.835, 362.565, 457.433,,32, 1, 1.32411, 1.26199, 1.4001, 1.3358, 1.30421, 1.4608, 1.76084, 1.78158, 1.41209,,32, 0, 0.244777, 0.207601, 0.285766, 0.251384, 0.233253, 0.315442, 0.432089, 0.438701, 0.291832
ratio_i486, 1.36222,,33, 662.411, 498.16, 519.269, 468.574, 494.722, 506.868, 450.436, 372.913, 369.078, 463.058,,33, 1, 1.32971, 1.27566, 1.41367, 1.33896, 1.30687, 1.4706, 1.77632, 1.79477, 1.43052,,33, 0, 0.247959, 0.216093, 0.292624, 0.25315, 0.234813, 0.320005, 0.437038, 0.442826, 0.300951
ratio_i686, 1.34188,,34, 677.496, 505.735, 534.593, 479.563, 504.947, 515.686, 459.292, 378.131, 374.053, 474.57,,34, 1, 1.33962, 1.26731, 1.41274, 1.34172, 1.31378, 1.47509, 1.7917, 1.81123, 1.4276,,34, 0, 0.253522, 0.210927, 0.292154, 0.254687, 0.238835, 0.322074, 0.441869, 0.447888, 0.299523
ratio_i686_1i, 1.49164,,35, 690.217, 519.212, 540.591, 485.204, 516.354, 526.927, 470.818, 381.96, 377.173, 481.072,,35, 1, 1.32935, 1.27678, 1.42253, 1.33671, 1.30989, 1.466, 1.80704, 1.82998, 1.43475,,35, 0, 0.247755, 0.21678, 0.297027, 0.251896, 0.236578, 0.31787, 0.446608, 0.453545, 0.303013
ratio_i686_1iu, 1.97733,,36, 706.456, 526.626, 553.213, 495.657, 523.734, 536.793, 478.031, 385.41, 381.622, 485.989,,36, 1, 1.34147, 1.27701, 1.42529, 1.34888, 1.31607, 1.47785, 1.833, 1.85119, 1.45365,,36, 0, 0.254551, 0.216918, 0.298389, 0.258645, 0.240161, 0.323339, 0.454445, 0.459808, 0.312075
ratio_i686_r2, 1.99151,,37, 725.852, 538.32, 564.895, 503.465, 530.896, 548.6, 490.311, 392.078, 386.192, 497.066,,37, 1, 1.34836, 1.28493, 1.44171, 1.36722, 1.3231, 1.48039, 1.85129, 1.87951, 1.46027,,37, 0, 0.258361, 0.221749, 0.30638, 0.268589, 0.244198, 0.324502, 0.459837, 0.467946, 0.315197
ratio_1dw, 1.54951,,38, 736.638, 544.965, 576.421, 508.385, 545.487, 554.317, 494.644, 398.327, 393.754, 504.73,,38, 1, 1.35172, 1.27795, 1.44898, 1.35042, 1.32891, 1.48923, 1.84933, 1.8708, 1.45947,,38, 0, 0.260199, 0.217497, 0.309858, 0.25949, 0.247503, 0.328511, 0.459263, 0.465471, 0.314819
,,,39, 747.328, 554.871, 585.478, 521.438, 550.641, 566.505, 504.983, 401.32, 399.617, 510.476,,39, 1, 1.34685, 1.27644, 1.43321, 1.3572, 1.31919, 1.47991, 1.86217, 1.87011, 1.46398,,39, 0, 0.257526, 0.216571, 0.302263, 0.263186, 0.241959, 0.324282, 0.462993, 0.465272, 0.316932
,,,40, 758.526, 568.073, 599.659, 526.24, 565.972, 575.997, 511.803, 405.96, 403.065, 521.257,,40, 1, 1.33526, 1.26493, 1.44141, 1.34022, 1.31689, 1.48207, 1.86847, 1.8819, 1.45519,,40, 0, 0.251083, 0.209442, 0.306234, 0.253853, 0.240636, 0.325267, 0.464804, 0.468621, 0.312803
,,,41, 776.465, 574.356, 607.749, 533.812, 574.443, 583.141, 518.957, 410.507, 408.781, 524.686,,41, 1, 1.35189, 1.27761, 1.45457, 1.35168, 1.33152, 1.4962, 1.89148, 1.89947, 1.47987,,41, 0, 0.260293, 0.217287, 0.31251, 0.260182, 0.24898, 0.331642, 0.471313, 0.473536, 0.324263
