name,ptest -- strcpy,ticks,bytes,local,lx_r3,lx_5a,lx_5a_r,compare,bytes,local,lx_r3,lx_5a,lx_5a_r,compare (%),bytes,local,lx_r3,lx_5a,lx_5a_r
=====,,,12, 172.513, 160.596, 172.268, 163.16,,12, 1, 1.0742, 1.00142, 1.05732,,12, 0, 0.0690751, 0.00142117, 0.0542157
Totals:,,,13, 179.661, 165.699, 175.889, 168.003,,13, 1, 1.08426, 1.02144, 1.06939,,13, 0, 0.0777107, 0.0209924, 0.0648859
total_bytes, 8256,,14, 186.302, 170.963, 179.318, 173.836,,14, 1, 1.08972, 1.03895, 1.07171,,14, 0, 0.0823335, 0.0374883, 0.0669143
best_test,lx_r3,,15, 193.127, 176.752, 182.669, 179.405,,15, 1, 1.09264, 1.05725, 1.07648,,15, 0, 0.084788, 0.0541473, 0.0710486
best_total, 46389.7,,16, 199.922, 179.92, 186.999, 182.786,,16, 1, 1.11117, 1.06911, 1.09375,,16, 0, 0.100049, 0.0646421, 0.0857157
worst_test,local,,17, 206.806, 183.48, 192.089, 186.286,,17, 1, 1.12713, 1.07662, 1.11016,,17, 0, 0.112794, 0.0711647, 0.0992257
worst_total, 68211.4,,18, 213.522, 186.979, 196.573, 189.687,,18, 1, 1.14196, 1.08622, 1.12565,,18, 0, 0.12431, 0.0793772, 0.111626
total_local, 68211.4,,19, 220.726, 190.684, 201.112, 193.181,,19, 1, 1.15755, 1.09753, 1.14259,,19, 0, 0.136106, 0.0888604, 0.124793
total_lx_r3, 46389.7,,20, 227.328, 195.811, 204.174, 198.514,,20, 1, 1.16096, 1.11341, 1.14515,,20, 0, 0.138641, 0.101855, 0.12675
total_lx_5a, 46970.2,,21, 234.149, 200.897, 206.891, 203.499,,21, 1, 1.16552, 1.13175, 1.15061,,21, 0, 0.142011, 0.116414, 0.130898
total_lx_5a_r, 46718.6,,22, 240.951, 205.71, 210.243, 208.103,,22, 1, 1.17132, 1.14606, 1.15785,,22, 0, 0.146261, 0.127446, 0.136327
ratio_local, 1,,23, 247.569, 210.404, 213.518, 212.818,,23, 1, 1.17664, 1.15947, 1.16329,,23, 0, 0.15012, 0.137539, 0.140368
ratio_lx_r3, 1.4704,,24, 254.787, 213.591, 217.575, 216.459,,24, 1, 1.19287, 1.17103, 1.17707,,24, 0, 0.161687, 0.146052, 0.150432
ratio_lx_5a, 1.45223,,25, 261.208, 217.329, 221.322, 219.852,,25, 1, 1.2019, 1.18021, 1.18811,,25, 0, 0.167985, 0.152696, 0.158327
ratio_lx_5a_r, 1.46005,,26, 268.498, 220.555, 224.656, 223.125,,26, 1, 1.21737, 1.19515, 1.20335,,26, 0, 0.178559, 0.163285, 0.168988
,,,27, 275.11, 223.625, 228.256, 226.338,,27, 1, 1.23023, 1.20527, 1.21549,,27, 0, 0.187146, 0.170312, 0.177285
,,,28, 282.166, 227.825, 231.541, 230.214,,28, 1, 1.23852, 1.21864, 1.22567,,28, 0, 0.192585, 0.179416, 0.184117
,,,29, 289.6, 232.04, 234.834, 235.011,,29, 1, 1.24806, 1.23321, 1.23228,,29, 0, 0.198756, 0.18911, 0.188498
,,,30, 295.971, 236.87, 238.351, 239.281,,30, 1, 1.24951, 1.24175, 1.23692,,30, 0, 0.199684, 0.194682, 0.19154
,,,31, 303.042, 241.155, 241.488, 243.992,,31, 1, 1.25663, 1.25489, 1.24202,,31, 0, 0.204218, 0.203119, 0.194859
,,,32, 309.733, 243.914, 246.006, 246.633,,32, 1, 1.26984, 1.25905, 1.25585,,32, 0, 0.212501, 0.205748, 0.203726
,,,33, 316.871, 247.305, 250.548, 249.673,,33, 1, 1.28129, 1.26471, 1.26914,,33, 0, 0.21954, 0.209305, 0.212068
,,,34, 323.417, 249.992, 255.23, 252.498,,34, 1, 1.29371, 1.26716, 1.28087,,34, 0, 0.227027, 0.210832, 0.219278
,,,35, 330.191, 252.865, 260.415, 255.345,,35, 1, 1.3058, 1.26794, 1.29312,,35, 0, 0.234184, 0.21132, 0.226674
,,,36, 336.97, 257.179, 262.82, 259.96,,36, 1, 1.31026, 1.28213, 1.29624,,36, 0, 0.23679, 0.220049, 0.228537
,,,37, 343.474, 261.527, 266.192, 264.254,,37, 1, 1.31334, 1.29033, 1.29979,,37, 0, 0.238585, 0.225002, 0.230644
,,,38, 350.616, 265.597, 268.915, 268.678,,38, 1, 1.32011, 1.30382, 1.30497,,38, 0, 0.242486, 0.233021, 0.233698
,,,39, 357.311, 269.77, 272.092, 273.185,,39, 1, 1.3245, 1.3132, 1.30794,,39, 0, 0.244998, 0.238499, 0.235441
,,,40, 364.106, 273.401, 276.379, 276.432,,40, 1, 1.33177, 1.31742, 1.31716,,40, 0, 0.249117, 0.240939, 0.240791
,,,41, 371.178, 277.301, 280.076, 279.765,,41, 1, 1.33854, 1.32528, 1.32675,,41, 0, 0.252917, 0.245441, 0.246278
,,,42, 377.851, 280.418, 283.371, 282.838,,42, 1, 1.34746, 1.33341, 1.33593,,42, 0, 0.257862, 0.250046, 0.251456
,,,43, 384.769, 283.61, 286.971, 286.019,,43, 1, 1.35668, 1.34079, 1.34526,,43, 0, 0.262908, 0.254174, 0.256647
,,,44, 391.494, 287.541, 291.168, 290.072,,44, 1, 1.36152, 1.34457, 1.34964,,44, 0, 0.265529, 0.256265, 0.259063
,,,45, 398.475, 291.826, 294.275, 294.2,,45, 1, 1.36546, 1.35409, 1.35444,,45, 0, 0.267643, 0.261497, 0.261687
,,,46, 405.202, 295.75, 297.74, 298.244,,46, 1, 1.37008, 1.36093, 1.35863,,46, 0, 0.270118, 0.265207, 0.263962
,,,47, 411.793, 299.91, 300.999, 302.852,,47, 1, 1.37305, 1.36809, 1.35972,,47, 0, 0.271695, 0.269052, 0.264553
,,,48, 419.114, 302.73, 305.162, 305.86,,48, 1, 1.38445, 1.37341, 1.37028,,48, 0, 0.277689, 0.271887, 0.270223
,,,49, 425.868, 306.203, 309.694, 308.944,,49, 1, 1.3908, 1.37513, 1.37846,,49, 0, 0.280991, 0.272794, 0.274554
,,,50, 432.481, 309.243, 314.217, 311.648,,50, 1, 1.39852, 1.37638, 1.38772,,50, 0, 0.284956, 0.273456, 0.279396
,,,51, 439.542, 312.274, 318.274, 314.735,,51, 1, 1.40756, 1.38102, 1.39655,,51, 0, 0.289548, 0.275897, 0.283948
,,,52, 446.568, 316.337, 321.691, 318.976,,52, 1, 1.41168, 1.38819, 1.4,,52, 0, 0.291625, 0.279636, 0.285716
,,,53, 453.345, 320.457, 324.561, 323.267,,53, 1, 1.41468, 1.39679, 1.40238,,53, 0, 0.293127, 0.284075, 0.286928
,,,54, 460.303, 324.726, 327.862, 327.419,,54, 1, 1.41751, 1.40395, 1.40585,,54, 0, 0.294538, 0.287725, 0.288688
,,,55, 466.954, 328.764, 330.918, 331.387,,55, 1, 1.42033, 1.41109, 1.40909,,55, 0, 0.295938, 0.291326, 0.290321
,,,56, 473.533, 331.955, 334.969, 334.598,,56, 1, 1.4265, 1.41366, 1.41523,,56, 0, 0.298982, 0.292618, 0.293401
,,,57, 481.327, 335.664, 338.797, 338.334,,57, 1, 1.43396, 1.42069, 1.42264,,57, 0, 0.302628, 0.296118, 0.29708
,,,58, 487.506, 338.844, 342.266, 341.395,,58, 1, 1.43873, 1.42435, 1.42798,,58, 0, 0.304944, 0.297924, 0.299711
,,,59, 494.549, 341.825, 345.732, 344.554,,59, 1, 1.44679, 1.43044, 1.43533,,59, 0, 0.308815, 0.300915, 0.303297
,,,60, 501.085, 346.248, 349.914, 348.644,,60, 1, 1.44719, 1.43202, 1.43724,,60, 0, 0.309004, 0.301688, 0.304222
,,,61, 508.471, 350.49, 352.872, 352.97,,61, 1, 1.45074, 1.44095, 1.44055,,61, 0, 0.310699, 0.306013, 0.305821
,,,62, 514.985, 354.431, 356.085, 357.318,,62, 1, 1.45299, 1.44624, 1.44125,,62, 0, 0.311764, 0.308553, 0.306159
,,,63, 521.843, 359.246, 359.617, 361.443,,63, 1, 1.4526, 1.45111, 1.44377,,63, 0, 0.311581, 0.310871, 0.307371
,,,64, 528.699, 361.68, 363.383, 364.382,,64, 1, 1.46179, 1.45494, 1.45095,,64, 0, 0.315906, 0.312685, 0.310795
,,,65, 536.059, 364.916, 368.381, 367.523,,65, 1, 1.46899, 1.45518, 1.45857,,65, 0, 0.319261, 0.312798, 0.314399
,,,66, 542.638, 368.099, 372.873, 370.46,,66, 1, 1.47416, 1.45529, 1.46477,,66, 0, 0.321649, 0.312852, 0.317298
,,,67, 549.116, 370.755, 377.465, 373.617,,67, 1, 1.48107, 1.45475, 1.46973,,67, 0, 0.324814, 0.312595, 0.319602
,,,68, 556.114, 375.168, 380.496, 377.683,,68, 1, 1.48231, 1.46155, 1.47243,,68, 0, 0.325375, 0.315794, 0.320853
,,,69, 562.352, 379.435, 383.657, 381.881,,69, 1, 1.48208, 1.46577, 1.47258,,69, 0, 0.325272, 0.317763, 0.320921
,,,70, 569.64, 383.619, 386.367, 385.977,,70, 1, 1.48491, 1.47435, 1.47584,,70, 0, 0.326559, 0.321736, 0.322421
,,,71, 576.538, 387.667, 389.849, 390.749,,71, 1, 1.4872, 1.47888, 1.47547,,71, 0, 0.327596, 0.323811, 0.32225
,,,72, 583.278, 391.377, 393.808, 393.854,,72, 1, 1.49032, 1.48112, 1.48095,,72, 0, 0.329003, 0.324837, 0.324757
,,,73, 590.547, 394.826, 397.784, 397.018,,73, 1, 1.49571, 1.48459, 1.48746,,73, 0, 0.331423, 0.326415, 0.327711
,,,74, 596.99, 397.67, 401.545, 400.473,,74, 1, 1.50122, 1.48673, 1.49071,,74, 0, 0.333875, 0.327385, 0.32918
,,,75, 603.863, 400.947, 405.539, 403.41,,75, 1, 1.50609, 1.48904, 1.4969,,75, 0, 0.33603, 0.328425, 0.331951
,,,76, 610.655, 404.801, 408.29, 407.497,,76, 1, 1.50853, 1.49564, 1.49855,,76, 0, 0.337104, 0.33139, 0.332689
,,,77, 617.977, 409.759, 411.472, 412.106,,77, 1, 1.50815, 1.50187, 1.49956,,77, 0, 0.336935, 0.334162, 0.333138
,,,78, 624.835, 414.078, 415.37, 416.59,,78, 1, 1.50898, 1.50428, 1.49988,,78, 0, 0.337301, 0.335232, 0.33328
,,,79, 631.192, 417.973, 418.573, 420.417,,79, 1, 1.51013, 1.50796, 1.50135,,79, 0, 0.337805, 0.336854, 0.333932
,,,80, 637.888, 420.757, 423.229, 423.358,,80, 1, 1.51605, 1.50719, 1.50673,,80, 0, 0.340391, 0.336515, 0.336313
,,,81, 645.191, 423.646, 427.238, 426.309,,81, 1, 1.52295, 1.51015, 1.51343,,81, 0, 0.34338, 0.337813, 0.339251
,,,82, 651.929, 426.601, 432.116, 429.599,,82, 1, 1.52819, 1.50869, 1.51753,,82, 0, 0.345633, 0.337174, 0.341034
,,,83, 658.736, 429.652, 436.585, 432.752,,83, 1, 1.53318, 1.50884, 1.5222,,83, 0, 0.347762, 0.337238, 0.343057
,,,84, 665.43, 434.623, 439.905, 437.512,,84, 1, 1.53105, 1.51267, 1.52094,,84, 0, 0.346854, 0.338917, 0.342512
,,,85, 671.92, 438.682, 442.856, 441.166,,85, 1, 1.53168, 1.51724, 1.52306,,85, 0, 0.347122, 0.34091, 0.343426
,,,86, 679.711, 443.006, 446.042, 445.168,,86, 1, 1.53432, 1.52387, 1.52686,,86, 0, 0.348244, 0.343777, 0.345063
,,,87, 686.229, 447.235, 449.089, 449.915,,87, 1, 1.53438, 1.52805, 1.52524,,87, 0, 0.348273, 0.34557, 0.344367
,,,88, 692.709, 450.612, 453.572, 452.542,,88, 1, 1.53726, 1.52723, 1.53071,,88, 0, 0.349493, 0.34522, 0.346707
,,,89, 699.536, 453.436, 456.934, 456.414,,89, 1, 1.54274, 1.53093, 1.53268,,89, 0, 0.351804, 0.346803, 0.347548
,,,90, 706.752, 456.523, 460.066, 459.262,,90, 1, 1.54812, 1.5362, 1.53888,,90, 0, 0.354054, 0.349041, 0.350179
,,,91, 714.534, 459.801, 463.837, 462.505,,91, 1, 1.55401, 1.54048, 1.54492,,91, 0, 0.356502, 0.350853, 0.352717
,,,92, 721.382, 464.723, 467.201, 467.04,,92, 1, 1.55229, 1.54405, 1.54458,,92, 0, 0.355789, 0.352353, 0.352576
,,,93, 728.089, 468.776, 470.613, 471.448,,93, 1, 1.55317, 1.54711, 1.54437,,93, 0, 0.356156, 0.353633, 0.352486
,,,94, 734.888, 472.749, 474.835, 475.262,,94, 1, 1.5545, 1.54767, 1.54628,,94, 0, 0.356705, 0.353867, 0.353287
,,,95, 741.406, 476.855, 477.966, 479.548,,95, 1, 1.55478, 1.55117, 1.54605,,95, 0, 0.356824, 0.355325, 0.35319
,,,96, 748.123, 480.578, 482.021, 482.543,,96, 1, 1.55672, 1.55206, 1.55038,,96, 0, 0.357622, 0.355693, 0.354995
,,,97, 754.984, 483.337, 486.824, 486.23,,97, 1, 1.56202, 1.55084, 1.55273,,97, 0, 0.359805, 0.355187, 0.355973
,,,98, 761.712, 486.231, 491.5, 488.574,,98, 1, 1.56656, 1.54977, 1.55905,,98, 0, 0.36166, 0.354743, 0.358584
,,,99, 769.638, 489.07, 495.92, 492.107,,99, 1, 1.57368, 1.55194, 1.56396,,99, 0, 0.364545, 0.355645, 0.360599
,,,100, 776.203, 493.812, 498.749, 496.129,,100, 1, 1.57186, 1.5563, 1.56452,,100, 0, 0.363811, 0.35745, 0.360826
,,,101, 783.15, 497.852, 502.097, 500.463,,101, 1, 1.57306, 1.55976, 1.56485,,101, 0, 0.364295, 0.358875, 0.360962
,,,102, 789.508, 501.746, 505.232, 504.39,,102, 1, 1.57352, 1.56266, 1.56527,,102, 0, 0.364482, 0.360068, 0.361134
,,,103, 796.52, 506.193, 508.479, 508.487,,103, 1, 1.57355, 1.56647, 1.56645,,103, 0, 0.364494, 0.361624, 0.361614
,,,104, 803.307, 509.02, 512.379, 512.531,,104, 1, 1.57815, 1.5678, 1.56733,,104, 0, 0.366345, 0.362163, 0.361974
,,,105, 809.971, 512.393, 516.432, 515.71,,105, 1, 1.58076, 1.5684, 1.57059,,105, 0, 0.367394, 0.362407, 0.363298
,,,106, 816.594, 516.19, 520.446, 518.808,,106, 1, 1.58196, 1.56903, 1.57398,,106, 0, 0.367874, 0.362662, 0.364668
,,,107, 823.183, 519.537, 523.639, 522.083,,107, 1, 1.58446, 1.57204, 1.57673,,107, 0, 0.368868, 0.363885, 0.365775
,,,108, 831.103, 523.666, 526.869, 526.178,,108, 1, 1.58709, 1.57744, 1.57951,,108, 0, 0.369915, 0.366061, 0.366891
,,,109, 837.67, 528.567, 530.23, 531.075,,109, 1, 1.58479, 1.57982, 1.57731,,109, 0, 0.369003, 0.367018, 0.366009
,,,110, 844.592, 532.596, 533.578, 534.897,,110, 1, 1.5858, 1.58288, 1.57898,,110, 0, 0.369405, 0.368242, 0.36668
,,,111, 851.168, 536.855, 537.03, 539.409,,111, 1, 1.58547, 1.58495, 1.57796,,111, 0, 0.369272, 0.369066, 0.366271
,,,112, 858.121, 539.307, 540.727, 542.216,,112, 1, 1.59116, 1.58698, 1.58262,,112, 0, 0.371526, 0.369871, 0.368136
,,,113, 864.9, 543.5, 546.531, 545.704,,113, 1, 1.59135, 1.58253, 1.58493,,113, 0, 0.371604, 0.368099, 0.369056
,,,114, 871.576, 545.64, 550.397, 548.922,,114, 1, 1.59735, 1.58354, 1.5878,,114, 0, 0.373961, 0.368504, 0.370197
,,,115, 879.063, 549.466, 555.036, 551.846,,115, 1, 1.59985, 1.58379, 1.59295,,115, 0, 0.374941, 0.368605, 0.372234
,,,116, 886.03, 553.51, 559.191, 556.03,,116, 1, 1.60075, 1.58449, 1.59349,,116, 0, 0.375292, 0.36888, 0.372448
,,,117, 892.808, 557.765, 561.573, 559.912,,117, 1, 1.60069, 1.58983, 1.59455,,117, 0, 0.375269, 0.371003, 0.372864
,,,118, 899.413, 561.905, 564.756, 564.439,,118, 1, 1.60065, 1.59257, 1.59346,,118, 0, 0.375254, 0.372084, 0.372436
,,,119, 906.084, 565.972, 567.815, 568.369,,119, 1, 1.60093, 1.59574, 1.59418,,119, 0, 0.375364, 0.373331, 0.372719
,,,120, 913.108, 569.137, 572.076, 571.802,,120, 1, 1.60437, 1.59613, 1.5969,,120, 0, 0.376704, 0.373485, 0.373785
,,,121, 919.756, 572.908, 575.409, 575.446,,121, 1, 1.60542, 1.59844, 1.59834,,121, 0, 0.377109, 0.374389, 0.37435
,,,122, 926.586, 575.543, 579.565, 578.783,,122, 1, 1.60993, 1.59876, 1.60092,,122, 0, 0.378856, 0.374516, 0.37536
,,,123, 933.608, 579.689, 583.44, 582.065,,123, 1, 1.61053, 1.60018, 1.60396,,123, 0, 0.379087, 0.375069, 0.376542
,,,124, 940.739, 583.518, 586.907, 586.179,,124, 1, 1.61218, 1.60287, 1.60487,,124, 0, 0.379724, 0.376121, 0.376895
,,,125, 947.644, 588.021, 589.928, 590.143,,125, 1, 1.61158, 1.60637, 1.60579,,125, 0, 0.379491, 0.377479, 0.377252
,,,126, 954.43, 592.68, 593.662, 594.601,,126, 1, 1.61036, 1.6077, 1.60516,,126, 0, 0.379022, 0.377993, 0.37701
,,,127, 961.387, 597.074, 596.483, 599.653,,127, 1, 1.61016, 1.61176, 1.60324,,127, 0, 0.378945, 0.379561, 0.376263
,,,128, 967.77, 599.761, 601.023, 602.457,,128, 1, 1.61359, 1.6102, 1.60637,,128, 0, 0.380265, 0.378961, 0.377479

