name,ptest -- memset,ticks,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare (%),bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA
,,,46, 96.2805, 97.2706, 127.862, 80.4744, 81.4527, 78.3983, 76.3982, 81.4039, 81.4038, 93.6174, 89.9366, 85.9785, 89.9332,,46, 1, 0.989821, 0.753001, 1.19641, 1.18204, 1.22809, 1.26025, 1.18275, 1.18275, 1.02845, 1.07054, 1.11982, 1.07058,,46, 0,-0.0102841,-0.328019, 0.164167, 0.154005, 0.18573, 0.206504, 0.154513, 0.154514, 0.0276593, 0.0658893, 0.106999, 0.0659252
,,,47, 97.2694, 98.3195, 129.031, 81.4944, 82.4556, 79.3955, 77.4049, 82.4064, 82.3937, 94.6151, 90.9548, 87.0015, 90.9519,,47, 1, 0.989319, 0.753847, 1.19357, 1.17966, 1.22513, 1.25663, 1.18036, 1.18054, 1.02805, 1.06943, 1.11802, 1.06946,,47, 0,-0.0107962,-0.326529, 0.162178, 0.152296, 0.183757, 0.204222, 0.152802, 0.152933, 0.027288, 0.0649188, 0.105562, 0.0649488
,,,48, 92.3388, 93.3334, 124.044, 77.4414, 77.4499, 74.3883, 72.416, 77.3935, 77.3928, 89.6328, 85.5026, 81.4959, 85.5004,,48, 1, 0.989343, 0.744406, 1.19237, 1.19224, 1.24131, 1.27512, 1.19311, 1.19312, 1.03019, 1.07995, 1.13305, 1.07998,,48, 0,-0.0107715,-0.343353, 0.161334, 0.161242, 0.194399, 0.215757, 0.161853, 0.16186, 0.0293056, 0.0740339, 0.117425, 0.0740575
,,,49, 96.2284, 97.2693, 127.799, 80.4854, 81.4535, 78.3963, 76.3975, 81.3993, 81.4217, 93.6198, 89.9551, 86.0184, 89.945,,49, 1, 0.989299, 0.752965, 1.1956, 1.18139, 1.22746, 1.25957, 1.18218, 1.18185, 1.02786, 1.06974, 1.11869, 1.06986,,49, 0,-0.0108173,-0.328083, 0.1636, 0.153539, 0.185309, 0.206081, 0.154102, 0.15387, 0.0271079, 0.0651915, 0.106101, 0.0652965
,,,50, 97.2734, 98.3279, 128.983, 81.4998, 82.4518, 79.4007, 77.3999, 82.4011, 82.3925, 94.6197, 90.9582, 86.9856, 90.9372,,50, 1, 0.989276, 0.754155, 1.19354, 1.17976, 1.22509, 1.25676, 1.18049, 1.18061, 1.02805, 1.06943, 1.11827, 1.06968,,50, 0,-0.0108407,-0.325988, 0.162157, 0.15237, 0.183736, 0.204305, 0.152891, 0.152979, 0.0272802, 0.064922, 0.105762, 0.0651382
,,,51, 98.3624, 99.3371, 130.271, 83.4548, 83.4574, 80.4007, 78.3982, 83.3912, 83.4037, 95.612, 91.9387, 87.5139, 91.9504,,51, 1, 0.990188, 0.755061, 1.17863, 1.17859, 1.2234, 1.25465, 1.17953, 1.17935, 1.02877, 1.06987, 1.12396, 1.06973,,51, 0,-0.00990902,-0.324397, 0.151557, 0.151532, 0.182607, 0.202965, 0.152205, 0.152077, 0.0279622, 0.0653067, 0.110291, 0.0651876
,,,52, 93.3376, 94.3322, 125.064, 78.4309, 78.4419, 75.3956, 73.3987, 78.3968, 78.3975, 90.427, 86.9627, 82.4992, 86.98,,52, 1, 0.989456, 0.746318, 1.19006, 1.18989, 1.23797, 1.27165, 1.19058, 1.19057, 1.03219, 1.07331, 1.13138, 1.07309,,52, 0,-0.0106562,-0.339911, 0.159707, 0.159589, 0.192227, 0.213621, 0.160073, 0.160065, 0.0311831, 0.0682995, 0.116121, 0.0681136
,,,53, 97.2631, 98.3126, 128.943, 81.4996, 82.4523, 79.3976, 77.3961, 82.4079, 82.3985, 94.6182, 90.9591, 87.0063, 90.9359,,53, 1, 0.989324, 0.754313, 1.19342, 1.17963, 1.22501, 1.25669, 1.18026, 1.1804, 1.02795, 1.06931, 1.11789, 1.06958,,53, 0,-0.0107908,-0.32571, 0.16207, 0.152275, 0.183682, 0.20426, 0.152732, 0.152829, 0.0271935, 0.064814, 0.105454, 0.0650529
,,,54, 98.3562, 99.3356, 130.32, 83.4504, 83.4457, 80.394, 78.4002, 83.4035, 83.4036, 95.6335, 91.9669, 87.5244, 91.9557,,54, 1, 0.990141, 0.754727, 1.17862, 1.17868, 1.22343, 1.25454, 1.17928, 1.17928, 1.02847, 1.06947, 1.12376, 1.0696,,54, 0,-0.00995763,-0.324982, 0.151549, 0.151597, 0.182625, 0.202895, 0.152026, 0.152025, 0.0276819, 0.0649612, 0.110129, 0.0650746
,,,55, 99.4095, 100.33, 131.028, 84.4528, 84.4509, 81.3996, 79.405, 84.3975, 84.4035, 96.6208, 92.502, 88.4927, 92.5009,,55, 1, 0.990823, 0.758689, 1.1771, 1.17713, 1.22125, 1.25193, 1.17787, 1.17779, 1.02886, 1.07467, 1.12336, 1.07469,,55, 0,-0.009262,-0.318064, 0.150456, 0.150475, 0.181169, 0.201233, 0.151012, 0.150952, 0.028053, 0.0694854, 0.109817, 0.0694969
,,,56, 94.3288, 95.2389, 125.864, 79.4294, 79.4391, 76.3944, 74.3987, 79.4007, 79.3947, 91.4224, 87.957, 83.5097, 87.9455,,56, 1, 0.990444, 0.749451, 1.18758, 1.18744, 1.23476, 1.26788, 1.18801, 1.1881, 1.03179, 1.07244, 1.12955, 1.07258,,56, 0,-0.00964844,-0.334309, 0.157952, 0.157849, 0.190126, 0.211284, 0.158256, 0.15832, 0.0308114, 0.0675486, 0.114695, 0.0676704
,,,57, 98.3714, 99.3542, 130.157, 83.4449, 83.4566, 80.4027, 78.3984, 83.3952, 83.3987, 95.6186, 91.9539, 87.5079, 91.96,,57, 1, 0.990108, 0.755792, 1.17888, 1.17871, 1.22348, 1.25476, 1.17958, 1.17953, 1.02879, 1.06979, 1.12414, 1.06972,,57, 0,-0.00999077,-0.323115, 0.151736, 0.151617, 0.182662, 0.203036, 0.152241, 0.152206, 0.027984, 0.065238, 0.110434, 0.0651761
,,,58, 99.3984, 100.332, 130.851, 84.4594, 84.4559, 81.4094, 79.4035, 84.4065, 84.3972, 96.6123, 92.4891, 88.516, 92.5127,,58, 1, 0.990698, 0.759632, 1.17688, 1.17693, 1.22097, 1.25181, 1.17762, 1.17775, 1.02884, 1.0747, 1.12294, 1.07443,,58, 0,-0.00938908,-0.316427, 0.150295, 0.15033, 0.180979, 0.20116, 0.150827, 0.15092, 0.02803, 0.0695112, 0.109484, 0.0692743
,,,59, 100.331, 101.32, 132.009, 85.4493, 85.4574, 82.4049, 80.4071, 85.3962, 85.395, 97.6286, 93.4962, 89.513, 93.5112,,59, 1, 0.990237, 0.760027, 1.17415, 1.17404, 1.21753, 1.24778, 1.17488, 1.1749, 1.02768, 1.0731, 1.12085, 1.07293,,59, 0,-0.00985946,-0.315744, 0.148323, 0.148242, 0.178666, 0.198578, 0.148852, 0.148864, 0.0269309, 0.0681185, 0.10782, 0.0679697
,,,60, 95.2299, 96.2399, 126.877, 80.4554, 80.4639, 77.3994, 75.4054, 80.4052, 80.3986, 92.6182, 88.9495, 84.5056, 88.938,,60, 1, 0.989506, 0.750568, 1.18364, 1.18351, 1.23037, 1.26291, 1.18438, 1.18447, 1.0282, 1.07061, 1.12691, 1.07074,,60, 0,-0.0106056,-0.332325, 0.155145, 0.155056, 0.187236, 0.208175, 0.155673, 0.155742, 0.0274252, 0.0659501, 0.112615, 0.0660706
,,,61, 99.398, 100.337, 130.887, 84.46, 84.4604, 81.4029, 79.3983, 84.3982, 84.3942, 96.6186, 92.4955, 88.5212, 92.5095,,61, 1, 0.990643, 0.759417, 1.17687, 1.17686, 1.22106, 1.25189, 1.17773, 1.17778, 1.02877, 1.07463, 1.12287, 1.07446,,61, 0,-0.00944543,-0.316799, 0.150285, 0.150281, 0.181041, 0.201209, 0.150907, 0.150947, 0.0279624, 0.0694435, 0.109427, 0.0693021
,,,62, 100.321, 101.332, 132.059, 85.45, 85.4531, 82.3958, 80.3979, 85.398, 85.3896, 97.6424, 93.5085, 89.4882, 93.4921,,62, 1, 0.990021, 0.759671, 1.17404, 1.17399, 1.21755, 1.24781, 1.17475, 1.17487, 1.02744, 1.07286, 1.12106, 1.07305,,62, 0,-0.0100793,-0.316359, 0.148237, 0.148206, 0.178681, 0.198596, 0.148756, 0.148839, 0.0267034, 0.0679096, 0.107984, 0.0680736
,,,63, 101.327, 102.341, 133.199, 86.4286, 86.4419, 83.3979, 81.403, 86.4037, 86.3979, 98.4315, 94.9552, 90.4846, 94.957,,63, 1, 0.990088, 0.760715, 1.17237, 1.17219, 1.21498, 1.24475, 1.17271, 1.17279, 1.02941, 1.0671, 1.11982, 1.06708,,63, 0,-0.0100113,-0.314552, 0.147029, 0.146898, 0.176939, 0.196627, 0.147274, 0.147332, 0.0285714, 0.0628791, 0.107, 0.062861
,,,64, 90.3721, 91.3386, 174.555, 75.4529, 75.4574, 72.3994, 70.3981, 75.4, 75.3949, 102.625, 88.1579, 82.7729, 87.5713,,64, 1, 0.989418, 0.517729, 1.19773, 1.19766, 1.24824, 1.28373, 1.19857, 1.19865, 0.880602, 1.02512, 1.09181, 1.03198,,64, 0,-0.0106949,-0.931512, 0.165086, 0.165036, 0.198875, 0.22102, 0.165671, 0.165728,-0.135587, 0.0245009, 0.0840875, 0.0309916
,,,65, 99.481, 100.416, 183.094, 84.5221, 84.5205, 81.4708, 79.4847, 84.4683, 84.4723, 111.69, 97.1739, 91.9322, 96.7191,,65, 1, 0.990693, 0.543332, 1.17698, 1.177, 1.22106, 1.25157, 1.17773, 1.17768, 0.890688, 1.02374, 1.08211, 1.02856,,65, 0,-0.00939433,-0.840496, 0.150369, 0.150386, 0.181041, 0.201006, 0.15091, 0.15087,-0.122728, 0.0231919, 0.0758814, 0.027763
,,,66, 100.413, 101.402, 184.296, 85.5284, 85.5257, 82.4763, 80.4865, 85.4761, 85.4719, 112.673, 97.8071, 92.9252, 97.7604,,66, 1, 0.990242, 0.544845, 1.17403, 1.17407, 1.21748, 1.24757, 1.17475, 1.17481, 0.891191, 1.02664, 1.08058, 1.02713,,66, 0,-0.00985465,-0.835383, 0.148233, 0.14826, 0.178629, 0.198445, 0.148754, 0.148796,-0.122093, 0.0259511, 0.0745692, 0.0264165
,,,67, 102.406, 103.303, 186.669, 87.5147, 87.5101, 84.4683, 82.479, 87.4682, 87.4743, 114.516, 99.9267, 95.2593, 99.3891,,67, 1, 0.991313, 0.548597, 1.17016, 1.17022, 1.21236, 1.2416, 1.17078, 1.1707, 0.894246, 1.02481, 1.07502, 1.03035,,67, 0,-0.00876278,-0.822832, 0.145413, 0.145459, 0.175162, 0.194588, 0.145868, 0.145808,-0.118261, 0.0242093, 0.069787, 0.0294593
,,,68, 96.3597, 97.346, 183.178, 80.5504, 81.5255, 78.4734, 76.473, 81.4922, 81.499, 111.698, 97.1828, 91.924, 96.7185,,68, 1, 0.989867, 0.526045, 1.19627, 1.18196, 1.22793, 1.26005, 1.18244, 1.18234, 0.86268, 0.99153, 1.04825, 0.99629,,68, 0,-0.0102364,-0.900978, 0.164066, 0.153946, 0.18562, 0.20638, 0.154291, 0.154221,-0.159179,-0.00854204, 0.0460326,-0.00372364
,,,69, 100.416, 101.4, 187.642, 85.5231, 85.533, 82.4712, 80.5023, 85.4779, 85.4814, 115.522, 100.912, 96.2363, 100.389,,69, 1, 0.990302, 0.535148, 1.17414, 1.17401, 1.21759, 1.24737, 1.17476, 1.17472, 0.869241, 0.995088, 1.04344, 1.00028,,69, 0,-0.00979337,-0.868643, 0.148315, 0.148217, 0.178707, 0.198315, 0.148766, 0.148731,-0.150429,-0.00493611, 0.0416271, 0.000276736
,,,70, 101.408, 102.407, 188.623, 86.5118, 86.5305, 83.4723, 81.4926, 86.4774, 86.4779, 116.685, 102.237, 97.1907, 101.402,,70, 1, 0.990244, 0.537625, 1.17219, 1.17194, 1.21487, 1.24439, 1.17266, 1.17265, 0.869075, 0.991895, 1.0434, 1.00006,,70, 0,-0.00985233,-0.860031, 0.146896, 0.146712, 0.176869, 0.196391, 0.147236, 0.147231,-0.150648,-0.00817123, 0.0415905, 5.8222e-05
,,,71, 102.413, 103.291, 189.568, 87.5067, 87.5076, 84.4733, 82.4705, 87.4674, 87.4743, 117.713, 103.236, 97.8, 102.745,,71, 1, 0.991506, 0.540245, 1.17035, 1.17033, 1.21237, 1.24182, 1.17087, 1.17078, 0.870028, 0.992034, 1.04717, 0.996775,,71, 0,-0.00856654,-0.851012, 0.145553, 0.145544, 0.175173, 0.194728, 0.145937, 0.145869,-0.149388,-0.00802964, 0.0450458,-0.00323517
,,,72, 97.3539, 98.4114, 184.322, 81.5758, 82.5285, 79.4763, 77.4791, 82.4846, 82.4778, 112.681, 97.7954, 92.9208, 97.7631,,72, 1, 0.989254, 0.528174, 1.19342, 1.17964, 1.22494, 1.25652, 1.18027, 1.18036, 0.863981, 0.995485, 1.04771, 0.995815,,72, 0,-0.0108631,-0.893315, 0.16207, 0.152284, 0.183635, 0.204149, 0.152734, 0.152804,-0.157433,-0.00453562, 0.0455355,-0.00420302
,,,73, 102.398, 103.293, 189.727, 87.51, 87.5096, 84.468, 82.4788, 87.4764, 87.4765, 117.682, 103.241, 97.7917, 102.739,,73, 1, 0.991333, 0.539713, 1.17013, 1.17014, 1.21227, 1.24151, 1.17058, 1.17058, 0.870123, 0.991834, 1.0471, 0.99668,,73, 0,-0.00874313,-0.852836, 0.145394, 0.145398, 0.175102, 0.194528, 0.145722, 0.145722,-0.149263,-0.00823294, 0.0449852,-0.0033306
,,,74, 103.3, 104.297, 190.694, 88.525, 88.5343, 85.4758, 83.4761, 88.4891, 88.4955, 118.7, 104.228, 98.8589, 103.65,,74, 1, 0.990442, 0.541708, 1.1669, 1.16678, 1.20853, 1.23748, 1.16738, 1.16729, 0.870261, 0.991097, 1.04493, 0.99663,,74, 0,-0.00965056,-0.846012, 0.143032, 0.142942, 0.17255, 0.191908, 0.14338, 0.143318,-0.149081,-0.00898261, 0.0429945,-0.00338188
,,,75, 104.368, 105.348, 191.659, 88.5508, 89.5284, 86.4731, 84.4701, 89.4907, 89.4949, 119.706, 105.18, 99.922, 104.709,,75, 1, 0.990693, 0.54455, 1.17862, 1.16575, 1.20694, 1.23556, 1.16624, 1.16619, 0.871866, 0.992274, 1.04449, 0.996746,,75, 0,-0.00939394,-0.836378, 0.15155, 0.142184, 0.171458, 0.190649, 0.142545, 0.142505,-0.146966,-0.00778596, 0.0425973,-0.0032646
,,,76, 100.403, 101.411, 187.576, 85.5282, 85.5394, 82.4753, 80.4993, 85.4758, 85.4762, 115.511, 100.92, 96.2427, 100.37,,76, 1, 0.990063, 0.535265, 1.17392, 1.17376, 1.21737, 1.24725, 1.17464, 1.17463, 0.869205, 0.994878, 1.04323, 1.00033,,76, 0,-0.0100367,-0.868233, 0.148151, 0.14804, 0.178558, 0.198238, 0.148674, 0.148669,-0.150477,-0.00514831, 0.0414368, 0.000327591
,,,77, 104.346, 105.343, 191.724, 88.5541, 89.5203, 86.4668, 84.4784, 89.4941, 89.4934, 119.67, 105.164, 99.9094, 104.711,,77, 1, 0.990532, 0.544252, 1.17833, 1.16561, 1.20677, 1.23518, 1.16595, 1.16596, 0.871948, 0.992223, 1.04441, 0.996513,,77, 0,-0.00955834,-0.837384, 0.151341, 0.142082, 0.171345, 0.190401, 0.142333, 0.14234,-0.146858,-0.00783812, 0.0425183,-0.00349903
,,,78, 105.363, 106.395, 192.446, 89.5714, 90.5292, 87.4673, 85.4918, 90.4789, 90.4836, 120.704, 105.826, 100.925, 105.76,,78, 1, 0.990298, 0.547495, 1.1763, 1.16386, 1.2046, 1.23243, 1.1645, 1.16444, 0.872907, 0.995627, 1.04397, 0.99625,,78, 0,-0.00979751,-0.8265, 0.149878, 0.140789, 0.169848, 0.188598, 0.141265, 0.141221,-0.145597,-0.00439181, 0.0421198,-0.00376382
,,,79, 106.487, 107.411, 193.635, 91.5262, 91.5269, 88.476, 86.4764, 91.4794, 91.477, 121.689, 106.874, 102.239, 106.299,,79, 1, 0.9914, 0.549939, 1.16346, 1.16345, 1.20357, 1.2314, 1.16406, 1.16409, 0.875077, 0.996379, 1.04156, 1.00177,,79, 0,-0.00867491,-0.818382, 0.140497, 0.140489, 0.16914, 0.187918, 0.140936, 0.140959,-0.142756,-0.00363441, 0.0398979, 0.00177024
,,,80, 101.412, 102.408, 188.715, 86.5046, 86.5356, 83.4734, 81.4989, 86.475, 86.4756, 116.696, 102.23, 97.1793, 101.384,,80, 1, 0.990278, 0.537384, 1.17233, 1.17191, 1.21491, 1.24434, 1.17274, 1.17273, 0.869028, 0.992004, 1.04356, 1.00028,,80, 0,-0.00981741,-0.860867, 0.147001, 0.146695, 0.176891, 0.196361, 0.147293, 0.147286,-0.15071,-0.0080604, 0.0417401, 0.000276498
,,,81, 105.36, 106.391, 192.531, 89.5842, 90.5286, 87.4699, 85.4899, 90.4742, 90.477, 120.712, 105.801, 100.914, 105.773,,81, 1, 0.990309, 0.547234, 1.1761, 1.16383, 1.20453, 1.23242, 1.16453, 1.16449, 0.872819, 0.995825, 1.04405, 0.996097,,81, 0,-0.00978587,-0.827372, 0.149731, 0.140767, 0.169798, 0.188591, 0.141283, 0.141256,-0.145713,-0.0041921, 0.0421956,-0.00391871
,,,82, 106.423, 107.397, 193.727, 91.5291, 91.5267, 88.4702, 86.4727, 91.4785, 91.4672, 121.696, 106.861, 102.22, 106.321,,82, 1, 0.990932, 0.549343, 1.16272, 1.16275, 1.20292, 1.23071, 1.16336, 1.16351, 0.874494, 0.9959, 1.04111, 1.00096,,82, 0,-0.0091514,-0.820355, 0.139947, 0.139969, 0.16869, 0.187459, 0.140422, 0.140528,-0.143518,-0.00411691, 0.0394885, 0.000957037
,,,83, 107.486, 108.405, 194.476, 92.5242, 92.5203, 89.4818, 87.4759, 92.4657, 92.4845, 122.472, 107.898, 103.22, 107.395,,83, 1, 0.991529, 0.552698, 1.16171, 1.16176, 1.20121, 1.22875, 1.16245, 1.16221, 0.877641, 0.996189, 1.04133, 1.00085,,83, 0,-0.00854367,-0.809306, 0.1392, 0.139236, 0.167506, 0.186168, 0.139744, 0.139569,-0.139418,-0.00382603, 0.0396932, 0.000846795
,,,84, 102.405, 103.309, 189.772, 87.5017, 87.5111, 84.4723, 82.4724, 87.4699, 87.4754, 117.688, 103.243, 97.8222, 102.725,,84, 1, 0.991254, 0.539623, 1.17032, 1.1702, 1.2123, 1.24169, 1.17075, 1.17068, 0.870143, 0.991888, 1.04685, 0.996892,,84, 0,-0.0088229,-0.853147, 0.145536, 0.145445, 0.175119, 0.194648, 0.145847, 0.145793,-0.149236,-0.00817808, 0.0447557,-0.00311743
,,,85, 105.644, 107.414, 193.759, 91.5281, 91.5318, 88.4737, 86.475, 91.4791, 91.4745, 121.707, 106.852, 102.215, 106.311,,85, 1, 0.983524, 0.545237, 1.15423, 1.15418, 1.19408, 1.22168, 1.15485, 1.15491, 0.868021, 0.988694, 1.03355, 0.993734,,85, 0,-0.0167519,-0.834065, 0.133621, 0.133586, 0.162533, 0.181452, 0.134085, 0.134128,-0.152046,-0.011435, 0.0324648,-0.0063058
,,,86, 107.491, 108.404, 194.703, 92.5301, 92.5352, 89.496, 87.4668, 92.4688, 92.4749, 122.494, 107.914, 103.237, 107.384,,86, 1, 0.991584, 0.552079, 1.16169, 1.16163, 1.20108, 1.22894, 1.16246, 1.16239, 0.877523, 0.996081, 1.04121, 1.00101,,86, 0,-0.00848785,-0.811335, 0.139187, 0.139139, 0.167413, 0.186291, 0.139757, 0.1397,-0.139571,-0.0039341, 0.0395828, 0.00100437
,,,87, 108.408, 109.405, 195.619, 93.5208, 93.5336, 90.472, 88.5066, 93.4748, 93.4733, 123.487, 108.925, 104.242, 108.408,,87, 1, 0.990884, 0.55418, 1.15918, 1.15903, 1.19825, 1.22486, 1.15976, 1.15977, 0.877888, 0.995256, 1.03996, 0.999997,,87, 0,-0.00919963,-0.804469, 0.137324, 0.137206, 0.165447, 0.183577, 0.137749, 0.137762,-0.139097,-0.00476657, 0.0384255,-3.24624e-06
,,,88, 103.312, 104.309, 190.674, 87.5867, 88.5309, 85.471, 83.4761, 88.5028, 88.4933, 118.694, 104.208, 98.8712, 103.648,,88, 1, 0.990437, 0.541824, 1.17954, 1.16696, 1.20873, 1.23762, 1.16733, 1.16745, 0.870406, 0.991399, 1.04491, 0.996758,,88, 0,-0.00965507,-0.845619, 0.152209, 0.14307, 0.172688, 0.191998, 0.143342, 0.143434,-0.148889,-0.00867559, 0.0429812,-0.00325285
,,,89, 106.665, 108.408, 194.801, 92.5207, 92.5223, 89.467, 87.4688, 92.4697, 92.4771, 122.477, 107.917, 103.231, 107.384,,89, 1, 0.983924, 0.547562, 1.15288, 1.15286, 1.19223, 1.21947, 1.15352, 1.15342, 0.870902, 0.9884, 1.03327, 0.993306,,89, 0,-0.0163391,-0.826278, 0.132607, 0.132592, 0.161236, 0.179969, 0.133086, 0.133016,-0.148234,-0.0117361, 0.0321963,-0.00673879
,,,90, 108.409, 109.399, 195.36, 93.5315, 93.5323, 90.4772, 88.4998, 93.4723, 93.4697, 123.475, 108.9, 104.234, 108.396,,90, 1, 0.990954, 0.55492, 1.15907, 1.15906, 1.19819, 1.22497, 1.1598, 1.15983, 0.877989, 0.995492, 1.04006, 1.00012,,90, 0,-0.00912907,-0.802062, 0.137237, 0.137229, 0.16541, 0.183651, 0.137783, 0.137807,-0.138967,-0.00452884, 0.0385136, 0.000124777
,,,91, 109.404, 110.396, 196.681, 94.5085, 94.5247, 91.4717, 89.4949, 94.4681, 94.4715, 124.573, 110.23, 105.173, 109.414,,91, 1, 0.991009, 0.556249, 1.15761, 1.15741, 1.19604, 1.22246, 1.1581, 1.15806, 0.878228, 0.992499, 1.04023, 0.999905,,91, 0,-0.00907249,-0.797757, 0.136148, 0.136, 0.163906, 0.181974, 0.136517, 0.136486,-0.138657,-0.00755809, 0.0386729,-9.50797e-05
,,,92, 104.356, 105.344, 191.709, 88.5543, 89.5232, 86.476, 84.4756, 89.5031, 89.4936, 119.714, 105.159, 99.9435, 104.714,,92, 1, 0.990623, 0.544346, 1.17844, 1.16569, 1.20676, 1.23534, 1.16595, 1.16607, 0.871711, 0.992361, 1.04415, 0.996578,,92, 0,-0.00946592,-0.837068, 0.15142, 0.142136, 0.171336, 0.190505, 0.142328, 0.142419,-0.147169,-0.00769826, 0.0422815,-0.0034333
,,,93, 108.406, 109.41, 195.594, 93.5292, 93.5287, 90.4692, 88.4897, 93.4756, 93.4796, 123.493, 108.892, 104.239, 108.385,,93, 1, 0.990822, 0.554239, 1.15906, 1.15906, 1.19826, 1.22507, 1.15972, 1.15967, 0.877831, 0.995535, 1.03998, 1.00019,,93, 0,-0.00926292,-0.804275, 0.13723, 0.137234, 0.165457, 0.183717, 0.137725, 0.137687,-0.139171,-0.00448488, 0.0384394, 0.000190017
,,,94, 109.406, 110.408, 196.613, 94.5105, 94.5349, 91.469, 89.4932, 94.4741, 94.477, 124.58, 110.248, 105.164, 109.401,,94, 1, 0.990925, 0.556455, 1.15761, 1.15731, 1.1961, 1.22251, 1.15805, 1.15802, 0.878199, 0.992368, 1.04034, 1.00005,,94, 0,-0.00915817,-0.797091, 0.13615, 0.135927, 0.16395, 0.182009, 0.136482, 0.136456,-0.138694,-0.00769113, 0.0387768, 5.12113e-05
,,,95, 110.393, 111.381, 197.2, 95.5083, 95.5163, 92.4821, 90.4782, 95.474, 95.4756, 125.572, 111.228, 105.81, 110.731,,95, 1, 0.991126, 0.559803, 1.15585, 1.15575, 1.19367, 1.22011, 1.15626, 1.15624, 0.879119, 0.992494, 1.04332, 0.996949,,95, 0,-0.00895342,-0.786342, 0.134835, 0.134762, 0.162248, 0.180399, 0.135146, 0.135131,-0.137503,-0.00756283, 0.0415167,-0.00306081
,,,96, 99.4935, 100.419, 222.868, 84.5239, 84.5332, 81.4697, 79.4735, 84.4743, 84.4794, 110.683, 99.9017, 95.2411, 99.3892,,96, 1, 0.990787, 0.446424, 1.17711, 1.17698, 1.22123, 1.25191, 1.1778, 1.17772, 0.898908, 0.995914, 1.04465, 1.00105,,96, 0,-0.00929877,-1.24002, 0.150458, 0.150365, 0.181155, 0.20122, 0.150957, 0.150905,-0.112461,-0.00410268, 0.0427403, 0.00104856
,,,97, 108.474, 109.473, 232.3, 93.6054, 93.6048, 90.5608, 88.571, 93.5547, 93.5509, 119.783, 109.01, 104.292, 108.466,,97, 1, 0.990872, 0.466955, 1.15884, 1.15885, 1.1978, 1.22471, 1.15947, 1.15952, 0.90559, 0.995085, 1.0401, 1.00007,,97, 0,-0.00921211,-1.14153, 0.13707, 0.137075, 0.165137, 0.183481, 0.137537, 0.137572,-0.104253,-0.004939, 0.0385507, 6.89307e-05
,,,98, 109.484, 110.482, 233.335, 94.5853, 94.6069, 91.5438, 89.5692, 94.5405, 94.5575, 120.765, 110.315, 105.242, 109.475,,98, 1, 0.990969, 0.469215, 1.15752, 1.15726, 1.19598, 1.22234, 1.15807, 1.15786, 0.906592, 0.992474, 1.04031, 1.00008,,98, 0,-0.0091137,-1.13122, 0.136085, 0.135887, 0.163865, 0.1819, 0.136493, 0.136338,-0.103032,-0.00758294, 0.0387461, 8.18268e-05
,,,99, 111.461, 112.449, 234.846, 95.6692, 96.6117, 93.5461, 91.5555, 96.5647, 96.5691, 122.55, 112.29, 106.947, 111.733,,99, 1, 0.991217, 0.474615, 1.16507, 1.1537, 1.19151, 1.21742, 1.15426, 1.15421, 0.909513, 0.992615, 1.04221, 0.997563,,99, 0,-0.00886067,-1.10697, 0.141681, 0.133226, 0.160729, 0.178589, 0.133647, 0.133608,-0.0994894,-0.00743993, 0.0404993,-0.00244309
,,,100, 105.427, 106.465, 232.305, 89.6699, 90.5997, 87.5428, 85.5569, 90.5463, 90.5534, 119.749, 105.882, 100.989, 105.844,,100, 1, 0.990253, 0.453831, 1.17572, 1.16366, 1.20429, 1.23224, 1.16434, 1.16425, 0.880401, 0.995703, 1.04394, 0.996062,,100, 0,-0.0098434,-1.20346, 0.149461, 0.140642, 0.169637, 0.188473, 0.141148, 0.14108,-0.135846,-0.00431602, 0.0420922,-0.00395403
,,,101, 109.488, 110.481, 236.141, 94.591, 94.5958, 91.5449, 89.567, 94.5499, 94.5482, 123.541, 110.314, 105.246, 109.475,,101, 1, 0.991009, 0.463654, 1.15749, 1.15743, 1.196, 1.22241, 1.15799, 1.15801, 0.886248, 0.992511, 1.0403, 1.00011,,101, 0,-0.00907208,-1.15678, 0.136059, 0.136015, 0.163881, 0.181946, 0.136434, 0.13645,-0.128352,-0.00754555, 0.038739, 0.00011371
,,,102, 110.486, 111.45, 236.899, 95.5851, 95.5868, 92.5468, 90.5457, 95.5523, 95.5481, 124.632, 111.307, 105.89, 110.792,,102, 1, 0.991356, 0.466385, 1.15589, 1.15587, 1.19384, 1.22023, 1.15629, 1.15634, 0.8865, 0.992625, 1.04341, 0.997241,,102, 0,-0.00871915,-1.14415, 0.134869, 0.134854, 0.162369, 0.18048, 0.135166, 0.135205,-0.128032,-0.00742953, 0.0416,-0.00276673
