name,ptest -- memcmp,ticks,bytes,local,i386,i686,lxCond,lxDw,compare,bytes,local,i386,i686,lxCond,lxDw,compare (%),bytes,local,i386,i686,lxCond,lxDw
clock,500,,11, 198.793, 195.35, 204.822, 192.955, 198.766,,11, 1, 1.01762, 0.970565, 1.03025, 1.00014,,11, 0, 0.0173177,-0.0303279, 0.0293661, 0.00013745
=====,,,12, 203.969, 200.2, 204.11, 198.28, 193.166,,12, 1, 1.01882, 0.999308, 1.02869, 1.05592,,12, 0, 0.0184766,-0.000691994, 0.0278897, 0.0529607
Totals:,,,13, 209.522, 205.184, 210.547, 203.022, 200.971,,13, 1, 1.02114, 0.995128, 1.03202, 1.04255,,13, 0, 0.0207045,-0.00489544, 0.0310224, 0.04081
total_bytes, 8256,,14, 215.172, 210.454, 214.952, 208.25, 207.317,,14, 1, 1.02241, 1.00102, 1.03324, 1.03789,,14, 0, 0.0219234, 0.00102124, 0.0321678, 0.0365068
best_test,lxDw,,15, 220.438, 216.892, 220.079, 214.298, 212.621,,15, 1, 1.01635, 1.00163, 1.02865, 1.03677,,15, 0, 0.0160875, 0.00163064, 0.0278523, 0.0354635
best_total, 41587.1,,16, 225.23, 222.202, 220.072, 220.552, 207.41,,16, 1, 1.01363, 1.02344, 1.02121, 1.08592,,16, 0, 0.0134458, 0.0229024, 0.0207694, 0.0791223
worst_test,local,,17, 231.724, 226.746, 225.752, 225.291, 215.497,,17, 1, 1.02196, 1.02646, 1.02856, 1.0753,,17, 0, 0.0214846, 0.0257741, 0.0277638, 0.0700286
worst_total, 52727.1,,18, 238.573, 233.062, 230.53, 230.856, 221.669,,18, 1, 1.02365, 1.03489, 1.03343, 1.07626,,18, 0, 0.0231002, 0.0337117, 0.0323444, 0.0708537
total_local, 52727.1,,19, 244.627, 240.906, 235.966, 237.357, 226.631,,19, 1, 1.01544, 1.0367, 1.03063, 1.07941,,19, 0, 0.0152099, 0.0354033, 0.0297159, 0.0735645
total_i386, 52097.4,,20, 249.034, 245.743, 235.315, 242.567, 221.936,,20, 1, 1.01339, 1.0583, 1.02666, 1.1221,,20, 0, 0.0132177, 0.0550888, 0.02597, 0.108815
total_i686, 43607.2,,21, 254.029, 250.658, 241.674, 248.793, 229.068,,21, 1, 1.01345, 1.05112, 1.02104, 1.10896,,21, 0, 0.0132697, 0.0486338, 0.0206106, 0.0982577
total_lxCond, 51746.1,,22, 258.712, 255.214, 247.63, 253.445, 236.751,,22, 1, 1.01371, 1.04475, 1.02078, 1.09276,,22, 0, 0.013521, 0.0428354, 0.0203592, 0.0848844
total_lxDw, 41587.1,,23, 263.828, 260.003, 252.559, 258.214, 242.443,,23, 1, 1.01471, 1.04462, 1.02174, 1.0882,,23, 0, 0.0144988, 0.0427129, 0.0212789, 0.0810553
ratio_local, 1,,24, 268.237, 265.067, 251.801, 262.704, 237.214,,24, 1, 1.01196, 1.06527, 1.02106, 1.13078,,24, 0, 0.0118147, 0.0612727, 0.0206257, 0.115654
ratio_i386, 1.01209,,25, 273.016, 269.767, 257.076, 267.797, 244.961,,25, 1, 1.01204, 1.06201, 1.01949, 1.11453,,25, 0, 0.0118982, 0.0583855, 0.0191163, 0.102758
ratio_i686, 1.20914,,26, 277.751, 274.109, 261.777, 272.412, 250.456,,26, 1, 1.01329, 1.06102, 1.0196, 1.10898,,26, 0, 0.0131118, 0.0575121, 0.0192233, 0.0982703
ratio_lxCond, 1.01896,,27, 282.294, 278.71, 267.801, 276.702, 254.758,,27, 1, 1.01286, 1.05412, 1.02021, 1.10809,,27, 0, 0.0126948, 0.0513412, 0.0198086, 0.0975423
ratio_lxDw, 1.26787,,28, 286.8, 283.293, 267.111, 281.56, 250.405,,28, 1, 1.01238, 1.07371, 1.01861, 1.14535,,28, 0, 0.0122275, 0.0686527, 0.0182724, 0.126902
,,,29, 291.366, 287.951, 272.809, 285.794, 257.231,,29, 1, 1.01186, 1.06802, 1.0195, 1.1327,,29, 0, 0.0117198, 0.0636894, 0.0191225, 0.117153
,,,30, 295.751, 292.41, 276.332, 290.331, 262.581,,30, 1, 1.01143, 1.07027, 1.01867, 1.12632,,30, 0, 0.011299, 0.0656594, 0.0183258, 0.112155
,,,31, 299.941, 296.56, 281.031, 294.651, 266.689,,31, 1, 1.0114, 1.06729, 1.01795, 1.12468,,31, 0, 0.0112718, 0.0630456, 0.0176378, 0.110862
,,,32, 304.331, 300.927, 271.158, 299.085, 262.509,,32, 1, 1.01131, 1.12234, 1.01754, 1.15931,,32, 0, 0.0111825, 0.109001, 0.0172353, 0.13742
,,,33, 308.507, 305.155, 275.794, 303, 268.912,,33, 1, 1.01099, 1.11861, 1.01818, 1.14724,,33, 0, 0.0108682, 0.106037, 0.0178514, 0.128346
,,,34, 312.711, 309.518, 279.823, 307.163, 275.602,,34, 1, 1.01032, 1.11753, 1.01806, 1.13465,,34, 0, 0.0102108, 0.10517, 0.0177406, 0.11867
,,,35, 316.362, 313.257, 284.344, 311.316, 279.705,,35, 1, 1.00991, 1.1126, 1.01621, 1.13105,,35, 0, 0.00981323, 0.101207, 0.0159488, 0.115869
,,,36, 320.352, 317.035, 283.044, 315.044, 275.501,,36, 1, 1.01046, 1.13181, 1.01685, 1.1628,,36, 0, 0.0103556, 0.116459, 0.0165705, 0.140008
,,,37, 324.444, 320.896, 287.034, 318.541, 281.497,,37, 1, 1.01106, 1.13033, 1.01853, 1.15257,,37, 0, 0.0109344, 0.115305, 0.0181945, 0.132371
,,,38, 328.271, 324.913, 291.728, 322.531, 285.755,,38, 1, 1.01034, 1.12527, 1.0178, 1.14879,,38, 0, 0.0102305, 0.11132, 0.0174869, 0.129517
,,,39, 331.591, 328.492, 295.025, 326.352, 290.022,,39, 1, 1.00944, 1.12394, 1.01605, 1.14333,,39, 0, 0.00934725, 0.110274, 0.0157993, 0.125364
,,,40, 335.617, 332.381, 294.358, 330.468, 285.899,,40, 1, 1.00974, 1.14016, 1.01558, 1.1739,,40, 0, 0.00964186, 0.122934, 0.0153415, 0.148139
,,,41, 338.893, 335.824, 298.213, 333.472, 291.76,,41, 1, 1.00914, 1.13641, 1.01626, 1.16155,,41, 0, 0.00905708, 0.120037, 0.0159974, 0.139078
,,,42, 346.57, 339.412, 302.027, 337.476, 295.988,,42, 1, 1.02109, 1.14748, 1.02695, 1.17089,,42, 0, 0.0206548, 0.128524, 0.0262395, 0.145949
,,,43, 350.153, 343.046, 305.678, 340.932, 299.516,,43, 1, 1.02072, 1.1455, 1.02705, 1.16906,,43, 0, 0.0202985, 0.127018, 0.0263364, 0.144615
,,,44, 353.454, 346.202, 305.307, 344.494, 296.101,,44, 1, 1.02095, 1.1577, 1.02601, 1.1937,,44, 0, 0.0205191, 0.136219, 0.0253499, 0.162265
,,,45, 357.343, 354.462, 309.669, 347.547, 301.621,,45, 1, 1.00813, 1.15395, 1.02819, 1.18474,,45, 0, 0.0080616, 0.133411, 0.0274134, 0.155935
,,,46, 360.65, 357.631, 312.723, 350.591, 305.55,,46, 1, 1.00844, 1.15326, 1.02869, 1.18033,,46, 0, 0.00837045, 0.132892, 0.0278921, 0.152781
,,,47, 364.08, 361.156, 316.19, 359.464, 308.882,,47, 1, 1.0081, 1.15146, 1.01284, 1.1787,,47, 0, 0.00803084, 0.131537, 0.0126787, 0.151609
,,,48, 367.978, 364.717, 315.657, 362.63, 305.373,,48, 1, 1.00894, 1.16575, 1.01475, 1.20501,,48, 0, 0.00886184, 0.142185, 0.0145323, 0.170132
,,,49, 370.124, 367.465, 319.107, 366.374, 310.683,,49, 1, 1.00724, 1.15987, 1.01023, 1.19132,,49, 0, 0.00718474, 0.137836, 0.0101313, 0.160596
,,,50, 373.434, 370.849, 322.463, 369.165, 314.514,,50, 1, 1.00697, 1.15807, 1.01156, 1.18733,,50, 0, 0.00692059, 0.136493, 0.0114319, 0.157777
,,,51, 376.665, 374.054, 326.014, 372.609, 317.772,,51, 1, 1.00698, 1.15536, 1.01088, 1.18533,,51, 0, 0.00693044, 0.134471, 0.0107676, 0.156354
,,,52, 379.995, 376.928, 325.538, 375.455, 314.315,,52, 1, 1.00814, 1.16728, 1.01209, 1.20896,,52, 0, 0.00806945, 0.143309, 0.0119465, 0.172844
,,,53, 382.552, 380.474, 328.648, 378.245, 319.252,,53, 1, 1.00546, 1.16402, 1.01139, 1.19828,,53, 0, 0.00543169, 0.140907, 0.0112585, 0.165468
,,,54, 385.445, 382.914, 332.72, 381.592, 323.037,,54, 1, 1.00661, 1.15847, 1.0101, 1.19319,,54, 0, 0.00656537, 0.13679, 0.00999524, 0.16191
,,,55, 395.27, 386.009, 335.143, 383.581, 326.207,,55, 1, 1.02399, 1.1794, 1.03047, 1.21171,,55, 0, 0.0234283, 0.152115, 0.0295713, 0.174722
,,,56, 398.341, 395.078, 334.795, 387.09, 323.357,,56, 1, 1.00826, 1.18981, 1.02907, 1.23189,,56, 0, 0.00819358, 0.159528, 0.0282461, 0.188242
,,,57, 401.146, 398.527, 341.884, 396.705, 327.674,,57, 1, 1.00657, 1.17334, 1.01119, 1.22422,,57, 0, 0.00653019, 0.147733, 0.0110709, 0.183155
,,,58, 404.027, 400.908, 344.772, 399.336, 331.073,,58, 1, 1.00778, 1.17187, 1.01175, 1.22036,,58, 0, 0.00772186, 0.146661, 0.0116127, 0.180569
,,,59, 405.713, 403.834, 347.837, 402.191, 334.271,,59, 1, 1.00465, 1.16639, 1.00876, 1.21372,,59, 0, 0.00463052, 0.142651, 0.00867904, 0.17609
,,,60, 409.205, 406.099, 347.888, 404.789, 331.099,,60, 1, 1.00765, 1.17626, 1.01091, 1.2359,,60, 0, 0.00758948, 0.149845, 0.0107928, 0.190873
,,,61, 411.245, 409.024, 351.456, 407.605, 335.396,,61, 1, 1.00543, 1.17012, 1.00893, 1.22615,,61, 0, 0.00540135, 0.145384, 0.00885266, 0.184439
,,,62, 421.325, 411.319, 353.922, 410.203, 338.783,,62, 1, 1.02433, 1.19045, 1.02711, 1.24364,,62, 0, 0.0237487, 0.159979, 0.0263983, 0.19591
,,,63, 423.861, 421.291, 356.72, 420.251, 341.605,,63, 1, 1.0061, 1.18822, 1.00859, 1.24079,,63, 0, 0.00606296, 0.158403, 0.00851549, 0.194062
,,,64, 427.079, 424.618, 352.342, 423.952, 339.27,,64, 1, 1.0058, 1.21211, 1.00738, 1.25882,,64, 0, 0.00576228, 0.174995, 0.00732285, 0.205604
,,,65, 429.232, 427.095, 355.1, 425.859, 346.894,,65, 1, 1.005, 1.20877, 1.00792, 1.23736,,65, 0, 0.00497857, 0.17271, 0.00785939, 0.191827
,,,66, 431.684, 428.643, 357.966, 427.725, 349.687,,66, 1, 1.0071, 1.20594, 1.00926, 1.23449,,66, 0, 0.00704633, 0.170768, 0.00917113, 0.189948
,,,67, 441.267, 429.876, 360.953, 430.07, 352.353,,67, 1, 1.0265, 1.22251, 1.02604, 1.25234,,67, 0, 0.0258134, 0.182009, 0.0253749, 0.201497
,,,68, 442.905, 442.053, 360.248, 440.103, 349.895,,68, 1, 1.00193, 1.22944, 1.00637, 1.26582,,68, 0, 0.00192159, 0.186623, 0.00632505, 0.209999
,,,69, 444.736, 443.962, 362.484, 441.892, 353.524,,69, 1, 1.00174, 1.22691, 1.00644, 1.25801,,69, 0, 0.00174035, 0.184945, 0.00639446, 0.205093
,,,70, 449.568, 445.62, 364.709, 444.334, 356.416,,70, 1, 1.00886, 1.23268, 1.01178, 1.26136,,70, 0, 0.00878157, 0.188757, 0.0116442, 0.207205
,,,71, 448.71, 447.825, 366.409, 446.51, 358.7,,71, 1, 1.00197, 1.22462, 1.00493, 1.25093,,71, 0, 0.00197071, 0.183417, 0.00490178, 0.200596
,,,72, 459.05, 448.412, 365.657, 447.467, 356.367,,72, 1, 1.02372, 1.25541, 1.02589, 1.28814,,72, 0, 0.0231735, 0.203449, 0.0252325, 0.223685
,,,73, 463.273, 459.991, 367.779, 457.851, 359.67,,73, 1, 1.00713, 1.25965, 1.01184, 1.28805,,73, 0, 0.00708343, 0.206129, 0.0117024, 0.223631
,,,74, 464.766, 460.383, 377.68, 459.549, 362.277,,74, 1, 1.00952, 1.23058, 1.01135, 1.2829,,74, 0, 0.00943158, 0.187378, 0.0112257, 0.220517
,,,75, 464.4, 462.244, 379.982, 462.431, 364.7,,75, 1, 1.00466, 1.22216, 1.00426, 1.27337,,75, 0, 0.00464314, 0.181779, 0.00424039, 0.214685
,,,76, 478.074, 464.545, 379.526, 463.651, 362.22,,76, 1, 1.02912, 1.25966, 1.03111, 1.31985,,76, 0, 0.0282985, 0.206136, 0.0301689, 0.242336
,,,77, 480.283, 477.116, 381.906, 462.937, 365.464,,77, 1, 1.00664, 1.2576, 1.03747, 1.31417,,77, 0, 0.00659322, 0.204832, 0.0361166, 0.239065
,,,78, 481.359, 478.411, 383.424, 476.235, 368.156,,78, 1, 1.00616, 1.25542, 1.01076, 1.30749,,78, 0, 0.00612429, 0.203456, 0.0106457, 0.235174
,,,79, 483.809, 479.283, 384.906, 479.028, 369.76,,79, 1, 1.00944, 1.25695, 1.00998, 1.30844,,79, 0, 0.00935421, 0.204425, 0.00988159, 0.235732
,,,80, 485.009, 482.74, 384.402, 479.549, 367.978,,80, 1, 1.0047, 1.26172, 1.01139, 1.31804,,80, 0, 0.00467983, 0.207433, 0.0112581, 0.241297
,,,81, 486.669, 484.859, 386.582, 481.962, 370.848,,81, 1, 1.00373, 1.2589, 1.00977, 1.31231,,81, 0, 0.00371749, 0.205656, 0.00967191, 0.237987
,,,82, 484.699, 483.872, 387.672, 480.109, 372.98,,82, 1, 1.00171, 1.25028, 1.00956, 1.29953,,82, 0, 0.0017059, 0.20018, 0.00947023, 0.230491
,,,83, 502.867, 486.715, 398.638, 481.57, 375.153,,83, 1, 1.03318, 1.26146, 1.04422, 1.34043,,83, 0, 0.0321191, 0.20727, 0.0423507, 0.253972
,,,84, 502.114, 498.653, 398.757, 496.578, 373.159,,84, 1, 1.00694, 1.2592, 1.01115, 1.34558,,84, 0, 0.00689423, 0.205845, 0.0110253, 0.256824
,,,85, 500.92, 499.968, 400.49, 495.633, 375.446,,85, 1, 1.0019, 1.25077, 1.01067, 1.3342,,85, 0, 0.00190015, 0.200491, 0.0105532, 0.250487
,,,86, 505.417, 501.829, 402.706, 498.064, 377.471,,86, 1, 1.00715, 1.25505, 1.01476, 1.33895,,86, 0, 0.00709897, 0.203219, 0.0145472, 0.253148
,,,87, 508.342, 502.928, 403.694, 502.336, 379.115,,87, 1, 1.01076, 1.25923, 1.01196, 1.34087,,87, 0, 0.0106499, 0.205862, 0.0118143, 0.254213
,,,88, 507.789, 501.006, 403.446, 499.964, 377.737,,88, 1, 1.01354, 1.25863, 1.01565, 1.34429,,88, 0, 0.0133586, 0.205486, 0.0154113, 0.256115
,,,89, 509.062, 505.517, 405.436, 504.659, 380.034,,89, 1, 1.00701, 1.25559, 1.00873, 1.33952,,89, 0, 0.00696258, 0.203562, 0.00864971, 0.253462
,,,90, 522.622, 507.125, 406.524, 503.22, 380.916,,90, 1, 1.03056, 1.28559, 1.03856, 1.37201,,90, 0, 0.029654, 0.222145, 0.0371256, 0.271144
,,,91, 524.018, 507.726, 407.221, 507.017, 390.35,,91, 1, 1.03209, 1.28681, 1.03353, 1.34243,,91, 0, 0.0310899, 0.222887, 0.0324444, 0.255083
,,,92, 523.477, 521.422, 407.668, 507.34, 381.544,,92, 1, 1.00394, 1.28408, 1.03181, 1.372,,92, 0, 0.00392646, 0.22123, 0.0308262, 0.271136
,,,93, 521.683, 522.023, 420.445, 516.919, 391.229,,93, 1, 0.999347, 1.24079, 1.00922, 1.33345,,93, 0,-0.000653156, 0.194061, 0.0091316, 0.250063
,,,94, 527.244, 523.289, 421.88, 518.11, 392.24,,94, 1, 1.00756, 1.24975, 1.01763, 1.34419,,94, 0, 0.00750194, 0.19984, 0.0173243, 0.256057
,,,95, 529.693, 521.126, 423.423, 522.841, 394.343,,95, 1, 1.01644, 1.25098, 1.01311, 1.34323,,95, 0, 0.016174, 0.200626, 0.0129361, 0.255525
,,,96, 525.49, 525.756, 404.309, 523.273, 393.55,,96, 1, 0.999494, 1.29973, 1.00424, 1.33526,,96, 0,-0.000506632, 0.230606, 0.00421947, 0.25108
,,,97, 528.979, 522.966, 405.234, 524.586, 394.617,,97, 1, 1.0115, 1.30537, 1.00837, 1.34049,,97, 0, 0.0113669, 0.233933, 0.00830464, 0.254003
,,,98, 532.555, 527.104, 418.032, 522.259, 396.071,,98, 1, 1.01034, 1.27396, 1.01971, 1.34459,,98, 0, 0.0102363, 0.215044, 0.0193334, 0.256281
,,,99, 529.735, 523.112, 418.773, 521.463, 396.82,,99, 1, 1.01266, 1.26497, 1.01586, 1.33495,,99, 0, 0.012502, 0.209466, 0.0156154, 0.250908
,,,100, 545.137, 524.263, 418.42, 521.335, 396.383,,100, 1, 1.03981, 1.30285, 1.04566, 1.37528,,100, 0, 0.0382897, 0.23245, 0.0436621, 0.272874
,,,101, 544.111, 536.68, 418.524, 535.249, 397.366,,101, 1, 1.01385, 1.30007, 1.01656, 1.36929,,101, 0, 0.0136563, 0.230811, 0.0162875, 0.269696
,,,102, 545.246, 537.95, 419.365, 535.916, 397.713,,102, 1, 1.01356, 1.30017, 1.01741, 1.37096,,102, 0, 0.0133814, 0.230871, 0.0171121, 0.270582
,,,103, 545.26, 537.626, 418.709, 535.782, 398.058,,103, 1, 1.0142, 1.30224, 1.01769, 1.3698,,103, 0, 0.0139998, 0.232092, 0.0173812, 0.269966
,,,104, 540.604, 538.283, 418.733, 536.501, 397.518,,104, 1, 1.00431, 1.29105, 1.00765, 1.35995,,104, 0, 0.00429236, 0.225434, 0.00758906, 0.264677
,,,105, 559.85, 537.423, 419.615, 535.874, 398.019,,105, 1, 1.04173, 1.3342, 1.04474, 1.40659,,105, 0, 0.0400593, 0.250487, 0.0428269, 0.289063
,,,106, 557.765, 556.665, 419.379, 548.4, 398.597,,106, 1, 1.00198, 1.32998, 1.01708, 1.39932,,106, 0, 0.00197193, 0.248108, 0.0167903, 0.285368
,,,107, 559.852, 552.78, 434.144, 550.358, 397.979,,107, 1, 1.01279, 1.28955, 1.01725, 1.40674,,107, 0, 0.0126307, 0.224537, 0.0169572, 0.289135
,,,108, 557.484, 552.529, 433.907, 548.467, 398.166,,108, 1, 1.00897, 1.2848, 1.01644, 1.40013,,108, 0, 0.00888849, 0.221669, 0.0161742, 0.28578
,,,109, 559.913, 552.48, 434.596, 549.495, 398.667,,109, 1, 1.01345, 1.28835, 1.01896, 1.40446,,109, 0, 0.0132758, 0.223815, 0.0186069, 0.287984
,,,110, 557.913, 552.387, 434.435, 549.716, 410.21,,110, 1, 1.01001, 1.28423, 1.01491, 1.36007,,110, 0, 0.0099059, 0.221321, 0.0146935, 0.264743
,,,111, 571.853, 551.979, 432.746, 551.273, 411.076,,111, 1, 1.03601, 1.32145, 1.03733, 1.39111,,111, 0, 0.0347546, 0.243258, 0.0359895, 0.281152
,,,112, 573.167, 550.884, 434.57, 550.364, 410.372,,112, 1, 1.04045, 1.31893, 1.04143, 1.3967,,112, 0, 0.0388759, 0.241809, 0.0397836, 0.284027
,,,113, 572.846, 552.03, 434.342, 553.636, 410.699,,113, 1, 1.03771, 1.31888, 1.0347, 1.39481,,113, 0, 0.036339, 0.241783, 0.0335355, 0.283056
,,,114, 572.919, 571.13, 432.458, 563.911, 411.145,,114, 1, 1.00313, 1.3248, 1.01597, 1.39347,,114, 0, 0.00312246, 0.245168, 0.0157235, 0.282369
,,,115, 572.644, 571.803, 434.388, 563.945, 412.129,,115, 1, 1.00147, 1.31828, 1.01543, 1.38948,,115, 0, 0.00146728, 0.241433, 0.0151911, 0.280304
,,,116, 573.029, 571.942, 434.419, 564.115, 411.482,,116, 1, 1.0019, 1.31907, 1.0158, 1.3926,,116, 0, 0.00189692, 0.24189, 0.0155558, 0.281919
,,,117, 572.62, 571.918, 434.081, 564.109, 411.131,,117, 1, 1.00123, 1.31915, 1.01509, 1.39279,,117, 0, 0.0012253, 0.241938, 0.0148631, 0.282017
,,,118, 572.522, 572.005, 433.939, 563.35, 411.049,,118, 1, 1.00091, 1.31936, 1.01628, 1.39283,,118, 0, 0.000904238, 0.242057, 0.0160206, 0.282039
,,,119, 572.501, 570.979, 448.18, 564.209, 411.257,,119, 1, 1.00267, 1.27739, 1.0147, 1.39208,,119, 0, 0.00265968, 0.217155, 0.0144848, 0.281648
,,,120, 572.723, 571.508, 448.308, 569.221, 411.02,,120, 1, 1.00213, 1.27752, 1.00615, 1.39342,,120, 0, 0.00212255, 0.217235, 0.00611576, 0.282341
,,,121, 571.511, 570.861, 448.944, 563.274, 410.944,,121, 1, 1.00114, 1.27301, 1.01462, 1.39073,,121, 0, 0.00113853, 0.214461, 0.0144132, 0.280951
,,,122, 570.813, 570.071, 447.92, 562.785, 411.078,,122, 1, 1.0013, 1.27436, 1.01426, 1.38858,,122, 0, 0.00130088, 0.215295, 0.0140637, 0.279838
,,,123, 594.89, 569.797, 449.204, 562.887, 410.63,,123, 1, 1.04404, 1.32432, 1.05685, 1.44872,,123, 0, 0.0421803, 0.244895, 0.0537959, 0.309738
,,,124, 594.777, 587.503, 447.892, 584.742, 410.866,,124, 1, 1.01238, 1.32795, 1.01716, 1.44762,,124, 0, 0.0122295, 0.246959, 0.0168717, 0.30921
,,,125, 593.808, 587.306, 448.533, 584.642, 410.998,,125, 1, 1.01107, 1.32389, 1.01568, 1.44479,,125, 0, 0.0109492, 0.244649, 0.0154362, 0.30786
,,,126, 588.48, 586.411, 448.619, 585.044, 410.557,,126, 1, 1.00353, 1.31176, 1.00587, 1.43337,,126, 0, 0.00351581, 0.237665, 0.00583942, 0.302343
,,,127, 588.984, 586.708, 447.93, 584.367, 410.715,,127, 1, 1.00388, 1.3149, 1.0079, 1.43405,,127, 0, 0.00386466, 0.239488, 0.00784, 0.302672
,,,128, 594.686, 592.919, 432.069, 584.911, 409.935,,128, 1, 1.00298, 1.37637, 1.01671, 1.45068,,128, 0, 0.00297099, 0.27345, 0.0164378, 0.31067

