name,ptest -- memset,ticks,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare (%),bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA
testmask,0,,333, 176.48, 177.435, 658.391, 161.36, 161.446, 170.486, 157.179, 162.32, 162.32, 182.075, 173.09, 168.332, 172.152,,333, 1, 0.994619, 0.268047, 1.0937, 1.09312, 1.03516, 1.1228, 1.08724, 1.08724, 0.969269, 1.01959, 1.04841, 1.02514,,333, 0,-0.0054102,-2.73068, 0.0856743, 0.0851899, 0.0339641, 0.109367, 0.0802358, 0.0802367,-0.0317052, 0.0192115, 0.0461716, 0.0245261
clock,500,,366, 186.267, 187.765, 715.46, 171.835, 172.842, 180.884, 167.504, 172.754, 172.906, 191.559, 183.685, 178.816, 182.44,,366, 1, 0.992025, 0.260346, 1.08399, 1.07768, 1.02976, 1.11202, 1.07822, 1.07728, 0.972376, 1.01406, 1.04167, 1.02098,,366, 0,-0.00803906,-2.84104, 0.07748, 0.0720783, 0.0289022, 0.100734, 0.0725486, 0.0717327,-0.0284088, 0.0138652, 0.0400031, 0.020549
=====,,,399, 197.226, 198.193, 791.091, 182.853, 183.026, 192.116, 178.539, 182.99, 183.074, 201.205, 189.259, 184.645, 188.263,,399, 1, 0.995119, 0.249309, 1.0786, 1.07758, 1.0266, 1.10467, 1.0778, 1.0773, 0.980224, 1.04209, 1.06814, 1.04761,,399, 0,-0.00490445,-3.01109, 0.0728759, 0.0719988, 0.0259112, 0.0947493, 0.0721842, 0.0717537,-0.0201752, 0.0403942, 0.0637923, 0.0454435
Totals:,,,432, 202.296, 203.611, 845.734, 187.263, 187.642, 197.349, 183.023, 187.699, 187.667, 204.805, 194.256, 189.244, 193.374,,432, 1, 0.99354, 0.239195, 1.08028, 1.07809, 1.02507, 1.1053, 1.07777, 1.07795, 0.987747, 1.04139, 1.06897, 1.04614,,432, 0,-0.00650152,-3.18068, 0.0743114, 0.0724356, 0.0244538, 0.0952674, 0.0721573, 0.0723153,-0.012405, 0.0397416, 0.0645178, 0.0441043
total_bytes, 64638,,465, 216.947, 216.897, 926.416, 201.688, 202.092, 210.993, 197.619, 201.947, 201.994, 217.454, 203.551, 198.676, 202.783,,465, 1, 1.00023, 0.234179, 1.07566, 1.07351, 1.02822, 1.0978, 1.07428, 1.07403, 0.99767, 1.06581, 1.09196, 1.06985,,465, 0, 0.000230054,-3.27024, 0.0703362, 0.0684739, 0.0274452, 0.089089, 0.0691416, 0.0689244,-0.00233585, 0.0617458, 0.0842167, 0.065287
best_test,lx_mmx64simp,,498, 227.912, 228.823, 977.409, 212.646, 213.724, 221.912, 208.656, 213.814, 213.686, 228.433, 215.775, 210.383, 214.855,,498, 1, 0.996017, 0.23318, 1.07179, 1.06639, 1.02704, 1.09228, 1.06594, 1.06657, 0.997718, 1.05625, 1.08332, 1.06077,,498, 0,-0.00399886,-3.28854, 0.066981, 0.0622536, 0.026328, 0.0844877, 0.0618586, 0.0624173,-0.00228697, 0.0532543, 0.0769125, 0.0572882
best_total, 22143.9,,531, 239.634, 239.897, 1057.76, 224.467, 224.656, 234.079, 219.711, 225.431, 225.476, 239.58, 222.814, 218.344, 221.833,,531, 1, 0.998904, 0.226548, 1.06757, 1.06667, 1.02373, 1.09068, 1.063, 1.06279, 1.00022, 1.07549, 1.09751, 1.08024,,531, 0,-0.00109695,-3.41408, 0.0632917, 0.0625016, 0.0231819, 0.0831367, 0.0592667, 0.0590823, 0.000223507, 0.0701905, 0.0888437, 0.0742831
worst_test,i586,,564, 245.138, 246.145, 1140.78, 229.258, 230.553, 239.467, 225.121, 230.543, 230.552, 243.166, 227.454, 222.581, 226.534,,564, 1, 0.995909, 0.214886, 1.06927, 1.06326, 1.02368, 1.08892, 1.06331, 1.06327, 1.00811, 1.07775, 1.10134, 1.08213,,564, 0,-0.0041074,-3.65363, 0.064782, 0.0594984, 0.0231356, 0.0816598, 0.0595413, 0.0595019, 0.00804551, 0.0721412, 0.092019, 0.0758945
worst_total, 123533,,597, 259.114, 260.38, 1204.9, 244.003, 245.044, 254.538, 239.882, 245.57, 245.317, 257.109, 237.403, 232.641, 236.909,,597, 1, 0.99514, 0.21505, 1.06193, 1.05742, 1.01798, 1.08017, 1.05515, 1.05624, 1.0078, 1.09145, 1.1138, 1.09373,,597, 0,-0.00488412,-3.65008, 0.0583189, 0.0542996, 0.0176596, 0.0742233, 0.0522704, 0.0532492, 0.00773837, 0.0837904, 0.102169, 0.085697
total_local, 25540.4,,630, 271.252, 272.583, 1249.41, 256.332, 257.372, 266.956, 252.567, 257.19, 257.003, 269.517, 250.98, 245.61, 249.685,,630, 1, 0.995117, 0.217104, 1.05821, 1.05393, 1.01609, 1.07398, 1.05468, 1.05545, 1.00644, 1.08077, 1.1044, 1.08638,,630, 0,-0.00490706,-3.6061, 0.0550065, 0.0511729, 0.015838, 0.0688864, 0.051844, 0.0525333, 0.00639676, 0.0747371, 0.0945344, 0.0795098
total_i386, 25589.4,,663, 283.428, 284.865, 1303.01, 268.926, 269.369, 278.304, 264.413, 269.697, 269.401, 280.287, 258.839, 253.383, 258.062,,663, 1, 0.994956, 0.217518, 1.05393, 1.05219, 1.01841, 1.07191, 1.05091, 1.05207, 1.01121, 1.095, 1.11858, 1.09829,,663, 0,-0.00506953,-3.59733, 0.0511677, 0.049603, 0.0180788, 0.0670881, 0.0484456, 0.0494903, 0.0110839, 0.0867563, 0.106008, 0.0894963
total_i586, 123533,,696, 289.058, 290.296, 1368.63, 272.484, 273.705, 283.565, 270.281, 274.066, 274.047, 284.414, 263.977, 259.087, 262.056,,696, 1, 0.995735, 0.211202, 1.06082, 1.0561, 1.01937, 1.06947, 1.0547, 1.05477, 1.01633, 1.09501, 1.11568, 1.10304,,696, 0,-0.0042829,-3.73481, 0.0573373, 0.0531156, 0.019002, 0.0649604, 0.0518653, 0.0519294, 0.0160662, 0.086769, 0.103685, 0.0934148
total_i686, 24519.9,,729, 304.283, 305.55, 1439.31, 288.064, 289.578, 299.165, 284.928, 289.967, 290.304, 299.131, 274.571, 269.079, 273.801,,729, 1, 0.995856, 0.211409, 1.05631, 1.05078, 1.01711, 1.06793, 1.04937, 1.04815, 1.01723, 1.10821, 1.13083, 1.11133,,729, 0,-0.00416124,-3.73016, 0.0533048, 0.0483279, 0.0168217, 0.0636086, 0.0470501, 0.0459404, 0.0169339, 0.0976463, 0.115695, 0.100178
total_i686fix, 24631.6,,762, 315.895, 316.554, 1493.97, 300.556, 302.757, 311.42, 296.089, 302.5, 302.398, 309.351, 285.333, 281.448, 285.083,,762, 1, 0.997918, 0.211446, 1.05103, 1.0434, 1.01437, 1.06689, 1.04428, 1.04463, 1.02116, 1.10711, 1.12239, 1.10808,,762, 0,-0.00208605,-3.72934, 0.0485567, 0.0415905, 0.014166, 0.0626978, 0.0424026, 0.0427268, 0.0207171, 0.0967468, 0.109046, 0.0975404
total_lx_zan, 25192.2,,795, 328.131, 329, 1560, 312.649, 314.036, 322.734, 308.04, 314.008, 314.139, 320.912, 293.841, 288.419, 293.659,,795, 1, 0.99736, 0.210341, 1.04952, 1.04489, 1.01673, 1.06522, 1.04498, 1.04454, 1.0225, 1.1167, 1.13769, 1.11739,,795, 0,-0.00264737,-3.75419, 0.0471833, 0.042957, 0.0164504, 0.0612294, 0.0430408, 0.0426421, 0.0220026, 0.104502, 0.121026, 0.105056
total_lx_simp, 24327.1,,828, 333.861, 334.695, 1609.78, 318.294, 319.619, 328.532, 314.734, 319.381, 319.406, 325.642, 299.45, 294.431, 298.222,,828, 1, 0.99751, 0.207396, 1.04891, 1.04456, 1.01622, 1.06077, 1.04534, 1.04526, 1.02524, 1.11491, 1.13392, 1.11951,,828, 0,-0.00249627,-3.8217, 0.0466269, 0.04266, 0.0159611, 0.0572906, 0.0433708, 0.043297, 0.0246202, 0.10307, 0.118105, 0.10675
total_lx_hyb, 24654.2,,861, 347.411, 349.267, 1655.3, 332.2, 333.61, 342.743, 329.2, 333.575, 333.286, 338.217, 310.361, 304.365, 308.129,,861, 1, 0.994686, 0.209878, 1.04579, 1.04137, 1.01362, 1.05532, 1.04148, 1.04238, 1.02718, 1.11938, 1.14143, 1.12749,,861, 0,-0.00534288,-3.76467, 0.0437821, 0.0397245, 0.013435, 0.0524186, 0.0398266, 0.0406585, 0.026464, 0.106645, 0.123903, 0.113071
total_lx_hyb_BA, 24658.9,,894, 359.973, 360.568, 1728.07, 344.45, 344.984, 354.407, 340.306, 344.989, 345.144, 350.149, 320.312, 315.619, 319.518,,894, 1, 0.998349, 0.208309, 1.04507, 1.04345, 1.01571, 1.05779, 1.04343, 1.04296, 1.02806, 1.12382, 1.14053, 1.12661,,894, 0,-0.00165403,-3.80056, 0.0431235, 0.0416401, 0.015463, 0.0546347, 0.0416265, 0.0411947, 0.027291, 0.110177, 0.123214, 0.112384
total_lx_mmx, 24637.1,,927, 371.608, 371.896, 1770.52, 356.187, 357.596, 366.408, 352.256, 357.754, 357.503, 361.337, 329.199, 324.661, 328.646,,927, 1, 0.999226, 0.209886, 1.04329, 1.03918, 1.01419, 1.05494, 1.03873, 1.03945, 1.02842, 1.12883, 1.1446, 1.13072,,927, 0,-0.000774488,-3.76449, 0.0414971, 0.037707, 0.0139929, 0.0520766, 0.037282, 0.037957, 0.0276386, 0.114124, 0.126334, 0.11561
total_lx_mmx64, 22453.9,,960, 371.32, 372.489, 1875.07, 355.702, 357.243, 366.255, 352.53, 356.843, 356.625, 354.982, 320.77, 315.324, 319.353,,960, 1, 0.996863, 0.19803, 1.04391, 1.0394, 1.01383, 1.0533, 1.04057, 1.04121, 1.04603, 1.15759, 1.17758, 1.16273,,960, 0,-0.00314709,-4.04974, 0.0420611, 0.0379104, 0.0136401, 0.050603, 0.0389876, 0.0395768, 0.0440013, 0.136135, 0.150804, 0.139952
total_lx_mmx64simp, 22143.9,,993, 391.167, 391.561, 1948.28, 374.2, 375.68, 386.174, 370.751, 375.617, 376.204, 374.927, 344.526, 337.555, 344.269,,993, 1, 0.998992, 0.200776, 1.04534, 1.04122, 1.01293, 1.05507, 1.0414, 1.03977, 1.04331, 1.13538, 1.15882, 1.13622,,993, 0,-0.00100923,-3.98068, 0.0433736, 0.0395908, 0.012763, 0.0521924, 0.039751, 0.0382512, 0.0415151, 0.119236, 0.137055, 0.119892
total_lx_mmx64_BA, 22405.6,,1026, 403.781, 404.335, 1980.02, 387.931, 388.433, 398.202, 383.512, 388.897, 389.741, 387.466, 349.518, 344.816, 348.537,,1026, 1, 0.99863, 0.203928, 1.04086, 1.03951, 1.01401, 1.05285, 1.03827, 1.03602, 1.04211, 1.15525, 1.171, 1.1585,,1026, 0,-0.00137216,-3.9037, 0.0392557, 0.0380105, 0.0138186, 0.0501979, 0.0368637, 0.034772, 0.0404066, 0.134388, 0.146032, 0.136817
ratio_local, 1,,1059, 414.624, 415.285, 2045.39, 399.759, 401.93, 410.505, 397.502, 401.68, 400.596, 397.126, 364.335, 359.292, 364.085,,1059, 1, 0.99841, 0.202711, 1.03719, 1.03158, 1.01003, 1.04308, 1.03222, 1.03502, 1.04406, 1.13803, 1.154, 1.13881,,1059, 0,-0.00159266,-3.93312, 0.035852, 0.0306166, 0.0099347, 0.0412963, 0.0312189, 0.0338346, 0.042203, 0.121288, 0.133451, 0.121892
ratio_i386, 0.998085,,1092, 419.612, 420.67, 2086.79, 403.456, 404.668, 413.136, 401.207, 405.921, 406.192, 403.16, 362.293, 358.679, 361.268,,1092, 1, 0.997487, 0.201081, 1.04004, 1.03693, 1.01568, 1.04588, 1.03373, 1.03304, 1.04081, 1.15821, 1.16988, 1.1615,,1092, 0,-0.00251982,-3.97313, 0.0385027, 0.0356142, 0.0154342, 0.0438633, 0.0326293, 0.0319826, 0.0392093, 0.1366, 0.145213, 0.139044
ratio_i586, 0.206749,,1125, 435.033, 435.017, 2158.84, 417.903, 419.374, 429.135, 414.383, 420.008, 419.175, 417.291, 380.504, 372.073, 379.04,,1125, 1, 1.00004, 0.201512, 1.04099, 1.03734, 1.01374, 1.04983, 1.03577, 1.03783, 1.04252, 1.14331, 1.16921, 1.14772,,1125, 0, 3.5986e-05,-3.96248, 0.039375, 0.0359953, 0.0135572, 0.0474681, 0.0345369, 0.0364525, 0.0407821, 0.125344, 0.144723, 0.128709
ratio_i686, 1.04162,,1158, 445.891, 446.049, 2219.23, 429.707, 431.414, 440.257, 425.55, 431.451, 432.139, 428.994, 387.929, 383.143, 385.905,,1158, 1, 0.999644, 0.200921, 1.03766, 1.03356, 1.0128, 1.0478, 1.03347, 1.03182, 1.03939, 1.14941, 1.16377, 1.15544,,1158, 0,-0.00035609,-3.97708, 0.0362955, 0.0324675, 0.0126348, 0.0456169, 0.0323847, 0.0308416, 0.037894, 0.129991, 0.140725, 0.13453
ratio_i686fix, 1.0369,,1191, 456.8, 458.404, 2274.5, 442.487, 443.057, 452.366, 440.148, 444.066, 443.942, 439.422, 396.218, 392.908, 398.034,,1191, 1, 0.996501, 0.200836, 1.03235, 1.03102, 1.0098, 1.03783, 1.02868, 1.02896, 1.03955, 1.1529, 1.16261, 1.14764,,1191, 0,-0.00351085,-3.9792, 0.0313333, 0.0300856, 0.00970715, 0.0364538, 0.0278773, 0.0281476, 0.038042, 0.132623, 0.139869, 0.128646
ratio_lx_zan, 1.01382,,1224, 463.599, 464.193, 2323.53, 445.785, 447.715, 458.471, 443.117, 448.205, 449.174, 443.046, 395.721, 394.245, 398.171,,1224, 1, 0.998721, 0.199524, 1.03996, 1.03548, 1.01118, 1.04622, 1.03434, 1.03211, 1.04639, 1.17153, 1.17592, 1.16432,,1224, 0,-0.00128107,-4.01194, 0.0384256, 0.0342611, 0.0110599, 0.0441803, 0.0332045, 0.0311146, 0.0443333, 0.146415, 0.149599, 0.14113
ratio_lx_simp, 1.04988,,1257, 480.47, 480.024, 2391.78, 459.388, 462.449, 473.9, 458.824, 463.902, 464.4, 458.189, 416.694, 409.977, 414.484,,1257, 1, 1.00093, 0.200884, 1.04589, 1.03897, 1.01386, 1.04718, 1.03571, 1.0346, 1.04863, 1.15305, 1.17194, 1.1592,,1257, 0, 0.000928042,-3.97799, 0.0438768, 0.0375066, 0.0136736, 0.0450519, 0.0344826, 0.0334462, 0.0463724, 0.132737, 0.146717, 0.137335
ratio_lx_hyb, 1.03595,,1290, 490.782, 491.334, 2446.9, 474.088, 476.231, 484.826, 471.643, 477.075, 476.541, 469.347, 424.61, 420.029, 422.304,,1290, 1, 0.998876, 0.200573, 1.03521, 1.03056, 1.01229, 1.04058, 1.02873, 1.02988, 1.04567, 1.15584, 1.16845, 1.16215,,1290, 0,-0.00112479,-3.98572, 0.0340149, 0.0296502, 0.0121363, 0.0389985, 0.0279286, 0.0290177, 0.0436748, 0.134831, 0.144165, 0.139529
ratio_lx_hyb_BA, 1.03575,,1323, 502.097, 502.185, 2519.11, 485.986, 485.583, 497.636, 483.568, 487.843, 487.634, 480.634, 434.37, 429.92, 432.715,,1323, 1, 0.999825, 0.199315, 1.03315, 1.03401, 1.00897, 1.03832, 1.02922, 1.02966, 1.04466, 1.15592, 1.16789, 1.16034,,1323, 0,-0.000174601,-4.01718, 0.032087, 0.0328902, 0.0088858, 0.0369028, 0.0283888, 0.028805, 0.0427474, 0.134889, 0.143752, 0.138185
ratio_lx_mmx, 1.03667,,1356, 509.798, 511.604, 2558.77, 490.864, 493.951, 503.664, 487.41, 493.35, 493.825, 486.246, 436.845, 430.477, 433.771,,1356, 1, 0.99647, 0.199236, 1.03857, 1.03208, 1.01218, 1.04593, 1.03334, 1.03234, 1.04844, 1.167, 1.18426, 1.17527,,1356, 0,-0.00354275,-4.01918, 0.0371401, 0.031085, 0.012032, 0.0439148, 0.0322644, 0.0313312, 0.0461982, 0.143102, 0.155592, 0.149131
ratio_lx_mmx64, 1.13746,,1389, 524.268, 524.471, 2635.81, 505.884, 509.633, 519.521, 503.802, 509.99, 509.298, 501.226, 453.237, 446.365, 450.416,,1389, 1, 0.999614, 0.198902, 1.03634, 1.02872, 1.00914, 1.04062, 1.028, 1.02939, 1.04597, 1.15672, 1.17453, 1.16396,,1389, 0,-0.000386451,-4.02759, 0.0350669, 0.0279148, 0.00905496, 0.0390371, 0.0272345, 0.0285543, 0.0439509, 0.135486, 0.148595, 0.140867
ratio_lx_mmx64simp, 1.15339,,1422, 537.713, 537.823, 2676.38, 520.339, 522.082, 530.975, 517.412, 523.414, 521.232, 511.35, 460.489, 454.133, 461.1,,1422, 1, 0.999795, 0.200911, 1.03339, 1.02994, 1.01269, 1.03924, 1.02732, 1.03162, 1.05156, 1.1677, 1.18404, 1.16615,,1422, 0,-0.000204898,-3.97733, 0.0323104, 0.0290704, 0.0125302, 0.0377543, 0.0265926, 0.0306506, 0.0490285, 0.143616, 0.155436, 0.142479
ratio_lx_mmx64_BA, 1.13992,,1455, 549.951, 550.097, 2751.43, 533.332, 534.722, 544.217, 529.617, 535.876, 537.004, 523.737, 472.539, 469.082, 473.424,,1455, 1, 0.999735, 0.199879, 1.03116, 1.02848, 1.01054, 1.0384, 1.02627, 1.02411, 1.05005, 1.16382, 1.1724, 1.16165,,1455, 0,-0.000264988,-4.00304, 0.0302201, 0.0276913, 0.0104279, 0.0369755, 0.0255946, 0.0235425, 0.0476666, 0.140761, 0.147047, 0.139152
,,,1488, 554.441, 555.994, 2801.79, 537.488, 540.24, 550.576, 534.368, 541.62, 542.301, 526.805, 474.918, 470.117, 473.774,,1488, 1, 0.997207, 0.197888, 1.03154, 1.02628, 1.00702, 1.03756, 1.02367, 1.02238, 1.05246, 1.16744, 1.17937, 1.17026,,1488, 0,-0.00280112,-4.05336, 0.0305764, 0.0256117, 0.00697069, 0.0362026, 0.0231234, 0.0218945, 0.0498448, 0.143428, 0.152088, 0.145491
,,,1521, 572.542, 572.753, 2862.8, 554.176, 555.248, 564.961, 552.274, 557.173, 556.983, 545.323, 491.045, 487.321, 490.96,,1521, 1, 0.999632, 0.199994, 1.03314, 1.03115, 1.01342, 1.0367, 1.02758, 1.02794, 1.04991, 1.16597, 1.17488, 1.16617,,1521, 0,-0.000368626,-4.00016, 0.0320786, 0.0302063, 0.013242, 0.0354006, 0.0268443, 0.0271763, 0.0475414, 0.142342, 0.148847, 0.142491
,,,1554, 584.541, 584.683, 2924.65, 565.864, 568.818, 577.452, 564.11, 568.773, 568.827, 555.674, 497.361, 495.369, 499.141,,1554, 1, 0.999756, 0.199867, 1.033, 1.02764, 1.01228, 1.03622, 1.02772, 1.02762, 1.05195, 1.17529, 1.18001, 1.17109,,1554, 0,-0.000244271,-4.00333, 0.0319504, 0.0268974, 0.0121271, 0.034951, 0.0269746, 0.0268823, 0.049383, 0.149143, 0.152549, 0.146097
,,,1587, 596.918, 595.431, 3009.22, 578.5, 581.551, 589.839, 575.729, 581.121, 580.742, 566.045, 510.39, 506.599, 511.017,,1587, 1, 1.0025, 0.198363, 1.03184, 1.02642, 1.012, 1.0368, 1.02718, 1.02785, 1.05454, 1.16953, 1.17829, 1.1681,,1587, 0, 0.00249019,-4.04127, 0.0308545, 0.025743, 0.0118584, 0.0354965, 0.0264638, 0.0270991, 0.0517206, 0.144958, 0.151309, 0.143908
,,,1620, 602.269, 602.116, 3047.33, 582.044, 587.155, 595.905, 581.271, 590.107, 588.818, 571.108, 513.692, 507.168, 512.56,,1620, 1, 1.00025, 0.197638, 1.03475, 1.02574, 1.01068, 1.03612, 1.02061, 1.02284, 1.05456, 1.17243, 1.18751, 1.17502,,1620, 0, 0.000253883,-4.05975, 0.0335811, 0.0250947, 0.0105664, 0.0348636, 0.0201933, 0.0223329, 0.051739, 0.147071, 0.157904, 0.148952
,,,1653, 613.556, 617.383, 3106.85, 598.129, 600.785, 610.022, 598.081, 601.296, 601.886, 584.682, 527.795, 522.461, 525.768,,1653, 1, 0.993801, 0.197485, 1.02579, 1.02126, 1.00579, 1.02587, 1.02039, 1.01939, 1.04938, 1.16249, 1.17436, 1.16697,,1653, 0,-0.00623756,-4.06367, 0.025143, 0.0208145, 0.00576007, 0.0252222, 0.0199822, 0.0190205, 0.0470604, 0.139777, 0.148471, 0.14308
,,,1686, 629.406, 628.142, 3157.46, 609.838, 615.355, 622.301, 608.649, 614.084, 614.548, 598.602, 536.957, 531.664, 536.018,,1686, 1, 1.00201, 0.199339, 1.03209, 1.02283, 1.01142, 1.0341, 1.02495, 1.02418, 1.05146, 1.17217, 1.18384, 1.17423,,1686, 0, 0.002008,-4.01657, 0.0310897, 0.0223238, 0.011288, 0.0329779, 0.0243429, 0.0236059, 0.0489412, 0.146882, 0.155292, 0.148374
,,,1719, 638.701, 641.115, 3233.48, 624.257, 625.416, 635.77, 621.014, 625.164, 626.774, 608.224, 548.706, 543.311, 548.62,,1719, 1, 0.996236, 0.197527, 1.02314, 1.02124, 1.00461, 1.02848, 1.02165, 1.01903, 1.05011, 1.16401, 1.17557, 1.1642,,1719, 0,-0.00377827,-4.06259, 0.0226158, 0.0208002, 0.00458924, 0.0276925, 0.0211946, 0.018674, 0.0477172, 0.140903, 0.14935, 0.141038
,,,1752, 644.962, 647.068, 3290.3, 627.824, 631.039, 638.454, 626.05, 631.326, 632.524, 612.931, 549.334, 545.369, 550.862,,1752, 1, 0.996745, 0.196019, 1.0273, 1.02206, 1.01019, 1.03021, 1.0216, 1.01966, 1.05226, 1.17408, 1.18262, 1.17082,,1752, 0,-0.00326523,-4.10155, 0.0265723, 0.0215874, 0.0100903, 0.029322, 0.0211417, 0.0192854, 0.0496629, 0.148269, 0.154416, 0.145899
,,,1785, 661.678, 662.819, 3341.15, 642.729, 647.414, 656.062, 641.011, 648.203, 647.024, 626.036, 565.841, 561.113, 562.038,,1785, 1, 0.998279, 0.198039, 1.02948, 1.02203, 1.00856, 1.03224, 1.02079, 1.02265, 1.05693, 1.16937, 1.17922, 1.17728,,1785, 0,-0.00172446,-4.04951, 0.0286378, 0.0215572, 0.00848818, 0.0312336, 0.0203648, 0.0221473, 0.0538666, 0.144839, 0.151984, 0.150587
