name,ptest -- strlen,ticks,bytes,local,i486p,lxSimp,lxus,lx_5a_r2,compare,bytes,local,i486p,lxSimp,lxus,lx_5a_r2,compare (%),bytes,local,i486p,lxSimp,lxus,lx_5a_r2
,,,33, 242.001, 217.645, 230.729, 238.086, 221.892,,33, 1, 1.1119, 1.04885, 1.01644, 1.09062,,33, 0, 0.100642, 0.0465764, 0.0161769, 0.0830928
,,,34, 247.247, 219.629, 234.471, 242.126, 223.048,,34, 1, 1.12575, 1.05449, 1.02115, 1.10849,,34, 0, 0.111702, 0.0516703, 0.0207103, 0.0978739
,,,35, 252.134, 223.315, 239.329, 245.904, 223.791,,35, 1, 1.12905, 1.0535, 1.02533, 1.12665,,35, 0, 0.1143, 0.0507861, 0.0247064, 0.112413
,,,36, 255.421, 226.04, 243.721, 249.703, 226.031,,36, 1, 1.12998, 1.04801, 1.0229, 1.13003,,36, 0, 0.115028, 0.0458067, 0.0223851, 0.115064
,,,37, 258.313, 228.407, 247.913, 253.626, 228.996,,37, 1, 1.13093, 1.04195, 1.01848, 1.12802,,37, 0, 0.115774, 0.0402616, 0.0181475, 0.113494
,,,38, 261.564, 230.829, 252.132, 258.221, 231.876,,38, 1, 1.13315, 1.03741, 1.01294, 1.12803,,38, 0, 0.117504, 0.036058, 0.0127795, 0.1135
,,,39, 265.205, 233.978, 256.496, 261.137, 236.244,,39, 1, 1.13346, 1.03395, 1.01558, 1.12259,,39, 0, 0.117748, 0.0328379, 0.0153387, 0.109204
,,,40, 268.868, 236.401, 261.074, 264.898, 239.132,,40, 1, 1.13734, 1.02985, 1.01499, 1.12435,,40, 0, 0.120755, 0.0289864, 0.0147661, 0.110596
,,,41, 272.095, 239.09, 264.916, 272.881, 241.872,,41, 1, 1.13804, 1.0271, 0.99712, 1.12495,,41, 0, 0.121297, 0.0263832,-0.00288879, 0.111073
,,,42, 275.835, 241.484, 269.713, 275.155, 244.443,,42, 1, 1.14225, 1.0227, 1.00247, 1.12842,,42, 0, 0.124532, 0.0221932, 0.00246262, 0.113807
,,,43, 279.586, 243.918, 273.818, 276.844, 246.301,,43, 1, 1.14623, 1.02107, 1.0099, 1.13514,,43, 0, 0.127573, 0.020631, 0.00980543, 0.119052
,,,44, 283.371, 246.52, 278.844, 279.347, 249.869,,44, 1, 1.14949, 1.01623, 1.01441, 1.13408,,44, 0, 0.130046, 0.0159747, 0.0142018, 0.118226
,,,45, 287.139, 249.725, 282.905, 285.76, 252.419,,45, 1, 1.14982, 1.01497, 1.00483, 1.13755,,45, 0, 0.130301, 0.0147456, 0.00480189, 0.120919
,,,46, 288.774, 252.588, 287.277, 289.35, 254.971,,46, 1, 1.14326, 1.00521, 0.99801, 1.13258,,46, 0, 0.125308, 0.00518296,-0.00199348, 0.117059
,,,47, 291.099, 254.068, 291.638, 292.895, 257.753,,47, 1, 1.14575, 0.998152, 0.993867, 1.12937,,47, 0, 0.127212,-0.00185156,-0.00617095, 0.114552
,,,48, 294.986, 255.647, 295.714, 295.473, 258.999,,48, 1, 1.15388, 0.997536, 0.998351, 1.13894,,48, 0, 0.133357,-0.00246999,-0.00165128, 0.121994
,,,49, 298.45, 257.67, 300.358, 298.763, 260.357,,49, 1, 1.15826, 0.993648, 0.998954, 1.14631,,49, 0, 0.136638,-0.00639274,-0.00104726, 0.127636
,,,50, 303.489, 259.421, 304.52, 302.304, 261.356,,50, 1, 1.16987, 0.996617, 1.00392, 1.16121,,50, 0, 0.145205,-0.0033947, 0.00390526, 0.138831
,,,51, 308.138, 262.923, 309.336, 305.444, 261.782,,51, 1, 1.17197, 0.996128, 1.00882, 1.17708,,51, 0, 0.146735,-0.00388741, 0.00874175, 0.15044
,,,52, 311.622, 265.348, 313.738, 308.657, 264.87,,52, 1, 1.17439, 0.993257, 1.00961, 1.17651,,52, 0, 0.148494,-0.00678842, 0.00951569, 0.150028
,,,53, 314.787, 268.367, 317.859, 311.505, 267.556,,53, 1, 1.17298, 0.990338, 1.01054, 1.17653,,53, 0, 0.147467,-0.00975642, 0.0104278, 0.150043
,,,54, 318.489, 270.791, 322.523, 314.716, 270.661,,54, 1, 1.17614, 0.987493, 1.01199, 1.17671,,54, 0, 0.149764,-0.0126653, 0.0118473, 0.150171
,,,55, 321.87, 273.425, 326.41, 317.417, 274.08,,55, 1, 1.17718, 0.986091, 1.01403, 1.17436,,55, 0, 0.150511,-0.0141053, 0.0138354, 0.148476
,,,56, 325.358, 276.502, 331.205, 320.5, 277.014,,56, 1, 1.17669, 0.982347, 1.01516, 1.17452,,56, 0, 0.150161,-0.0179704, 0.0149309, 0.148587
,,,57, 328.671, 278.61, 334.991, 323.686, 280.166,,57, 1, 1.17968, 0.981136, 1.0154, 1.17313,,57, 0, 0.152315,-0.0192268, 0.0151686, 0.147581
,,,58, 332.193, 280.863, 339.745, 326.303, 282.735,,58, 1, 1.18276, 0.977772, 1.01805, 1.17493,,58, 0, 0.154519,-0.0227329, 0.0177327, 0.148883
,,,59, 335.892, 284.137, 343.778, 329.077, 285.459,,59, 1, 1.18215, 0.97706, 1.02071, 1.17667,,59, 0, 0.154081,-0.0234785, 0.0202882, 0.150146
,,,60, 340.096, 286.638, 348.732, 332.851, 287.568,,60, 1, 1.1865, 0.975238, 1.02177, 1.18267,,60, 0, 0.157185,-0.0253905, 0.0213039, 0.154452
,,,61, 343.76, 289.583, 353.142, 335.745, 290.322,,61, 1, 1.18709, 0.973435, 1.02387, 1.18407,,61, 0, 0.157601,-0.0272903, 0.0233177, 0.155452
,,,62, 345.649, 292.306, 357.423, 338.607, 292.645,,62, 1, 1.18249, 0.967059, 1.0208, 1.18112,,62, 0, 0.154326,-0.0340628, 0.0203726, 0.153347
,,,63, 347.851, 293.362, 361.69, 339.785, 295.092,,63, 1, 1.18574, 0.961737, 1.02374, 1.17879,,63, 0, 0.156643,-0.0397855, 0.0231879, 0.151671
,,,64, 351.376, 295.531, 366.019, 370.201, 296.942,,64, 1, 1.18897, 0.959994, 0.949151, 1.18332,,64, 0, 0.158933,-0.0416727,-0.0535733, 0.154917
,,,65, 354.775, 296.737, 370.266, 374.202, 298.154,,65, 1, 1.19559, 0.958162, 0.948085, 1.18991,,65, 0, 0.163591,-0.0436653,-0.0547582, 0.159598
,,,66, 360.187, 299.346, 374.583, 378.306, 299.793,,66, 1, 1.20325, 0.961569, 0.952107, 1.20146,,66, 0, 0.168915,-0.0399665,-0.0503023, 0.167676
,,,67, 364.76, 302.713, 379.27, 382.144, 300.636,,67, 1, 1.20497, 0.961743, 0.95451, 1.21329,,67, 0, 0.170103,-0.0397793,-0.0476575, 0.175797
,,,68, 368.357, 305.805, 383.57, 385.675, 302.862,,68, 1, 1.20455, 0.960338, 0.955096, 1.21625,,68, 0, 0.169811,-0.0413003,-0.0470152, 0.177803
,,,69, 371.458, 308.177, 388.028, 393.325, 306.162,,69, 1, 1.20534, 0.957298, 0.944405, 1.21327,,69, 0, 0.170359,-0.0446068,-0.058868, 0.175784
,,,70, 374.897, 310.586, 392.143, 399.113, 309.396,,70, 1, 1.20707, 0.956021, 0.939326, 1.21171,,70, 0, 0.171544,-0.0460016,-0.0645934, 0.174717
,,,71, 378.243, 313.429, 396.094, 400.258, 312.661,,71, 1, 1.20679, 0.954934, 0.944998, 1.20975,,71, 0, 0.171356,-0.0471931,-0.0582033, 0.173386
,,,72, 381.586, 316.149, 401.208, 402.45, 315.884,,72, 1, 1.20698, 0.951092, 0.948156, 1.20799,,72, 0, 0.171486,-0.0514233,-0.0546786, 0.172182
,,,73, 385.113, 318.973, 405.475, 404.555, 318.503,,73, 1, 1.20735, 0.949782, 0.951942, 1.20913,,73, 0, 0.171741,-0.0528731,-0.0504845, 0.172961
,,,74, 388.682, 321.181, 409.896, 408.092, 321.49,,74, 1, 1.21017, 0.948247, 0.952439, 1.209,,74, 0, 0.173668,-0.0545777,-0.0499363, 0.172873
,,,75, 392.476, 323.621, 414.398, 410.862, 323.591,,75, 1, 1.21277, 0.947099, 0.955251, 1.21288,,75, 0, 0.175438,-0.0558556,-0.0468456, 0.175514
,,,76, 396.73, 326.352, 418.812, 414.373, 326.126,,76, 1, 1.21565, 0.947274, 0.957422, 1.21649,,76, 0, 0.177395,-0.055661,-0.044471, 0.177965
,,,77, 400.166, 329.143, 422.661, 421.751, 328.521,,77, 1, 1.21578, 0.946777, 0.948821, 1.21808,,77, 0, 0.177482,-0.0562148,-0.0539398, 0.179039
,,,78, 401.766, 331.721, 427.57, 425.247, 331.17,,78, 1, 1.21116, 0.93965, 0.944784, 1.21317,,78, 0, 0.174343,-0.0642255,-0.0584429, 0.175714
,,,79, 404.486, 333.995, 431.672, 428.028, 334.174,,79, 1, 1.21106, 0.937024, 0.944999, 1.21041,,79, 0, 0.174274,-0.067209,-0.0582022, 0.17383
,,,80, 407.631, 335.721, 436.263, 431.322, 335.325,,80, 1, 1.2142, 0.93437, 0.945073, 1.21563,,80, 0, 0.17641,-0.0702399,-0.0581188, 0.177381
,,,81, 411.292, 337.383, 440.209, 434.517, 337.247,,81, 1, 1.21907, 0.93431, 0.94655, 1.21956,,81, 0, 0.1797,-0.0703082,-0.0564687, 0.180029
,,,82, 416.318, 339.502, 444.606, 437.669, 338.423,,82, 1, 1.22626, 0.936375, 0.951216, 1.23017,,82, 0, 0.184514,-0.0679485,-0.051286, 0.187106
,,,83, 420.838, 342.455, 449.001, 440.176, 339.118,,83, 1, 1.22889, 0.937277, 0.956069, 1.24098,,83, 0, 0.186254,-0.0669206,-0.0459496, 0.194184
,,,84, 424.625, 345.134, 453.709, 443.235, 342.004,,84, 1, 1.23032, 0.935899, 0.958014, 1.24158,,84, 0, 0.187204,-0.0684918,-0.0438262, 0.194575
,,,85, 427.645, 347.611, 457.736, 446.211, 344.224,,85, 1, 1.23024, 0.934263, 0.958392, 1.24235,,85, 0, 0.187151,-0.0703629,-0.0434148, 0.195072
,,,86, 431.392, 350.43, 461.997, 449.503, 347.736,,86, 1, 1.23104, 0.933755, 0.959708, 1.24057,,86, 0, 0.187676,-0.0709451,-0.0419841, 0.19392
,,,87, 434.889, 352.871, 466.471, 452.789, 351.258,,87, 1, 1.23243, 0.932296, 0.960468, 1.23809,,87, 0, 0.188595,-0.0726207,-0.0411593, 0.192304
,,,88, 438.086, 355.919, 471.108, 455.576, 354.347,,88, 1, 1.23086, 0.929906, 0.96161, 1.23632,,88, 0, 0.187559,-0.0753775,-0.0399223, 0.191147
,,,89, 441.459, 358.55, 475.374, 458.63, 356.921,,89, 1, 1.23123, 0.928655, 0.962559, 1.23685,,89, 0, 0.187806,-0.0768256,-0.0388969, 0.191496
,,,90, 445.468, 360.806, 479.964, 461.606, 359.723,,90, 1, 1.23465, 0.928129, 0.965041, 1.23837,,90, 0, 0.190054,-0.0774367,-0.0362251, 0.192484
,,,91, 448.486, 363.936, 484.357, 464.65, 362.075,,91, 1, 1.23232, 0.92594, 0.965211, 1.23865,,91, 0, 0.188523,-0.0799841,-0.0360427, 0.192671
,,,92, 453.078, 366.46, 488.633, 467.704, 364.97,,92, 1, 1.23636, 0.927237, 0.968729, 1.24141,,92, 0, 0.191177,-0.0784732,-0.0322799, 0.194465
,,,93, 456.229, 369.514, 492.617, 470.509, 367.388,,93, 1, 1.23467, 0.926132, 0.969648, 1.24182,,93, 0, 0.190068,-0.0797599,-0.0313017, 0.194729
,,,94, 458.774, 372.031, 496.955, 473.439, 369.811,,94, 1, 1.23316, 0.92317, 0.969025, 1.24056,,94, 0, 0.189077,-0.0832241,-0.0319647, 0.193915
,,,95, 460.806, 373.432, 501.701, 474.827, 372.311,,95, 1, 1.23398, 0.918487, 0.970472, 1.23769,,95, 0, 0.189612,-0.0887467,-0.0304266, 0.192044
,,,96, 464.256, 375.417, 506.292, 490.468, 374.006,,96, 1, 1.23664, 0.916972, 0.946557, 1.24131,,96, 0, 0.191356,-0.0905459,-0.0564603, 0.194397
,,,97, 467.452, 377.27, 510.175, 494.313, 375.647,,97, 1, 1.23904, 0.916258, 0.94566, 1.24439,,97, 0, 0.192923,-0.0913962,-0.0574629, 0.196394
,,,98, 472.669, 379.37, 514.85, 498.185, 376.877,,98, 1, 1.24593, 0.918073, 0.948784, 1.25417,,98, 0, 0.197388,-0.0892382,-0.0539809, 0.202662
,,,99, 477.801, 382.346, 518.751, 502.711, 377.64,,99, 1, 1.24966, 0.921061, 0.950449, 1.26523,,99, 0, 0.19978,-0.0857042,-0.0521339, 0.20963
,,,100, 480.915, 384.978, 523.358, 506.294, 380.436,,100, 1, 1.2492, 0.918903, 0.949873, 1.26412,,100, 0, 0.199489,-0.0882546,-0.0527723, 0.208934
,,,101, 483.771, 387.247, 528.106, 509.916, 382.694,,101, 1, 1.24926, 0.916049, 0.948728, 1.26412,,101, 0, 0.199525,-0.0916447,-0.0540433, 0.208935
,,,102, 487.57, 389.812, 532.407, 519.014, 385.982,,102, 1, 1.25078, 0.915785, 0.939416, 1.26319,,102, 0, 0.2005,-0.091959,-0.0644915, 0.208356
,,,103, 491.083, 392.362, 536.613, 520.89, 389.797,,103, 1, 1.2516, 0.915152, 0.942776, 1.25984,,103, 0, 0.201026,-0.0927142,-0.0606978, 0.206249
,,,104, 494.507, 395.638, 540.849, 522.716, 392.944,,104, 1, 1.2499, 0.914316, 0.946034, 1.25847,,104, 0, 0.199934,-0.0937133,-0.0570447, 0.205383
,,,105, 498.099, 397.983, 544.974, 524.885, 395.46,,105, 1, 1.25156, 0.913986, 0.948967, 1.25954,,105, 0, 0.200996,-0.0941089,-0.0537779, 0.206062
,,,106, 501.623, 400.382, 549.707, 528.6, 398.461,,106, 1, 1.25286, 0.912527, 0.948964, 1.2589,,106, 0, 0.201827,-0.0958584,-0.0537804, 0.205655
,,,107, 505.448, 403.227, 554.431, 531.41, 400.634,,107, 1, 1.25351, 0.911651, 0.951145, 1.26162,,107, 0, 0.202238,-0.0969104,-0.0513645, 0.207369
,,,108, 508.91, 406.179, 558.451, 534.847, 403.445,,108, 1, 1.25292, 0.911289, 0.951506, 1.26141,,108, 0, 0.201866,-0.0973466,-0.0509654, 0.207238
,,,109, 512.791, 408.88, 563.055, 541.775, 405.702,,109, 1, 1.25414, 0.910729, 0.946501, 1.26396,,109, 0, 0.202638,-0.098021,-0.0565229, 0.208835
,,,110, 514.671, 411.284, 567.478, 545.289, 408.114,,110, 1, 1.25138, 0.906945, 0.94385, 1.2611,,110, 0, 0.20088,-0.102603,-0.0594901, 0.20704
,,,111, 516.904, 412.769, 571.5, 548.068, 410.641,,111, 1, 1.25228, 0.904468, 0.943138, 1.25877,,111, 0, 0.201459,-0.105623,-0.0602904, 0.205575
,,,112, 520.367, 414.715, 575.906, 551.346, 412.257,,112, 1, 1.25476, 0.903563, 0.943813, 1.26224,,112, 0, 0.203033,-0.10673,-0.0595321, 0.207757
,,,113, 524.174, 416.277, 580.528, 554.405, 413.472,,113, 1, 1.2592, 0.902926, 0.945471, 1.26774,,113, 0, 0.205842,-0.107511,-0.0576738, 0.211192
,,,114, 529.235, 418.328, 584.555, 557.619, 415.022,,114, 1, 1.26512, 0.905364, 0.949098, 1.2752,,114, 0, 0.209562,-0.104528,-0.0536318, 0.215809
,,,115, 533.808, 422.055, 589.202, 560.712, 416.015,,115, 1, 1.26478, 0.905984, 0.952018, 1.28315,,115, 0, 0.209351,-0.103772,-0.0503999, 0.220665
,,,116, 537.572, 424.225, 593.457, 563.689, 418.17,,116, 1, 1.26718, 0.905831, 0.953666, 1.28553,,116, 0, 0.210849,-0.103959,-0.0485846, 0.222112
,,,117, 540.795, 427.096, 597.886, 567.154, 421.48,,117, 1, 1.26621, 0.904511, 0.953523, 1.28309,,117, 0, 0.210244,-0.105569,-0.048742, 0.22063
,,,118, 544.22, 429.596, 602.165, 569.926, 424.718,,118, 1, 1.26682, 0.903772, 0.954896, 1.28137,,118, 0, 0.210621,-0.106474,-0.0472343, 0.219584
,,,119, 547.634, 432.633, 606.31, 573.409, 428.17,,119, 1, 1.26582, 0.903225, 0.95505, 1.27901,,119, 0, 0.209997,-0.107144,-0.0470653, 0.218146
,,,120, 550.834, 435.293, 611.207, 575.636, 431.568,,120, 1, 1.26543, 0.901223, 0.956914, 1.27636,,120, 0, 0.209756,-0.109603,-0.0450263, 0.216519
,,,121, 554.424, 437.841, 615.497, 579.32, 434.09,,121, 1, 1.26627, 0.900774, 0.957026, 1.27721,,121, 0, 0.210278,-0.110157,-0.0449037, 0.217043
,,,122, 557.744, 440.4, 619.924, 581.644, 436.826,,122, 1, 1.26645, 0.899698, 0.958909, 1.27681,,122, 0, 0.21039,-0.111484,-0.0428515, 0.216799
,,,123, 561.857, 442.787, 623.863, 585.217, 439.091,,123, 1, 1.26891, 0.900609, 0.960082, 1.27959,,123, 0, 0.211922,-0.11036,-0.0415776, 0.218501
,,,124, 565.83, 445.323, 628.514, 587.997, 441.715,,124, 1, 1.2706, 0.900267, 0.962301, 1.28098,,124, 0, 0.212973,-0.110782,-0.0391756, 0.21935
,,,125, 569.088, 448.213, 633.043, 591.048, 444.249,,125, 1, 1.26968, 0.898972, 0.962847, 1.28101,,125, 0, 0.212401,-0.112382,-0.0385871, 0.219367
,,,126, 571.385, 451.496, 637.235, 594.047, 446.574,,126, 1, 1.26554, 0.896663, 0.961852, 1.27948,,126, 0, 0.209821,-0.115246,-0.039661, 0.218435
,,,127, 573.819, 452.924, 641.765, 595.071, 449.229,,127, 1, 1.26692, 0.894126, 0.964287, 1.27734,,127, 0, 0.210684,-0.118411,-0.0370353, 0.217124
,,,128, 577.309, 454.735, 646.146, 610.753, 451.126,,128, 1, 1.26955, 0.893466, 0.945242, 1.27971,,128, 0, 0.21232,-0.119237,-0.0579299, 0.218572

