name,ptest -- memset,ticks,bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2,compare,bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2,compare (%),bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2
total_lx_hyb, 37575.1,,696, 438.943, 431.517, 423.654, 299.743, 291.683,,696, 1, 1.01721, 1.03609, 1.4644, 1.50486,,696, 0, 0.0169187, 0.0348313, 0.317126, 0.335487
total_lx_mmx64_BA, 25271.2,,729, 460.627, 452.185, 445.624, 305.676, 299.205,,729, 1, 1.01867, 1.03367, 1.50691, 1.5395,,729, 0, 0.0183268, 0.0325695, 0.33639, 0.350438
total_lx_mmx64_h2, 25572.6,,762, 478.965, 470.11, 464.202, 324.036, 317.567,,762, 1, 1.01883, 1.0318, 1.47812, 1.50823,,762, 0, 0.018486, 0.0308226, 0.323465, 0.336972
ratio_local, 1,,795, 496.993, 488.721, 482.256, 327.515, 323.335,,795, 1, 1.01693, 1.03056, 1.51747, 1.53708,,795, 0, 0.0166434, 0.0296526, 0.341008, 0.349417
ratio_lx_zan, 1.01379,,828, 506.677, 498.079, 491.319, 337.277, 332.133,,828, 1, 1.01726, 1.03126, 1.50226, 1.52553,,828, 0, 0.0169697, 0.0303114, 0.334336, 0.344488
ratio_lx_hyb, 1.02413,,861, 527.534, 519.09, 513.325, 345.876, 340.725,,861, 1, 1.01627, 1.02768, 1.52521, 1.54827,,861, 0, 0.0160059, 0.0269353, 0.344354, 0.354118
ratio_lx_mmx64_BA, 1.52275,,894, 545.875, 537.709, 531.117, 364.031, 358.373,,894, 1, 1.01519, 1.02779, 1.49953, 1.5232,,894, 0, 0.0149602, 0.0270358, 0.333124, 0.343489
ratio_lx_mmx64_h2, 1.5048,,927, 564.278, 556.011, 549.826, 368.703, 363.802,,927, 1, 1.01487, 1.02628, 1.53044, 1.55106,,927, 0, 0.0146499, 0.0256101, 0.346593, 0.355278
,,,960, 565.475, 557.426, 550.74, 353.541, 348.34,,960, 1, 1.01444, 1.02676, 1.59946, 1.62334,,960, 0, 0.0142343, 0.0260585, 0.37479, 0.383988
,,,993, 591.572, 582.959, 577.278, 383.495, 377.845,,993, 1, 1.01477, 1.02476, 1.54258, 1.56565,,993, 0, 0.0145599, 0.0241636, 0.351735, 0.361286
,,,1026, 609.633, 601.914, 595.037, 385.732, 380.53,,1026, 1, 1.01282, 1.02453, 1.58046, 1.60206,,1026, 0, 0.0126609, 0.0239422, 0.367271, 0.375805
,,,1059, 627.834, 619.16, 614.472, 407.128, 401.624,,1059, 1, 1.01401, 1.02175, 1.54211, 1.56324,,1059, 0, 0.0138162, 0.0212823, 0.351536, 0.360303
,,,1092, 637.139, 629.205, 623.159, 403.59, 398.174,,1092, 1, 1.01261, 1.02243, 1.57868, 1.60015,,1092, 0, 0.0124515, 0.0219406, 0.366558, 0.375059
,,,1125, 659.352, 650.945, 644.335, 424.468, 419.277,,1125, 1, 1.01291, 1.0233, 1.55336, 1.57259,,1125, 0, 0.0127492, 0.0227742, 0.356234, 0.364106
,,,1158, 677.435, 668.636, 663.068, 430.505, 426.722,,1158, 1, 1.01316, 1.02167, 1.57358, 1.58753,,1158, 0, 0.0129878, 0.0212074, 0.364508, 0.370092
,,,1191, 695.729, 687.181, 680.777, 447.981, 444.142,,1191, 1, 1.01244, 1.02196, 1.55303, 1.56646,,1191, 0, 0.0122868, 0.0214901, 0.356098, 0.361616
,,,1224, 705.419, 696.486, 690.145, 444.839, 439.623,,1224, 1, 1.01283, 1.02213, 1.58579, 1.6046,,1224, 0, 0.0126633, 0.0216532, 0.369398, 0.376792
,,,1257, 729.594, 721.052, 714.41, 470.075, 463.127,,1257, 1, 1.01185, 1.02125, 1.55208, 1.57536,,1257, 0, 0.0117071, 0.0208104, 0.355702, 0.365226
,,,1290, 747.878, 740.384, 734.347, 473.969, 469.561,,1290, 1, 1.01012, 1.01843, 1.5779, 1.59272,,1290, 0, 0.0100195, 0.0180926, 0.366248, 0.372142
,,,1323, 766.683, 758.303, 752.47, 493.126, 487.14,,1323, 1, 1.01105, 1.01889, 1.55474, 1.57385,,1323, 0, 0.0109296, 0.0185385, 0.356805, 0.364614
,,,1356, 775.923, 767.074, 761.687, 489.552, 485.432,,1356, 1, 1.01154, 1.01869, 1.58497, 1.59842,,1356, 0, 0.0114053, 0.0183474, 0.369072, 0.374382
,,,1389, 797.092, 789.102, 783.785, 511.304, 506.58,,1389, 1, 1.01013, 1.01698, 1.55894, 1.57348,,1389, 0, 0.0100239, 0.0166942, 0.358538, 0.364465
,,,1422, 815.489, 807.547, 801.368, 516.244, 510.848,,1422, 1, 1.00984, 1.01762, 1.57966, 1.59634,,1422, 0, 0.00973966, 0.0173164, 0.366952, 0.373569
,,,1455, 833.005, 824.845, 819.767, 536.296, 531.56,,1455, 1, 1.00989, 1.01615, 1.55326, 1.56709,,1455, 0, 0.00979612, 0.0158922, 0.356192, 0.361876
,,,1488, 843.494, 834.828, 828.564, 530.764, 527.264,,1488, 1, 1.01038, 1.01802, 1.58921, 1.59976,,1488, 0, 0.0102733, 0.0176995, 0.370755, 0.374905
,,,1521, 864.577, 856.678, 850.749, 554.705, 548.215,,1521, 1, 1.00922, 1.01625, 1.55862, 1.57708,,1521, 0, 0.00913588, 0.0159942, 0.358409, 0.365916
,,,1554, 882.641, 874.496, 869.292, 559.613, 554.665,,1554, 1, 1.00931, 1.01536, 1.57723, 1.59131,,1554, 0, 0.0092285, 0.0151245, 0.365979, 0.371585
,,,1587, 900.403, 891.996, 887.247, 576.712, 572.959,,1587, 1, 1.00943, 1.01483, 1.56127, 1.5715,,1587, 0, 0.00933748, 0.0146118, 0.359495, 0.363664
,,,1620, 910.809, 902.577, 897.734, 574.133, 568.466,,1620, 1, 1.00912, 1.01456, 1.58641, 1.60222,,1620, 0, 0.00903832, 0.0143557, 0.369645, 0.375867
,,,1653, 931.514, 923.46, 918.664, 596.58, 591.678,,1653, 1, 1.00872, 1.01399, 1.56142, 1.57436,,1653, 0, 0.0086462, 0.0137944, 0.359558, 0.364821
,,,1686, 950.024, 941.346, 936.683, 600.915, 596.102,,1686, 1, 1.00922, 1.01424, 1.58096, 1.59373,,1686, 0, 0.00913519, 0.0140434, 0.367474, 0.37254
,,,1719, 968.343, 959.469, 955.685, 619.274, 613.369,,1719, 1, 1.00925, 1.01324, 1.56367, 1.57873,,1719, 0, 0.0091639, 0.0130718, 0.36048, 0.366578
,,,1752, 977.794, 969.535, 964.789, 615.055, 610.166,,1752, 1, 1.00852, 1.01348, 1.58977, 1.60251,,1752, 0, 0.00844715, 0.0133004, 0.370977, 0.375977
,,,1785, 999.234, 990.72, 986.168, 637.071, 630.959,,1785, 1, 1.00859, 1.01325, 1.56848, 1.58367,,1785, 0, 0.00852044, 0.0130762, 0.362441, 0.368557
,,,1818, 1016.81, 1009.07, 1004.19, 642.198, 637.718,,1818, 1, 1.00767, 1.01257, 1.58333, 1.59445,,1818, 0, 0.00761548, 0.0124098, 0.36842, 0.372826
,,,1851, 1035.92, 1028.09, 1022.08, 659.857, 656.003,,1851, 1, 1.00762, 1.01354, 1.56992, 1.57915,,1851, 0, 0.00756717, 0.0133599, 0.363026, 0.366746
,,,1884, 1045.2, 1036.99, 1031.8, 656.245, 651.819,,1884, 1, 1.00792, 1.01299, 1.5927, 1.60351,,1884, 0, 0.0078532, 0.0128204, 0.372135, 0.376369
,,,1917, 1066.28, 1057.6, 1053.17, 679.424, 672.722,,1917, 1, 1.00821, 1.01246, 1.56939, 1.58503,,1917, 0, 0.00814234, 0.0123028, 0.362811, 0.369097
,,,1950, 1084.42, 1077.13, 1072.23, 684.858, 679.611,,1950, 1, 1.00676, 1.01136, 1.58342, 1.59564,,1950, 0, 0.00671518, 0.0112372, 0.368454, 0.373293
,,,1983, 1103.12, 1095.03, 1090.46, 701.934, 697.252,,1983, 1, 1.00739, 1.01161, 1.57155, 1.5821,,1983, 0, 0.0073358, 0.0114786, 0.363685, 0.36793
,,,2016, 1104.08, 1096.81, 1091.61, 690.248, 686.046,,2016, 1, 1.00663, 1.01142, 1.59955, 1.60934,,2016, 0, 0.00659011, 0.0112941, 0.374823, 0.378629
,,,2049, 1131.32, 1122.38, 1117.63, 700.34, 695.696,,2049, 1, 1.00796, 1.01225, 1.61538, 1.62617,,2049, 0, 0.00790059, 0.0121014, 0.380953, 0.385058

