name,ptest -- memset,ticks,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare (%),bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA
,,,53, 99.2696, 100.46, 161.238, 101.908, 98.9451, 83.793, 82.2097, 90.462, 90.6583, 102.766, 99.5298, 91.5191, 98.8793,,53, 1, 0.988147, 0.615673, 0.974108, 1.00328, 1.1847, 1.20752, 1.09736, 1.09499, 0.965979, 0.997386, 1.08469, 1.00395,,53, 0,-0.0119955,-0.624239,-0.0265804, 0.00326953, 0.155905, 0.171854, 0.0887246, 0.0867471,-0.0352192,-0.00262057, 0.0780762, 0.00393264
,,,54, 99.5024, 100.708, 161.419, 98.7466, 99.089, 84.6578, 82.7266, 91.6354, 91.4569, 103.73, 100.463, 92.7154, 99.9314,,54, 1, 0.988027, 0.616422, 1.00765, 1.00417, 1.17535, 1.20279, 1.08585, 1.08797, 0.959241, 0.99044, 1.0732, 0.995708,,54, 0,-0.0121182,-0.622265, 0.00759589, 0.0041551, 0.149189, 0.168597, 0.0790643, 0.0808581,-0.042491,-0.00965198, 0.0682101,-0.00431084
,,,55, 100.384, 100.947, 162.078, 101.903, 99.4367, 86.1642, 83.7936, 92.4146, 92.5391, 104.895, 101.301, 93.5329, 100.938,,55, 1, 0.994423, 0.619358, 0.985096, 1.00953, 1.16504, 1.198, 1.08624, 1.08478, 0.956996, 0.990952, 1.07325, 0.994514,,55, 0,-0.00560811,-0.614575,-0.0151294, 0.00943985, 0.141657, 0.165272, 0.0793919, 0.0781518,-0.0449366,-0.00913038, 0.0682513,-0.00551658
,,,56, 100.174, 101.176, 162.374, 101.503, 99.4633, 81.0469, 79.61, 87.8271, 87.9179, 100.437, 96.7721, 89.4866, 96.5198,,56, 1, 0.990093, 0.616934, 0.986904, 1.00714, 1.236, 1.25831, 1.14058, 1.1394, 0.997375, 1.03515, 1.11943, 1.03786,,56, 0,-0.0100062,-0.620918,-0.01327, 0.00709389, 0.190938, 0.205282, 0.123254, 0.122347,-0.00263145, 0.0339593, 0.106687, 0.0364776
,,,57, 100.553, 101.141, 162.965, 103.42, 100.057, 85.6676, 83.4713, 91.9792, 92.0359, 104.238, 100.921, 93.2519, 100.379,,57, 1, 0.994177, 0.617018, 0.972271, 1.00495, 1.17375, 1.20464, 1.09321, 1.09254, 0.964639, 0.99635, 1.07829, 1.00173,,57, 0,-0.00585668,-0.620698,-0.0285202, 0.00492715, 0.148032, 0.169874, 0.085262, 0.0846985,-0.0366567,-0.00366375, 0.0726056, 0.00172971
,,,58, 100.98, 101.433, 163.511, 100.273, 100.16, 86.9009, 84.5108, 92.8918, 93.284, 104.922, 101.69, 94.0615, 101.352,,58, 1, 0.99554, 0.617572, 1.00705, 1.00819, 1.16202, 1.19488, 1.08707, 1.0825, 0.962427, 0.993021, 1.07355, 0.996332,,58, 0,-0.00447983,-0.619243, 0.00699902, 0.00812175, 0.139426, 0.163095, 0.0800981, 0.0762143,-0.0390398,-0.00702847, 0.0685153,-0.00368163
,,,59, 100.965, 102.184, 163.919, 103.303, 100.399, 87.7604, 85.6851, 93.6945, 93.8828, 106.1, 103.161, 95.1218, 102.415,,59, 1, 0.988069, 0.615943, 0.97737, 1.00564, 1.15046, 1.17832, 1.0776, 1.07544, 0.951605, 0.978713, 1.06143, 0.985841,,59, 0,-0.0120746,-0.623528,-0.0231544, 0.00560356, 0.130782, 0.151337, 0.0720086, 0.0701438,-0.0508562,-0.02175, 0.0578723,-0.0143621
,,,60, 101.2, 102.31, 164.264, 103.143, 100.807, 83.268, 80.7248, 89.2253, 89.4864, 101.916, 98.4568, 90.5697, 98.02,,60, 1, 0.989154, 0.616083, 0.981169, 1.0039, 1.21536, 1.25365, 1.13421, 1.1309, 0.992979, 1.02787, 1.11737, 1.03245,,60, 0,-0.0109646,-0.623159,-0.0191928, 0.00388654, 0.177196, 0.202327, 0.11833, 0.11575,-0.00707095, 0.0271103, 0.105045, 0.0314269
,,,61, 101.417, 102.476, 164.789, 104.599, 101.007, 87.0997, 85.2714, 93.3028, 93.2352, 105.897, 102.221, 94.4361, 102.004,,61, 1, 0.989671, 0.615438, 0.969577, 1.00406, 1.16438, 1.18934, 1.08697, 1.08776, 0.9577, 0.992136, 1.07392, 0.994246,,61, 0,-0.0104368,-0.624859,-0.0313775, 0.00404, 0.141174, 0.159201, 0.0800088, 0.0806758,-0.0441684,-0.00792659, 0.0688345,-0.0057872
,,,62, 101.706, 102.607, 165.344, 101.345, 101.265, 87.8442, 85.8953, 94.515, 94.7177, 107.188, 103.395, 95.6866, 103.019,,62, 1, 0.991215, 0.615118, 1.00356, 1.00435, 1.1578, 1.18407, 1.07608, 1.07378, 0.948854, 0.983667, 1.06291, 0.987257,,62, 0,-0.00886335,-0.625704, 0.00354585, 0.00433474, 0.136293, 0.155454, 0.070703, 0.0687099,-0.0539033,-0.0166041, 0.0591833,-0.0129075
,,,63, 102.219, 103.222, 165.606, 104.804, 101.616, 89.1637, 87.1047, 95.5806, 95.734, 107.917, 104.183, 96.7483, 103.953,,63, 1, 0.990284, 0.617241, 0.97533, 1.00593, 1.14642, 1.17351, 1.06945, 1.06774, 0.947199, 0.981142, 1.05654, 0.983314,,63, 0,-0.00981097,-0.620112,-0.0252939, 0.00589789, 0.127716, 0.147859, 0.0649397, 0.0634394,-0.0557446,-0.0192208, 0.0535162,-0.016969
,,,64, 102.327, 103.547, 177.057, 104.354, 101.843, 84.345, 82.3409, 99.2777, 102.753, 117.252, 109.405, 92.0382, 111.036,,64, 1, 0.988218, 0.577931, 0.980573, 1.00475, 1.21319, 1.24272, 1.03071, 0.995854, 0.872709, 0.935303, 1.11179, 0.921565,,64, 0,-0.0119229,-0.730309,-0.0198116, 0.00472606, 0.175729, 0.195314, 0.0297974,-0.00416352,-0.145858,-0.0691721, 0.100547,-0.085111
,,,65, 102.689, 103.939, 188.225, 106.01, 102.363, 88.6729, 86.7487, 99.7886, 103.037, 122.013, 111.203, 96.4798, 111.692,,65, 1, 0.987976, 0.545567, 0.968671, 1.00318, 1.15807, 1.18376, 1.02907, 0.99663, 0.841625, 0.923443, 1.06436, 0.919398,,65, 0,-0.0121699,-0.832956,-0.0323417, 0.00317337, 0.136492, 0.155231, 0.028247,-0.00338186,-0.188178,-0.0829041, 0.0604682,-0.0876677
,,,66, 102.836, 104.26, 201.329, 102.973, 102.316, 90.015, 87.9439, 99.8112, 103.106, 126.654, 112.949, 97.2333, 112.712,,66, 1, 0.98634, 0.510785, 0.998663, 1.00508, 1.14243, 1.16933, 1.0303, 0.997383, 0.81194, 0.910465, 1.05762, 0.912373,,66, 0,-0.0138496,-0.957773,-0.00133835, 0.00505133, 0.124672, 0.144812, 0.0294126,-0.00262357,-0.231618,-0.0983398, 0.0544801,-0.0960426
,,,67, 103.34, 104.419, 215.533, 106.36, 102.727, 90.5211, 88.6964, 100.091, 103.467, 131.267, 114.74, 98.4686, 113.69,,67, 1, 0.989665, 0.479463, 0.971604, 1.00597, 1.14161, 1.1651, 1.03246, 0.998771, 0.787248, 0.900642, 1.04947, 0.908965,,67, 0,-0.0104434,-1.08567,-0.0292263, 0.0059328, 0.124044, 0.141702, 0.0314408,-0.00123049,-0.270247,-0.110319, 0.0471378,-0.100152
,,,68, 103.708, 104.79, 215.781, 105.609, 102.866, 86.4579, 84.2779, 100.589, 103.718, 132.219, 115.681, 97.1298, 114.758,,68, 1, 0.989671, 0.480616, 0.981998, 1.00818, 1.19952, 1.23054, 1.031, 0.999901, 0.784362, 0.896499, 1.06772, 0.90371,,68, 0,-0.0104363,-1.08066,-0.0183321, 0.00811183, 0.16633, 0.187351, 0.0300683,-9.89271e-05,-0.274921,-0.11545, 0.0634261,-0.10655
,,,69, 103.901, 105.337, 217.027, 107.633, 103.301, 89.7706, 88.1259, 100.415, 104.112, 133.014, 116.833, 100.813, 116.012,,69, 1, 0.986365, 0.478745, 0.965321, 1.0058, 1.1574, 1.179, 1.03471, 0.997966, 0.781129, 0.889309, 1.03063, 0.8956,,69, 0,-0.0138234,-1.08879,-0.0359243, 0.0057702, 0.135996, 0.151825, 0.0335495,-0.00203786,-0.280198,-0.124469, 0.0297171,-0.116569
,,,70, 104.554, 105.642, 218.133, 104.649, 103.31, 91.2063, 88.8629, 100.78, 104.154, 134.005, 117.724, 101.787, 117.333,,70, 1, 0.9897, 0.479313, 0.999095, 1.01204, 1.14635, 1.17658, 1.03745, 1.00384, 0.780222, 0.88813, 1.02718, 0.891085,,70, 0,-0.0104072,-1.08632,-0.000905856, 0.0118944, 0.127662, 0.150076, 0.0360963, 0.00382288,-0.281687,-0.125962, 0.0264624,-0.122227
,,,71, 104.557, 105.42, 219.466, 107.674, 103.69, 92.2902, 90.205, 101.176, 104.657, 135.267, 118.614, 102.935, 118.469,,71, 1, 0.991816, 0.476415, 0.971047, 1.00836, 1.13291, 1.1591, 1.03342, 0.999047, 0.772969, 0.881488, 1.01576, 0.882564,,71, 0,-0.00825103,-1.09901,-0.0298164, 0.00828671, 0.11732, 0.137264, 0.0323359,-0.000954343,-0.293712,-0.134446, 0.0155166,-0.133062
,,,72, 104.982, 105.842, 219.641, 107.173, 104.049, 87.4112, 85.884, 101.83, 104.705, 135.572, 118.92, 98.4403, 119.509,,72, 1, 0.991875, 0.47797, 0.979553, 1.00897, 1.20101, 1.22237, 1.03096, 1.00265, 0.774364, 0.882794, 1.06645, 0.878444,,72, 0,-0.00819169,-1.09218,-0.0208733, 0.00889141, 0.167369, 0.181916, 0.0300279, 0.00264281,-0.291383,-0.132767, 0.0623125,-0.138376
,,,73, 105.605, 106.064, 220.631, 108.968, 104.195, 91.9628, 89.9144, 101.793, 105.012, 135.941, 119.171, 102.423, 119.828,,73, 1, 0.995677, 0.478652, 0.969145, 1.01353, 1.14835, 1.17451, 1.03745, 1.00565, 0.776848, 0.886168, 1.03108, 0.88131,,73, 0,-0.00434183,-1.0892,-0.0318378, 0.0133533, 0.129184, 0.148581, 0.0361014, 0.00561893,-0.287253,-0.128455, 0.0301386,-0.134675
,,,74, 105.709, 106.701, 221.195, 105.819, 104.682, 92.984, 91.0005, 101.751, 105.258, 135.982, 119.847, 103.101, 120.519,,74, 1, 0.990702, 0.477902, 0.998966, 1.00982, 1.13685, 1.16163, 1.0389, 1.00429, 0.777377, 0.882037, 1.0253, 0.877121,,74, 0,-0.00938531,-1.09248,-0.001035, 0.00972206, 0.12038, 0.139144, 0.0374477, 0.00426942,-0.286377,-0.133739, 0.0246763,-0.140094
,,,75, 105.64, 106.58, 221.2, 108.925, 104.812, 94.0174, 91.965, 102.325, 105.959, 136.307, 119.523, 104.122, 120.929,,75, 1, 0.991182, 0.477577, 0.969845, 1.0079, 1.12362, 1.1487, 1.03239, 0.996989, 0.775015, 0.883849, 1.01458, 0.873574,,75, 0,-0.00889662,-1.0939,-0.0310922, 0.0078385, 0.11002, 0.129449, 0.0313758,-0.00302055,-0.290298,-0.131415, 0.0143726,-0.144723
,,,76, 106.033, 107.191, 221.889, 108.212, 105.132, 88.9533, 87.3508, 102.884, 105.73, 136.424, 119.954, 99.7067, 121.055,,76, 1, 0.989194, 0.477865, 0.979861, 1.00857, 1.19201, 1.21388, 1.03061, 1.00287, 0.777234, 0.883945, 1.06345, 0.87591,,76, 0,-0.0109241,-1.09264,-0.0205525, 0.00849856, 0.16108, 0.176192, 0.0297015, 0.00285842,-0.286614,-0.131292, 0.0596638,-0.14167
,,,77, 106.09, 107.169, 222.418, 110.212, 105.321, 93.1761, 91.0222, 103.128, 106.422, 137.128, 120.402, 103.779, 121.371,,77, 1, 0.989927, 0.476984, 0.962597, 1.0073, 1.13859, 1.16554, 1.02872, 0.996877, 0.773653, 0.881128, 1.02226, 0.874095,,77, 0,-0.0101756,-1.09651,-0.0388559, 0.00724822, 0.121723, 0.142026, 0.0279192,-0.0031331,-0.292569,-0.134909, 0.0217775,-0.144041
,,,78, 106.791, 107.388, 222.956, 106.864, 106.134, 94.3276, 92.0275, 102.885, 106.707, 136.992, 120.768, 104.986, 121.974,,78, 1, 0.994449, 0.478981, 0.999323, 1.00619, 1.13213, 1.16043, 1.03797, 1.00079, 0.779547, 0.884273, 1.0172, 0.875523,,78, 0,-0.00558218,-1.08777,-0.00067746, 0.00615235, 0.116712, 0.13825, 0.0365834, 0.000789146,-0.282796,-0.130873, 0.0169062,-0.142174
,,,79, 106.657, 108.141, 223.421, 110.147, 105.762, 94.9102, 93.1996, 103.534, 107.115, 137.352, 120.724, 105.448, 121.96,,79, 1, 0.986276, 0.47738, 0.968313, 1.00847, 1.12377, 1.14439, 1.03016, 0.995726, 0.776523, 0.883475, 1.01147, 0.874524,,79, 0,-0.0139151,-1.09477,-0.0327235, 0.00839395, 0.110135, 0.126173, 0.0292766,-0.0042923,-0.287792,-0.131894, 0.0113364,-0.14348
,,,80, 107.225, 108.212, 223.801, 109.618, 106.392, 90.7351, 88.4997, 103.962, 107.034, 137.928, 121.201, 101.089, 122.444,,80, 1, 0.990879, 0.479107, 0.978168, 1.00783, 1.18173, 1.21158, 1.03139, 1.00178, 0.777395, 0.884688, 1.0607, 0.875705,,80, 0,-0.00920459,-1.08721,-0.0223191, 0.0077676, 0.153786, 0.174634, 0.0304332, 0.00178141,-0.286347,-0.130343, 0.0572248,-0.141937
,,,81, 107.297, 108.463, 224.245, 111.382, 106.666, 94.6511, 92.7414, 103.78, 107.262, 137.85, 121.344, 104.993, 122.487,,81, 1, 0.989255, 0.478483, 0.963329, 1.00592, 1.13361, 1.15695, 1.03389, 1.00033, 0.77836, 0.884243, 1.02195, 0.875987,,81, 0,-0.0108622,-1.08994,-0.0380675, 0.00588289, 0.117861, 0.135659, 0.0327765, 0.000330011,-0.284753,-0.130911, 0.021479,-0.141569
,,,82, 107.543, 108.569, 224.624, 108.365, 106.633, 95.5782, 93.2463, 104.11, 107.432, 138.256, 121.438, 106.476, 123.129,,82, 1, 0.990548, 0.478769, 0.992419, 1.00854, 1.12518, 1.15332, 1.03298, 1.00103, 0.777855, 0.885583, 1.01002, 0.873415,,82, 0,-0.00954231,-1.08869,-0.0076388, 0.0084669, 0.111257, 0.13294, 0.0319227, 0.00102887,-0.285587,-0.1292, 0.00991835,-0.144931
,,,83, 108.28, 109.009, 225.466, 111.424, 107.539, 96.3989, 94.6727, 104.66, 107.599, 138.275, 122.113, 107.191, 123.338,,83, 1, 0.993321, 0.480252, 0.971791, 1.0069, 1.12325, 1.14373, 1.03459, 1.00634, 0.783081, 0.886724, 1.01017, 0.877915,,83, 0,-0.00672394,-1.08224,-0.0290279, 0.00684849, 0.10973, 0.125671, 0.0334315, 0.00629615,-0.277007,-0.127747, 0.010065,-0.139062
,,,84, 108.229, 109.221, 225.45, 111.335, 107.557, 91.8981, 89.8302, 105.13, 108.255, 139.057, 122.513, 102.503, 123.668,,84, 1, 0.990922, 0.480058, 0.972107, 1.00625, 1.17771, 1.20482, 1.02948, 0.999761, 0.778306, 0.88341, 1.05586, 0.875162,,84, 0,-0.00916154,-1.08308,-0.0286937, 0.00621023, 0.150894, 0.17, 0.0286391,-0.000238792,-0.284841,-0.131977, 0.0529037,-0.142645
,,,85, 108.582, 109.561, 226.311, 113.023, 107.753, 95.6413, 94.0996, 105.242, 108.784, 138.892, 122.621, 106.641, 123.722,,85, 1, 0.991067, 0.47979, 0.960705, 1.0077, 1.1353, 1.1539, 1.03173, 0.998146, 0.781774, 0.885508, 1.0182, 0.877628,,85, 0,-0.0090137,-1.08424,-0.0409021, 0.00763699, 0.119178, 0.133376, 0.0307586,-0.00185784,-0.279142,-0.129295, 0.0178791,-0.139435
,,,86, 108.875, 109.36, 226.449, 109.553, 108.024, 97.155, 95.027, 105.526, 108.909, 139.413, 122.893, 107.947, 123.865,,86, 1, 0.995572, 0.480794, 0.993811, 1.00788, 1.12064, 1.14573, 1.03174, 0.999693, 0.780958, 0.885936, 1.0086, 0.878987,,86, 0,-0.0044472,-1.07989,-0.00622719, 0.00782005, 0.10765, 0.127195, 0.0307662,-0.000306746,-0.280478,-0.12875, 0.00852786,-0.137673
,,,87, 109.041, 110.26, 227.126, 113.105, 108.431, 97.7622, 95.8703, 105.757, 109.148, 139.804, 123.185, 108.701, 124.541,,87, 1, 0.988943, 0.480089, 0.964071, 1.00562, 1.11537, 1.13738, 1.03105, 0.999018, 0.779954, 0.885178, 1.00312, 0.875541,,87, 0,-0.0111806,-1.08295,-0.0372685, 0.00559032, 0.103435, 0.120785, 0.0301167,-0.000983323,-0.282127,-0.129717, 0.00311233,-0.142151
,,,88, 109.279, 110.365, 227.385, 112.703, 108.905, 93.8123, 91.58, 106.133, 109.245, 140.286, 123.584, 104.488, 124.77,,88, 1, 0.99016, 0.48059, 0.969614, 1.00343, 1.16487, 1.19326, 1.02964, 1.00031, 0.778971, 0.88425, 1.04585, 0.875845,,88, 0,-0.00993756,-1.08077,-0.031338, 0.00342005, 0.141533, 0.161961, 0.0287902, 0.000313723,-0.283745,-0.130902, 0.0438437,-0.141755
,,,89, 109.301, 110.355, 227.716, 114.368, 109.155, 97.7101, 95.4889, 106.333, 109.586, 140.087, 123.799, 108.045, 124.737,,89, 1, 0.990456, 0.47999, 0.955703, 1.00134, 1.11863, 1.14465, 1.02792, 0.997407, 0.780241, 0.882893, 1.01162, 0.876253,,89, 0,-0.00963636,-1.08338,-0.0463504, 0.00134161, 0.106049, 0.126371, 0.027157,-0.00259996,-0.281656,-0.13264, 0.0114909,-0.141223
,,,90, 109.637, 110.642, 228.506, 111.074, 109.242, 98.5251, 96.8772, 106.613, 110.003, 140.458, 123.75, 109.188, 125.461,,90, 1, 0.990919, 0.479799, 0.987059, 1.00361, 1.11278, 1.13171, 1.02836, 0.996669, 0.780567, 0.885957, 1.00411, 0.873873,,90, 0,-0.00916436,-1.08421,-0.0131105, 0.00360135, 0.10135, 0.11638, 0.02758,-0.00334262,-0.281121,-0.128723, 0.00409378,-0.144331
,,,91, 110.276, 111.356, 228.961, 114.578, 109.729, 99.7322, 97.7092, 106.694, 110.009, 141.013, 124.16, 110.151, 125.501,,91, 1, 0.990303, 0.481638, 0.962459, 1.00499, 1.10572, 1.12862, 1.03357, 1.00243, 0.782028, 0.888178, 1.00113, 0.878688,,91, 0,-0.0097917,-1.07625,-0.0390052, 0.00496106, 0.0956153, 0.11396, 0.0324823, 0.00242846,-0.278727,-0.125901, 0.00113312,-0.13806
,,,92, 110.472, 111.578, 229.224, 114.051, 109.867, 95.2397, 92.8733, 107.455, 110.722, 140.743, 124.761, 105.936, 126.11,,92, 1, 0.990093, 0.48194, 0.968623, 1.00551, 1.15994, 1.1895, 1.02808, 0.997749, 0.784924, 0.885472, 1.04283, 0.875997,,92, 0,-0.0100064,-1.07495,-0.0323936, 0.00548338, 0.137887, 0.159308, 0.0273159,-0.00225584,-0.274008,-0.129341, 0.0410667,-0.141556
,,,93, 110.732, 111.605, 230.088, 115.756, 110.057, 99.4325, 97.2263, 107.223, 110.727, 141.304, 124.914, 109.991, 126.099,,93, 1, 0.992184, 0.48126, 0.956598, 1.00613, 1.11364, 1.13891, 1.03273, 1.00004, 0.783645, 0.886466, 1.00673, 0.87814,,93, 0,-0.0078778,-1.07788,-0.0453708, 0.00609749, 0.102045, 0.121969, 0.0316931, 4.4119e-05,-0.276089,-0.128074, 0.00668987,-0.13877
,,,94, 110.713, 111.713, 230.374, 112.87, 110.395, 100.39, 98.445, 107.718, 111.112, 141.329, 124.837, 110.805, 126.359,,94, 1, 0.991051, 0.48058, 0.980892, 1.00288, 1.10283, 1.12462, 1.02781, 0.996411, 0.783373, 0.886862, 0.999176, 0.876181,,94, 0,-0.0090296,-1.08082,-0.0194801, 0.00287392, 0.0932445, 0.110812, 0.0270533,-0.00360189,-0.276531,-0.127572,-0.000825158,-0.141317
,,,95, 111.393, 112.426, 230.58, 115.652, 110.799, 101.009, 99.4357, 108.031, 111.602, 141.789, 125.548, 111.446, 126.981,,95, 1, 0.990815, 0.483099, 0.963176, 1.00536, 1.10281, 1.12025, 1.03112, 0.998124, 0.785626, 0.887257, 0.999526, 0.877239,,95, 0,-0.00926995,-1.06997,-0.0382315, 0.00533139, 0.0932217, 0.107344, 0.0301787,-0.00187931,-0.27287,-0.127069,-0.000474611,-0.13994
,,,96, 111.675, 112.843, 240.533, 115.399, 111.099, 96.6581, 94.614, 108.07, 111.782, 141.841, 125.614, 107.397, 126.966,,96, 1, 0.98965, 0.464282, 0.967735, 1.00519, 1.15536, 1.18032, 1.03336, 0.999046, 0.787328, 0.889038, 1.03984, 0.879565,,96, 0,-0.0104579,-1.15386,-0.0333412, 0.00516339, 0.134472, 0.152776, 0.0322833,-0.000954445,-0.270118,-0.124811, 0.03831,-0.136925
,,,97, 112.152, 113.372, 249.212, 116.899, 111.011, 100.761, 98.6776, 108.402, 112.298, 141.74, 126.037, 111.334, 127.087,,97, 1, 0.98924, 0.450026, 0.959387, 1.01028, 1.11304, 1.13655, 1.03459, 0.998697, 0.791252, 0.889833, 1.00735, 0.882478,,97, 0,-0.0108767,-1.2221,-0.0423323, 0.0101724, 0.101562, 0.120142, 0.0334318,-0.00130424,-0.26382,-0.123807, 0.00729602,-0.133173
,,,98, 112.399, 113.132, 256.931, 113.912, 111.411, 101.758, 99.7009, 108.903, 112.443, 141.262, 126.567, 112.303, 127.148,,98, 1, 0.993521, 0.437468, 0.986716, 1.00887, 1.10457, 1.12736, 1.0321, 0.999605, 0.795679, 0.888059, 1.00085, 0.884002,,98, 0,-0.00652111,-1.28588,-0.0134629, 0.00879049, 0.0946671, 0.112973, 0.0310992,-0.000395125,-0.256788,-0.126052, 0.000849632,-0.131219
,,,99, 112.603, 113.529, 264.843, 117.282, 111.665, 102.8, 100.625, 109.196, 112.522, 141.011, 126.622, 113.348, 127.566,,99, 1, 0.991837, 0.425167, 0.960104, 1.0084, 1.09535, 1.11903, 1.0312, 1.00071, 0.798539, 0.88928, 0.993426, 0.882701,,99, 0,-0.00823052,-1.35202,-0.0415534, 0.00832597, 0.0870539, 0.10637, 0.0302561, 0.000714016,-0.252287,-0.124505,-0.00661709,-0.132886
,,,100, 112.953, 113.881, 265.643, 117.1, 112.017, 98.3267, 96.1302, 109.829, 112.635, 142.242, 126.832, 109.283, 127.899,,100, 1, 0.991851, 0.425206, 0.964587, 1.00835, 1.14875, 1.175, 1.02844, 1.00282, 0.794088, 0.890572, 1.03358, 0.883138,,100, 0,-0.00821611,-1.3518,-0.0367132, 0.00828318, 0.129489, 0.148935, 0.0276545, 0.00281444,-0.259307,-0.122874, 0.0324913,-0.132326
,,,101, 113.53, 113.896, 268.696, 118.588, 112.327, 101.997, 100.362, 109.611, 112.936, 142.942, 127.36, 112.893, 128.556,,101, 1, 0.996786, 0.422523, 0.957346, 1.01072, 1.11308, 1.1312, 1.03576, 1.00526, 0.794241, 0.891413, 1.00565, 0.883121,,101, 0,-0.00322389,-1.36674,-0.0445543, 0.0106018, 0.101588, 0.115984, 0.0345246, 0.00523569,-0.259063,-0.121814, 0.00561374,-0.132348
,,,102, 113.787, 114.808, 269.742, 115.642, 112.724, 103.004, 101.388, 109.844, 113.283, 144.075, 127.154, 113.906, 128.629,,102, 1, 0.991101, 0.421835, 0.983955, 1.00943, 1.10468, 1.12229, 1.0359, 1.00444, 0.78977, 0.894872, 0.998952, 0.88461,,102, 0,-0.00897871,-1.3706,-0.0163063, 0.00934195, 0.094761, 0.108967, 0.0346519, 0.00442201,-0.266191,-0.117478,-0.00104918,-0.130442
,,,103, 113.689, 114.564, 270.754, 118.719, 112.716, 103.846, 102.021, 110.427, 113.839, 144.603, 127.729, 115.375, 128.812,,103, 1, 0.992361, 0.419899, 0.957631, 1.00864, 1.09479, 1.11437, 1.02954, 0.998681, 0.786214, 0.890083, 0.985389, 0.8826,,103, 0,-0.00769744,-1.38153,-0.0442436, 0.0085643, 0.086583, 0.102631, 0.0286917,-0.00132098,-0.271918,-0.12349,-0.0148274,-0.133017
,,,104, 113.963, 115.235, 269.166, 118.247, 113.153, 99.9533, 97.9512, 110.932, 113.86, 145.449, 128.375, 110.69, 129.229,,104, 1, 0.988966, 0.423392, 0.963772, 1.00716, 1.14016, 1.16347, 1.02733, 1.0009, 0.783528, 0.887733, 1.02957, 0.881869,,104, 0,-0.0111572,-1.36187,-0.0375901, 0.00710895, 0.122932, 0.1405, 0.0265999, 0.000903182,-0.276279,-0.126464, 0.0287231,-0.133955
,,,105, 114.168, 115.158, 271.61, 120.002, 113.488, 103.719, 101.623, 110.839, 113.939, 145.227, 128.35, 114.547, 129.453,,105, 1, 0.991408, 0.420339, 0.951386, 1.00599, 1.10075, 1.12345, 1.03004, 1.00202, 0.786139, 0.88951, 0.99669, 0.881925,,105, 0,-0.00866607,-1.37903,-0.0510986, 0.00595564, 0.0915286, 0.109885, 0.029164, 0.0020122,-0.272039,-0.124214,-0.00332064,-0.133883
,,,106, 114.883, 115.454, 271.928, 116.828, 114.071, 104.883, 102.602, 110.991, 114.558, 145.995, 128.295, 115.493, 129.598,,106, 1, 0.995054, 0.422476, 0.983355, 1.00712, 1.09534, 1.11969, 1.03506, 1.00284, 0.786897, 0.895463, 0.994723, 0.886457,,106, 0,-0.00497091,-1.367,-0.0169265, 0.00706969, 0.0870438, 0.106899, 0.0338754, 0.00283467,-0.270814,-0.116741,-0.00530465,-0.128086
,,,107, 114.718, 115.684, 272.068, 120.136, 113.979, 105.473, 104.017, 111.578, 114.765, 146.193, 128.708, 116.329, 130.125,,107, 1, 0.991651, 0.421652, 0.954902, 1.00648, 1.08765, 1.10287, 1.02814, 0.999586, 0.784704, 0.891302, 0.986146, 0.881599,,107, 0,-0.00841945,-1.37163,-0.0472279, 0.00644131, 0.0805867, 0.093277, 0.0273672,-0.000414241,-0.274366,-0.121954,-0.0140485,-0.134302
,,,108, 115.306, 116.293, 273.449, 119.612, 114.205, 101.439, 99.2038, 112.021, 114.88, 146.264, 129.116, 112.064, 130.63,,108, 1, 0.991514, 0.421673, 0.964002, 1.00964, 1.13671, 1.16231, 1.02933, 1.00371, 0.788341, 0.89304, 1.02893, 0.88269,,108, 0,-0.00855913,-1.37151,-0.0373418, 0.00954661, 0.120267, 0.139647, 0.0284912, 0.00369591,-0.268486,-0.119771, 0.0281135,-0.132901
,,,109, 115.302, 116.505, 273.25, 121.208, 114.296, 104.855, 103.011, 111.79, 115.363, 146.378, 129.458, 115.661, 130.231,,109, 1, 0.98967, 0.421964, 0.951272, 1.0088, 1.09963, 1.11932, 1.03141, 0.999468, 0.787698, 0.890652, 0.996894, 0.885363,,109, 0,-0.0104376,-1.36987,-0.0512237, 0.00872412, 0.0906, 0.106599, 0.0304577,-0.000532716,-0.269522,-0.122773,-0.00311591,-0.12948
,,,110, 115.558, 116.177, 273.844, 118.286, 114.679, 105.974, 103.779, 112.102, 115.633, 146.963, 129.759, 116.899, 131.172,,110, 1, 0.994671, 0.421984, 0.976932, 1.00766, 1.09044, 1.1135, 1.03083, 0.999352, 0.786307, 0.890557, 0.98853, 0.880966,,110, 0,-0.00535758,-1.36976,-0.0236122, 0.00760291, 0.0829385, 0.101932, 0.0299077,-0.000648472,-0.271769,-0.122893,-0.0116026,-0.135117
