name,ptest -- strlen,ticks,bytes,local,i486p,lxSimp,lxus,lx_5a_r2,compare,bytes,local,i486p,lxSimp,lxus,lx_5a_r2,compare (%),bytes,local,i486p,lxSimp,lxus,lx_5a_r2
worst_total, 222821,,597, 2072.91, 1642.8, 2003.89, 1774.64, 1617.63,,597, 1, 1.26182, 1.03444, 1.16808, 1.28145,,597, 0, 0.207491, 0.033296, 0.143892, 0.219634
total_local, 222821,,630, 2183.42, 1732.53, 2115.72, 1864.95, 1702.89,,630, 1, 1.26025, 1.032, 1.17077, 1.28219,,630, 0, 0.206508, 0.0310092, 0.145858, 0.220084
total_i486p, 174971,,663, 2288.36, 1811.3, 2220.01, 1957.41, 1786.41,,663, 1, 1.26338, 1.03079, 1.16908, 1.28098,,663, 0, 0.208471, 0.0298682, 0.144625, 0.21935
total_lxSimp, 216685,,696, 2392.79, 1905.16, 2326.67, 2050.03, 1876.81,,696, 1, 1.25595, 1.02842, 1.16719, 1.27492,,696, 0, 0.20379, 0.0276308, 0.143244, 0.215637
total_lxus, 188672,,729, 2509.4, 1993, 2434.3, 2143.13, 1963.78,,729, 1, 1.25911, 1.03085, 1.17091, 1.27784,,729, 0, 0.205788, 0.0299289, 0.14596, 0.21743
total_lx_5a_r2, 172150,,762, 2620.04, 2079.36, 2543.05, 2233.17, 2049.75,,762, 1, 1.26002, 1.03028, 1.17324, 1.27823,,762, 0, 0.206361, 0.0293854, 0.147656, 0.217666
ratio_local, 1,,795, 2724.35, 2161.18, 2649.07, 2324.67, 2134.64,,795, 1, 1.26058, 1.02842, 1.17193, 1.27626,,795, 0, 0.206715, 0.0276315, 0.146705, 0.216458
ratio_i486p, 1.27347,,828, 2862.57, 2249.1, 2755.15, 2417.34, 2212.82,,828, 1, 1.27276, 1.03899, 1.18418, 1.29363,,828, 0, 0.214308, 0.0375267, 0.155535, 0.226983
ratio_lxSimp, 1.02831,,861, 2946.1, 2333.59, 2858.56, 2509.11, 2297.92,,861, 1, 1.26247, 1.03062, 1.17416, 1.28207,,861, 0, 0.207905, 0.0297147, 0.148328, 0.220013
ratio_lxus, 1.181,,894, 3058.66, 2425.55, 2967.96, 2597.55, 2387.34,,894, 1, 1.26102, 1.03056, 1.17752, 1.2812,,894, 0, 0.20699, 0.0296527, 0.150756, 0.219481
ratio_lx_5a_r2, 1.29434,,927, 3165.12, 2506.64, 3074.75, 2688.43, 2466.16,,927, 1, 1.26269, 1.02939, 1.17731, 1.28342,,927, 0, 0.208043, 0.0285509, 0.150609, 0.220831
,,,960, 3343.95, 2595.11, 3248.98, 2798.86, 2551.98,,960, 1, 1.28856, 1.02923, 1.19475, 1.31034,,960, 0, 0.223939, 0.0283999, 0.163007, 0.236836
,,,993, 3458.97, 2684.24, 3363.36, 2891.75, 2638.96,,993, 1, 1.28862, 1.02843, 1.19615, 1.31073,,993, 0, 0.223979, 0.0276413, 0.163985, 0.237068
,,,1026, 3533.16, 2774.22, 3435.73, 2979.86, 2727,,1026, 1, 1.27357, 1.02836, 1.18568, 1.29562,,1026, 0, 0.214805, 0.0275746, 0.1566, 0.228168
,,,1059, 3639.16, 2850.97, 3542.48, 3074.04, 2809.59,,1059, 1, 1.27646, 1.02729, 1.18384, 1.29527,,1059, 0, 0.216585, 0.0265672, 0.155289, 0.227958
,,,1092, 3785.89, 2937.42, 3691.1, 3197.38, 2891.61,,1092, 1, 1.28885, 1.02568, 1.18406, 1.30927,,1092, 0, 0.224114, 0.0250387, 0.155449, 0.236214
,,,1125, 3891.52, 3028.75, 3787.77, 3291.92, 2976.56,,1125, 1, 1.28486, 1.02739, 1.18215, 1.30739,,1125, 0, 0.221706, 0.0266597, 0.15408, 0.235117
,,,1158, 4006.04, 3114.93, 3894.39, 3383.85, 3069.42,,1158, 1, 1.28608, 1.02867, 1.18387, 1.30515,,1158, 0, 0.222441, 0.027871, 0.155313, 0.233803
,,,1191, 4081.01, 3199.56, 3973.83, 3443.32, 3153.14,,1191, 1, 1.27549, 1.02697, 1.1852, 1.29427,,1191, 0, 0.215986, 0.0262609, 0.156258, 0.227361
,,,1224, 4218.27, 3281.46, 4114.47, 3542.63, 3234.01,,1224, 1, 1.28548, 1.02523, 1.19072, 1.30435,,1224, 0, 0.222082, 0.0246068, 0.160169, 0.233333
,,,1257, 4340.95, 3374.72, 4220.71, 3665.43, 3319.74,,1257, 1, 1.28631, 1.02849, 1.18429, 1.30762,,1257, 0, 0.222585, 0.0276971, 0.155616, 0.23525
,,,1290, 4449.42, 3460.91, 4326.43, 3760.01, 3405.24,,1290, 1, 1.28562, 1.02843, 1.18335, 1.30664,,1290, 0, 0.222167, 0.0276435, 0.154945, 0.234679
,,,1323, 4551.23, 3542.76, 4428.46, 3850.41, 3486.49,,1323, 1, 1.28465, 1.02772, 1.18201, 1.30539,,1323, 0, 0.221581, 0.026974, 0.153985, 0.233945
,,,1356, 4655.57, 3633.06, 4537.82, 3935.55, 3568.65,,1356, 1, 1.28144, 1.02595, 1.18295, 1.30457,,1356, 0, 0.21963, 0.0252923, 0.154658, 0.233466
,,,1389, 4784.4, 3744.12, 4647.73, 3996.43, 3655.94,,1389, 1, 1.27784, 1.02941, 1.19717, 1.30867,,1389, 0, 0.217431, 0.0285653, 0.164695, 0.235863
,,,1422, 4890.96, 3837.17, 4758.11, 4114.89, 3771.01,,1422, 1, 1.27463, 1.02792, 1.1886, 1.29699,,1422, 0, 0.215456, 0.0271607, 0.158674, 0.228983
,,,1455, 4997.7, 3914.69, 4863.67, 4212.71, 3850.95,,1455, 1, 1.27665, 1.02756, 1.18634, 1.29778,,1455, 0, 0.216702, 0.0268175, 0.15707, 0.229455
,,,1488, 5126.67, 3970.37, 4960.09, 4310.2, 3908.77,,1488, 1, 1.29123, 1.03359, 1.18943, 1.31158,,1488, 0, 0.225547, 0.0324937, 0.159259, 0.237562
,,,1521, 5205.48, 4056.89, 5075.19, 4396.53, 4022.24,,1521, 1, 1.28312, 1.02567, 1.184, 1.29418,,1521, 0, 0.220651, 0.0250296, 0.155405, 0.227308
,,,1554, 5330.6, 4177.53, 5189.22, 4486.94, 4080.8,,1554, 1, 1.27602, 1.02724, 1.18803, 1.30626,,1554, 0, 0.216311, 0.0265216, 0.158268, 0.234456
,,,1587, 5435.15, 4256.45, 5295.39, 4579.94, 4195.55,,1587, 1, 1.27692, 1.02639, 1.18673, 1.29545,,1587, 0, 0.216866, 0.0257135, 0.157348, 0.22807
,,,1620, 5529.48, 4346.44, 5404.95, 4679.91, 4272.03,,1620, 1, 1.27219, 1.02304, 1.18153, 1.29434,,1620, 0, 0.213951, 0.0225202, 0.153643, 0.227408
,,,1653, 5673.27, 4432.25, 5530.45, 4775.21, 4359.67,,1653, 1, 1.28, 1.02582, 1.18807, 1.30131,,1653, 0, 0.218748, 0.0251744, 0.158297, 0.231542
,,,1686, 5768.41, 4515.13, 5610.57, 4870.78, 4442.61,,1686, 1, 1.27757, 1.02813, 1.18429, 1.29843,,1686, 0, 0.217266, 0.0273625, 0.155611, 0.229838
,,,1719, 5877, 4599.83, 5730.09, 4963.33, 4497.14,,1719, 1, 1.27766, 1.02564, 1.18408, 1.30683,,1719, 0, 0.217317, 0.0249967, 0.155464, 0.234789
,,,1752, 5981.89, 4695.57, 5829.91, 5074.24, 4618.4,,1752, 1, 1.27394, 1.02607, 1.17887, 1.29523,,1752, 0, 0.215037, 0.0254077, 0.151733, 0.227936
,,,1785, 6114.75, 4784.3, 5932.62, 5142.13, 4712.34,,1785, 1, 1.27809, 1.0307, 1.18915, 1.29761,,1785, 0, 0.217581, 0.029786, 0.159062, 0.22935
,,,1818, 6196.42, 4871.43, 6069.81, 5238.3, 4794.8,,1818, 1, 1.27199, 1.02086, 1.18291, 1.29232,,1818, 0, 0.213832, 0.0204328, 0.154624, 0.226197
,,,1851, 6311.93, 4957.06, 6146.43, 5334.23, 4881.53,,1851, 1, 1.27332, 1.02693, 1.18329, 1.29302,,1851, 0, 0.214652, 0.0262198, 0.154897, 0.226619
,,,1884, 6423.64, 5069.1, 6264.51, 5425.44, 4952.09,,1884, 1, 1.26721, 1.0254, 1.18398, 1.29716,,1884, 0, 0.210868, 0.0247724, 0.155394, 0.229084
,,,1917, 6551.57, 5153.28, 6364.47, 5542.73, 5068.94,,1917, 1, 1.27134, 1.0294, 1.18201, 1.29249,,1917, 0, 0.213428, 0.0285572, 0.153984, 0.226301
,,,1950, 6668.25, 5217.47, 6495.39, 5635.28, 5133.57,,1950, 1, 1.27806, 1.02661, 1.18331, 1.29895,,1950, 0, 0.217566, 0.0259227, 0.15491, 0.230148
,,,1983, 6744.48, 5298.75, 6604.06, 5701.27, 5215.26,,1983, 1, 1.27284, 1.02126, 1.18298, 1.29322,,1983, 0, 0.214358, 0.0208202, 0.154676, 0.226736
,,,2016, 6896.12, 5393.36, 6722.58, 5812.3, 5303.38,,2016, 1, 1.27863, 1.02581, 1.18647, 1.30032,,2016, 0, 0.217914, 0.0251648, 0.157164, 0.230961
,,,2049, 7005.81, 5481.14, 6838.7, 5906.15, 5390.42,,2049, 1, 1.27817, 1.02444, 1.18619, 1.29968,,2049, 0, 0.217629, 0.0238526, 0.156963, 0.230579

