name,ptest -- strcmp,ticks,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare (%),bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw
testmask,0,,10, 294.077, 234.501, 237.138, 233.102, 230.565, 214.961, 207.472, 215.562, 205.066, 241.107,,10, 1, 1.25405, 1.24011, 1.26158, 1.27546, 1.36805, 1.41743, 1.36423, 1.43406, 1.21969,,10, 0, 0.202586, 0.193619, 0.207343, 0.215972, 0.269033, 0.294499, 0.266988, 0.30268, 0.180122
clock,500,,11, 308.202, 243.557, 247.383, 242.4, 240.794, 223.976, 215.685, 222.384, 212.027, 248.27,,11, 1, 1.26542, 1.24585, 1.27146, 1.27994, 1.37605, 1.42895, 1.3859, 1.4536, 1.2414,,11, 0, 0.209749, 0.197335, 0.213505, 0.218714, 0.273284, 0.300185, 0.278448, 0.312053, 0.194458
=====,,,12, 323.019, 252.419, 257.864, 251.54, 249.234, 233.462, 223.746, 229.115, 217.874, 256.177,,12, 1, 1.27969, 1.25267, 1.28417, 1.29605, 1.3836, 1.44368, 1.40986, 1.4826, 1.26092,,12, 0, 0.218561, 0.201706, 0.221284, 0.228422, 0.27725, 0.307327, 0.290708, 0.325507, 0.206927
Totals:,,,13, 336.654, 262.324, 267.239, 260.781, 258.487, 241.278, 231.859, 235.886, 223.351, 263.952,,13, 1, 1.28335, 1.25975, 1.29094, 1.3024, 1.39529, 1.45198, 1.42719, 1.50729, 1.27544,,13, 0, 0.220791, 0.206192, 0.225373, 0.232188, 0.283305, 0.311285, 0.299323, 0.336557, 0.215956
total_bytes, 8256,,14, 350.353, 270.431, 277.032, 269.749, 266.97, 251.325, 239.112, 242.428, 229.375, 271.227,,14, 1, 1.29554, 1.26467, 1.29881, 1.31233, 1.39402, 1.46523, 1.44519, 1.52742, 1.29174,,14, 0, 0.228118, 0.209277, 0.230067, 0.237998, 0.282652, 0.317512, 0.308047, 0.345303, 0.225848
best_test,i686_r2,,15, 363.657, 279.551, 286.281, 278.097, 276.804, 259.701, 248.862, 248.471, 235.463, 279.055,,15, 1, 1.30086, 1.27028, 1.30766, 1.31377, 1.40029, 1.46128, 1.46358, 1.54443, 1.30318,,15, 0, 0.231279, 0.212772, 0.235276, 0.238832, 0.285862, 0.315668, 0.316744, 0.352513, 0.232644
best_total, 56431.8,,16, 379.55, 287.723, 295.707, 286.384, 284.86, 269.571, 255.873, 255.99, 243.369, 286.848,,16, 1, 1.31915, 1.28353, 1.32532, 1.33241, 1.40797, 1.48335, 1.48267, 1.55956, 1.32317,,16, 0, 0.241934, 0.2209, 0.245465, 0.24948, 0.28976, 0.325852, 0.325543, 0.358795, 0.244242
worst_test,local,,17, 392.656, 296.925, 305.36, 294.656, 292.218, 277.456, 264.535, 262.892, 250.066, 293.773,,17, 1, 1.32241, 1.28588, 1.33259, 1.34371, 1.4152, 1.48432, 1.4936, 1.57021, 1.3366,,17, 0, 0.243803, 0.222322, 0.249583, 0.255792, 0.293386, 0.326293, 0.330477, 0.363141, 0.251831
worst_total, 121362,,18, 408.9, 305.132, 314.412, 304.547, 302.201, 285.351, 272.153, 269.617, 255.635, 300.702,,18, 1, 1.34008, 1.30052, 1.34265, 1.35307, 1.43297, 1.50247, 1.5166, 1.59955, 1.35982,,18, 0, 0.253774, 0.231078, 0.255204, 0.260941, 0.30215, 0.334427, 0.340629, 0.374823, 0.264608
total_local, 121362,,19, 421.868, 313.163, 323.104, 312.583, 310.014, 293.452, 279.43, 274.539, 259.805, 307.607,,19, 1, 1.34712, 1.30567, 1.34962, 1.3608, 1.4376, 1.50975, 1.53664, 1.62379, 1.37145,,19, 0, 0.257676, 0.234112, 0.259049, 0.265139, 0.304398, 0.337637, 0.349229, 0.384156, 0.270846
total_local_gg, 78767.5,,20, 434.738, 320.48, 331.905, 320.469, 318.136, 301.628, 286.516, 279.443, 264.628, 314.351,,20, 1, 1.35652, 1.30983, 1.35657, 1.36651, 1.44131, 1.51732, 1.55573, 1.64282, 1.38297,,20, 0, 0.26282, 0.23654, 0.262846, 0.268211, 0.306185, 0.340945, 0.357215, 0.391292, 0.276919
total_generic, 84505.7,,21, 450.386, 328.556, 340.606, 328.534, 325.928, 311.392, 293.651, 286.488, 268.499, 320.878,,21, 1, 1.37081, 1.32231, 1.3709, 1.38186, 1.44636, 1.53375, 1.57209, 1.67742, 1.40361,,21, 0, 0.270502, 0.243748, 0.27055, 0.276336, 0.308611, 0.348003, 0.363905, 0.403847, 0.28755
total_i386, 78660.6,,22, 465.378, 336.743, 348.755, 336.582, 333.872, 319.219, 302.716, 293.632, 272.914, 327.567,,22, 1, 1.382, 1.3344, 1.38266, 1.39388, 1.45786, 1.53734, 1.5849, 1.70522, 1.42071,,22, 0, 0.276409, 0.250598, 0.276755, 0.28258, 0.314065, 0.349526, 0.369047, 0.413564, 0.296126
total_i486, 78460.7,,23, 478.603, 344.21, 357.586, 343.704, 341.274, 326.716, 309.621, 298.359, 280.93, 334.515,,23, 1, 1.39044, 1.33843, 1.39249, 1.4024, 1.46489, 1.54577, 1.60412, 1.70364, 1.43073,,23, 0, 0.280802, 0.252854, 0.28186, 0.286937, 0.317355, 0.353072, 0.376604, 0.413021, 0.301058
total_i686, 76295.4,,24, 489.774, 351.484, 365.754, 351.212, 349.31, 334.713, 316.279, 305.467, 284.946, 340.315,,24, 1, 1.39345, 1.33908, 1.39453, 1.40212, 1.46327, 1.54855, 1.60336, 1.71883, 1.43918,,24, 0, 0.282356, 0.25322, 0.282912, 0.286795, 0.316598, 0.354236, 0.37631, 0.418209, 0.305159
total_i686_1i, 70491.5,,25, 506.636, 359.049, 377.232, 361.677, 356.145, 342.158, 323.478, 309.965, 289.856, 346.876,,25, 1, 1.41105, 1.34303, 1.4008, 1.42256, 1.48071, 1.56622, 1.63449, 1.74789, 1.46057,,25, 0, 0.291307, 0.255417, 0.28612, 0.29704, 0.324648, 0.361518, 0.38819, 0.427881, 0.315335
total_i686_1iu, 62432.5,,26, 520.611, 369.995, 384.89, 369.214, 367.385, 349.792, 330.229, 317.136, 295.358, 353.121,,26, 1, 1.40707, 1.35262, 1.41005, 1.41707, 1.48834, 1.57651, 1.6416, 1.76265, 1.47431,,26, 0, 0.289305, 0.260696, 0.290806, 0.294318, 0.328112, 0.365688, 0.390839, 0.432671, 0.321718
total_i686_r2, 56431.8,,27, 534.462, 377.62, 393.076, 377.192, 374.691, 356.612, 336.515, 321.738, 300.508, 359.389,,27, 1, 1.41535, 1.35969, 1.41695, 1.42641, 1.49872, 1.58823, 1.66117, 1.77853, 1.48714,,27, 0, 0.293459, 0.26454, 0.29426, 0.298939, 0.332765, 0.370367, 0.398015, 0.437739, 0.327568
total_1dw, 72112.8,,28, 548.945, 384.946, 401.067, 384.048, 382.084, 364.152, 343.155, 329.704, 305.528, 368.655,,28, 1, 1.42603, 1.36871, 1.42936, 1.43671, 1.50746, 1.5997, 1.66496, 1.79671, 1.48905,,28, 0, 0.298753, 0.269385, 0.300388, 0.303967, 0.336633, 0.374883, 0.399385, 0.443426, 0.328429
ratio_local, 1,,29, 562.668, 395.27, 409.099, 391.255, 389.006, 371.028, 350.033, 333.273, 309.89, 374.567,,29, 1, 1.4235, 1.37538, 1.43811, 1.44643, 1.51651, 1.60747, 1.68831, 1.8157, 1.50218,,29, 0, 0.297508, 0.27293, 0.304643, 0.308641, 0.340591, 0.377906, 0.407691, 0.449249, 0.334302
ratio_local_gg, 1.54076,,30, 578.315, 403.097, 419.563, 402.603, 400.527, 377.994, 356.248, 338.719, 315.222, 381.037,,30, 1, 1.43468, 1.37837, 1.43644, 1.44389, 1.52996, 1.62335, 1.70736, 1.83463, 1.51774,,30, 0, 0.302979, 0.274507, 0.303833, 0.307425, 0.346387, 0.38399, 0.414299, 0.45493, 0.341125
ratio_generic, 1.43614,,31, 589.917, 409.84, 428.833, 409.877, 407.922, 389.784, 362.639, 342.772, 318.058, 386.65,,31, 1, 1.43938, 1.37563, 1.43925, 1.44615, 1.51344, 1.62673, 1.72102, 1.85475, 1.52571,,31, 0, 0.305259, 0.273063, 0.305196, 0.308509, 0.339255, 0.38527, 0.418948, 0.460843, 0.344568
ratio_i386, 1.54286,,32, 605.619, 416.702, 434.743, 417.423, 414.654, 396.362, 368.585, 347.932, 323.013, 392.785,,32, 1, 1.45336, 1.39305, 1.45085, 1.46054, 1.52795, 1.64309, 1.74062, 1.87491, 1.54186,,32, 0, 0.31194, 0.282151, 0.31075, 0.315321, 0.345526, 0.391392, 0.425493, 0.46664, 0.351432
ratio_i486, 1.54679,,33, 619.19, 427.185, 445.898, 426.62, 420.383, 403.112, 374.075, 352.907, 330.27, 398.091,,33, 1, 1.44947, 1.38864, 1.45138, 1.47292, 1.53602, 1.65526, 1.75454, 1.8748, 1.5554,,33, 0, 0.310091, 0.279869, 0.311003, 0.321076, 0.348969, 0.395864, 0.430051, 0.46661, 0.357079
ratio_i686, 1.59069,,34, 633.249, 435.392, 454.676, 433.72, 431.362, 414.366, 385.048, 358.278, 335.565, 408.496,,34, 1, 1.45443, 1.39275, 1.46004, 1.46802, 1.52824, 1.6446, 1.76748, 1.88711, 1.5502,,34, 0, 0.312447, 0.281995, 0.315087, 0.318811, 0.345651, 0.391948, 0.434222, 0.47009, 0.35492
ratio_i686_1i, 1.72165,,35, 644.319, 439.207, 461.827, 440.455, 437.935, 420.431, 390.88, 362.934, 339.816, 413.654,,35, 1, 1.46701, 1.39515, 1.46285, 1.47127, 1.53252, 1.64838, 1.77531, 1.89608, 1.55763,,35, 0, 0.318339, 0.283232, 0.316402, 0.320313, 0.34748, 0.393344, 0.436717, 0.472596, 0.357998
ratio_i686_1iu, 1.94389,,36, 662.384, 449.722, 472.958, 449.989, 443.454, 425.81, 395.884, 367.076, 343.234, 419.576,,36, 1, 1.47287, 1.40051, 1.472, 1.49369, 1.55558, 1.67318, 1.80448, 1.92983, 1.5787,,36, 0, 0.321055, 0.285975, 0.320651, 0.330517, 0.357155, 0.402334, 0.445825, 0.48182, 0.366567
ratio_i686_r2, 2.15059,,37, 673.497, 457.818, 479.452, 456.556, 455.224, 437.541, 406.854, 370.929, 346.684, 424.191,,37, 1, 1.4711, 1.40472, 1.47517, 1.47948, 1.53928, 1.65538, 1.8157, 1.94268, 1.58772,,37, 0, 0.320237, 0.288116, 0.322112, 0.324089, 0.350345, 0.395909, 0.449249, 0.485248, 0.370167
ratio_1dw, 1.68295,,38, 694.119, 462.438, 494.069, 461.934, 460.437, 442.764, 411.67, 381.187, 349.125, 435.361,,38, 1, 1.501, 1.4049, 1.50264, 1.50752, 1.5677, 1.68611, 1.82094, 1.98817, 1.59435,,38, 0, 0.333778, 0.288208, 0.334503, 0.33666, 0.362122, 0.406918, 0.450833, 0.497024, 0.372787
,,,39, 707.586, 474.726, 499.012, 472.543, 472.014, 450.143, 416.937, 385.145, 354.938, 440.054,,39, 1, 1.49051, 1.41797, 1.4974, 1.49908, 1.57191, 1.6971, 1.83719, 1.99355, 1.60795,,39, 0, 0.329091, 0.294769, 0.332176, 0.332924, 0.363832, 0.410761, 0.455691, 0.498381, 0.378091
,,,40, 718.11, 481.058, 503.452, 480.311, 476.686, 459.571, 423.257, 391.307, 358.181, 445.354,,40, 1, 1.49277, 1.42637, 1.49509, 1.50646, 1.56257, 1.69663, 1.83516, 2.00488, 1.61245,,40, 0, 0.330106, 0.298921, 0.331145, 0.336194, 0.360027, 0.410596, 0.455088, 0.501216, 0.379825
,,,41, 730.173, 486.453, 517.76, 486.055, 483.337, 466.814, 432.084, 394.373, 361.743, 456.695,,41, 1, 1.50102, 1.41025, 1.50224, 1.51069, 1.56416, 1.68989, 1.85148, 2.01849, 1.59882,,41, 0, 0.333784, 0.290908, 0.33433, 0.338051, 0.360681, 0.408245, 0.459891, 0.50458, 0.374539
,,,42, 747.011, 494.194, 525.511, 496.519, 493.692, 469.84, 438.482, 405.534, 366.464, 461.379,,42, 1, 1.51157, 1.42149, 1.5045, 1.51311, 1.58993, 1.70363, 1.84204, 2.03843, 1.61908,,42, 0, 0.338437, 0.296515, 0.335325, 0.339109, 0.37104, 0.413017, 0.457125, 0.509426, 0.382366
,,,43, 756.832, 505.512, 528.313, 503.424, 499.473, 482.51, 444.798, 409.008, 371.162, 464.609,,43, 1, 1.49716, 1.43254, 1.50337, 1.51526, 1.56853, 1.70152, 1.85041, 2.03909, 1.62896,,43, 0, 0.332068, 0.301941, 0.334827, 0.340048, 0.362461, 0.412289, 0.459579, 0.509585, 0.386113
,,,44, 769.302, 509.494, 541.117, 509.368, 506.33, 487.515, 456.079, 414.161, 379.621, 469.205,,44, 1, 1.50993, 1.42169, 1.51031, 1.51937, 1.57801, 1.68677, 1.85749, 2.0265, 1.63959,,44, 0, 0.337718, 0.296613, 0.337882, 0.341832, 0.366289, 0.407152, 0.46164, 0.506538, 0.39009
,,,45, 781.567, 522.304, 550.583, 521.842, 519.177, 494.61, 459.987, 416.901, 382.819, 482.6,,45, 1, 1.49638, 1.41953, 1.49771, 1.5054, 1.58017, 1.69911, 1.87471, 2.04161, 1.61949,,45, 0, 0.331722, 0.295539, 0.332312, 0.335723, 0.367155, 0.411456, 0.466583, 0.51019, 0.382523
,,,46, 798.199, 523.596, 555.827, 525.937, 523.659, 500.734, 465.072, 421.222, 387.008, 485.799,,46, 1, 1.52446, 1.43606, 1.51767, 1.52427, 1.59406, 1.71629, 1.89496, 2.06249, 1.64306,,46, 0, 0.344028, 0.303648, 0.341095, 0.343949, 0.37267, 0.417348, 0.472284, 0.515148, 0.39138
,,,47, 808.022, 533.893, 568.851, 531.13, 530.14, 510.354, 470.096, 424.203, 389.249, 491.046,,47, 1, 1.51345, 1.42045, 1.52133, 1.52416, 1.58326, 1.71884, 1.9048, 2.07585, 1.64551,,47, 0, 0.33926, 0.295995, 0.342679, 0.343903, 0.368391, 0.418214, 0.475011, 0.518269, 0.392286
,,,48, 820.652, 544.33, 576.98, 545.221, 540.675, 517.743, 479.684, 434.171, 393.524, 497.34,,48, 1, 1.50764, 1.42232, 1.50517, 1.51783, 1.58506, 1.71082, 1.89016, 2.08539, 1.65008,,48, 0, 0.33671, 0.296924, 0.335624, 0.341164, 0.369108, 0.415485, 0.470944, 0.520474, 0.393969
,,,49, 837.457, 550.138, 580.949, 549.487, 546.324, 525.473, 486.015, 438.243, 402.274, 507.803,,49, 1, 1.52227, 1.44153, 1.52407, 1.53289, 1.59372, 1.72311, 1.91094, 2.08181, 1.64918,,49, 0, 0.343085, 0.306293, 0.343862, 0.347639, 0.372537, 0.419654, 0.476698, 0.519648, 0.393637
,,,50, 848.035, 555.042, 593.432, 555.872, 550.857, 534.721, 488.545, 442.756, 406.733, 512.49,,50, 1, 1.52788, 1.42904, 1.52559, 1.53948, 1.58594, 1.73584, 1.91535, 2.08499, 1.65473,,50, 0, 0.345497, 0.300227, 0.344517, 0.350431, 0.369459, 0.423909, 0.477903, 0.520382, 0.395673
,,,51, 857.134, 562.108, 599.888, 565.809, 555.164, 543.737, 492.867, 445.518, 409.523, 516.182,,51, 1, 1.52486, 1.42882, 1.51488, 1.54393, 1.57638, 1.73908, 1.9239, 2.09301, 1.66053,,51, 0, 0.3442, 0.300124, 0.339883, 0.352302, 0.365634, 0.424983, 0.480223, 0.522218, 0.397782
,,,52, 868.253, 572.763, 607.244, 572.206, 568.454, 546.133, 506.175, 455.527, 411.981, 520.056,,52, 1, 1.5159, 1.42983, 1.51738, 1.52739, 1.58982, 1.71532, 1.90604, 2.10751, 1.66954,,52, 0, 0.340327, 0.300614, 0.340968, 0.34529, 0.370998, 0.417019, 0.475352, 0.525506, 0.401031
,,,53, 877.55, 577.16, 619.783, 580.94, 577.794, 548.774, 512.559, 459.155, 414.75, 530.536,,53, 1, 1.52046, 1.4159, 1.51057, 1.51879, 1.59911, 1.7121, 1.91123, 2.11585, 1.65408,,53, 0, 0.342305, 0.293735, 0.337998, 0.341582, 0.374652, 0.415921, 0.476776, 0.527377, 0.395435
,,,54, 886.086, 583.829, 624.774, 578.634, 583.371, 563.826, 515.11, 464.388, 422.745, 536.291,,54, 1, 1.51772, 1.41825, 1.53134, 1.51891, 1.57156, 1.72019, 1.90807, 2.09603, 1.65225,,54, 0, 0.341115, 0.294905, 0.346977, 0.341632, 0.363689, 0.418668, 0.475911, 0.522907, 0.394764
,,,55, 905.756, 595.452, 630.692, 588.876, 582.937, 568.077, 518.874, 466.343, 428.226, 538.224,,55, 1, 1.52112, 1.43613, 1.53811, 1.55378, 1.59443, 1.74562, 1.94225, 2.11514, 1.68286,,55, 0, 0.342591, 0.303685, 0.349851, 0.356409, 0.372815, 0.427138, 0.485134, 0.527218, 0.405774
,,,56, 917.011, 605.371, 642.611, 599.665, 599.682, 573.806, 532.802, 478.365, 430.602, 543.948,,56, 1, 1.51479, 1.42701, 1.52921, 1.52916, 1.59812, 1.72111, 1.91697, 2.1296, 1.68584,,56, 0, 0.339843, 0.299233, 0.346066, 0.346047, 0.374265, 0.41898, 0.478343, 0.530428, 0.406825
,,,57, 923.604, 607.582, 650.252, 604.625, 603.433, 587.024, 534.844, 481.314, 432.868, 559.223,,57, 1, 1.52013, 1.42038, 1.52756, 1.53058, 1.57336, 1.72687, 1.91892, 2.13368, 1.65158,,57, 0, 0.342161, 0.295962, 0.345363, 0.346653, 0.364419, 0.420916, 0.478874, 0.531327, 0.39452
,,,58, 934.68, 612.139, 656.922, 609.155, 608.202, 588.488, 540.708, 486.412, 437.165, 560.893,,58, 1, 1.52691, 1.42282, 1.53439, 1.53679, 1.58827, 1.72862, 1.92158, 2.13805, 1.66641,,58, 0, 0.345082, 0.29717, 0.348275, 0.349293, 0.370386, 0.421505, 0.479595, 0.532283, 0.399909
,,,59, 945.38, 615.442, 671.757, 616.851, 613.826, 593.72, 544.964, 489.603, 439.876, 567.21,,59, 1, 1.5361, 1.40732, 1.53259, 1.54014, 1.5923, 1.73476, 1.93091, 2.1492, 1.66672,,59, 0, 0.349, 0.289432, 0.347511, 0.35071, 0.371978, 0.423551, 0.48211, 0.53471, 0.400019
,,,60, 962.597, 636.722, 684.571, 639.575, 638.762, 600.24, 555.55, 492.379, 450.894, 565.918,,60, 1, 1.5118, 1.40613, 1.50506, 1.50697, 1.60369, 1.73269, 1.95499, 2.13486, 1.70095,,60, 0, 0.338538, 0.288829, 0.335573, 0.336418, 0.376437, 0.422863, 0.488489, 0.531586, 0.412093
,,,61, 967.194, 644.809, 692.573, 645.485, 641.685, 615.623, 563.307, 495.214, 454.074, 581.996,,61, 1, 1.49997, 1.39652, 1.4984, 1.50727, 1.57108, 1.71699, 1.95308, 2.13004, 1.66186,,61, 0, 0.33332, 0.283936, 0.332621, 0.33655, 0.363496, 0.417587, 0.487989, 0.530524, 0.398264
,,,62, 971.961, 647.502, 695.372, 649.123, 649.482, 619.989, 566.525, 507.208, 456.465, 581.839,,62, 1, 1.50109, 1.39776, 1.49735, 1.49652, 1.56771, 1.71565, 1.9163, 2.12932, 1.6705,,62, 0, 0.333819, 0.284568, 0.332151, 0.331782, 0.362126, 0.417132, 0.47816, 0.530367, 0.401376
,,,63, 982.703, 651.851, 702.865, 655.246, 651.951, 624.714, 570.901, 508.93, 458.135, 589.201,,63, 1, 1.50756, 1.39814, 1.49975, 1.50733, 1.57304, 1.72132, 1.93092, 2.14501, 1.66786,,63, 0, 0.336676, 0.284764, 0.333221, 0.336573, 0.36429, 0.419051, 0.482113, 0.533802, 0.400429
,,,64, 1003.06, 660.241, 707.565, 669.011, 657.151, 635.076, 585.013, 512.124, 461.74, 592.372,,64, 1, 1.51923, 1.41762, 1.49932, 1.52638, 1.57943, 1.7146, 1.95863, 2.17235, 1.6933,,64, 0, 0.341773, 0.294594, 0.333031, 0.344854, 0.366862, 0.416772, 0.489438, 0.539669, 0.409436
,,,65, 1013.21, 671.436, 714.562, 672.352, 672.056, 638.696, 584.12, 515.01, 472.95, 604.472,,65, 1, 1.50901, 1.41794, 1.50696, 1.50762, 1.58637, 1.73459, 1.96735, 2.14231, 1.67618,,65, 0, 0.337315, 0.294751, 0.336411, 0.336703, 0.369628, 0.423493, 0.491702, 0.533214, 0.403406
,,,66, 1020.77, 691.766, 728.953, 687.304, 675.098, 644.174, 591.532, 518.544, 475.131, 606.937,,66, 1, 1.4756, 1.40032, 1.48518, 1.51203, 1.58462, 1.72564, 1.96853, 2.14839, 1.68183,,66, 0, 0.322309, 0.285878, 0.32668, 0.338637, 0.368933, 0.420503, 0.492006, 0.534536, 0.405411
,,,67, 1024.42, 694.884, 734.035, 692.991, 693.676, 666.554, 601.303, 530.005, 477.404, 609.403,,67, 1, 1.47423, 1.3956, 1.47826, 1.4768, 1.53689, 1.70367, 1.93285, 2.14581, 1.68102,,67, 0, 0.321682, 0.283463, 0.323529, 0.32286, 0.349336, 0.413032, 0.482629, 0.533976, 0.405124
,,,68, 1051.53, 701.984, 737.35, 697.582, 700.901, 675.55, 604.974, 531.554, 479.559, 623.492,,68, 1, 1.49794, 1.42609, 1.50739, 1.50025, 1.55655, 1.73814, 1.97821, 2.1927, 1.68651,,68, 0, 0.332414, 0.298782, 0.336601, 0.333444, 0.357554, 0.424671, 0.494493, 0.543941, 0.40706
,,,69, 1056.88, 705.829, 742.85, 701.578, 701.53, 678.922, 609.754, 534.64, 481.909, 628.469,,69, 1, 1.49737, 1.42274, 1.50644, 1.50654, 1.55671, 1.7333, 1.97681, 2.19312, 1.68168,,69, 0, 0.332161, 0.297132, 0.336182, 0.336228, 0.357619, 0.423064, 0.494135, 0.544028, 0.405357
,,,70, 1067.3, 706.449, 749.066, 708.67, 703.967, 686.572, 614.426, 537.678, 482.991, 630.128,,70, 1, 1.51079, 1.42484, 1.50606, 1.51612, 1.55453, 1.73706, 1.98501, 2.20977, 1.69378,,70, 0, 0.338096, 0.298166, 0.336015, 0.340421, 0.356719, 0.424316, 0.496225, 0.547464, 0.409605
,,,71, 1064.55, 713.391, 765.64, 710.521, 709.781, 690.304, 627.086, 539.637, 485.631, 633.31,,71, 1, 1.49224, 1.3904, 1.49826, 1.49983, 1.54214, 1.69761, 1.97271, 2.19209, 1.68093,,71, 0, 0.329865, 0.280784, 0.332561, 0.333256, 0.351552, 0.410937, 0.493084, 0.543814, 0.40509
,,,72, 1068.24, 716.267, 772.089, 715.197, 712.106, 694.075, 629.088, 542.704, 497.391, 656.849,,72, 1, 1.4914, 1.38357, 1.49363, 1.50011, 1.53908, 1.69807, 1.96836, 2.14769, 1.62631,,72, 0, 0.329488, 0.277232, 0.33049, 0.333383, 0.350262, 0.411098, 0.491964, 0.534383, 0.38511
,,,73, 1085.93, 731.214, 774.533, 731.957, 716.556, 697.075, 632.514, 553.32, 498.879, 663.364,,73, 1, 1.4851, 1.40204, 1.48359, 1.51548, 1.55783, 1.71684, 1.96256, 2.17673, 1.637,,73, 0, 0.326645, 0.286754, 0.325961, 0.340143, 0.358083, 0.417536, 0.490463, 0.540596, 0.389127
,,,74, 1101.64, 736.238, 779.888, 736.261, 734.255, 713.273, 644.566, 556.635, 501.603, 662.38,,74, 1, 1.49631, 1.41256, 1.49626, 1.50035, 1.54448, 1.70912, 1.9791, 2.19623, 1.66315,,74, 0, 0.331688, 0.292065, 0.331667, 0.333488, 0.352534, 0.414902, 0.494721, 0.544675, 0.398731
,,,75, 1101.86, 740.221, 784.888, 738.906, 740.365, 718.813, 662.487, 559.432, 504.036, 667.924,,75, 1, 1.48856, 1.40385, 1.49121, 1.48827, 1.53289, 1.66322, 1.96961, 2.18608, 1.64968,,75, 0, 0.328208, 0.287671, 0.329402, 0.328078, 0.347638, 0.398757, 0.492285, 0.54256, 0.393822
