name,ptest -- memset,ticks,bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2,compare,bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2,compare (%),bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2
,,,1554, 583.399, 577.346, 568.087, 497.401, 499.746,,1554, 1, 1.01048, 1.02695, 1.17289, 1.16739,,1554, 0, 0.0103755, 0.0262462, 0.147408, 0.14339
,,,1587, 593.966, 587.903, 581.108, 509.604, 509.285,,1587, 1, 1.01031, 1.02213, 1.16554, 1.16627,,1587, 0, 0.0102078, 0.0216482, 0.142032, 0.142569
,,,1620, 601.07, 596.307, 587.944, 511.849, 513.169,,1620, 1, 1.00799, 1.02233, 1.17431, 1.17129,,1620, 0, 0.00792389, 0.0218388, 0.148438, 0.146241
,,,1653, 615.164, 608.738, 602.06, 526.386, 526.607,,1653, 1, 1.01056, 1.02176, 1.16865, 1.16816,,1653, 0, 0.0104449, 0.0213012, 0.144315, 0.143955
,,,1686, 628.753, 623.195, 614.853, 536.852, 537.762,,1686, 1, 1.00892, 1.02261, 1.17119, 1.1692,,1686, 0, 0.00883977, 0.0221078, 0.146164, 0.144717
,,,1719, 640.234, 634.61, 625.098, 546.058, 547.483,,1719, 1, 1.00886, 1.02421, 1.17247, 1.16941,,1719, 0, 0.00878473, 0.0236412, 0.147097, 0.144871
,,,1752, 645.151, 639.777, 631.787, 549.33, 549.754,,1752, 1, 1.0084, 1.02115, 1.17443, 1.17353,,1752, 0, 0.00833077, 0.0207149, 0.148526, 0.147867
,,,1785, 660.898, 655.131, 646.2, 562.638, 565.88,,1785, 1, 1.0088, 1.02275, 1.17464, 1.16791,,1785, 0, 0.00872686, 0.0222407, 0.148677, 0.143772
,,,1818, 672.083, 665.764, 657.428, 572.135, 574.408,,1818, 1, 1.00949, 1.02229, 1.17469, 1.17004,,1818, 0, 0.00940147, 0.0218057, 0.148714, 0.145331
,,,1851, 685.078, 676.818, 670.918, 582.758, 584.017,,1851, 1, 1.01221, 1.02111, 1.17558, 1.17305,,1851, 0, 0.0120581, 0.0206701, 0.149356, 0.147519
,,,1884, 691.094, 685.251, 676.828, 590.47, 592.355,,1884, 1, 1.00853, 1.02108, 1.17041, 1.16669,,1884, 0, 0.00845408, 0.0206433, 0.145601, 0.142873
,,,1917, 704.636, 696.518, 690.04, 601.095, 601.656,,1917, 1, 1.01166, 1.02115, 1.17225, 1.17116,,1917, 0, 0.011521, 0.0207152, 0.146942, 0.146146
,,,1950, 718.192, 712.252, 702.734, 610.839, 610.14,,1950, 1, 1.00834, 1.022, 1.17575, 1.17709,,1950, 0, 0.00827082, 0.0215236, 0.149477, 0.15045
,,,1983, 728.004, 724.428, 713.651, 623.321, 625.132,,1983, 1, 1.00494, 1.02011, 1.16794, 1.16456,,1983, 0, 0.00491188, 0.0197164, 0.143795, 0.141307
,,,2016, 729.013, 723.134, 714.381, 622.422, 621.59,,2016, 1, 1.00813, 1.02048, 1.17125, 1.17282,,2016, 0, 0.00806501, 0.0200709, 0.146214, 0.147354
,,,2049, 748.218, 742.186, 736.103, 636.318, 635.245,,2049, 1, 1.00813, 1.01646, 1.17585, 1.17784,,2049, 0, 0.00806134, 0.0161917, 0.149555, 0.15099

