name,ptest -- memset,ticks,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare (%),bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA
,,,1785, 664.912, 665.349, 3407.39, 755.526, 664.236, 658.424, 787.603, 659.597, 661.77, 716.507, 666.414, 719.178, 579.456,,1785, 1, 0.999344, 0.195138, 0.880065, 1.00102, 1.00985, 0.844223, 1.00806, 1.00475, 0.927991, 0.997746, 0.924545, 1.14748,,1785, 0,-0.000656812,-4.12458,-0.13628, 0.00101679, 0.00975843,-0.184521, 0.00799391, 0.00472659,-0.0775963,-0.00225886,-0.0816129, 0.128523
,,,1818, 676.721, 673.045, 3470.98, 765.516, 675.419, 667.461, 802.033, 668.377, 670.814, 730.59, 679.445, 731.891, 588.998,,1818, 1, 1.00546, 0.194966, 0.884007, 1.00193, 1.01387, 0.843757, 1.01248, 1.00881, 0.926266, 0.995991, 0.924621, 1.14894,,1818, 0, 0.00543311,-4.12911,-0.131213, 0.00192484, 0.0136834,-0.185175, 0.0123298, 0.00872983,-0.079603,-0.00402483,-0.0815244, 0.12963
,,,1851, 687.581, 686.792, 3536.26, 783.974, 686.668, 682.145, 817.706, 682.496, 684.462, 742.694, 688.797, 747.327, 601.26,,1851, 1, 1.00115, 0.194437, 0.877046, 1.00133, 1.00797, 0.840866, 1.00745, 1.00456, 0.925793, 0.998234, 0.920054, 1.14357,,1851, 0, 0.00114757,-4.14304,-0.140191, 0.0013283, 0.00790623,-0.18925, 0.00739548, 0.00453674,-0.0801556,-0.00176864,-0.0868929, 0.125544
,,,1884, 698.518, 698.273, 3596.15, 791.804, 694.999, 691.888, 824.597, 693.241, 695.154, 752.286, 701.163, 751.984, 606.655,,1884, 1, 1.00035, 0.19424, 0.882185, 1.00506, 1.00958, 0.847102, 1.00761, 1.00484, 0.928528, 0.996228, 0.9289, 1.15143,,1884, 0, 0.000351559,-4.14826,-0.133549, 0.00503764, 0.00949102,-0.180495, 0.00755485, 0.00481571,-0.0769739,-0.00378626,-0.0765426, 0.131512
,,,1917, 709.058, 710.437, 3656.11, 809.349, 707.487, 703.507, 843.054, 704.75, 706.133, 766.475, 713.636, 770.105, 619.727,,1917, 1, 0.99806, 0.193938, 0.876084, 1.00222, 1.00789, 0.841059, 1.00611, 1.00414, 0.925089, 0.993586, 0.920729, 1.14415,,1917, 0,-0.00194406,-4.1563,-0.141443, 0.00221554, 0.00782876,-0.188977, 0.00607551, 0.00412558,-0.0809766,-0.00645573,-0.086096, 0.125986
,,,1950, 721.942, 721.15, 3709.59, 818.647, 720.862, 714.406, 857.498, 714.209, 717.388, 777.743, 725.964, 779.502, 628.962,,1950, 1, 1.0011, 0.194615, 0.881873, 1.0015, 1.01055, 0.841917, 1.01083, 1.00635, 0.928253, 0.994461, 0.926158, 1.14783,,1950, 0, 0.00109804,-4.13834,-0.13395, 0.00149671, 0.0104397,-0.187765, 0.0107124, 0.0063083,-0.077293,-0.00557009,-0.0797291, 0.128793
,,,1983, 729.401, 731.612, 3772.34, 834.397, 729.38, 725.774, 871.274, 725.2, 728.543, 788.056, 735.754, 795.4, 639.515,,1983, 1, 0.996977, 0.193355, 0.874165, 1.00003, 1.005, 0.837166, 1.00579, 1.00118, 0.92557, 0.991366, 0.917023, 1.14055,,1983, 0,-0.00303177,-4.17183,-0.143949, 2.89091e-05, 0.00497242,-0.194506, 0.00575995, 0.00117581,-0.0804155,-0.00870954,-0.0904847, 0.123233
,,,2016, 742.991, 743.163, 3848.75, 846.053, 742.714, 737.444, 882.769, 738.379, 739.243, 799.732, 745.316, 801.737, 646.055,,2016, 1, 0.999769, 0.193047, 0.878185, 1.00037, 1.00752, 0.841659, 1.00625, 1.00507, 0.92905, 0.99688, 0.926726, 1.15004,,2016, 0,-0.000231315,-4.18008,-0.138713, 0.000373125, 0.00746506,-0.188129, 0.00620685, 0.00504421,-0.0763686,-0.00312944,-0.0790678, 0.130467
,,,2049, 753.997, 753.389, 3908.89, 858.748, 753.025, 747.307, 899.335, 748.386, 750.286, 810.333, 759.893, 812.005, 652.676,,2049, 1, 1.00081, 0.192893, 0.878018, 1.00129, 1.00895, 0.838394, 1.0075, 1.00495, 0.930478, 0.992241, 0.928561, 1.15524,,2049, 0, 0.000806322,-4.18423,-0.138929, 0.00128841, 0.00887277,-0.192757, 0.00744202, 0.00492131,-0.0747165,-0.00781989,-0.0769347, 0.134379

