name,ptest -- strcmp,ticks,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare (%),bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw
,,,115, 1361.39, 1013.43, 1077.59, 864.536, 1015.25, 1003.39, 910.525, 690.687, 687.65, 834.414,,115, 1, 1.34335, 1.26336, 1.5747, 1.34094, 1.35678, 1.49517, 1.97106, 1.97977, 1.63155,,115, 0, 0.255593, 0.208461, 0.364959, 0.254256, 0.262962, 0.331178, 0.492659, 0.49489, 0.387085
,,,116, 1338.39, 1017.37, 1069.66, 859.783, 1020.91, 1012.58, 906.176, 689.529, 689.554, 823.772,,116, 1, 1.31554, 1.25123, 1.55666, 1.31098, 1.32177, 1.47697, 1.94103, 1.94095, 1.62471,,116, 0, 0.239858, 0.200785, 0.3576, 0.23721, 0.243438, 0.322937, 0.484808, 0.48479, 0.384506
,,,117, 1345.4, 1014.32, 1094.93, 861.48, 1016.88, 1004.9, 908.987, 691.171, 688.567, 826.447,,117, 1, 1.3264, 1.22876, 1.56173, 1.32307, 1.33885, 1.48011, 1.94655, 1.95392, 1.62793,,117, 0, 0.246082, 0.186172, 0.359686, 0.244185, 0.253088, 0.324375, 0.486271, 0.488207, 0.385725
,,,118, 1352.1, 1017.3, 1103.64, 860.924, 1015.72, 1011.97, 909.125, 688.979, 686.077, 828.854,,118, 1, 1.32911, 1.22513, 1.57053, 1.33118, 1.33611, 1.48726, 1.96247, 1.97078, 1.63129,,118, 0, 0.247617, 0.18376, 0.363271, 0.248785, 0.251556, 0.327622, 0.490439, 0.492586, 0.38699
,,,119, 1343.33, 1018.8, 1094.63, 862.655, 1018.83, 999.677, 905.605, 689.272, 689.235, 828.275,,119, 1, 1.31854, 1.2272, 1.5572, 1.3185, 1.34376, 1.48335, 1.94891, 1.94902, 1.62184,,119, 0, 0.241584, 0.18514, 0.357823, 0.241565, 0.255821, 0.325851, 0.486893, 0.48692, 0.383416
,,,120, 1383.05, 1018.26, 1094.71, 863.19, 1018.57, 1001.02, 907.546, 691.458, 686.032, 815.499,,120, 1, 1.35825, 1.2634, 1.60226, 1.35784, 1.38164, 1.52395, 2.0002, 2.01602, 1.69596,,120, 0, 0.263759, 0.208486, 0.375881, 0.263536, 0.276222, 0.343809, 0.500049, 0.503972, 0.410363
,,,121, 1385.44, 1014.45, 1102.76, 857.16, 1015.97, 1025.01, 903.668, 694.103, 691.349, 823.321,,121, 1, 1.3657, 1.25633, 1.61631, 1.36367, 1.35163, 1.53313, 1.99601, 2.00397, 1.68274,,121, 0, 0.267775, 0.204033, 0.381308, 0.266683, 0.260151, 0.347739, 0.499001, 0.500989, 0.405732
,,,122, 1389.08, 1010.09, 1102.32, 859.231, 1016.23, 1025.24, 905.943, 692.61, 690.048, 823.857,,122, 1, 1.37521, 1.26015, 1.61666, 1.36689, 1.35488, 1.5333, 2.00557, 2.01302, 1.68607,,122, 0, 0.272839, 0.206442, 0.38144, 0.268413, 0.261929, 0.347812, 0.50139, 0.503235, 0.406906
,,,123, 1390.1, 1012.33, 1090.53, 855.667, 1013.18, 1023.78, 905.314, 685.984, 689.416, 809.414,,123, 1, 1.37318, 1.2747, 1.62459, 1.37203, 1.35782, 1.53549, 2.02644, 2.01635, 1.71742,,123, 0, 0.271761, 0.215504, 0.384459, 0.271151, 0.263525, 0.348744, 0.506523, 0.504055, 0.417732
,,,124, 1388.57, 1018.84, 1095.92, 857.983, 1011.45, 1024.1, 906.557, 692.38, 687.48, 828.983,,124, 1, 1.36289, 1.26703, 1.61841, 1.37285, 1.35588, 1.53169, 2.0055, 2.01979, 1.67502,,124, 0, 0.266267, 0.210753, 0.382109, 0.271589, 0.262474, 0.347128, 0.501371, 0.5049, 0.402994
,,,125, 1389.47, 1017.84, 1087.09, 855.626, 1010.81, 1023.5, 931.75, 690.601, 690.54, 822.312,,125, 1, 1.36512, 1.27816, 1.62393, 1.37461, 1.35757, 1.49125, 2.01198, 2.01215, 1.68972,,125, 0, 0.267461, 0.217624, 0.384208, 0.272519, 0.263389, 0.329422, 0.502976, 0.50302, 0.408184
,,,126, 1385.92, 1017.09, 1092.55, 859.173, 1040.3, 1023.01, 927.884, 691.273, 687.618, 829.373,,126, 1, 1.36263, 1.26852, 1.61309, 1.33223, 1.35475, 1.49363, 2.00488, 2.01553, 1.67104,,126, 0, 0.266128, 0.21168, 0.38007, 0.249381, 0.261858, 0.330492, 0.501217, 0.503854, 0.401572
,,,127, 1385.6, 1018.14, 1085.08, 855.867, 1040.62, 1022.82, 926.179, 689.017, 688.928, 822.038,,127, 1, 1.36092, 1.27696, 1.61894, 1.33151, 1.35469, 1.49604, 2.01098, 2.01124, 1.68557,,127, 0, 0.2652, 0.216889, 0.382314, 0.248975, 0.261825, 0.331569, 0.502731, 0.502795, 0.406728
,,,128, 1380.88, 1016.62, 1083.91, 855.194, 1035.54, 1019.87, 927.215, 687.965, 688.946, 823.445,,128, 1, 1.3583, 1.27398, 1.61469, 1.33348, 1.35397, 1.48927, 2.00719, 2.00433, 1.67695,,128, 0, 0.263784, 0.215056, 0.380687, 0.250085, 0.26143, 0.328531, 0.501791, 0.501081, 0.403679

