name,ptest -- memset,ticks,bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2,compare,bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2,compare (%),bytes,local,lx_zan,lx_hyb,lx_mmx64_BA,lx_mmx64_h2
total_bytes, 8256,,14, 101.773, 79.4996, 86.5346, 95.1094, 91.0277,,14, 1, 1.28017, 1.1761, 1.07007, 1.11805,,14, 0, 0.218856, 0.149733, 0.0654784, 0.105584
best_test,lx_zan,,15, 101.817, 81.9008, 88.1922, 96.9354, 93.2497,,15, 1, 1.24318, 1.15449, 1.05036, 1.09188,,15, 0, 0.195612, 0.13382, 0.0479492, 0.0841484
best_total, 13908.8,,16, 102.782, 74.4066, 81.4809, 90.4416, 86.5749,,16, 1, 1.38135, 1.26142, 1.13644, 1.1872,,16, 0, 0.27607, 0.207241, 0.12006, 0.15768
worst_test,lx_mmx64_BA,,17, 103.118, 79.5466, 86.8014, 95.2165, 91.6047,,17, 1, 1.29632, 1.18798, 1.08299, 1.12569,,17, 0, 0.228587, 0.158233, 0.0766267, 0.111652
worst_total, 16708.8,,18, 103.372, 81.9614, 88.7423, 97.3161, 93.0742,,18, 1, 1.26123, 1.16486, 1.06223, 1.11064,,18, 0, 0.207124, 0.141527, 0.0585863, 0.0996213
total_local, 16171.7,,19, 103.879, 83.7954, 90.4175, 99.6642, 95.3619,,19, 1, 1.23967, 1.14888, 1.04229, 1.08931,,19, 0, 0.193335, 0.129587, 0.0405717, 0.0819891
total_lx_zan, 13908.8,,20, 104.398, 77.4336, 84.4104, 93.065, 88.8357,,20, 1, 1.34823, 1.23679, 1.12178, 1.17518,,20, 0, 0.258285, 0.191457, 0.108556, 0.149068
total_lx_hyb, 15113.4,,21, 105.479, 82.5509, 88.8314, 97.4656, 94.162,,21, 1, 1.27774, 1.18741, 1.08222, 1.12018,,21, 0, 0.21737, 0.157827, 0.0759697, 0.10729
total_lx_mmx64_BA, 16708.8,,22, 105.535, 84.4329, 91.2631, 99.8197, 95.9383,,22, 1, 1.24992, 1.15638, 1.05725, 1.10003,,22, 0, 0.199951, 0.135231, 0.0541526, 0.0909307
total_lx_mmx64_h2, 16090.7,,23, 105.969, 86.1343, 93.106, 101.888, 97.8799,,23, 1, 1.23027, 1.13815, 1.04005, 1.08264,,23, 0, 0.187172, 0.121381, 0.0385049, 0.0763307
ratio_local, 1,,24, 106.481, 79.2024, 86.4281, 95.126, 91.5467,,24, 1, 1.34442, 1.23202, 1.11937, 1.16313,,24, 0, 0.256183, 0.188323, 0.106639, 0.140253
ratio_lx_zan, 1.16269,,25, 107.135, 84.959, 91.5905, 100.307, 96.5837,,25, 1, 1.26102, 1.16972, 1.06807, 1.10925,,25, 0, 0.206991, 0.145093, 0.0637344, 0.0984871
ratio_lx_hyb, 1.07002,,26, 107.787, 87.0834, 93.3051, 101.95, 98.5093,,26, 1, 1.23775, 1.15521, 1.05726, 1.09418,,26, 0, 0.19208, 0.134357, 0.0541566, 0.0860745
ratio_lx_mmx64_BA, 0.967853,,27, 108.148, 88.8629, 95.407, 104.299, 100.485,,27, 1, 1.21702, 1.13355, 1.0369, 1.07626,,27, 0, 0.178323, 0.117813, 0.0355904, 0.0708556
ratio_lx_mmx64_h2, 1.00503,,28, 108.497, 82.3978, 88.7458, 97.4755, 93.9342,,28, 1, 1.31675, 1.22256, 1.11307, 1.15503,,28, 0, 0.240553, 0.182044, 0.101584, 0.134224
,,,29, 109.023, 87.3933, 94.0356, 102.906, 98.5713,,29, 1, 1.2475, 1.15938, 1.05944, 1.10603,,29, 0, 0.198398, 0.137472, 0.0561087, 0.0958687
,,,30, 109.765, 89.012, 95.6357, 104.694, 100.813,,30, 1, 1.23315, 1.14774, 1.04844, 1.08881,,30, 0, 0.189071, 0.128726, 0.0462035, 0.0815634
,,,31, 109.926, 91.2712, 97.9305, 106.729, 102.56,,31, 1, 1.20439, 1.12249, 1.02995, 1.07182,,31, 0, 0.169702, 0.109122, 0.0290821, 0.0670072
,,,32, 110.775, 84.4491, 91.3143, 99.9677, 96.4394,,32, 1, 1.31173, 1.21311, 1.1081, 1.14865,,32, 0, 0.23765, 0.175675, 0.0975583, 0.12941
,,,33, 111.6, 89.9388, 96.297, 105.444, 101.112,,33, 1, 1.24085, 1.15892, 1.05838, 1.10373,,33, 0, 0.194099, 0.137126, 0.0551635, 0.0939792
,,,34, 111.666, 91.8064, 98.1785, 107.06, 103.35,,34, 1, 1.21632, 1.13738, 1.04303, 1.08047,,34, 0, 0.177849, 0.120785, 0.0412529, 0.074477
,,,35, 111.864, 93.7167, 100.485, 109.278, 104.955,,35, 1, 1.19364, 1.11325, 1.02367, 1.06583,,35, 0, 0.162228, 0.101727, 0.023119, 0.0617603
,,,36, 112.762, 87.1046, 93.6557, 102.421, 98.6512,,36, 1, 1.29456, 1.20401, 1.10097, 1.14304,,36, 0, 0.227539, 0.169443, 0.0917063, 0.125142
,,,37, 113.235, 91.7526, 98.7955, 107.691, 103.638,,37, 1, 1.23414, 1.14616, 1.05148, 1.0926,,37, 0, 0.189716, 0.127519, 0.0489626, 0.0847521
,,,38, 113.843, 94.3442, 100.758, 109.539, 105.91,,38, 1, 1.20668, 1.12987, 1.03929, 1.07491,,38, 0, 0.171279, 0.114941, 0.0378047, 0.0696876
,,,39, 114.014, 96.2591, 102.681, 111.791, 107.699,,39, 1, 1.18445, 1.11038, 1.01989, 1.05864,,39, 0, 0.155728, 0.0994053, 0.019505, 0.0553947
,,,40, 114.868, 89.3989, 96.343, 105.135, 100.866,,40, 1, 1.2849, 1.19228, 1.09258, 1.13882,,40, 0, 0.221726, 0.161274, 0.0847341, 0.121895
,,,41, 115.143, 94.3334, 101.523, 109.79, 106.193,,41, 1, 1.2206, 1.13416, 1.04876, 1.08428,,41, 0, 0.180729, 0.118287, 0.0464892, 0.0777313
,,,42, 115.672, 96.416, 103.08, 111.868, 107.992,,42, 1, 1.19971, 1.12215, 1.034, 1.07112,,42, 0, 0.166468, 0.108855, 0.0328853, 0.066395
,,,43, 116.204, 98.4109, 105.131, 114.091, 110.013,,43, 1, 1.1808, 1.10532, 1.01852, 1.05627,,43, 0, 0.153119, 0.0952867, 0.018186, 0.053276
,,,44, 116.678, 91.7063, 98.3439, 107.293, 103.135,,44, 1, 1.2723, 1.18643, 1.08747, 1.13131,,44, 0, 0.214025, 0.157136, 0.0804381, 0.116072
,,,45, 117.076, 96.6092, 103.089, 112.35, 108.32,,45, 1, 1.21185, 1.13568, 1.04206, 1.08083,,45, 0, 0.174816, 0.119469, 0.0403664, 0.074784
,,,46, 117.826, 98.83, 105.113, 113.876, 110.264,,46, 1, 1.19221, 1.12095, 1.03469, 1.06858,,46, 0, 0.161222, 0.107897, 0.0335231, 0.0641818
,,,47, 117.889, 100.632, 107.147, 116.168, 112.316,,47, 1, 1.17148, 1.10026, 1.01481, 1.04962,,47, 0, 0.146382, 0.0911203, 0.0145953, 0.0472751
,,,48, 118.891, 93.9264, 100.739, 109.718, 105.892,,48, 1, 1.26579, 1.18019, 1.0836, 1.12276,,48, 0, 0.20998, 0.152676, 0.077154, 0.109336
,,,49, 119.157, 98.8679, 105.923, 114.289, 111.038,,49, 1, 1.20521, 1.12494, 1.04259, 1.07311,,49, 0, 0.170268, 0.11106, 0.0408499, 0.0681306
,,,50, 119.425, 101.217, 108.04, 116.596, 112.636,,50, 1, 1.17989, 1.10538, 1.02426, 1.06027,,50, 0, 0.152464, 0.0953312, 0.0236875, 0.0568475
,,,51, 119.963, 103.543, 109.624, 118.833, 114.487,,51, 1, 1.15858, 1.09432, 1.00951, 1.04783,,51, 0, 0.136877, 0.0861867, 0.00941885, 0.0456483
,,,52, 120.471, 96.4739, 102.95, 112.167, 108,,52, 1, 1.24874, 1.17019, 1.07403, 1.11547,,52, 0, 0.199192, 0.145437, 0.0689237, 0.103516
,,,53, 121.527, 101.922, 108.204, 116.95, 113.609,,53, 1, 1.19236, 1.12314, 1.03914, 1.0697,,53, 0, 0.161324, 0.109636, 0.0376641, 0.0651546
,,,54, 121.929, 103.451, 110.239, 119.024, 115.247,,54, 1, 1.17861, 1.10604, 1.02441, 1.05798,,54, 0, 0.151544, 0.0958723, 0.023826, 0.0548003
,,,55, 122.28, 105.495, 112.636, 121.007, 117.114,,55, 1, 1.15911, 1.08562, 1.01052, 1.04411,,55, 0, 0.137271, 0.0788712, 0.0104103, 0.0422502
,,,56, 122.578, 98.877, 105.592, 114.257, 110.674,,56, 1, 1.2397, 1.16086, 1.07282, 1.10756,,56, 0, 0.193352, 0.138573, 0.0678775, 0.097115
,,,57, 123.138, 103.692, 110.714, 119.238, 115.436,,57, 1, 1.18755, 1.11222, 1.03271, 1.06672,,57, 0, 0.157927, 0.100895, 0.0316748, 0.0625502
,,,58, 124.106, 105.858, 112.697, 121.25, 117.329,,58, 1, 1.17239, 1.10123, 1.02355, 1.05776,,58, 0, 0.147039, 0.0919273, 0.0230119, 0.0546034
,,,59, 124.459, 107.908, 114.394, 123.061, 119.499,,59, 1, 1.15339, 1.08798, 1.01136, 1.04151,,59, 0, 0.132988, 0.0808694, 0.0112318, 0.0398549
,,,60, 124.583, 101.564, 108.025, 116.782, 112.892,,60, 1, 1.22664, 1.15328, 1.06679, 1.10355,,60, 0, 0.184765, 0.132907, 0.0626126, 0.0938355
,,,61, 125.352, 106.393, 113.119, 121.673, 117.972,,61, 1, 1.1782, 1.10815, 1.03024, 1.06256,,61, 0, 0.151249, 0.0975926, 0.0293532, 0.0588752
,,,62, 126.011, 108.139, 115.143, 123.62, 120.056,,62, 1, 1.16526, 1.09439, 1.01934, 1.0496,,62, 0, 0.141826, 0.0862496, 0.0189713, 0.0472586
,,,63, 126.157, 110.475, 116.875, 126.032, 121.967,,63, 1, 1.14195, 1.07942, 1.001, 1.03436,,63, 0, 0.124306, 0.0735792, 0.000997352, 0.0332162
,,,64, 127.04, 103.268, 122.904, 137.935, 132.659,,64, 1, 1.23019, 1.03365, 0.921011, 0.957639,,64, 0, 0.187121, 0.0325527,-0.0857638,-0.0442351
,,,65, 127.591, 108.991, 123.411, 138.36, 133.314,,65, 1, 1.17066, 1.03387, 0.922172, 0.957077,,65, 0, 0.145784, 0.032763,-0.0843963,-0.0448482
,,,66, 127.63, 111.296, 124.007, 138.622, 133.965,,66, 1, 1.14676, 1.02922, 0.920706, 0.952713,,66, 0, 0.127975, 0.0283861,-0.0861226,-0.0496338
,,,67, 128.858, 113.165, 124.681, 138.693, 134.433,,67, 1, 1.13867, 1.0335, 0.929086, 0.958525,,67, 0, 0.121784, 0.0324155,-0.0763264,-0.0432701
,,,68, 128.663, 105.935, 124.991, 139.323, 134.849,,68, 1, 1.21455, 1.02937, 0.923483, 0.954122,,68, 0, 0.176649, 0.0285363,-0.0828565,-0.0480835
,,,69, 129.08, 111.512, 125.246, 139.821, 135.591,,69, 1, 1.15754, 1.03061, 0.923177, 0.951976,,69, 0, 0.136097, 0.0297022,-0.0832162,-0.0504464
,,,70, 129.567, 112.975, 125.692, 140.45, 136.275,,70, 1, 1.14687, 1.03083, 0.922514, 0.950778,,70, 0, 0.12806, 0.0299079,-0.0839939,-0.0517698
,,,71, 130.364, 115.002, 126.769, 140.787, 136.794,,71, 1, 1.13358, 1.02836, 0.925963, 0.952992,,71, 0, 0.117839, 0.0275767,-0.0799564,-0.0493269
,,,72, 130.619, 108.675, 127.418, 141.754, 136.923,,72, 1, 1.20192, 1.02513, 0.921454, 0.95396,,72, 0, 0.168, 0.0245105,-0.0852415,-0.0482622
,,,73, 130.949, 113.652, 127.359, 143.208, 137.354,,73, 1, 1.15219, 1.02819, 0.914396, 0.953365,,73, 0, 0.132084, 0.0274136,-0.0936176,-0.0489167
,,,74, 131.462, 115.817, 128.119, 143.836, 138.139,,74, 1, 1.13509, 1.0261, 0.913977, 0.95167,,74, 0, 0.11901, 0.0254333,-0.0941192,-0.0507839
,,,75, 132.447, 117.451, 128.645, 144.953, 138.943,,75, 1, 1.12767, 1.02955, 0.91372, 0.953244,,75, 0, 0.113219, 0.0287013,-0.0944273,-0.0490496
,,,76, 133.064, 110.914, 129.357, 145.455, 138.878,,76, 1, 1.1997, 1.02865, 0.914812, 0.958132,,76, 0, 0.16646, 0.0278528,-0.0931213,-0.0436971
,,,77, 133.667, 115.854, 129.78, 145.842, 139.724,,77, 1, 1.15375, 1.02995, 0.916524, 0.956655,,77, 0, 0.133262, 0.0290803,-0.091079,-0.0453089
,,,78, 134.113, 117.674, 130.347, 146.081, 140.33,,78, 1, 1.13971, 1.02889, 0.918074, 0.955699,,78, 0, 0.122581, 0.028081,-0.0892363,-0.046355
,,,79, 134.648, 119.944, 130.694, 146.966, 140.881,,79, 1, 1.12259, 1.03025, 0.916185, 0.955758,,79, 0, 0.109203, 0.0293616,-0.0914829,-0.0462899
,,,80, 134.744, 113.22, 130.888, 147.406, 141.317,,80, 1, 1.19011, 1.02946, 0.914098, 0.953486,,80, 0, 0.15974, 0.0286194,-0.0939747,-0.0487828
,,,81, 135.45, 118.321, 131.737, 147.964, 142.018,,81, 1, 1.14477, 1.02818, 0.915424, 0.953747,,81, 0, 0.12646, 0.0274075,-0.0923901,-0.0484966
,,,82, 135.733, 119.996, 132.143, 148.019, 142.03,,82, 1, 1.13115, 1.02717, 0.917, 0.955665,,82, 0, 0.115944, 0.0264543,-0.0905128,-0.0463916
,,,83, 136.487, 122.277, 132.526, 148.383, 142.511,,83, 1, 1.11621, 1.02988, 0.919828, 0.957725,,83, 0, 0.104108, 0.0290158,-0.08716,-0.044141
,,,84, 136.88, 115.741, 132.776, 148.839, 143.507,,84, 1, 1.18264, 1.03091, 0.91965, 0.953822,,84, 0, 0.154435, 0.0299817,-0.0873706,-0.0484135
,,,85, 137.575, 120.557, 133.485, 149.579, 143.69,,85, 1, 1.14116, 1.03064, 0.91975, 0.957447,,85, 0, 0.1237, 0.0297328,-0.0872523,-0.0444447
,,,86, 137.665, 123.141, 133.699, 150.337, 144.115,,86, 1, 1.11795, 1.02966, 0.915713, 0.955247,,86, 0, 0.105503, 0.0288095,-0.0920452,-0.0468502
,,,87, 138.647, 124.997, 134.746, 150.941, 144.754,,87, 1, 1.1092, 1.02895, 0.918555, 0.957816,,87, 0, 0.0984509, 0.0281387,-0.0886669,-0.0440423
,,,88, 139.225, 118.206, 135.076, 151.221, 145.083,,88, 1, 1.17781, 1.03071, 0.920667, 0.959618,,88, 0, 0.150966, 0.0297989,-0.0861685,-0.0420815
,,,89, 139.705, 123.283, 135.762, 151.852, 145.764,,89, 1, 1.13321, 1.02904, 0.920009, 0.95843,,89, 0, 0.117549, 0.0282216,-0.0869464,-0.043373
,,,90, 139.803, 125.22, 136.081, 152.541, 146.414,,90, 1, 1.11646, 1.02735, 0.916493, 0.954846,,90, 0, 0.104314, 0.0266233,-0.0911153,-0.0472895
,,,91, 140.748, 127.395, 136.734, 152.436, 146.417,,91, 1, 1.10481, 1.02935, 0.923325, 0.96128,,91, 0, 0.0948664, 0.028515,-0.0830428,-0.0402795
,,,92, 140.923, 120.481, 136.957, 153.405, 147.011,,92, 1, 1.16966, 1.02895, 0.918629, 0.958586,,92, 0, 0.145053, 0.0281398,-0.0885785,-0.0432033
,,,93, 141.885, 125.547, 137.69, 153.632, 148.147,,93, 1, 1.13014, 1.03047, 0.923542, 0.957733,,93, 0, 0.115153, 0.0295672,-0.0827876,-0.0441322
,,,94, 142.32, 127.508, 138.331, 153.977, 148.25,,94, 1, 1.11616, 1.02883, 0.924293, 0.959998,,94, 0, 0.104073, 0.0280261,-0.0819074,-0.0416686
,,,95, 142.143, 129.44, 138.733, 154.272, 148.916,,95, 1, 1.09814, 1.02458, 0.92138, 0.954519,,95, 0, 0.0893716, 0.0239887,-0.0853283,-0.0476484
,,,96, 143.298, 122.983, 139.259, 155.452, 149.118,,96, 1, 1.16519, 1.029, 0.921811, 0.960966,,96, 0, 0.141769, 0.0281872,-0.0848216,-0.0406196
,,,97, 143.136, 127.541, 139.717, 156.028, 149.903,,97, 1, 1.12227, 1.02447, 0.917375, 0.954856,,97, 0, 0.10895, 0.0238862,-0.0900665,-0.0472786
,,,98, 143.954, 129.81, 140.168, 156.555, 150.606,,98, 1, 1.10895, 1.02701, 0.91951, 0.955831,,98, 0, 0.098248, 0.0262971,-0.0875358,-0.0462097
,,,99, 144.323, 132.362, 141.095, 156.96, 150.669,,99, 1, 1.09037, 1.02288, 0.919493, 0.957887,,99, 0, 0.0828776, 0.0223715,-0.0875558,-0.0439649
,,,100, 145.005, 125.763, 141.085, 157.484, 151.503,,100, 1, 1.153, 1.02778, 0.920757, 0.95711,,100, 0, 0.132697, 0.0270286,-0.0860633,-0.0448121
,,,101, 145.345, 130.357, 141.354, 158.199, 151.994,,101, 1, 1.11497, 1.02824, 0.91875, 0.956255,,101, 0, 0.103117, 0.0274597,-0.0884356,-0.0457458
,,,102, 146.193, 132.188, 142.199, 158.66, 152.65,,102, 1, 1.10594, 1.02809, 0.921421, 0.9577,,102, 0, 0.0957954, 0.0273212,-0.0852798,-0.0441684
,,,103, 146.954, 134.13, 142.658, 159.203, 152.682,,103, 1, 1.09561, 1.03011, 0.923065, 0.962488,,103, 0, 0.0872678, 0.0292342,-0.0833473,-0.0389744
,,,104, 146.909, 127.86, 143.551, 159.055, 153.493,,104, 1, 1.14898, 1.02339, 0.923633, 0.957102,,104, 0, 0.129659, 0.0228525,-0.0826808,-0.0448203
,,,105, 147.524, 132.951, 143.502, 159.766, 154.004,,105, 1, 1.10961, 1.02803, 0.923377, 0.957921,,105, 0, 0.0987865, 0.0272623,-0.0829814,-0.0439279
,,,106, 148.154, 135.104, 144.183, 160.485, 154.49,,106, 1, 1.09659, 1.02755, 0.923166, 0.958991,,106, 0, 0.0880856, 0.0268071,-0.0832283,-0.0427629
,,,107, 149.037, 136.888, 144.565, 161.18, 155.18,,107, 1, 1.08875, 1.03094, 0.924663, 0.960413,,107, 0, 0.0815193, 0.0300077,-0.0814754,-0.0412192
,,,108, 149.593, 129.918, 145.31, 161.374, 155.576,,108, 1, 1.15144, 1.02947, 0.926993, 0.961542,,108, 0, 0.13152, 0.0286311,-0.0787568,-0.0399961
,,,109, 149.616, 135.3, 145.958, 161.975, 155.932,,109, 1, 1.1058, 1.02506, 0.923694, 0.959495,,109, 0, 0.095681, 0.0244483,-0.08261,-0.042215
,,,110, 150.114, 136.902, 146.437, 162.184, 156.566,,110, 1, 1.09651, 1.02511, 0.925579, 0.958791,,110, 0, 0.0880175, 0.0244975,-0.0804052,-0.0429805
,,,111, 150.769, 139.31, 146.898, 163.082, 157.135,,111, 1, 1.08225, 1.02635, 0.924495, 0.959482,,111, 0, 0.0759987, 0.0256707,-0.0816711,-0.0422292
,,,112, 150.858, 132.717, 147.021, 163.465, 157.404,,112, 1, 1.13669, 1.02609, 0.922877, 0.958413,,112, 0, 0.120252, 0.0254302,-0.0835686,-0.0433917
,,,113, 151.469, 137.619, 147.715, 164.018, 158,,113, 1, 1.10064, 1.02541, 0.923486, 0.958661,,113, 0, 0.0914348, 0.0247846,-0.0828536,-0.0431221
,,,114, 151.901, 139.411, 148.303, 164.102, 158.614,,114, 1, 1.08959, 1.02426, 0.925645, 0.957671,,114, 0, 0.082222, 0.0236846,-0.0803272,-0.0441995
,,,115, 152.634, 141.806, 148.614, 164.421, 158.781,,115, 1, 1.07636, 1.02705, 0.928313, 0.96129,,115, 0, 0.0709392, 0.0263381,-0.0772227,-0.040269
,,,116, 153.036, 134.982, 149.069, 165.112, 159.689,,116, 1, 1.13375, 1.02662, 0.926864, 0.958338,,116, 0, 0.117971, 0.0259265,-0.0789071,-0.0434731
,,,117, 153.751, 140.198, 149.486, 165.571, 160.094,,117, 1, 1.09667, 1.02853, 0.928612, 0.960381,,117, 0, 0.0881483, 0.0277364,-0.0768757,-0.0412539
,,,118, 153.81, 142.055, 149.845, 166.358, 160.775,,118, 1, 1.08275, 1.02646, 0.924569, 0.956676,,118, 0, 0.0764248, 0.0257749,-0.0815851,-0.0452857
,,,119, 154.789, 143.647, 151.02, 167.015, 161.217,,119, 1, 1.07756, 1.02496, 0.926794, 0.96013,,119, 0, 0.0719814, 0.0243502,-0.078988,-0.0415253
,,,120, 154.679, 137.215, 151.15, 167.209, 161.824,,120, 1, 1.12727, 1.02335, 0.92506, 0.955847,,120, 0, 0.112905, 0.0228149,-0.0810109,-0.0461928
,,,121, 155.822, 142.712, 151.758, 168.099, 162.329,,121, 1, 1.09186, 1.02678, 0.926965, 0.959917,,121, 0, 0.0841355, 0.0260815,-0.078789,-0.0417568
,,,122, 155.938, 144.335, 152.383, 168.89, 162.933,,122, 1, 1.08039, 1.02333, 0.923308, 0.957067,,122, 0, 0.0744084, 0.0227947,-0.0830628,-0.0448586
,,,123, 156.869, 146.498, 153.054, 168.883, 162.857,,123, 1, 1.07079, 1.02493, 0.928863, 0.963229,,123, 0, 0.0661099, 0.0243207,-0.0765852,-0.0381742
,,,124, 157.384, 139.447, 153.254, 169.654, 163.902,,124, 1, 1.12863, 1.02695, 0.927675, 0.960234,,124, 0, 0.113969, 0.0262443,-0.0779636,-0.0414123
,,,125, 158.005, 144.357, 153.747, 169.996, 164.277,,125, 1, 1.09454, 1.02769, 0.929464, 0.961824,,125, 0, 0.0863782, 0.0269479,-0.0758892,-0.0396908
,,,126, 158.397, 146.798, 154.629, 170.34, 164.865,,126, 1, 1.07901, 1.02437, 0.929888, 0.960768,,126, 0, 0.0732288, 0.0237928,-0.0753979,-0.0408341
,,,127, 158.604, 148.383, 155.102, 170.684, 165.042,,127, 1, 1.06888, 1.02258, 0.929227, 0.960991,,127, 0, 0.0644424, 0.0220832,-0.0761638,-0.0405929
,,,128, 159.74, 142.126, 155.144, 170.11, 165.52,,128, 1, 1.12393, 1.02962, 0.939035, 0.965077,,128, 0, 0.110268, 0.0287709,-0.0649229,-0.0361863

