name,ptest -- memcpy,ticks,bytes,local,libc586,lx64si1,movq,movq_r,compare,bytes,local,libc586,lx64si1,movq,movq_r,compare (%),bytes,local,libc586,lx64si1,movq,movq_r
best_total, 97436.4,,531, 1225.32, 1380.31, 863.214, 837.549, 835.817,,531, 1, 0.887713, 1.41949, 1.46298, 1.46601,,531, 0,-0.12649, 0.29552, 0.316465, 0.317878
worst_test,libc586,,564, 1279.41, 1260.7, 879.27, 863.365, 861.073,,564, 1, 1.01484, 1.45509, 1.48189, 1.48584,,564, 0, 0.0146263, 0.312755, 0.325187, 0.326979
worst_total, 157865,,597, 1354.75, 1528.98, 935.623, 918.103, 913.825,,597, 1, 0.886051, 1.44797, 1.4756, 1.48251,,597, 0,-0.128603, 0.309377, 0.322309, 0.325467
total_local, 143472,,630, 1425.64, 1614.47, 1003.25, 972.416, 967.296,,630, 1, 0.883042, 1.42102, 1.46608, 1.47384,,630, 0,-0.132449, 0.296282, 0.317911, 0.321502
total_libc586, 157865,,663, 1494.55, 1692.43, 1065.76, 1040.97, 1039.66,,663, 1, 0.883081, 1.40233, 1.43573, 1.43754,,663, 0,-0.132399, 0.286903, 0.30349, 0.30437
total_lx64si1, 98272.6,,696, 1551.69, 1530.71, 1076.34, 1059.73, 1057.5,,696, 1, 1.0137, 1.44163, 1.46423, 1.46732,,696, 0, 0.0135158, 0.306339, 0.317046, 0.318483
total_movq, 97574.2,,729, 1622.74, 1842.44, 1134.3, 1122.18, 1122.05,,729, 1, 0.880756, 1.43062, 1.44606, 1.44624,,729, 0,-0.135388, 0.301001, 0.308466, 0.308551
total_movq_r, 97436.4,,762, 1694.4, 1925.43, 1160.34, 1160.24, 1157.24,,762, 1, 0.880012, 1.46027, 1.46039, 1.46417,,762, 0,-0.136348, 0.315195, 0.315249, 0.31702
ratio_local, 1,,795, 1761.43, 2006.94, 1213.92, 1202.5, 1205.15,,795, 1, 0.877669, 1.45102, 1.46481, 1.46159,,795, 0,-0.139381, 0.310831, 0.317317, 0.315815
ratio_libc586, 0.908825,,828, 1817.25, 1843.32, 1268.52, 1245.98, 1242.85,,828, 1, 0.985858, 1.43257, 1.45849, 1.46217,,828, 0,-0.0143446, 0.301955, 0.31436, 0.316083
ratio_lx64si1, 1.45994,,861, 1894.03, 2157.32, 1338.38, 1314.2, 1309.12,,861, 1, 0.877958, 1.41516, 1.4412, 1.4468,,861, 0,-0.139007, 0.293369, 0.306135, 0.30882
ratio_movq, 1.47039,,894, 1960.76, 2240, 1365.59, 1342.46, 1342.37,,894, 1, 0.875338, 1.43583, 1.46057, 1.46067,,894, 0,-0.142415, 0.303541, 0.315336, 0.315384
ratio_movq_r, 1.47247,,927, 2027.84, 2311.54, 1415.27, 1396.1, 1397.15,,927, 1, 0.877269, 1.43283, 1.4525, 1.45142,,927, 0,-0.139901, 0.302079, 0.311533, 0.311017
,,,960, 2077.69, 2059.23, 1442.71, 1414.97, 1412.43,,960, 1, 1.00896, 1.44012, 1.46836, 1.47101,,960, 0, 0.0088835, 0.305615, 0.318967, 0.320193
,,,993, 2214.7, 2521.36, 1542.35, 1516.56, 1513.69,,993, 1, 0.878376, 1.43593, 1.46035, 1.46311,,993, 0,-0.138465, 0.303587, 0.315231, 0.316525
,,,1026, 2321.91, 2605, 1584.68, 1564.94, 1567.25,,1026, 1, 0.891327, 1.46523, 1.4837, 1.48152,,1026, 0,-0.121923, 0.317512, 0.32601, 0.325017
,,,1059, 2399.58, 2684.58, 1624.63, 1603.88, 1597.01,,1059, 1, 0.893839, 1.47701, 1.49611, 1.50254,,1059, 0,-0.11877, 0.322954, 0.331601, 0.334462
,,,1092, 2398.89, 2420.17, 1657.15, 1636.87, 1634.83,,1092, 1, 0.991209, 1.4476, 1.46553, 1.46736,,1092, 0,-0.00886889, 0.309202, 0.317655, 0.318506
,,,1125, 2504.84, 2831.35, 1693.79, 1682.95, 1676.23,,1125, 1, 0.884683, 1.47884, 1.48837, 1.49433,,1125, 0,-0.130349, 0.323796, 0.328123, 0.330804
,,,1158, 2575.66, 2921.57, 1743.16, 1747.02, 1746.68,,1158, 1, 0.881603, 1.47758, 1.47432, 1.47461,,1158, 0,-0.134297, 0.323219, 0.321721, 0.321854
,,,1191, 2653.43, 2996.34, 1844.43, 1793.76, 1790.04,,1191, 1, 0.885556, 1.43862, 1.47926, 1.48233,,1191, 0,-0.129234, 0.304889, 0.323984, 0.325385
,,,1224, 2713.91, 2650.89, 1856.48, 1849.35, 1847.98,,1224, 1, 1.02378, 1.46186, 1.4675, 1.46858,,1224, 0, 0.0232236, 0.315939, 0.318567, 0.319071
,,,1257, 2785.33, 3153.2, 1894.04, 1884.93, 1885.79,,1257, 1, 0.883333, 1.47058, 1.47768, 1.47701,,1257, 0,-0.132076, 0.319995, 0.323264, 0.322956
,,,1290, 2870.71, 3236.08, 1942.28, 1933.3, 1931.43,,1290, 1, 0.887096, 1.47801, 1.48488, 1.48632,,1290, 0,-0.127274, 0.323416, 0.326544, 0.327196
,,,1323, 2931.21, 3315.24, 1976.48, 1967.46, 1969.63,,1323, 1, 0.884162, 1.48305, 1.48985, 1.4882,,1323, 0,-0.131015, 0.325712, 0.32879, 0.328047
,,,1356, 2979.15, 2962.91, 2008.5, 2014.3, 2009.6,,1356, 1, 1.00548, 1.48327, 1.479, 1.48246,,1356, 0, 0.00544935, 0.325814, 0.323865, 0.325446
,,,1389, 3015.92, 3501.21, 2078.85, 2064.24, 2066.17,,1389, 1, 0.861395, 1.45076, 1.46103, 1.45967,,1389, 0,-0.160907, 0.310708, 0.315552, 0.314912
,,,1422, 3123.19, 3589.24, 2138.66, 2138.8, 2134.33,,1422, 1, 0.870153, 1.46035, 1.46025, 1.46331,,1422, 0,-0.149223, 0.315233, 0.315188, 0.316619
,,,1455, 3199.93, 3662.6, 2170.83, 2165.82, 2159.97,,1455, 1, 0.873679, 1.47406, 1.47747, 1.48147,,1455, 0,-0.144586, 0.321601, 0.323166, 0.324996
,,,1488, 3255.08, 3261.14, 2207.14, 2211.12, 2207.24,,1488, 1, 0.998141, 1.47479, 1.47214, 1.47473,,1488, 0,-0.00186229, 0.321939, 0.320717, 0.321909
,,,1521, 3342.02, 3815.33, 2248.74, 2242.66, 2245.42,,1521, 1, 0.875945, 1.48617, 1.4902, 1.48837,,1521, 0,-0.141624, 0.327129, 0.32895, 0.328125
,,,1554, 3403.78, 3863, 2296.78, 2312.85, 2305.03,,1554, 1, 0.881123, 1.48198, 1.47168, 1.47668,,1554, 0,-0.134915, 0.325228, 0.320506, 0.322803
,,,1587, 3464.35, 3951.49, 2354.13, 2349.43, 2344.15,,1587, 1, 0.87672, 1.47161, 1.47455, 1.47787,,1587, 0,-0.140615, 0.32047, 0.321826, 0.323351
,,,1620, 3511.6, 3509.67, 2404.15, 2400.34, 2394.96,,1620, 1, 1.00055, 1.46064, 1.46296, 1.46624,,1620, 0, 0.000547767, 0.315368, 0.316453, 0.317984
,,,1653, 3642.15, 4133.85, 2438.84, 2433.26, 2438.15,,1653, 1, 0.881057, 1.4934, 1.49682, 1.49382,,1653, 0,-0.135, 0.330385, 0.331917, 0.330575
,,,1686, 3662.22, 4252.36, 2502.98, 2497.42, 2498.38,,1686, 1, 0.861221, 1.46314, 1.4664, 1.46584,,1686, 0,-0.161142, 0.31654, 0.318059, 0.317796
,,,1719, 3733.39, 4299.59, 2523.66, 2533.05, 2528.6,,1719, 1, 0.868311, 1.47936, 1.47387, 1.47647,,1719, 0,-0.151661, 0.32403, 0.321513, 0.322707
,,,1752, 3798.48, 3775.84, 2560.41, 2584.93, 2581.48,,1752, 1, 1.00599, 1.48354, 1.46947, 1.47143,,1752, 0, 0.00595773, 0.325937, 0.319482, 0.320391
,,,1785, 3866.27, 4443.05, 2625.94, 2626.01, 2623.97,,1785, 1, 0.870183, 1.47233, 1.4723, 1.47344,,1785, 0,-0.149184, 0.320807, 0.320788, 0.321316
,,,1818, 3945.75, 4494.82, 2687.03, 2702.25, 2681.02,,1818, 1, 0.877845, 1.46845, 1.46017, 1.47173,,1818, 0,-0.139154, 0.319008, 0.31515, 0.32053
,,,1851, 4009.81, 4605.12, 2722.41, 2721.66, 2726.33,,1851, 1, 0.870728, 1.47289, 1.47329, 1.47077,,1851, 0,-0.148464, 0.321061, 0.321249, 0.320084
,,,1884, 4089.71, 4043.88, 2759.44, 2767.25, 2766.71,,1884, 1, 1.01133, 1.48208, 1.4779, 1.47819,,1884, 0, 0.0112045, 0.325273, 0.323363, 0.323495
,,,1917, 4168.13, 4757.2, 2799.34, 2811.53, 2811.4,,1917, 1, 0.876174, 1.48897, 1.48252, 1.48258,,1917, 0,-0.141326, 0.328394, 0.325471, 0.325501
,,,1950, 4241.33, 4846.99, 2855.63, 2865.41, 2873.72,,1950, 1, 0.875044, 1.48525, 1.48018, 1.4759,,1950, 0,-0.1428, 0.326714, 0.324406, 0.322448
,,,1983, 4306.96, 4920.44, 2914.76, 2921.66, 2910.98,,1983, 1, 0.87532, 1.47764, 1.47415, 1.47956,,1983, 0,-0.142439, 0.323245, 0.321644, 0.324122
,,,2016, 4314.82, 4301.1, 2944.12, 2951.28, 2955.09,,2016, 1, 1.00319, 1.46557, 1.46202, 1.46013,,2016, 0, 0.00318002, 0.317673, 0.316015, 0.315132
,,,2049, 4469.27, 5123.16, 3017.76, 3025.71, 3028.37,,2049, 1, 0.872367, 1.48099, 1.4771, 1.4758,,2049, 0,-0.146307, 0.324777, 0.322997, 0.322403

