name,ptest -- strlen,ticks,bytes,local,i486p,lxSimp,lxus,lx_5a_r2,compare,bytes,local,i486p,lxSimp,lxus,lx_5a_r2,compare (%),bytes,local,i486p,lxSimp,lxus,lx_5a_r2
best_test,lxSimp,,15, 147.518, 144.401, 113.678, 123.41, 139.043,,15, 1, 1.02159, 1.29769, 1.19535, 1.06095,,15, 0, 0.02113, 0.229398, 0.163427, 0.0574515
best_total, 33951.4,,16, 150.16, 146.604, 117.208, 125.188, 142.338,,16, 1, 1.02425, 1.28114, 1.19947, 1.05495,,16, 0, 0.0236791, 0.219445, 0.166301, 0.052088
worst_test,local,,17, 153.335, 149.366, 120.389, 126.879, 145.926,,17, 1, 1.02657, 1.27367, 1.20851, 1.05077,,17, 0, 0.0258848, 0.214864, 0.172533, 0.0483197
worst_total, 38524,,18, 156.064, 151.802, 122.849, 128.456, 149.743,,18, 1, 1.02808, 1.27037, 1.21492, 1.04222,,18, 0, 0.0273121, 0.212829, 0.176902, 0.0405064
total_local, 38524,,19, 159.075, 154.891, 126.079, 130.912, 153.511,,19, 1, 1.02701, 1.2617, 1.21513, 1.03625,,19, 0, 0.0262982, 0.207422, 0.17704, 0.0349791
total_i486p, 34860.3,,20, 162.062, 157.313, 129.67, 133.385, 156.22,,20, 1, 1.03019, 1.2498, 1.215, 1.0374,,20, 0, 0.0293058, 0.199874, 0.176952, 0.0360528
total_lxSimp, 33951.4,,21, 165.32, 159.76, 132.207, 135.277, 158.684,,21, 1, 1.0348, 1.25046, 1.22208, 1.04182,,21, 0, 0.0336323, 0.200297, 0.181725, 0.0401409
total_lxus, 35333.7,,22, 168.655, 162.684, 135.491, 136.602, 161.757,,22, 1, 1.0367, 1.24477, 1.23464, 1.04264,,22, 0, 0.0354054, 0.19664, 0.190049, 0.0408994
total_lx_5a_r2, 34238.7,,23, 172.43, 165.217, 138.632, 139.078, 164.172,,23, 1, 1.04366, 1.2438, 1.2398, 1.0503,,23, 0, 0.0418323, 0.196009, 0.19342, 0.0478912
ratio_local, 1,,24, 175.185, 168.311, 141.972, 140.616, 167.544,,24, 1, 1.04084, 1.23394, 1.24584, 1.04561,,24, 0, 0.03924, 0.189587, 0.197328, 0.0436182
ratio_i486p, 1.1051,,25, 178.745, 171.306, 145.101, 142.538, 170.696,,25, 1, 1.04343, 1.23187, 1.25402, 1.04715,,25, 0, 0.0416231, 0.188227, 0.202563, 0.0450311
ratio_lxSimp, 1.13468,,26, 181.285, 174.275, 147.958, 144.182, 173.562,,26, 1, 1.04022, 1.22524, 1.25733, 1.0445,,26, 0, 0.038664, 0.183834, 0.204665, 0.0425999
ratio_lxus, 1.09029,,27, 184.344, 176.95, 151.193, 146.87, 176.681,,27, 1, 1.04179, 1.21926, 1.25515, 1.04337,,27, 0, 0.04011, 0.179831, 0.203281, 0.0415703
ratio_lx_5a_r2, 1.12516,,28, 187.774, 180.25, 154.314, 149.418, 178.369,,28, 1, 1.04174, 1.21683, 1.2567, 1.05273,,28, 0, 0.0400701, 0.178195, 0.204265, 0.0500881
,,,29, 191.355, 182.491, 157.347, 151.395, 180.641,,29, 1, 1.04857, 1.21614, 1.26394, 1.05931,,29, 0, 0.0463216, 0.177724, 0.208826, 0.0559926
,,,30, 195.003, 185.131, 160.513, 151.173, 182.256,,30, 1, 1.05332, 1.21488, 1.28993, 1.06994,,30, 0, 0.0506246, 0.176873, 0.224767, 0.0653691
,,,31, 198.175, 187.503, 163.191, 151.207, 183.964,,31, 1, 1.05692, 1.21438, 1.31062, 1.07725,,31, 0, 0.053853, 0.176531, 0.237003, 0.0717129
,,,32, 200.797, 189.748, 166.7, 187.519, 186.228,,32, 1, 1.05823, 1.20455, 1.07081, 1.07823,,32, 0, 0.0550255, 0.169811, 0.0661284, 0.0725543
,,,33, 203.911, 191.823, 169.76, 190.104, 189.095,,33, 1, 1.06302, 1.20117, 1.07263, 1.07835,,33, 0, 0.0592807, 0.167478, 0.0677079, 0.0726578
,,,34, 206.528, 193.715, 172.783, 193.165, 191.691,,34, 1, 1.06614, 1.1953, 1.06918, 1.0774,,34, 0, 0.0620403, 0.163393, 0.0647025, 0.0718396
,,,35, 209.838, 196.648, 175.679, 195.975, 195.023,,35, 1, 1.06707, 1.19444, 1.07074, 1.07596,,35, 0, 0.0628583, 0.162786, 0.0660639, 0.0706014
,,,36, 212.603, 198.429, 178.23, 198.798, 197.249,,36, 1, 1.07143, 1.19286, 1.06944, 1.07784,,36, 0, 0.0666695, 0.161675, 0.064933, 0.0722186
,,,37, 215.63, 200.381, 181.536, 204.343, 199.582,,37, 1, 1.0761, 1.18781, 1.05523, 1.0804,,37, 0, 0.0707178, 0.158112, 0.0523417, 0.0744209
,,,38, 218.482, 203.542, 183.957, 207.03, 201.449,,38, 1, 1.0734, 1.18768, 1.05531, 1.08455,,38, 0, 0.0683824, 0.158024, 0.0524154, 0.0779605
,,,39, 221.219, 205.623, 187.436, 211.478, 203.919,,39, 1, 1.07585, 1.18024, 1.04606, 1.08484,,39, 0, 0.0704999, 0.152716, 0.0440356, 0.0782043
,,,40, 224.333, 208.406, 190.469, 217.088, 207.697,,40, 1, 1.07642, 1.17779, 1.03337, 1.0801,,40, 0, 0.0709964, 0.150954, 0.0322955, 0.0741579
,,,41, 227.79, 212.142, 193.421, 218.876, 211.069,,41, 1, 1.07376, 1.17769, 1.04073, 1.07922,,41, 0, 0.0686947, 0.150878, 0.0391337, 0.0734046
,,,42, 230.829, 215.39, 196.441, 220.223, 213.883,,42, 1, 1.07168, 1.17506, 1.04816, 1.07923,,42, 0, 0.0668875, 0.148977, 0.0459484, 0.0734138
,,,43, 233.517, 218.281, 199.022, 222.267, 216.672,,43, 1, 1.0698, 1.17332, 1.05062, 1.07774,,43, 0, 0.0652462, 0.147719, 0.048179, 0.0721356
,,,44, 236.862, 221.556, 202.052, 223.937, 218.362,,44, 1, 1.06908, 1.17228, 1.05772, 1.08472,,44, 0, 0.0646187, 0.146965, 0.054567, 0.0781054
,,,45, 240.369, 223.443, 204.907, 225.701, 220.322,,45, 1, 1.07575, 1.17306, 1.06499, 1.09099,,45, 0, 0.0704176, 0.147532, 0.0610249, 0.0834018
,,,46, 243.579, 226.333, 207.848, 227.163, 221.787,,46, 1, 1.0762, 1.17191, 1.07227, 1.09826,,46, 0, 0.0708022, 0.146693, 0.0673963, 0.0894671
,,,47, 247.062, 228.67, 211.092, 229.241, 223.472,,47, 1, 1.08043, 1.1704, 1.07774, 1.10556,,47, 0, 0.0744412, 0.145593, 0.0721311, 0.0954829
,,,48, 249.889, 230.804, 214.175, 231.214, 226.086,,48, 1, 1.08269, 1.16675, 1.08077, 1.10528,,48, 0, 0.076373, 0.142918, 0.0747308, 0.0952541
,,,49, 252.601, 232.729, 217.141, 233.585, 228.408,,49, 1, 1.08539, 1.16331, 1.08141, 1.10592,,49, 0, 0.07867, 0.140382, 0.0752826, 0.0957767
,,,50, 255.778, 234.831, 219.905, 235.539, 231.229,,50, 1, 1.0892, 1.16313, 1.08593, 1.10617,,50, 0, 0.0818958, 0.140251, 0.0791278, 0.0959783
,,,51, 258.655, 237.364, 223.819, 239.369, 233.927,,51, 1, 1.0897, 1.15565, 1.08057, 1.10571,,51, 0, 0.0823161, 0.134683, 0.0745656, 0.095604
,,,52, 261.231, 238.768, 227.016, 243.116, 236.359,,52, 1, 1.09408, 1.15072, 1.07451, 1.10523,,52, 0, 0.0859906, 0.130977, 0.0693443, 0.0952116
,,,53, 264.461, 241.188, 229.886, 245.347, 238.738,,53, 1, 1.0965, 1.1504, 1.07791, 1.10774,,53, 0, 0.0880031, 0.130738, 0.0722773, 0.0972651
,,,54, 267.217, 243.385, 233.444, 247.479, 241.012,,54, 1, 1.09792, 1.14467, 1.07976, 1.10873,,54, 0, 0.0891884, 0.126388, 0.0738666, 0.0980671
,,,55, 270.273, 246.341, 236.044, 249.71, 243.363,,55, 1, 1.09715, 1.14501, 1.08235, 1.11058,,55, 0, 0.0885467, 0.126648, 0.0760831, 0.099567
,,,56, 274.684, 249.074, 239.085, 251.707, 247.091,,56, 1, 1.10282, 1.1489, 1.09129, 1.11167,,56, 0, 0.0932349, 0.129601, 0.0836512, 0.100453
,,,57, 277.471, 253.132, 242.073, 253.664, 250.306,,57, 1, 1.09615, 1.14623, 1.09385, 1.10853,,57, 0, 0.0877192, 0.127575, 0.0857988, 0.097904
,,,58, 280.508, 256.076, 244.893, 256.037, 253.407,,58, 1, 1.09541, 1.14543, 1.09558, 1.10695,,58, 0, 0.0871002, 0.126967, 0.0872413, 0.0966149
,,,59, 284.178, 259.264, 247.677, 257.668, 256.431,,59, 1, 1.0961, 1.14738, 1.10288, 1.10821,,59, 0, 0.087671, 0.128446, 0.0932863, 0.0976401
,,,60, 288.287, 262.366, 251.17, 259.797, 258.08,,60, 1, 1.0988, 1.14777, 1.10966, 1.11704,,60, 0, 0.0899153, 0.128749, 0.0988256, 0.10478
,,,61, 291.583, 264.655, 253.919, 261.926, 259.82,,61, 1, 1.10175, 1.14833, 1.11323, 1.12225,,61, 0, 0.0923518, 0.129171, 0.10171, 0.108933
,,,62, 295.18, 268.27, 257.028, 261.932, 261.446,,62, 1, 1.10031, 1.14843, 1.12693, 1.12903,,62, 0, 0.0911623, 0.129248, 0.112635, 0.114283
,,,63, 298.573, 270.237, 259.871, 262.031, 263.137,,63, 1, 1.10485, 1.14892, 1.13946, 1.13467,,63, 0, 0.0949027, 0.129621, 0.122388, 0.118685
,,,64, 301.498, 272.337, 263.906, 279.13, 265.377,,64, 1, 1.10708, 1.14245, 1.08014, 1.13611,,64, 0, 0.096722, 0.124685, 0.0741899, 0.119806
,,,65, 304.135, 274.88, 267.619, 281.699, 268.948,,65, 1, 1.10643, 1.13645, 1.07965, 1.13083,,65, 0, 0.096192, 0.120065, 0.0737701, 0.115695
,,,66, 306.856, 277.035, 269.936, 284.944, 271.938,,66, 1, 1.10764, 1.13677, 1.0769, 1.12841,,66, 0, 0.0971836, 0.120318, 0.0714094, 0.113794
,,,67, 309.643, 279.357, 273.149, 287.772, 274.99,,67, 1, 1.10841, 1.13361, 1.076, 1.12601,,67, 0, 0.0978105, 0.117859, 0.0706328, 0.111912
,,,68, 312.964, 281.217, 276.44, 290.658, 276.881,,68, 1, 1.11289, 1.13212, 1.07674, 1.13032,,68, 0, 0.101442, 0.116704, 0.0712736, 0.115297
,,,69, 316.209, 283.367, 279.547, 294.94, 279.276,,69, 1, 1.1159, 1.13115, 1.07211, 1.13225,,69, 0, 0.103862, 0.115941, 0.0672634, 0.1168
,,,70, 318.816, 285.968, 282.595, 298.368, 281.326,,70, 1, 1.11487, 1.12817, 1.06853, 1.13326,,70, 0, 0.103032, 0.113611, 0.0641356, 0.117589
,,,71, 321.88, 288.72, 285.564, 301.173, 284.642,,71, 1, 1.11485, 1.12717, 1.06875, 1.13082,,71, 0, 0.10302, 0.112822, 0.0643314, 0.115687
,,,72, 325.043, 292.003, 288.533, 307.464, 288.274,,72, 1, 1.11315, 1.12653, 1.05717, 1.12755,,72, 0, 0.101648, 0.112322, 0.0540804, 0.113118
,,,73, 327.632, 295.655, 291.672, 311.118, 291.683,,73, 1, 1.10816, 1.12329, 1.05308, 1.12325,,73, 0, 0.0976004, 0.109759, 0.0504038, 0.109726
,,,74, 330.843, 298.946, 294.362, 312.74, 294.463,,74, 1, 1.1067, 1.12393, 1.05789, 1.12355,,74, 0, 0.0964109, 0.110268, 0.0547189, 0.109961
,,,75, 333.682, 301.697, 297.347, 313.99, 297.141,,75, 1, 1.10602, 1.1222, 1.06271, 1.12297,,75, 0, 0.0958545, 0.108892, 0.0590128, 0.109508
,,,76, 337.576, 304.955, 300.167, 316.143, 298.837,,76, 1, 1.10697, 1.12463, 1.0678, 1.12963,,76, 0, 0.0966342, 0.110816, 0.0634915, 0.114755
,,,77, 340.366, 306.858, 303.796, 318.38, 300.681,,77, 1, 1.1092, 1.12037, 1.06905, 1.13198,,77, 0, 0.0984456, 0.107441, 0.0645932, 0.116595
,,,78, 344.726, 309.743, 306.609, 320.107, 302.399,,78, 1, 1.11294, 1.12432, 1.07691, 1.13997,,78, 0, 0.101479, 0.11057, 0.0714157, 0.122782
,,,79, 347.666, 312.074, 309.414, 321.573, 303.982,,79, 1, 1.11405, 1.12363, 1.08114, 1.14371,,79, 0, 0.102375, 0.110027, 0.0750521, 0.125651
,,,80, 350.906, 313.941, 312.57, 323.775, 306.217,,80, 1, 1.11774, 1.12265, 1.08379, 1.14594,,80, 0, 0.105341, 0.109248, 0.0773155, 0.127352
,,,81, 353.383, 315.748, 315.664, 325.825, 308.724,,81, 1, 1.11919, 1.11949, 1.08458, 1.14466,,81, 0, 0.1065, 0.106737, 0.0779827, 0.126376
,,,82, 356.611, 317.985, 318.317, 328.238, 311.416,,82, 1, 1.12147, 1.1203, 1.08644, 1.14513,,82, 0, 0.108314, 0.107381, 0.0795622, 0.126734
,,,83, 359.41, 319.948, 321.296, 330.672, 314.149,,83, 1, 1.12334, 1.11862, 1.08691, 1.14408,,83, 0, 0.109795, 0.106045, 0.0799591, 0.125932
,,,84, 361.97, 322.386, 323.815, 334.662, 316.571,,84, 1, 1.12279, 1.11783, 1.0816, 1.14341,,84, 0, 0.109359, 0.10541, 0.0754442, 0.125422
,,,85, 364.932, 324.701, 327.365, 337.155, 318.783,,85, 1, 1.1239, 1.11476, 1.08239, 1.14477,,85, 0, 0.110242, 0.102943, 0.0761145, 0.126459
,,,86, 367.471, 327.226, 330.169, 339.609, 321.241,,86, 1, 1.12299, 1.11298, 1.08204, 1.14391,,86, 0, 0.109518, 0.101509, 0.0758218, 0.125806
,,,87, 370.669, 329.746, 332.913, 341.557, 323.801,,87, 1, 1.12411, 1.11341, 1.08523, 1.14474,,87, 0, 0.110404, 0.10186, 0.0785397, 0.126441
,,,88, 373.877, 332.746, 335.962, 344.529, 327.239,,88, 1, 1.12361, 1.11286, 1.08519, 1.14252,,88, 0, 0.110014, 0.10141, 0.0784982, 0.124743
,,,89, 377.322, 336.259, 339.046, 346.511, 330.352,,89, 1, 1.12212, 1.1129, 1.08892, 1.14218,,89, 0, 0.108829, 0.101443, 0.0816579, 0.124484
,,,90, 380.197, 339.166, 341.758, 348.341, 332.523,,90, 1, 1.12098, 1.11247, 1.09145, 1.14337,,90, 0, 0.10792, 0.101103, 0.0837876, 0.125393
,,,91, 382.8, 342.182, 344.996, 350.424, 335.534,,91, 1, 1.11871, 1.10958, 1.09239, 1.14087,,91, 0, 0.106109, 0.0987577, 0.0845768, 0.123476
,,,92, 386.076, 345.451, 348.139, 352.336, 337.372,,92, 1, 1.1176, 1.10897, 1.09576, 1.14436,,92, 0, 0.105227, 0.0982638, 0.087394, 0.126152
,,,93, 390.359, 347.724, 351.275, 354.982, 339.738,,93, 1, 1.12261, 1.11126, 1.09966, 1.149,,93, 0, 0.10922, 0.100124, 0.0906269, 0.129678
,,,94, 393.876, 350.147, 354.425, 355.016, 341.393,,94, 1, 1.12489, 1.11131, 1.10946, 1.15373,,94, 0, 0.111023, 0.100162, 0.0986605, 0.133248
,,,95, 397.242, 352.374, 357.772, 355.043, 343.023,,95, 1, 1.12733, 1.11032, 1.11886, 1.15806,,95, 0, 0.112949, 0.0993601, 0.10623, 0.136488
,,,96, 399.745, 354.108, 360.608, 372.449, 345.206,,96, 1, 1.12888, 1.10853, 1.07329, 1.15799,,96, 0, 0.114165, 0.0979034, 0.0682843, 0.136433
,,,97, 402.595, 356.283, 363.303, 374.704, 347.575,,97, 1, 1.12999, 1.10815, 1.07444, 1.1583,,97, 0, 0.115035, 0.0975975, 0.0692796, 0.136665
,,,98, 405.294, 358.337, 366.111, 377.59, 350.42,,98, 1, 1.13104, 1.10703, 1.07337, 1.15659,,98, 0, 0.11586, 0.0966792, 0.0683555, 0.135393
,,,99, 408.182, 360.635, 369.045, 380.241, 353.286,,99, 1, 1.13184, 1.10605, 1.07348, 1.15539,,99, 0, 0.116485, 0.0958822, 0.0684542, 0.134489
,,,100, 411.926, 362.443, 372.155, 383.015, 355.19,,100, 1, 1.13653, 1.10687, 1.07548, 1.15973,,100, 0, 0.120126, 0.0965491, 0.0701835, 0.137732
,,,101, 414.94, 365.021, 375.644, 387.329, 357.585,,101, 1, 1.13676, 1.10461, 1.07129, 1.1604,,101, 0, 0.120306, 0.0947025, 0.0665439, 0.138227
,,,102, 417.346, 367.257, 378.752, 390.842, 359.722,,102, 1, 1.13639, 1.1019, 1.06781, 1.16019,,102, 0, 0.120018, 0.0924754, 0.0635068, 0.138073
,,,103, 420.688, 370.198, 381.386, 393.275, 362.081,,103, 1, 1.13639, 1.10305, 1.0697, 1.16186,,103, 0, 0.120017, 0.0934238, 0.0651615, 0.139312
,,,104, 423.624, 373.208, 384.469, 400.461, 365.774,,104, 1, 1.13509, 1.10184, 1.05784, 1.15816,,104, 0, 0.119011, 0.0924291, 0.0546776, 0.13656
,,,105, 426.504, 377.077, 387.148, 404.047, 369.727,,105, 1, 1.13108, 1.10166, 1.05558, 1.15356,,105, 0, 0.115887, 0.0922749, 0.0526522, 0.13312
,,,106, 429.99, 380.237, 390.341, 405.445, 372.818,,106, 1, 1.13085, 1.10157, 1.06054, 1.15335,,106, 0, 0.115707, 0.0922088, 0.0570824, 0.132962
,,,107, 432.445, 384.155, 393.389, 407.256, 375.626,,107, 1, 1.1257, 1.09928, 1.06185, 1.15127,,107, 0, 0.111668, 0.0903148, 0.0582492, 0.131391
,,,108, 436.079, 386.29, 396.317, 408.581, 377.385,,108, 1, 1.12889, 1.10033, 1.0673, 1.15553,,108, 0, 0.114173, 0.0911814, 0.0630561, 0.134596
,,,109, 439.295, 388.664, 399.356, 410.306, 379.56,,109, 1, 1.13027, 1.10001, 1.07065, 1.15738,,109, 0, 0.115255, 0.0909176, 0.0659909, 0.13598
,,,110, 442.693, 391.637, 402.226, 412.001, 380.692,,110, 1, 1.13036, 1.10061, 1.07449, 1.16286,,110, 0, 0.11533, 0.0914094, 0.0693286, 0.140054
,,,111, 445.885, 394.091, 405.25, 413.424, 383.115,,111, 1, 1.13143, 1.10027, 1.07852, 1.16384,,111, 0, 0.116161, 0.0911332, 0.0728011, 0.140776
,,,112, 449.502, 395.779, 408.681, 415.263, 385.2,,112, 1, 1.13574, 1.09989, 1.08245, 1.16693,,112, 0, 0.119517, 0.0908142, 0.0761713, 0.143051
,,,113, 452.674, 398.283, 412.739, 417.342, 387.743,,113, 1, 1.13656, 1.09676, 1.08466, 1.16746,,113, 0, 0.120155, 0.0882204, 0.0780507, 0.143438
,,,114, 455.078, 400.18, 415.896, 419.65, 390.635,,114, 1, 1.13718, 1.09421, 1.08442, 1.16497,,114, 0, 0.120634, 0.0860994, 0.0778505, 0.14161
,,,115, 458.09, 403.057, 418.668, 421.964, 393.009,,115, 1, 1.13654, 1.09416, 1.08561, 1.1656,,115, 0, 0.120136, 0.0860571, 0.0788618, 0.142071
,,,116, 460.952, 404.312, 420.895, 426.099, 395.086,,116, 1, 1.14009, 1.09517, 1.0818, 1.16671,,116, 0, 0.122876, 0.0868994, 0.0756109, 0.142891
,,,117, 463.331, 406.983, 423.591, 428.628, 397.616,,117, 1, 1.13845, 1.09382, 1.08096, 1.16527,,117, 0, 0.121615, 0.0857699, 0.0748983, 0.141831
,,,118, 466.255, 408.896, 426.412, 431.102, 400.004,,118, 1, 1.14028, 1.09344, 1.08154, 1.16562,,118, 0, 0.123021, 0.0854523, 0.0753949, 0.142091
,,,119, 469.594, 411.979, 429.081, 432.701, 402.613,,119, 1, 1.13985, 1.09442, 1.08526, 1.16637,,119, 0, 0.122692, 0.0862735, 0.078565, 0.142636
,,,120, 472.595, 415.175, 432.374, 435.166, 405.721,,120, 1, 1.1383, 1.09302, 1.08601, 1.16483,,120, 0, 0.121501, 0.0851075, 0.0792, 0.141504
,,,121, 475.816, 418.724, 435.496, 436.889, 409.266,,121, 1, 1.13635, 1.09258, 1.0891, 1.16261,,121, 0, 0.119989, 0.0847382, 0.0818111, 0.139866
,,,122, 479.396, 421.47, 438.266, 439.55, 412.094,,122, 1, 1.13744, 1.09385, 1.09065, 1.16332,,122, 0, 0.12083, 0.0857949, 0.0831176, 0.14039
,,,123, 482.384, 424.737, 442.389, 441.701, 415.464,,123, 1, 1.13573, 1.09041, 1.09211, 1.16107,,123, 0, 0.119505, 0.0829105, 0.0843383, 0.138728
,,,124, 485.522, 427.851, 444.733, 444.015, 417.153,,124, 1, 1.13479, 1.09172, 1.09348, 1.16389,,124, 0, 0.118782, 0.084012, 0.0854889, 0.140815
,,,125, 489.074, 430.444, 447.684, 445.732, 419.232,,125, 1, 1.13621, 1.09245, 1.09724, 1.16659,,125, 0, 0.11988, 0.0846287, 0.0886198, 0.142804
,,,126, 493.341, 432.954, 450.595, 445.734, 421.309,,126, 1, 1.13948, 1.09487, 1.10681, 1.17097,,126, 0, 0.122405, 0.0866457, 0.0964993, 0.146009
,,,127, 496.676, 435.336, 454.052, 445.773, 422.597,,127, 1, 1.1409, 1.09388, 1.11419, 1.17529,,127, 0, 0.1235, 0.0858192, 0.102487, 0.14915
,,,128, 499.273, 437.157, 458.035, 462.549, 424.683,,128, 1, 1.14209, 1.09003, 1.0794, 1.17564,,128, 0, 0.124415, 0.0825968, 0.0735566, 0.149399

