name,ptest -- memcpy,ticks,bytes,local,libc586,lx64si1,movq,movq_r,compare,bytes,local,libc586,lx64si1,movq,movq_r,compare (%),bytes,local,libc586,lx64si1,movq,movq_r
best_test,movq,,498, 681.926, 751.487, 708.299, 550.501, 547.656,,498, 1, 0.907435, 0.962766, 1.23874, 1.24517,,498, 0,-0.102007,-0.038674, 0.192727, 0.196899
best_total, 67639.6,,531, 719.445, 798.651, 771.351, 593.107, 589.4,,531, 1, 0.900825, 0.932709, 1.21301, 1.22064,,531, 0,-0.110093,-0.0721461, 0.175606, 0.180757
worst_test,libc586,,564, 747.134, 731.257, 781.865, 604.408, 603.507,,564, 1, 1.02171, 0.955578, 1.23614, 1.23799,,564, 0, 0.0212498,-0.0464867, 0.191031, 0.192237
worst_total, 92689.4,,597, 792.707, 886.16, 844.378, 646.8, 647.208,,597, 1, 0.894541, 0.938805, 1.22558, 1.22481,,597, 0,-0.117891,-0.0651834, 0.184061, 0.183547
total_local, 84779.3,,630, 833.451, 936.258, 869.871, 673.057, 673.05,,630, 1, 0.890194, 0.958131, 1.23831, 1.23832,,630, 0,-0.12335,-0.0436983, 0.192446, 0.192454
total_libc586, 92689.4,,663, 876.013, 986.696, 931.977, 716.156, 719.809,,663, 1, 0.887825, 0.939952, 1.22322, 1.21701,,663, 0,-0.126348,-0.0638845, 0.182483, 0.178313
total_lx64si1, 88409.7,,696, 907.751, 887.713, 944.36, 727.326, 730.164,,696, 1, 1.02257, 0.961233, 1.24807, 1.24321,,696, 0, 0.0220737,-0.0403301, 0.19876, 0.195633
total_movq, 67639.6,,729, 960.475, 1075.85, 1017.96, 774.344, 773.822,,729, 1, 0.892757, 0.943529, 1.24037, 1.24121,,729, 0,-0.120126,-0.0598504, 0.19379, 0.194334
total_movq_r, 67646.9,,762, 999.678, 1129.83, 1043.18, 795.809, 799.586,,762, 1, 0.884806, 0.958302, 1.25618, 1.25025,,762, 0,-0.130191,-0.0435124, 0.203935, 0.200157
ratio_local, 1,,795, 1045.39, 1191.48, 1111.35, 843.693, 840.558,,795, 1, 0.877387, 0.940644, 1.23906, 1.24368,,795, 0,-0.139748,-0.0631019, 0.192937, 0.195935
ratio_libc586, 0.91466,,828, 1068.62, 1054.89, 1122.9, 852.941, 854.88,,828, 1, 1.01302, 0.951668, 1.25287, 1.25003,,828, 0, 0.0128492,-0.0507871, 0.201833, 0.200019
ratio_lx64si1, 0.958937,,861, 1124.38, 1281.04, 1188.76, 897.948, 900.413,,861, 1, 0.877712, 0.945846, 1.25217, 1.24874,,861, 0,-0.139326,-0.0572546, 0.201384, 0.199192
ratio_movq, 1.2534,,894, 1170.39, 1325.03, 1216.49, 927.481, 929.467,,894, 1, 0.883297, 0.962107, 1.2619, 1.25921,,894, 0,-0.132122,-0.0393859, 0.207547, 0.20585
ratio_movq_r, 1.25326,,927, 1211.16, 1372.61, 1273.7, 972.296, 972.906,,927, 1, 0.882375, 0.950896, 1.24567, 1.24489,,927, 0,-0.133304,-0.0516392, 0.19722, 0.196717
,,,960, 1240.4, 1218.19, 1309.62, 975.984, 977.639,,960, 1, 1.01823, 0.947144, 1.27092, 1.26877,,960, 0, 0.0179018,-0.0558053, 0.213167, 0.211833
,,,993, 1307.26, 1485.69, 1366.6, 1030.09, 1031.17,,993, 1, 0.8799, 0.956575, 1.26908, 1.26775,,993, 0,-0.136493,-0.0453959, 0.212025, 0.211201
,,,1026, 1356.52, 1526.57, 1415.74, 1070.96, 1071.69,,1026, 1, 0.888603, 0.958171, 1.26664, 1.26577,,1026, 0,-0.125362,-0.043655, 0.210512, 0.20997
,,,1059, 1393.84, 1579, 1449.29, 1105.34, 1109.31,,1059, 1, 0.882732, 0.961735, 1.261, 1.25649,,1059, 0,-0.132847,-0.039787, 0.206978, 0.204133
,,,1092, 1423.84, 1399.38, 1498.14, 1127.63, 1130,,1092, 1, 1.01748, 0.950404, 1.26268, 1.26003,,1092, 0, 0.0171756,-0.0521843, 0.208034, 0.206368
,,,1125, 1467.29, 1668.87, 1531.46, 1165.16, 1166.21,,1125, 1, 0.879213, 0.958103, 1.2593, 1.25818,,1125, 0,-0.137381,-0.0437296, 0.205911, 0.205199
,,,1158, 1515.97, 1723.98, 1594.45, 1212.44, 1211.5,,1158, 1, 0.879344, 0.950783, 1.25035, 1.25132,,1158, 0,-0.137212,-0.0517643, 0.200225, 0.200844
,,,1191, 1557.73, 1765.49, 1618.4, 1234.35, 1233.47,,1191, 1, 0.882324, 0.962514, 1.26198, 1.26289,,1191, 0,-0.13337,-0.0389462, 0.207596, 0.208166
,,,1224, 1603.57, 1566.17, 1673.2, 1256.59, 1259.41,,1224, 1, 1.02388, 0.958383, 1.27612, 1.27327,,1224, 0, 0.0233228,-0.0434237, 0.216377, 0.214618
,,,1257, 1635.81, 1865.94, 1703.49, 1300.08, 1300.58,,1257, 1, 0.876668, 0.960271, 1.25824, 1.25776,,1257, 0,-0.140683,-0.0413725, 0.205238, 0.204935
,,,1290, 1676.87, 1913.69, 1762.57, 1334.28, 1337.5,,1290, 1, 0.87625, 0.951378, 1.25676, 1.25374,,1290, 0,-0.141227,-0.0511066, 0.204301, 0.202383
,,,1323, 1726.98, 1954.81, 1790.77, 1372.76, 1373.37,,1323, 1, 0.883451, 0.964382, 1.25804, 1.25748,,1323, 0,-0.131924,-0.0369339, 0.205112, 0.204756
,,,1356, 1746.56, 1735.95, 1837.23, 1396.51, 1397.14,,1356, 1, 1.00612, 0.950651, 1.25066, 1.2501,,1356, 0, 0.00607801,-0.0519108, 0.200423, 0.200062
,,,1389, 1801.06, 2043.04, 1867.62, 1424.96, 1425.59,,1389, 1, 0.881559, 0.964358, 1.26393, 1.26337,,1389, 0,-0.134354,-0.0369588, 0.208819, 0.208468
,,,1422, 1841.06, 2094.34, 1928.36, 1476.94, 1476.58,,1422, 1, 0.879065, 0.954728, 1.24654, 1.24684,,1422, 0,-0.137572,-0.0474186, 0.197779, 0.197974
,,,1455, 1891.1, 2139.38, 1957.52, 1495.33, 1495.3,,1455, 1, 0.883949, 0.966071, 1.26468, 1.2647,,1455, 0,-0.131288,-0.0351205, 0.209284, 0.209297
,,,1488, 1916.84, 1894.73, 2008.93, 1520.18, 1520.75,,1488, 1, 1.01167, 0.954161, 1.26093, 1.26046,,1488, 0, 0.0115359,-0.0480408, 0.206935, 0.206639
,,,1521, 1972.39, 2229.77, 2037.21, 1559.84, 1561.6,,1521, 1, 0.884569, 0.968181, 1.26448, 1.26305,,1521, 0,-0.130494,-0.0328643, 0.209162, 0.208268
,,,1554, 1999.44, 2287.78, 2099.85, 1598.46, 1596.07,,1554, 1, 0.873963, 0.952181, 1.25085, 1.25273,,1554, 0,-0.144214,-0.0502205, 0.200546, 0.201742
,,,1587, 2054.95, 2340.35, 2125.62, 1637.01, 1640.11,,1587, 1, 0.878053, 0.966752, 1.25531, 1.25293,,1587, 0,-0.138883,-0.0343911, 0.203382, 0.201872
,,,1620, 2081.19, 2069.18, 2172.16, 1652.13, 1658.76,,1620, 1, 1.00581, 0.95812, 1.2597, 1.25467,,1620, 0, 0.00577258,-0.0437101, 0.206159, 0.202975
,,,1653, 2117.34, 2423.34, 2208.29, 1683.65, 1684.39,,1653, 1, 0.873728, 0.958817, 1.25759, 1.25704,,1653, 0,-0.144522,-0.0429523, 0.204827, 0.204478
,,,1686, 2166.36, 2475.33, 2265.21, 1735.18, 1742.06,,1686, 1, 0.87518, 0.956359, 1.24849, 1.24356,,1686, 0,-0.142623,-0.045632, 0.199034, 0.195859
,,,1719, 2202.92, 2524.02, 2286.99, 1756.86, 1755.49,,1719, 1, 0.872781, 0.963239, 1.25389, 1.25487,,1719, 0,-0.145762,-0.0381644, 0.202485, 0.203107
,,,1752, 2245.95, 2216.29, 2340.55, 1782, 1784.76,,1752, 1, 1.01338, 0.959582, 1.26035, 1.2584,,1752, 0, 0.0132023,-0.0421209, 0.20657, 0.205341
,,,1785, 2290.83, 2607.65, 2371.33, 1821, 1820.37,,1785, 1, 0.878504, 0.966055, 1.25801, 1.25844,,1785, 0,-0.138298,-0.0351381, 0.205093, 0.205366
,,,1818, 2347.14, 2665.03, 2432.77, 1855.26, 1850.25,,1818, 1, 0.880718, 0.964803, 1.26513, 1.26855,,1818, 0,-0.135437,-0.036481, 0.209567, 0.2117
,,,1851, 2378.46, 2710.72, 2461.5, 1876.43, 1880.69,,1851, 1, 0.87743, 0.966264, 1.26755, 1.26467,,1851, 0,-0.139693,-0.0349136, 0.211074, 0.209283
,,,1884, 2410.64, 2392.12, 2510.56, 1923.99, 1916.77,,1884, 1, 1.00774, 0.960201, 1.25294, 1.25766,,1884, 0, 0.00768152,-0.0414486, 0.201877, 0.204871
,,,1917, 2470.85, 2797.98, 2533.77, 1946.47, 1949.06,,1917, 1, 0.883085, 0.975168, 1.2694, 1.26771,,1917, 0,-0.132394,-0.0254648, 0.212228, 0.211178
,,,1950, 2528.12, 2851.03, 2604.91, 1996.89, 1998.64,,1950, 1, 0.886739, 0.970521, 1.26602, 1.26492,,1950, 0,-0.127728,-0.0303747, 0.210126, 0.209435
,,,1983, 2559.07, 2898.21, 2627.92, 2017.44, 2020.7,,1983, 1, 0.882983, 0.9738, 1.26847, 1.26642,,1983, 0,-0.132524,-0.0269048, 0.21165, 0.210376
,,,2016, 2577.51, 2568.05, 2671.3, 2038.41, 2038.36,,2016, 1, 1.00368, 0.964891, 1.26447, 1.2645,,2016, 0, 0.00366989,-0.0363867, 0.209156, 0.209174
,,,2049, 2659.6, 3012.52, 2740.77, 2100.28, 2092.37,,2049, 1, 0.882847, 0.970383, 1.2663, 1.27109,,2049, 0,-0.132699,-0.0305204, 0.210301, 0.213274

