name,ptest -- strcmp,ticks,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare,bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw,compare (%),bytes,local,local_gg,generic,i386,i486,i686,i686_1i,i686_1iu,i686_r2,1dw
testmask,0,,333, 5217.79, 3836.18, 4135.83, 3258.29, 3807.85, 3830.12, 3412.51, 2347.65, 2288.06, 3069.19,,333, 1, 1.36015, 1.26161, 1.60139, 1.37027, 1.36231, 1.52902, 2.22256, 2.28044, 1.70005,,333, 0, 0.264788, 0.207361, 0.375543, 0.270218, 0.265951, 0.345986, 0.550068, 0.561488, 0.411784
clock,500,,366, 5689.43, 4187.32, 4471.8, 3561.24, 4143.05, 4136.27, 3821.43, 2488.73, 2537.79, 3360.47,,366, 1, 1.35873, 1.27229, 1.5976, 1.37325, 1.3755, 1.48882, 2.28608, 2.24188, 1.69304,,366, 0, 0.264017, 0.214015, 0.374061, 0.271799, 0.272991, 0.328329, 0.56257, 0.553946, 0.409348
=====,,,399, 6225.61, 4523.38, 4843.51, 3850.9, 4495.65, 4481.14, 4122.29, 2722.42, 2709.29, 3719.41,,399, 1, 1.37632, 1.28535, 1.61666, 1.38481, 1.38929, 1.51023, 2.28679, 2.29787, 1.67382,,399, 0, 0.273424, 0.222003, 0.381442, 0.277877, 0.280208, 0.337849, 0.562707, 0.564815, 0.402563
Totals:,,,432, 6728.04, 4845.13, 5257.21, 4164.83, 4816.12, 4827.58, 4384.71, 2868.58, 2932.61, 3870.61,,432, 1, 1.38862, 1.27978, 1.61544, 1.39698, 1.39367, 1.53443, 2.34542, 2.29421, 1.73824,,432, 0, 0.27986, 0.218613, 0.380975, 0.284173, 0.282468, 0.348294, 0.573638, 0.564121, 0.424705
total_bytes, 64638,,465, 7183.84, 5221.75, 5594.08, 4326.17, 5221.25, 5174.27, 4752.16, 3174.28, 3057.39, 4268.82,,465, 1, 1.37576, 1.28419, 1.66055, 1.37589, 1.38838, 1.5117, 2.26314, 2.34967, 1.68286,,465, 0, 0.273126, 0.221297, 0.397791, 0.273195, 0.279735, 0.338494, 0.558136, 0.574408, 0.405775
best_test,i686_r2,,498, 7673.01, 5576.83, 5979.85, 4789.25, 5569.14, 5532.43, 5144.93, 3236.93, 3278.44, 4381.82,,498, 1, 1.37587, 1.28314, 1.60213, 1.37777, 1.38691, 1.49137, 2.37046, 2.34045, 1.7511,,498, 0, 0.273188, 0.220663, 0.375831, 0.274191, 0.278975, 0.329476, 0.57814, 0.572731, 0.428931
best_total, 366331,,531, 8150.52, 5774.56, 6358.76, 5068.62, 5849.03, 5869.29, 5331.33, 3464.71, 3483.53, 4707.01,,531, 1, 1.41145, 1.28178, 1.60803, 1.39348, 1.38867, 1.5288, 2.35244, 2.33973, 1.73157,,531, 0, 0.291511, 0.219834, 0.378123, 0.282374, 0.279888, 0.34589, 0.57491, 0.572601, 0.422489
worst_test,local,,564, 8553.21, 6124.79, 6600.35, 5161.01, 6193.01, 6059.92, 5708.95, 3699.57, 3590.68, 5027.02,,564, 1, 1.39649, 1.29587, 1.65727, 1.38111, 1.41144, 1.49821, 2.31195, 2.38206, 1.70145,,564, 0, 0.283918, 0.228319, 0.3966, 0.275943, 0.291503, 0.332536, 0.567464, 0.580194, 0.412265
worst_total, 874373,,597, 9029.71, 6531.45, 7116.75, 5647.87, 6640.74, 6569.64, 6148.64, 3906.14, 3856.72, 5239.68,,597, 1, 1.3825, 1.2688, 1.59878, 1.35974, 1.37446, 1.46857, 2.31167, 2.34129, 1.72333,,597, 0, 0.276672, 0.211852, 0.374523, 0.264567, 0.272442, 0.319066, 0.567412, 0.572886, 0.419729
total_local, 874373,,630, 9460.17, 6941.75, 7479.31, 5913.11, 6957.76, 6901.04, 6254.4, 4087.81, 4019.43, 5531.79,,630, 1, 1.36279, 1.26485, 1.59986, 1.35966, 1.37083, 1.51256, 2.31424, 2.35361, 1.71015,,630, 0, 0.266213, 0.20939, 0.374947, 0.264521, 0.270516, 0.33887, 0.567893, 0.575121, 0.415255
total_local_gg, 625678,,663, 9967.52, 7211.48, 7842.58, 6203.02, 7153.91, 7128.23, 6710.83, 4196.95, 4189.57, 5820.81,,663, 1, 1.38217, 1.27095, 1.60688, 1.3933, 1.39832, 1.48529, 2.37494, 2.37913, 1.71239,,663, 0, 0.276502, 0.213186, 0.377677, 0.282278, 0.284854, 0.32673, 0.578937, 0.579678, 0.416022
total_generic, 684335,,696, 10386, 7638.09, 8008.25, 6529.06, 7572.85, 7605.1, 6962.29, 4328.56, 4333.5, 6091.6,,696, 1, 1.35977, 1.29691, 1.59074, 1.37148, 1.36566, 1.49175, 2.39941, 2.39668, 1.70497,,696, 0, 0.264579, 0.228939, 0.37136, 0.270861, 0.267755, 0.329647, 0.583231, 0.582756, 0.413481
total_i386, 533820,,729, 10960.7, 7857.87, 8595.56, 6668.22, 7825.53, 7598.48, 7284.23, 4518.26, 4512.81, 6494.08,,729, 1, 1.39487, 1.27516, 1.64373, 1.40064, 1.44249, 1.50472, 2.42587, 2.4288, 1.6878,,729, 0, 0.283088, 0.215786, 0.391627, 0.286039, 0.306754, 0.335425, 0.587777, 0.588275, 0.407514
total_i486, 626360,,762, 11192.9, 8197.9, 8911.66, 7043.65, 8135.14, 8099.75, 7625.53, 4744.03, 4726, 6605.08,,762, 1, 1.36533, 1.25598, 1.58907, 1.37586, 1.38188, 1.46781, 2.35936, 2.36835, 1.69458,,762, 0, 0.267578, 0.203808, 0.370701, 0.273184, 0.276346, 0.318714, 0.576156, 0.577766, 0.409884
total_i686, 631435,,795, 11838.8, 8586.23, 9227.6, 7129.38, 8543.2, 8562.05, 7827.64, 4939.39, 4896.94, 7056.31,,795, 1, 1.37882, 1.28298, 1.66057, 1.38576, 1.38271, 1.51244, 2.39682, 2.4176, 1.67777,,795, 0, 0.27474, 0.220565, 0.397797, 0.278375, 0.276783, 0.338816, 0.582781, 0.586366, 0.403969
total_i686_1i, 578194,,828, 12399.3, 8895, 9512.09, 7544.34, 8844.07, 8804.99, 7931.69, 5114.48, 5070.46, 7068.4,,828, 1, 1.39396, 1.30353, 1.64352, 1.40199, 1.40821, 1.56326, 2.42435, 2.4454, 1.75418,,828, 0, 0.28262, 0.232851, 0.39155, 0.286727, 0.289879, 0.36031, 0.587518, 0.591068, 0.429934
total_i686_1iu, 368945,,861, 12634.8, 9071.96, 9818.13, 7799.8, 9203.87, 9160.07, 8504.02, 5227.75, 5208.69, 7580.08,,861, 1, 1.39274, 1.28689, 1.61989, 1.37278, 1.37934, 1.48575, 2.41688, 2.42572, 1.66685,,861, 0, 0.281989, 0.222933, 0.382675, 0.271549, 0.275016, 0.326939, 0.586243, 0.587752, 0.400065
total_i686_r2, 366331,,894, 13198.4, 9417.05, 10286.3, 7894.51, 9447.36, 9485.93, 8684.49, 5457.05, 5486.09, 7745.67,,894, 1, 1.40154, 1.28311, 1.67185, 1.39705, 1.39137, 1.51977, 2.4186, 2.4058, 1.70397,,894, 0, 0.286501, 0.220645, 0.401859, 0.284205, 0.281283, 0.342005, 0.586537, 0.584337, 0.413136
total_1dw, 508546,,927, 13626.5, 9743.34, 10683.8, 8414.92, 9574.86, 9591.34, 8984.83, 5628.73, 5625.47, 7846.4,,927, 1, 1.39854, 1.27543, 1.61932, 1.42315, 1.4207, 1.51661, 2.42088, 2.42228, 1.73665,,927, 0, 0.284969, 0.215951, 0.382458, 0.297333, 0.296124, 0.340634, 0.586927, 0.587166, 0.424179
ratio_local, 1,,960, 14259.8, 10067.5, 11132.2, 8662.98, 10175.5, 10177.7, 9442.14, 5853.68, 5834.26, 8372.96,,960, 1, 1.41642, 1.28095, 1.64606, 1.40139, 1.40108, 1.51023, 2.43604, 2.44415, 1.70308,,960, 0, 0.293994, 0.219328, 0.39249, 0.286425, 0.286267, 0.337849, 0.589498, 0.59086, 0.412828
ratio_local_gg, 1.39748,,993, 14735.9, 10399.9, 11390.9, 8704.28, 10372.8, 10583.6, 9631.27, 6066.97, 5989.34, 8420.95,,993, 1, 1.41692, 1.29366, 1.69295, 1.42063, 1.39233, 1.53001, 2.42888, 2.46036, 1.74991,,993, 0, 0.294246, 0.227, 0.409315, 0.296086, 0.28178, 0.346409, 0.588287, 0.593555, 0.428543
ratio_generic, 1.2777,,1026, 15124.7, 10670.7, 11787.1, 9156.34, 10403.1, 10919.2, 9896.02, 6284.58, 6219.07, 8579.08,,1026, 1, 1.41741, 1.28315, 1.65182, 1.45386, 1.38514, 1.52836, 2.40663, 2.43198, 1.76297,,1026, 0, 0.294486, 0.220668, 0.394609, 0.312174, 0.278053, 0.345703, 0.584481, 0.588813, 0.432776
ratio_i386, 1.63796,,1059, 15498.1, 11036.3, 12051.2, 9466.69, 10941.6, 10892.6, 10197.3, 6479.7, 6405.6, 8957.7,,1059, 1, 1.40429, 1.28602, 1.63712, 1.41644, 1.4228, 1.51982, 2.39179, 2.41946, 1.73014,,1059, 0, 0.287895, 0.222406, 0.38917, 0.294002, 0.297162, 0.342025, 0.581903, 0.586684, 0.422012
ratio_i486, 1.39596,,1092, 15821.7, 11086.9, 12461.2, 9418.97, 11017.3, 11489.1, 10181.1, 6602.79, 6662.98, 9284.46,,1092, 1, 1.42705, 1.26967, 1.67976, 1.43607, 1.3771, 1.55403, 2.39621, 2.37456, 1.7041,,1092, 0, 0.299255, 0.212393, 0.404678, 0.303656, 0.273837, 0.356511, 0.582674, 0.578869, 0.41318
ratio_i686, 1.38474,,1125, 16285.1, 11714.4, 12918.1, 10008.7, 11818.8, 11790.4, 10887.8, 6822.84, 6769.22, 9346.9,,1125, 1, 1.39017, 1.26064, 1.6271, 1.3779, 1.38122, 1.49573, 2.38685, 2.40576, 1.7423,,1125, 0, 0.280666, 0.206751, 0.385408, 0.274258, 0.276003, 0.331429, 0.581038, 0.584331, 0.426046
ratio_i686_1i, 1.51225,,1158, 16753.4, 11952.1, 12881.5, 9951.46, 11887.9, 12175.2, 11017.7, 7022.32, 6975.81, 9494.26,,1158, 1, 1.40171, 1.30058, 1.68351, 1.40928, 1.37602, 1.52059, 2.38574, 2.40164, 1.76458,,1158, 0, 0.286585, 0.231112, 0.406003, 0.290419, 0.273269, 0.342359, 0.580842, 0.583618, 0.433294
ratio_i686_1iu, 2.36993,,1191, 17131.5, 11944.3, 13194, 10208.9, 12003.7, 11899.5, 11030.9, 7127.15, 7079.78, 9769.11,,1191, 1, 1.43427, 1.29843, 1.67809, 1.42718, 1.43968, 1.55304, 2.40369, 2.41977, 1.75364,,1191, 0, 0.302783, 0.22984, 0.404083, 0.299317, 0.3054, 0.356102, 0.583973, 0.586738, 0.429757
ratio_i686_r2, 2.38684,,1224, 17315.7, 12596.7, 13829.1, 10574.5, 12257.7, 12672.8, 11603.7, 7372.71, 7291.14, 9849.01,,1224, 1, 1.37463, 1.25212, 1.6375, 1.41264, 1.36637, 1.49225, 2.34862, 2.3749, 1.75812,,1224, 0, 0.27253, 0.201353, 0.389314, 0.292105, 0.268136, 0.329873, 0.574219, 0.578929, 0.43121
ratio_1dw, 1.71936,,1257, 17865.3, 12670.7, 13848.2, 10544.5, 12649.7, 13035.3, 11581.4, 7457.23, 7340.82, 10072.8,,1257, 1, 1.40998, 1.29008, 1.69428, 1.41231, 1.37053, 1.54259, 2.3957, 2.43369, 1.77363,,1257, 0, 0.290768, 0.224854, 0.409779, 0.291941, 0.270357, 0.35174, 0.582586, 0.589102, 0.436183
,,,1290, 18253.7, 12573.7, 14502.8, 10852.7, 12858, 13450.9, 11827.4, 7607.44, 7438.57, 10406.3,,1290, 1, 1.45174, 1.25864, 1.68195, 1.41964, 1.35706, 1.54334, 2.39945, 2.45393, 1.75411,,1290, 0, 0.31117, 0.205489, 0.405452, 0.295595, 0.263116, 0.352053, 0.583239, 0.59249, 0.429909
,,,1323, 18339.4, 13171.5, 14809.6, 11087.3, 13445.1, 13362.2, 12035.7, 7692.34, 7593.01, 10538.6,,1323, 1, 1.39235, 1.23834, 1.65408, 1.36402, 1.37248, 1.52375, 2.38411, 2.41529, 1.74021,,1323, 0, 0.281792, 0.192467, 0.395435, 0.266873, 0.271389, 0.343724, 0.580556, 0.585972, 0.425357
,,,1356, 18789.1, 13477.1, 14701.5, 11155.2, 13508, 13633.1, 12397.2, 7869.87, 7792.86, 10676.7,,1356, 1, 1.39416, 1.27804, 1.68434, 1.39096, 1.3782, 1.5156, 2.38748, 2.41107, 1.75983,,1356, 0, 0.28272, 0.217551, 0.406296, 0.281073, 0.274415, 0.340194, 0.581148, 0.585247, 0.431763
,,,1389, 19104, 13707.9, 14968, 11562, 13660.6, 14171.1, 12431.4, 8025.4, 8045.86, 10981.2,,1389, 1, 1.39365, 1.27632, 1.65231, 1.39847, 1.34809, 1.53675, 2.38044, 2.37438, 1.7397,,1389, 0, 0.282459, 0.216498, 0.394785, 0.284933, 0.258211, 0.349276, 0.579909, 0.578838, 0.425188
,,,1422, 19530, 13784.6, 15095.5, 11749.3, 13731.8, 14109.2, 12825.6, 8017.41, 8056.22, 11152.7,,1422, 1, 1.4168, 1.29377, 1.66223, 1.42225, 1.3842, 1.52273, 2.43595, 2.42422, 1.75115,,1422, 0, 0.294185, 0.227063, 0.398399, 0.296889, 0.277562, 0.343287, 0.589483, 0.587496, 0.428947
,,,1455, 19529.3, 14161.4, 15321, 11877.6, 14251.1, 14100.6, 13177, 8294.72, 8231.99, 11393,,1455, 1, 1.37905, 1.27467, 1.64421, 1.37037, 1.38499, 1.48207, 2.35442, 2.37237, 1.71415,,1455, 0, 0.274861, 0.215486, 0.391804, 0.27027, 0.277975, 0.325269, 0.575268, 0.57848, 0.416619
,,,1488, 19752.6, 14285, 15766.3, 12117.6, 14367.1, 14413.5, 13302.6, 8329.38, 8298.44, 11589.6,,1488, 1, 1.38275, 1.25284, 1.63008, 1.37486, 1.37043, 1.48487, 2.37144, 2.38028, 1.70434,,1488, 0, 0.276804, 0.201815, 0.386534, 0.272651, 0.2703, 0.326542, 0.578316, 0.579882, 0.413261
,,,1521, 20298.4, 14709.4, 15956.7, 12130.4, 14615, 14752.3, 13410.1, 8622.67, 8203.96, 11740.3,,1521, 1, 1.37996, 1.27209, 1.67334, 1.38887, 1.37595, 1.51367, 2.35407, 2.47422, 1.72895,,1521, 0, 0.275343, 0.213894, 0.402393, 0.27999, 0.273228, 0.339352, 0.575204, 0.595831, 0.421615
,,,1554, 20754.1, 14732, 16188.6, 12475.7, 14831.1, 14883.6, 13731.5, 8657.03, 8628.87, 12013.3,,1554, 1, 1.40878, 1.28202, 1.66356, 1.39936, 1.39443, 1.51142, 2.39737, 2.40519, 1.7276,,1554, 0, 0.290167, 0.219982, 0.39888, 0.28539, 0.28286, 0.33837, 0.582876, 0.584233, 0.421162
,,,1587, 20895.7, 14945.3, 16216.4, 12750.7, 14890.8, 15079.3, 13816.4, 8742.8, 8814.23, 11946.6,,1587, 1, 1.39815, 1.28855, 1.63879, 1.40326, 1.38572, 1.51238, 2.39004, 2.37067, 1.74909,,1587, 0, 0.284767, 0.223934, 0.389794, 0.287376, 0.278353, 0.338791, 0.581597, 0.578179, 0.428274
,,,1620, 21310, 15157.8, 16291.9, 13006.1, 15158.9, 15234.3, 13925.3, 8831.79, 8692.87, 12339.1,,1620, 1, 1.40587, 1.30801, 1.63846, 1.40578, 1.39881, 1.53031, 2.41287, 2.45143, 1.72703,,1620, 0, 0.288698, 0.235481, 0.389671, 0.28865, 0.285109, 0.346538, 0.585556, 0.592075, 0.420973
,,,1653, 21329.6, 15385.5, 16647.6, 13025.6, 15299.3, 15539.8, 14172.4, 9146.06, 8719.35, 12455.8,,1653, 1, 1.38634, 1.28124, 1.63752, 1.39415, 1.37258, 1.50501, 2.33211, 2.44624, 1.71243,,1653, 0, 0.278678, 0.219509, 0.38932, 0.282719, 0.271445, 0.335552, 0.571204, 0.591209, 0.416033
,,,1686, 21288.7, 15394.2, 16682.3, 13274.2, 15545.9, 15740.1, 14273.9, 9126.19, 9077.36, 12659.9,,1686, 1, 1.3829, 1.27613, 1.60377, 1.36941, 1.35252, 1.49144, 2.33271, 2.34525, 1.68159,,1686, 0, 0.276882, 0.216378, 0.37647, 0.269759, 0.260638, 0.329506, 0.571313, 0.573607, 0.405324
,,,1719, 22022.1, 15568.2, 17169.8, 13378.4, 15468.3, 15904.8, 14327.5, 9220.76, 9118.89, 12765.7,,1719, 1, 1.41456, 1.28261, 1.64609, 1.42369, 1.38462, 1.53705, 2.38831, 2.41499, 1.7251,,1719, 0, 0.293065, 0.220337, 0.3925, 0.297601, 0.277778, 0.349404, 0.581295, 0.58592, 0.420322
,,,1752, 21854.2, 15576.4, 17206.2, 13451.2, 15711.8, 15683.1, 14711.9, 9302.86, 9279.16, 12682.9,,1752, 1, 1.40303, 1.27013, 1.62469, 1.39094, 1.39349, 1.48548, 2.34919, 2.35519, 1.72312,,1752, 0, 0.287256, 0.212681, 0.3845, 0.281063, 0.282376, 0.326817, 0.574321, 0.575405, 0.419658
,,,1785, 22016.4, 15855.3, 17628.8, 13826.1, 15829.9, 15986.6, 14892.8, 9214.72, 9195.14, 13152.4,,1785, 1, 1.38859, 1.24889, 1.59238, 1.39081, 1.37718, 1.47832, 2.38927, 2.39435, 1.67395,,1785, 0, 0.279843, 0.199288, 0.37201, 0.280996, 0.27388, 0.323558, 0.581461, 0.582351, 0.402612
,,,1818, 22398.5, 16196.1, 17560.9, 13806.1, 16109, 15956.7, 14809.4, 9427.42, 9448.76, 13185.4,,1818, 1, 1.38296, 1.27547, 1.62236, 1.39043, 1.40371, 1.51246, 2.37589, 2.37052, 1.69874,,1818, 0, 0.276911, 0.215978, 0.383613, 0.280798, 0.287601, 0.338824, 0.579105, 0.578152, 0.411327
,,,1851, 22241.1, 15975.3, 17809.1, 13829.5, 16109.4, 16397.6, 15040.8, 9571.54, 9406.85, 13193.8,,1851, 1, 1.39221, 1.24886, 1.60824, 1.38063, 1.35636, 1.47872, 2.32367, 2.36435, 1.68572,,1851, 0, 0.281719, 0.19927, 0.378201, 0.275692, 0.262733, 0.323739, 0.569646, 0.577051, 0.406783
,,,1884, 22559.8, 16380.8, 17833.3, 13688.3, 16569.6, 16485, 15130.2, 9579.33, 9691.18, 13467,,1884, 1, 1.37721, 1.26504, 1.64811, 1.36152, 1.3685, 1.49105, 2.35505, 2.32787, 1.6752,,1884, 0, 0.273896, 0.20951, 0.393244, 0.265525, 0.269275, 0.32933, 0.575381, 0.570423, 0.403056
,,,1917, 22636.8, 16413.2, 17804.1, 14153.2, 16396.2, 16356.9, 15047.2, 9818.73, 9733.84, 13482.4,,1917, 1, 1.37918, 1.27144, 1.59942, 1.38062, 1.38393, 1.50438, 2.30547, 2.32558, 1.67899,,1917, 0, 0.274932, 0.21349, 0.374772, 0.275685, 0.277421, 0.335276, 0.566249, 0.569999, 0.404402
,,,1950, 22940.8, 16175.8, 17926.9, 14315.7, 16293.9, 16251.8, 14921.1, 9766.29, 9677.06, 13524.8,,1950, 1, 1.41822, 1.27969, 1.60249, 1.40794, 1.41159, 1.53748, 2.34898, 2.37064, 1.69621,,1950, 0, 0.294889, 0.21856, 0.375971, 0.289743, 0.291577, 0.349583, 0.574283, 0.578173, 0.41045
,,,1983, 22856.1, 16252, 17762.9, 14232.7, 16236.7, 16785.7, 15099.4, 9801.45, 9798.32, 13325.3,,1983, 1, 1.40636, 1.28674, 1.60589, 1.40768, 1.36164, 1.51372, 2.33192, 2.33266, 1.71525,,1983, 0, 0.288945, 0.222841, 0.377291, 0.289613, 0.265592, 0.339374, 0.571168, 0.571305, 0.416994
,,,2016, 23788.9, 16331.7, 18257.2, 14178.4, 16699.1, 16595.5, 15455.7, 9775.68, 9813.7, 13375.1,,2016, 1, 1.45661, 1.30299, 1.67783, 1.42457, 1.43345, 1.53917, 2.43348, 2.42405, 1.7786,,2016, 0, 0.313474, 0.232533, 0.403993, 0.298031, 0.302384, 0.350297, 0.589066, 0.587468, 0.43776
,,,2049, 23814.3, 16667.3, 18106.9, 14158.2, 16743.4, 16831.3, 15479.1, 9653.1, 9641.06, 13407.5,,2049, 1, 1.42881, 1.3152, 1.68201, 1.4223, 1.41488, 1.53848, 2.46701, 2.47009, 1.77619,,2049, 0, 0.300115, 0.239661, 0.405473, 0.296916, 0.293226, 0.350007, 0.594651, 0.595156, 0.436998

